HRR Number,HRR Name,Medicare enrollees (2006),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2006),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2006)
10,AK-Anchorage,43194,5.15804370711267,5.17291538414524
1,AL-Birmingham,285254,5.8204148963003,5.94211586855636
2,AL-Dothan,50533,5.64610895016531,5.72638930246666
5,AL-Huntsville,72426,5.35636053494106,5.43537515752132
6,AL-Mobile,98220,5.51727774801984,5.68488608603045
7,AL-Montgomery,51701,5.56390090750438,5.81057507876381
9,AL-Tuscaloosa,29393,5.35107979473205,5.35680775724893
16,AR-Fort Smith,48031,5.59004754470856,5.82413486851745
18,AR-Jonesboro,31430,5.54453430788719,5.67683546820843
19,AR-Little Rock,205447,5.35487464377617,5.45257532489755
21,AR-Springdale,55040,5.06804589119956,5.36947513716868
22,AR-Texarkana,34463,5.59477448202708,5.62836574508506
11,AZ-Mesa,118463,4.94779201411025,4.76020373114835
12,AZ-Phoenix,309232,5.29776630784406,5.20535698092768
14,AZ-Sun City,81033,4.06142093253201,3.97078604498404
15,AZ-Tucson,153025,4.60905077003035,4.83821647742782
65,CA-Alameda County,136962,4.36074773732997,4.61532941272893
25,CA-Bakersfield,88460,5.44963890625942,5.6131063217081
31,CA-Chico,42672,5.0196953332441,5.11482357084896
33,CA-Contra Costa County,103271,4.36529806342976,4.54830516904338
43,CA-Fresno,103191,4.82189326094505,5.0958880510726
56,CA-Los Angeles,860643,4.37120148170659,4.53495352047565
58,CA-Modesto,84545,4.95831812780786,5.09769418635776
62,CA-Napa,37897,4.90306316183345,5.08244380905661
23,CA-Orange County,306821,4.35116651656373,4.39494904403733
69,CA-Palm Springs/Rancho Mirage,59378,4.62222993838137,4.73294731212876
73,CA-Redding,48409,5.22938531921568,5.29650827643038
77,CA-Sacramento,267587,4.84405350551119,5.133675258912
78,CA-Salinas,36523,4.56416393755248,4.60413578353531
79,CA-San Bernardino,243680,5.39213777254742,5.99510597094375
80,CA-San Diego,347378,4.50821630771187,4.75918523324135
81,CA-San Francisco,163506,4.14571638601607,4.30013868572648
82,CA-San Jose,151976,4.21933431388635,4.36410020991023
83,CA-San Luis Obispo,33005,4.41363555363708,4.59636872600984
85,CA-San Mateo County,90934,4.0421758837584,4.11935896342588
86,CA-Santa Barbara,50561,3.97938883860093,4.11915096823035
87,CA-Santa Cruz,24897,4.32957200172016,4.40820182430083
89,CA-Santa Rosa,56721,4.51902919828325,4.84785525523655
91,CA-Stockton,49740,5.21668997376073,5.47057331062789
96,CA-Ventura,84442,4.44008509331014,4.51959690906248
101,CO-Boulder,25325,4.39363597468767,4.63910438812634
102,CO-Colorado Springs,79692,4.76334915192123,4.79825178851139
103,CO-Denver,238913,4.74492370639142,4.93931496935921
104,CO-Fort Collins,31239,4.46679649610482,4.60725408756383
105,CO-Grand Junction,39074,4.79345154362388,5.00642027777233
106,CO-Greeley,36714,4.56281169827577,4.7390934944129
107,CO-Pueblo,23752,4.90701969365845,4.89015345482797
109,CT-Bridgeport,83545,4.34267171526385,4.49151913877913
110,CT-Hartford,193059,4.72834344799805,4.7703357029404
111,CT-New Haven,185468,4.59144806258267,4.6993293907964
113,DC-Washington,255195,4.59081727610476,4.54246365122477
112,DE-Wilmington,87066,4.95420742467515,4.92828513511295
115,FL-Bradenton,50023,4.46771878476878,4.79694711739089
116,FL-Clearwater,96361,4.682542815868,4.91878000507346
118,FL-Fort Lauderdale,427072,4.20927297064183,4.30243257255625
119,FL-Fort Myers,202509,4.32184437058194,4.46458411600248
120,FL-Gainesville,68290,5.3408149432567,5.4144247126899
122,FL-Hudson,90925,4.96932942059447,5.35730309104923
123,FL-Jacksonville,165311,5.17231132319728,5.24644081434109
124,FL-Lakeland,49942,4.89477875439325,4.99586868938431
127,FL-Miami,367601,4.38389314914351,5.09149895929311
129,FL-Ocala,124097,4.5563146783028,4.75487069048781
130,FL-Orlando,473132,4.76640369420592,5.00628593105642
131,FL-Ormond Beach,77909,4.80816986035737,5.13356208703934
133,FL-Panama City,27463,5.22076457758281,5.27005260803483
134,FL-Pensacola,97667,5.18674711946656,5.32300618966398
137,FL-Sarasota,100987,4.03740255197207,4.1773126088722
139,FL-St. Petersburg,66833,5.11125369052335,5.30532345227195
140,FL-Tallahassee,83458,5.30503685626633,5.53594541973406
141,FL-Tampa,141527,5.17841115918378,5.52373408788603
142,GA-Albany,23204,5.42245034897669,5.52516701188251
144,GA-Atlanta,478964,5.16710188843163,5.2584010206469
145,GA-Augusta,74105,5.31010411723012,5.50730191858721
146,GA-Columbus,35389,5.91642911544329,6.18725565274698
147,GA-Macon,80586,5.68869677105297,5.73092420883483
148,GA-Rome,34938,6.04743819406712,6.1231117156873
149,GA-Savannah,88697,5.12249313088938,5.19595915680994
150,HI-Honolulu,163005,3.98794255882032,4.23639998600479
190,IA-Cedar Rapids,38190,4.74783276150449,5.00711652788062
191,IA-Davenport,71707,4.77362638196672,4.9070315439277
192,IA-Des Moines,141133,4.77497462741816,4.95036016743422
193,IA-Dubuque,23881,4.85589219118368,5.38379296338569
194,IA-Iowa City,42210,4.57747992139841,4.73641309971436
195,IA-Mason City,25448,4.48346908660348,4.53811752611198
196,IA-Sioux City,37756,4.69805021396582,4.94194929074314
197,IA-Waterloo,31653,4.55511777716473,4.78432874231854
151,ID-Boise,89931,4.79182943918306,5.22279631304738
152,ID-Idaho Falls,20793,4.71075085450139,4.91339733446624
154,IL-Aurora,21987,5.13233895524551,5.26345753461638
175,IL-Bloomington,20245,4.9378875782547,5.20840034498917
155,IL-Blue Island,106032,5.29155390571135,5.3649330217301
156,IL-Chicago,226433,4.81991300655962,4.92439487517372
158,IL-Elgin,62745,5.21478053541764,5.28662881155639
161,IL-Evanston,128595,4.2811747565592,4.31775858105215
163,IL-Hinsdale,43105,4.77908083792097,4.82893560447907
164,IL-Joliet,65141,5.081841626583,5.12424885153987
166,IL-Melrose Park,138966,4.82661268357121,4.92022064610087
170,IL-Peoria,93024,4.90605932088769,5.11616270124968
171,IL-Rockford,93202,4.80537887008725,5.08617774768851
172,IL-Springfield,125114,5.18944116238815,5.27830009077141
173,IL-Urbana,57178,5.093932741626,5.33571508148916
179,IN-Evansville,97583,5.38947084117404,5.55498116710639
180,IN-Fort Wayne,105794,4.87705398240633,5.24728233194718
181,IN-Gary,62772,5.47284029338656,5.48314136779536
183,IN-Indianapolis,319388,5.29447441922607,5.4016625439542
184,IN-Lafayette,23890,5.35397819802562,5.62163007319166
185,IN-Muncie,23617,5.35083005814112,5.41156907231048
186,IN-Munster,39217,4.97752011040509,5.03903821454639
187,IN-South Bend,86145,5.04913024554946,5.25062095155792
188,IN-Terre Haute,24609,5.65720040043232,5.7504127857245
200,KS-Topeka,56107,5.03144470334621,5.09105786153938
201,KS-Wichita,170727,4.90017087408536,4.99703665052333
203,KY-Covington,41041,5.76032073098588,5.99542364247316
204,KY-Lexington,172145,5.93884455741079,6.06715541372362
