HSA Number,HSA Name,Medicare enrollees (2006),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2006),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2006)
2001,AK-Anchorage,17811,4.94372014639464,4.94764570115174
2016,AK-Barrow,262,,
2017,AK-Bethel,1109,5.55121963005122,5.58974978808429
2002,AK-Cordova,191,,
2018,AK-Dillingham,347,,
2003,AK-Fairbanks,6011,5.3270658202686,5.33500748955077
2004,AK-Homer,1170,4.59342243004041,4.41772863043916
2005,AK-Juneau,2806,5.92550595208966,5.90028388575424
2006,AK-Ketchikan,1660,4.39804246171069,4.4650241972338
2007,AK-Kodiak,718,5.51506536488435,5.62307424927347
2019,AK-Kotzebue,382,-6.46588080951395,-6.50549803170667
2008,AK-Nome,382,-7.41035366364988,-7.46556562803197
2009,AK-Palmer,5071,5.36402785740714,5.41767814278017
2010,AK-Petersburg,371,-5.37140508140856,-5.51317768251173
2011,AK-Seward,304,,
2012,AK-Sitka,858,5.62344453566807,5.70529717491064
2013,AK-Soldotna,3210,5.14470187002779,5.1976873900176
2014,AK-Valdez,220,,
2015,AK-Wrangell,311,-6.95001204478,-6.99793957627934
1001,AL-Alabaster,10711,6.4737070176659,6.76827990432696
1002,AL-Alexander City,3458,5.83440876649214,5.85182007526394
1003,AL-Andalusia,4125,5.31738426262408,5.34540797485379
1004,AL-Anniston,13793,5.76737151814311,5.76848987098391
1006,AL-Ashland,2607,5.63791151211841,5.71515089354696
1007,AL-Athens,7092,5.23216042709948,5.35664472496059
1008,AL-Atmore,2158,4.87468419885393,4.85134877625817
1010,AL-Bessemer,12619,5.67198265842209,6.04516877891215
1011,AL-Birmingham,96067,5.60652185422746,5.73935730104807
1012,AL-Boaz,8637,6.32612253836202,6.3898894656019
1013,AL-Brewton,3341,4.63290376165057,4.61096048660233
1014,AL-Bridgeport,1212,7.53453954462199,7.61519771040406
1016,AL-Camden,936,4.95919202343048,4.78898034052343
1017,AL-Carrollton,2193,6.27912511753359,6.22274085697785
1018,AL-Centre,3311,6.40679112266364,6.57171696930758
1019,AL-Centreville,1226,6.39587009891302,6.91901000653187
1022,AL-Cullman,12399,6.1040514644249,6.27539787221973
1023,AL-Dadeville,1434,6.21781046253558,6.19608304755945
1024,AL-Decatur,10290,5.82100587296471,5.86325634509277
1025,AL-Demopolis,2434,6.27641637988234,6.27717526077089
1026,AL-Dothan,24302,5.41837732671316,5.498438636072
1027,AL-Elba,1453,5.35501445338396,5.45361762441075
1028,AL-Enterprise,5145,5.43028453896523,5.45471845338597
1029,AL-Eufaula,2230,6.53177956078158,6.94757824283482
1031,AL-Evergreen,1230,4.78242540337766,4.84081771863528
1032,AL-Fairhope,5984,4.88861576651623,5.04467928674457
1033,AL-Fayette,2239,5.5593927288072,5.57787205448022
1035,AL-Florala,670,5.45834042510671,5.47457892246366
1036,AL-Florence,14410,5.33972447851956,5.39826734974692
1037,AL-Foley,8153,5.09562708673746,5.40093774127272
1038,AL-Fort Payne,6128,5.89875133104769,6.00568111784896
1039,AL-Gadsden,14779,6.19448247870717,6.39100164482746
1040,AL-Geneva,2861,6.31773018613896,6.31302881151822
1044,AL-Greenville,3527,5.99179754774886,6.07887314266256
1045,AL-Grove Hill,1025,4.77645434184473,4.79294322712007
1046,AL-Guntersville,5105,5.81963052372761,5.89796027906736
1047,AL-Haleyville,2831,6.46644421926954,6.62419691143141
1048,AL-Hamilton,2100,6.20772609532731,6.2124796587382
1049,AL-Hartselle,4082,7.38389023286396,7.43235486815326
1051,AL-Huntsville,40002,5.07893839197768,5.15800207771828
1053,AL-Jacksonville,3909,6.16858042943752,6.21585037647332
1054,AL-Jasper,9413,6.37396402793932,6.66301413715129
1056,AL-Luverne,1641,5.98148527900363,6.02190467401507
1057,AL-Mobile,60201,5.53387024875555,5.70989928799155
1058,AL-Monroeville,3242,4.93504726757513,4.93673304052395
1059,AL-Montgomery,34559,5.41308212323491,5.66779094674089
1060,AL-Moulton,3789,5.80278165867504,5.85050218091256
1061,AL-Muscle Shoals/Sheffield,8463,5.56243273977941,5.58332661153627
1063,AL-Oneonta,3221,6.95240690474923,7.28860800266638
1064,AL-Opelika,13085,5.31149443304474,5.2103833714875
1065,AL-Opp,1738,7.15277647018287,7.22454782240261
1066,AL-Ozark,3130,5.51405395907771,5.51153747976139
1068,AL-Phenix City,6969,6.49154216678765,6.85715987473692
1070,AL-Prattville,4478,5.99276350754439,6.27045198534419
1071,AL-Red Bay,1058,6.79464422930165,6.89552967254287
1072,AL-Roanoke,1983,6.23096001992598,6.30337366774067
1073,AL-Russellville,3961,5.67951862351021,5.72624681399684
1074,AL-Scottsboro,5094,5.89897293584727,5.93997578919527
1075,AL-Selma,8313,5.9273105035707,5.87790996140677
1077,AL-Sylacauga,4180,6.31690477260381,6.37454639372774
1078,AL-Talladega,4623,5.93842941628396,6.13730923582025
1079,AL-Tallassee,1732,5.66173899848241,5.83153777808114
1080,AL-Thomasville,2411,5.39973712864701,5.42588806932888
1081,AL-Troy,3604,6.08212358433413,6.33674651187733
1082,AL-Tuscaloosa,22223,5.18231640289606,5.17109387741119
1083,AL-Union Springs,930,5.79674800169595,6.57879381514415
1084,AL-Valley,5414,5.54916427726205,5.64433461681841
1085,AL-Vernon,1512,5.32500126667603,5.48945221709022
1086,AL-Wedowee,1300,4.48456819972415,4.55935190337123
1088,AL-Winfield,2662,6.11150629802947,6.36487416904494
4001,AR-Arkadelphia,3152,6.10600943593941,6.28892773550232
4002,AR-Ashdown,1450,5.37296449984501,5.3707866007271
4003,AR-Batesville,7106,5.53329592033573,5.5842592548509
4004,AR-Benton,7925,5.65962910056526,5.71446661187617
4005,AR-Bentonville,10153,3.99899044003274,4.40297758419664
4006,AR-Berryville,2439,6.21499326830594,6.47968459813186
4007,AR-Blytheville,3566,6.52141915584875,6.63173185459976
4008,AR-Booneville,1242,5.82268904060874,6.06879973027222
4010,AR-Calico Rock,1747,5.13746113336313,5.47936604163386
4011,AR-Camden,4206,6.08175269088707,6.31023019361846
4012,AR-Cherokee Village,3283,4.77942046409923,4.90368830247507
4013,AR-Clarksville,2724,5.63165946740676,5.88602112005522
4015,AR-Conway,9158,5.26048603438113,5.34678268754688
4017,AR-Crossett,2889,5.4189200009834,5.44286048174098
4018,AR-Danville,1714,5.62675355145416,5.62541955809629
4019,AR-Dardanelle,1501,5.61357687955092,5.65622903807776
4020,AR-De Queen,2336,6.47810256667167,6.627702739678
4021,AR-De Witt,1146,5.82351249093134,5.87725746362
4023,AR-Dumas,1027,5.56551256509528,5.4902525035273
4024,AR-El Dorado,7295,5.64761536771473,5.67791179508002
4025,AR-Eureka Springs,1868,3.69992680357227,3.96180928525537
4026,AR-Fayetteville,10983,5.40112476727271,5.5972366986587
4027,AR-Fordyce,1328,5.76256568156308,5.79368617589394
4028,AR-Forrest City,4029,5.93561188428098,6.23209046564571
4029,AR-Fort Smith,30371,5.31475655543483,5.58673946254259
4030,AR-Gravette,1671,5.98963374338827,6.42648500825289
4031,AR-Harrison,8187,5.3305403873719,5.53299785656864
4032,AR-Heber Springs,3049,4.79912751083099,4.87030481660391
4033,AR-Helena,3266,6.14953945721264,6.28919353079951
4034,AR-Hope,3135,5.86159475943861,5.84020569349126
4035,AR-Hot Springs,25256,4.89883763695058,4.96791203317108
4038,AR-Jacksonville,7546,5.97634304897877,6.10571250465266
4039,AR-Jonesboro,17898,5.25660883283263,5.34960219188648
4040,AR-Lake Village,1799,5.06845944007546,5.05426542738876
4041,AR-Little Rock,39237,5.16211599262722,5.2762962724532
4042,AR-Magnolia,4041,5.17985197212014,5.19024612421871
4043,AR-Malvern,4005,5.88016545271459,5.93251348025344
4045,AR-McGehee,1587,6.37436915820126,6.25051802076032
4046,AR-Mena,3644,5.98547903520337,6.09218583074177
4047,AR-Monticello,2160,4.9005572815886,4.8819246176364
4048,AR-Morrilton,2999,5.95969625898308,6.18680384821783
4049,AR-Mountain Home,14934,4.89800601283696,5.04514980828169
4050,AR-Mountain View,2268,4.93261640604135,5.21303617110425
4051,AR-Murfreesboro,783,6.30934412826196,6.27822547371392
4052,AR-Nashville,2369,5.67122169918767,5.66959642531769
4053,AR-Newport,3124,5.56458544396557,5.60287470633898
4054,AR-North Little Rock,12553,4.8062395386938,4.9113457784899
4055,AR-Osceola,1616,6.68633076998811,6.65550966578059
4056,AR-Ozark,1736,5.31114288808061,5.33166053866387
4057,AR-Paragould,6357,5.86306989377882,6.05609712099678
4059,AR-Piggott,1267,5.95975747735474,6.26887094090033
4060,AR-Pine Bluff,11741,5.4579029697931,5.71136110479592
4061,AR-Pocahontas,2784,5.48469871395736,5.61632258402949
4062,AR-Prescott,960,4.54424056146259,4.56513561150595
4063,AR-Rogers,7973,4.71817216938035,5.10454851533617
4064,AR-Russellville,7776,5.56195124347403,5.72411155042153
4065,AR-Salem,1034,7.46670194052309,7.68287966698771
4066,AR-Searcy,12656,5.7076396522806,5.77598716730125
4067,AR-Siloam Springs,4507,5.30007025888493,5.5608003678856
4068,AR-Springdale,9127,5.3366593553027,5.6066174412775
4069,AR-Stuttgart,3576,4.86049866400835,4.84256792998424
4070,AR-Texarkana,5691,5.78449087865446,5.82035011278293
4072,AR-Waldron,1425,6.40024223854378,6.69088276617886
4074,AR-Warren,2056,5.72423872280089,5.70424171895014
4075,AR-West Memphis,6060,5.69162521343647,5.72100641927319
4076,AR-Wynne,1887,5.6875905670006,5.81991158525931
3002,AZ-Bisbee,1615,6.06593837416046,6.5299892434701
3003,AZ-Bullhead City,13181,5.94234941795411,6.36582736577655
3004,AZ-Casa Grande,10267,5.36125313820112,5.59442131731347
3005,AZ-Chandler,20734,4.47122025003096,4.3109344723956
3038,AZ-Chinle,1672,4.26797821402268,4.21208137610825
3047,AZ-Claypool,3004,5.8260835831694,5.9320546841538
3006,AZ-Cottonwood,14132,4.94752651802484,5.18188085218085
3007,AZ-Douglas,2229,4.33643242382692,5.06291942377515
3008,AZ-Flagstaff,5980,5.13706060941527,5.41978716937757
3009,AZ-Florence,1458,5.26690156028519,5.24974669479515
3010,AZ-Ganado,2183,4.82999663871057,4.83619110245539
3040,AZ-Keams Canyon,393,-5.17139809234485,-4.95598970964612
3014,AZ-Kingman,11870,6.92237060962408,7.32055533451901
3015,AZ-Lake Havasu City,11446,5.61548447659234,5.73804876085813
3016,AZ-Mesa,96271,5.04119489935815,4.84836454264113
3019,AZ-Page,836,4.59751212917244,5.23788819969522
3020,AZ-Parker,4048,5.12681682370668,5.20997022035506
3021,AZ-Payson,6629,4.91430686346581,5.0000087300625
3022,AZ-Phoenix,134514,5.67532205293347,5.31615953056006
3023,AZ-Prescott,26247,4.67604635025352,5.00703848521802
3024,AZ-Safford,3608,5.71918302912019,6.61150388385162
3042,AZ-San Carlos,447,-7.15951213872817,-7.27523203908392
3025,AZ-Scottsdale,42887,4.37200904769205,4.20210241037495
3026,AZ-Show Low,7628,5.26225317907294,5.74315076881583
3027,AZ-Sierra Vista,9639,4.8442578426181,5.2329968509365
3028,AZ-Springerville,1695,5.55975823789866,5.61521021547704
3029,AZ-Sun City,75318,4.02400099533371,3.94456228258128
3044,AZ-Tuba City,2252,3.63788227018568,3.78507994024053
3032,AZ-Tucson,134773,4.53653621516723,4.68404068170278
3033,AZ-Wickenburg,5715,4.71652797435124,4.36324951405535
3034,AZ-Willcox,1161,6.55469654143465,7.64645433467504
3035,AZ-Winslow,2520,5.46315125500976,5.45699868638027
3037,AZ-Yuma,20510,5.05486330763334,5.15822171812959
5001,CA-Alameda,6343,4.35499778472872,4.7963326805079
