HSA #,HSA name,State,Medicare enrollees (2015),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2015)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2015)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2015)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2015)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2015)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2015)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2015)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2015)"
14140,West Frankfort,IL,2079,9003.75,10258.43,4336.7,5135.93,1958.99,2234.37,1885.14,2045.56,418.96,457.75,112.3,116.61,285.56,262.38
14141,Winfield,IL,17691,9112.59,9167,3582.66,3817.39,2788.55,2672.68,1691.44,1646.7,551.41,536.75,329.87,314.45,165.79,180.28
14143,Woodstock,IL,3933,9905.45,10300.98,4206.43,4608.8,2656.42,2721.81,1760.21,1711.4,516.18,501.44,621.27,597.95,146.84,164.74
14146,Eureka,IL,1034,7454.17,7975.17,2931.17,3240.23,2174.74,2259.65,1693.33,1807.19,249.56,261.06,214.82,241.19,275.17,246.75
14147,Geneva,IL,13229,9372.28,9497.2,3823.62,4107.85,2801.88,2709.29,1678.84,1638.83,509.57,495.9,415.53,395.74,134.05,146.87
15001,Anderson,IN,17015,9731.41,10078.68,4278.99,4617.1,2129.35,2185.72,2164.13,2134,520.8,516.4,401.06,402.77,242.36,227.13
15002,Angola,IN,2934,8417.91,9085.44,3724.22,4163.43,2071.95,2146.93,1967.46,2102.05,169.93,181.26,256.45,279.39,198.28,186.49
15003,Auburn,IN,3040,9225.91,10023.9,4799.54,5425.32,1991.86,2036.65,1784.58,1899.21,258.63,274.33,212.5,224.5,196.52,179.48
15004,Batesville,IN,2895,8653.3,8923.95,4280.92,4262.59,1735.15,1795.42,1959.49,2107.88,273.21,294.06,218.8,252.44,199.01,219.02
15005,Bedford,IN,7656,8922.64,9456.25,4322.92,4677.38,1909.08,1930.08,1727.33,1840.66,371.23,387.54,379.13,426.27,231.35,215.18
15006,Beech Grove,IN,15090,9779.14,10010.49,4896.8,5084.45,2114.77,2156.69,1835.99,1807.64,444.49,438.42,334.41,340.37,168.04,193.16
15007,Bloomington,IN,17189,7830.48,8173.52,3239.13,3545.59,2208.55,2201.63,1461.47,1499.67,288.52,296.23,425.02,440.07,196.9,182.65
15008,Bluffton,IN,2970,8599.83,9220.92,3653.28,4129.73,2438.45,2478.08,1806.38,1873.87,133.66,138.74,392.4,428.14,192.22,178.47
15009,Boonville,IN,1839,10970.67,12326.45,5552.32,6655.2,2561.25,2640.45,2126.49,2285.15,327.89,352.18,230.91,244.29,182.87,167.72
15010,Brazil,IN,3055,9990.45,10419.88,4482.91,4752.65,2134.72,2204.08,2093.89,2156.65,622.86,647.99,357.66,374.58,316.37,302.32
15011,Bremen,IN,935,7877.45,8203.59,2905.3,3053.4,2120.08,2102.25,1942.97,2081.4,274.9,290.5,468.98,523.75,161.08,145.13
15012,Charlestown,IN,1649,10945.68,12398.22,5551.87,6669.89,2445.25,2563.87,1825.37,1960.55,611.67,646.73,246.84,263.01,295.03,336.81
15013,Clinton,IN,3724,9312.97,9527.8,4241.55,4292.26,2045.44,2129.29,1999.48,2057.71,423.87,437.99,343.48,367.71,265.03,247.04
15014,Columbia City,IN,2288,8269.5,8757.76,3713.93,4087.39,2027.47,2065.87,1589.54,1646.38,243.03,252.34,460.51,487.5,225.51,208.62
15015,Columbus,IN,9443,9078.4,9340.17,4161.25,4409.87,1935.22,1982.37,1975.32,1966.35,365.13,362.3,448.58,437.58,204.62,192.41
15016,Connersville,IN,3617,9286.41,9838.9,4443.42,4721.89,1903.28,1960.96,2241.84,2428.53,251.48,273.34,187.21,210.45,265.71,248.36
15017,Corydon,IN,4521,9843.71,10907.19,4784.21,5520.02,2150.31,2245.96,2046.2,2207.09,453.62,488.72,237.01,251.51,187.28,211.95
15018,Crawfordsville,IN,4210,9027.54,9631.7,4150.36,4586.06,2142.26,2187.57,1862.79,1968.34,330.46,333.43,290.94,322.78,255.42,238.88
15019,Crown Point,IN,13596,10307.07,10807.74,4799.8,5180.08,2870.29,2946.48,1731.58,1754.33,465.58,472.63,268.66,262.72,168.64,188.44
15020,Danville,IN,8639,9358.22,9618.49,4093.24,4322.21,2266.86,2303.47,1943.45,1914.32,536.38,530.26,349.97,357.67,176.42,199.67
15021,Decatur,IN,2838,7794.44,8424.82,3743.72,4191.86,1935.59,1967.93,1523.17,1632.76,130.44,138.24,300.24,336.96,172.49,159.05
15022,Dyer,IN,8339,10580.63,11060.17,4698.6,5020.88,2935.44,3049.91,2000.16,2024.15,523.67,532.7,255.57,245.61,159.73,178.65
15023,East Chicago,IN,2416,13221.34,13552.04,6646.04,6795.22,3095.72,3242.12,2052.79,2086.87,1018.52,1032.72,93.91,87.68,141.05,155.64
15024,Elkhart,IN,10385,8704.03,9390.64,3547.29,4183.11,2795.58,2753.6,1445.03,1517.73,225.37,234.67,492.51,519.08,187.29,171.33
15025,Elwood,IN,1425,10287.94,10313.62,4640.22,4672.15,2039.06,2074.49,2684.07,2662.59,419.99,420.04,236.55,232.95,282.15,263.24
15026,Evansville,IN,30888,9431.29,10530.7,4520.36,5391.24,2403.72,2474.26,1697.18,1822.42,328.36,352.99,284.48,309.25,202.3,185.23
15027,Fort Wayne,IN,24285,8917.98,9322.29,4031.03,4325.71,2301.95,2360.07,1657.65,1700.45,264.84,273.58,433.63,450.9,224.67,204.53
15028,Frankfort,IN,2999,9354.92,9836.14,4529.74,4861.45,2138.8,2185.67,1807.12,1868.63,304.32,306.82,340.95,386.96,245.54,229.91
15029,Franklin,IN,6125,8623.23,8852.32,3840.68,4043.84,1995.11,2034.88,1863.18,1835.21,378.43,373.66,363.46,360.86,188.84,209.04
15030,Gary,IN,19205,11990.05,12674.6,5695.99,6268.61,3110.19,3179.32,1838.84,1856.86,836.15,843.96,253.6,245.57,194.85,216.8
15031,Goshen,IN,8951,7253.21,7919.44,3188.29,3745.77,1958.6,1977.44,1464.36,1542.16,164.72,172.51,283.7,302.76,198.79,182.36
15032,Greencastle,IN,3485,9934.88,10106.13,4698.44,4789.46,2060.22,2102.98,2032.23,2012.27,544.8,562.69,434.26,444.35,189.07,215.38
15033,Greenfield,IN,7004,9165.61,9295.62,4135.09,4275.27,2132.83,2142.56,1927.74,1906.45,391.16,388.62,410.23,394.7,175.38,193.84
15034,Greensburg,IN,2498,8460.66,8703.79,3971.62,4013.99,1406.79,1431.62,2367.38,2510.93,277.14,295.46,265.29,291.68,204.89,190.28
15035,Hammond,IN,6797,12542.56,12913.66,6054.17,6363.48,3033.27,3115.53,1979.36,1978.99,1045.66,1032.38,161.86,144.66,184.86,200.82
15036,Hartford City,IN,1990,10749.98,10996.3,5389.52,5470.31,2235.6,2222.75,2287.19,2418.42,267.15,285.44,338.98,379.71,248.07,229.23
15037,Huntingburg,IN,4414,8179.37,9218.62,3821.24,4585.38,1772.6,1842.36,1803.22,1963.05,250.25,271.55,349.44,393.62,187.52,173.54
15038,Huntington,IN,2194,8803.38,9271.14,3962.01,4276.25,2313.16,2324.1,1700.48,1808.01,248.67,258.48,387,422.54,191.01,175.45
15039,Indianapolis,IN,79561,9644.3,9588.78,4447,4399.21,2295.75,2310.4,1849.19,1818.38,523.69,515.82,355.48,354.66,163.09,181.59
15040,Jasper,IN,4799,7998.62,8977.75,3439.52,4096.83,1681.06,1772.37,2157.05,2352.56,190.94,206.85,315.2,356.09,211.42,195.3
15041,Jeffersonville,IN,9665,10708.69,11922.34,5128.91,5998.2,2590.85,2708.07,1957.98,2108.92,477.49,511.44,304.01,309.68,256.6,295.23
15042,Kendallville,IN,1921,8709.39,9289.03,3968.39,4317.67,2024.08,2065.74,1813.16,1938.43,283.62,297.25,430.27,482.96,183.94,171.7
15043,Knox,IN,2515,9745.51,10346.36,4265.05,4665.5,2492.71,2550.15,2176.02,2303.24,279.57,287.96,256.06,284.17,243.03,226.81
15044,Kokomo,IN,14330,9614.13,10279.97,4427.69,4950.42,2205.23,2244.17,1884.39,1962.75,442.39,450.58,399.08,440.03,261.83,240.84
15045,Lafayette,IN,19446,9120.86,9615.08,4202.11,4606.53,2356.27,2403.67,1533.47,1557.92,312.5,319.52,475.4,501.7,235.69,218.68
15046,Lagrange,IN,2137,7941.15,8599.99,3824.02,4314.79,1681.88,1717.49,1802.08,1919.28,195.11,202.93,238.85,260.8,205.37,190.84
15047,Laporte,IN,9293,9257.23,9742.16,3707.09,4149.59,2721.79,2729.19,1818.55,1865.02,367.99,375.73,405.8,414.65,217.35,197.39
15048,Lawrenceburg,IN,6005,9393.3,9910.31,4866.62,5210.36,2245,2331.63,1577.45,1633.58,337.68,349.42,226.06,224.23,153.3,169
15049,Lebanon,IN,3126,10522.33,10650.04,4910.36,5024.09,2369.51,2377.25,2068.67,2040.77,517.49,511.68,490.91,496.54,180.04,210.66
15050,Linton,IN,2155,9866.82,10103.2,4909.48,4985.67,2069.35,2066.5,2093.33,2230.8,300.76,323.16,258.94,272.71,256.59,241.72
15051,Logansport,IN,3768,9718.55,10107.78,4594.5,4726.57,2128.49,2170.59,1870.33,2001.19,451.73,480.05,437.78,501.35,235.68,219.21
15052,Madison,IN,7015,9191.75,10031.2,4556.3,5119.99,1928.55,2015.94,1868.65,2025.7,292.88,315.17,243.52,272.93,302.87,285.05
15053,Marion,IN,9205,9452.61,10049.47,4403.4,4731.19,2037.78,2093.33,2021.9,2177.07,402.36,428.74,342.64,389.93,251.57,233.72
15054,Martinsville,IN,4338,9157.85,9235.62,4199.9,4276.5,2133.88,2134.67,1803.89,1779.46,461.29,454.53,428.51,433.33,156.57,182.32
15055,Michigan City,IN,7115,8798.78,9300.63,3906.87,4348.79,2282.47,2324.91,1679.92,1716.89,443.98,454.13,284.63,272.16,201.08,182.29
15056,Monticello,IN,3001,9239.89,9691.2,4261.67,4524.69,2196.39,2256.15,2018.07,2134.1,230.97,237.77,223.09,248.76,307.75,286.59
15057,Muncie,IN,17518,9333.89,9585.28,4396.22,4542.65,2325.95,2335.15,1646.21,1714.54,384.04,394.14,322.75,360.22,261.93,239.52
15058,Munster,IN,16278,11656.72,12299.13,5520.47,5962.55,3070.47,3227.5,1973.83,1997.71,732.71,737.76,184.24,176.68,188.33,208.28
15059,New Albany,IN,9609,9296.12,10541.55,4303.86,5227.19,2341.57,2452.88,1779.86,1917.6,403.02,434.93,247.51,255.75,223.03,259.22
15060,New Castle,IN,4277,9642.29,10061.96,4936.32,5158.76,1934.87,1955.42,2053.2,2188.3,311.49,328.24,220.51,253.06,211.82,197.46
15061,Noblesville,IN,8707,9199.33,9427.53,3925.2,4146.58,2435.04,2452.58,1780.41,1759.06,513.29,506.94,364.81,360.68,181.82,205.07
15062,North Vernon,IN,2294,7950.4,8450.99,3650.97,4004.47,1791.1,1845.03,1630.2,1699.33,248.23,250.91,403.33,448.81,233.84,217.98
15064,Paoli,IN,1938,9248.53,10150.7,4100.64,4679.46,1591.02,1648.1,2716.82,2935.95,311.23,336.54,291.29,329.56,238.57,227.06
15065,Peru,IN,3404,9250.88,9843.92,4383.88,4777.37,2112.83,2163.71,1661.33,1758.31,356.06,374.22,435.47,495.31,308.31,282.6
15066,Plymouth,IN,2937,8955.66,9534.99,3839.05,4199.27,2489.88,2527.39,1701.77,1830.52,263.12,274.28,462.87,513.05,191.77,176.66
15067,Portland,IN,1702,8696.53,9053.29,4111.89,4274.45,1905.75,1930.57,1779.73,1891.6,182.62,190.68,493.35,552.68,225.08,210.92
15068,Princeton,IN,1791,9967.82,11057.39,5011.83,5795.78,2128.27,2198.12,1982.56,2151.76,275.46,298.77,380.65,431.53,196.87,181.97
15069,Rensselaer,IN,2139,10361.49,11078.62,5115.85,5694.38,2178.05,2228.91,2484.5,2522.39,201.66,205.5,191.53,200.65,198.25,234.19
15070,Richmond,IN,11821,9536.33,10052.41,4700.57,4914.96,1931.55,2010.82,2096.96,2277.05,306.83,332.74,255.53,284.95,258.27,241.79
15071,Rochester,IN,2207,8038.95,8484.43,3568.84,3790.8,1903.91,1950.45,1761.64,1887.55,260.38,279.91,317.13,360.85,230.89,217.1
15072,Rushville,IN,1874,9204.49,9929.61,4038.23,4588.9,1813.4,1847.11,2384.22,2504.58,241.97,246.08,467.03,501.61,267.22,249.2
15073,Salem,IN,2707,9931.84,10975.38,4370.28,5031.93,2101.21,2191.19,2472.06,2662.9,402.55,434.76,371.14,400.11,218.87,263.95
15074,Seymour,IN,4779,8215.38,8826.71,3839.01,4253.77,1854.12,1906.65,1722.58,1834.36,254.76,269.69,310.76,343.99,237.26,222.45
15075,Shelbyville,IN,3612,10415.43,10650.06,4867.34,5057.81,2141.2,2205.19,2513.16,2482.36,389.86,384.46,323.27,313.6,204.97,226.95
15076,South Bend,IN,21671,8576.13,9015.51,3733.7,4092.72,2641.19,2640.74,1223.04,1275.07,284.9,296.35,507.22,530.58,163.49,149.41
15077,Sullivan,IN,2731,10594.73,11026.07,4775.49,5298.69,2439.44,2264.25,2380.52,2467.18,448.92,461.51,298.11,308.72,253.7,237.54
15078,Tell City,IN,2701,9063.24,9719.48,4787.35,5156.93,1693.83,1751.73,1995.82,2188.63,207.49,225.36,228.41,256.41,172.61,156.19
15079,Terre Haute,IN,15981,10229.96,10736.4,4557.56,4900.47,2298.25,2370.5,2243.06,2316.62,439.69,453.51,432.11,454.76,267.77,247.45
15080,Tipton,IN,1715,11203.55,11048.76,5734.86,5422.98,2125.8,2124.33,2339.26,2468.63,369.14,369.47,431.84,473.4,227.53,202.79
15082,Valparaiso,IN,14670,10267.61,10854.25,4776.39,5278.39,2756.46,2805.36,1818.54,1844.84,463.46,472.74,271.68,255.21,178.78,198.06
15083,Vincennes,IN,6760,9892.12,11129.11,4975.08,5928.03,1950.6,2026.41,2045.06,2222.02,472.55,516.35,220.29,228.37,252.24,233.31
15084,Wabash,IN,3167,8795.49,9510.13,4184.52,4657.99,2054.88,2111.12,1823.87,1950.06,184.79,197.53,365.08,413.23,194.73,179.95
15085,Warsaw,IN,4369,8243.76,8955.68,3929.14,4441.68,1951.59,2005.81,1589.51,1695.77,257.52,274.44,333.7,366.65,186.18,171.35
15086,Washington,IN,3637,10087.22,10990.84,4853.52,5443.94,2082.61,2145.59,2259.15,2463.23,324.41,337.69,325.79,374.52,257.56,239.24
15087,Williamsport,IN,769,9475.06,10655.74,4154.41,5122.91,2311.75,2400.21,2245.79,2368.41,297.98,299.18,182.17,210.1,277.24,255.7
15088,Winamac,IN,2094,9533.68,10100.63,4591.65,4955.35,1981.26,2008.83,2295.16,2452.03,234.57,251.01,148.59,166.66,285.42,268.55
15089,Winchester,IN,1287,8478.69,8837.78,3724.04,3852.39,1746.98,1764.87,1900.48,2051.97,445.03,475.45,373.58,420.47,300.63,281.99
15091,Mishawaka,IN,2612,9203.74,9684.14,3880.44,4280,2894.32,2895.87,1297.35,1352.88,339.21,353.89,560.06,581.99,194.76,177.12
15093,Scottsburg,IN,2755,10004.34,10988.74,5017.31,5772.25,2405.87,2504.24,1694.88,1821.82,372.12,400.04,125,133.18,382.49,356.05
17001,Abilene,KS,2282,8017.96,9079.94,3521.48,4193.74,1696.99,1768.07,2017.15,2265.34,416.78,473.42,168.81,198.36,231.86,215.12
17002,Anthony,KS,600,9874.58,9847.69,4561.86,4116.63,1574.12,1552.46,2798.08,3144.1,117.53,130.45,519.02,623.14,317.61,290.01
17003,Arkansas City,KS,2401,7722.46,8504.65,3492.51,3974.67,1851.38,1899.56,1410.64,1580.47,450.54,505.57,283.45,327.54,238.15,223.22
17004,Ashland,KS,184,14146.91,14130.01,8543.15,8068.71,2036.89,2053.35,3335.93,3783.6,,,,,211.58,200.51
17005,Atchison,KS,2455,9058.63,9507.83,4652.73,4801.63,1717.38,1797.33,1910.6,2064.91,276.2,306.57,301.06,347.34,213.82,196.04
17007,Atwood,KS,468,15023.72,15095.76,7958.95,7430.6,1836.73,1855.98,4761.63,5340.84,238.06,270.26,,,292.6,257.09
17010,Belleville,KS,1334,8136.03,9288.08,4138.13,5010.16,1635.89,1692.76,2173.09,2388.7,60.31,67.19,45.02,52.16,170.78,154.82
17011,Beloit,KS,1999,9008.71,10841.45,4565.68,6084.54,1917.94,1951.9,2079.92,2337.82,111.81,125.14,103.2,117.57,300.09,277.18
17012,Burlington,KS,920,8643.05,9269.41,3967.03,4168.96,1435.21,1529.18,2767.9,3075.94,172.73,194.05,131.66,143.85,162.46,147.87
17013,Caldwell,KS,295,10362.01,10043.11,5714.23,5040.6,1543.74,1591.63,2514.66,2757.21,214.61,236.91,,,314.45,340.42
17014,Cedar Vale,KS,145,10772.42,11598.38,5437.17,5770.48,1274.22,1287.86,2517.4,2825.86,1123.06,1275.11,,,174.68,149.82
17015,Chanute,KS,2443,10437.07,11572.92,5403.25,6138.46,1917.61,1987.02,2243.01,2520.25,459.64,517.38,115.02,131.12,335.19,311.62
17016,Clay Center,KS,1821,9441.77,10825.2,4351.07,5381.29,1936.85,1992.09,2799.77,3106.13,53.73,60.58,83.71,91.57,326.17,300.93
17017,Coffeyville,KS,2747,8134.5,9452.94,3541.12,4406.3,1687.6,1786.34,2134.5,2408.94,230.21,260.21,306.42,365.93,217.55,199.74
17018,Colby,KS,1130,12660.91,13755.14,6966.99,7607.6,1739.6,1750.31,3246.67,3646.52,380.67,429.68,45.11,53.52,365.53,344.76
17019,Coldwater,KS,395,9001.96,8329.64,4609.21,3554.98,1489.6,1510.49,2486.13,2812.3,,,,,220.42,202.24
17021,Concordia,KS,1690,8634.35,10061.52,4208.33,5208.64,1553.94,1630.11,2574.85,2906.86,60.84,68.53,117.4,139.64,211.81,197.97
17022,Council Grove,KS,1188,7431.24,8410.14,3114.79,3816.72,1935.89,1990.73,1911.11,2113.06,169.28,189.58,111.74,126.74,210.25,197.12
17023,Dighton,KS,305,12527.65,12775.33,6553.91,6305.56,1916.82,1969.03,3778.12,4258.91,,,,,379.92,348.77
17024,Dodge City,KS,3560,7828.25,8575.59,3632.47,4084.93,2389.29,2476.6,1267.5,1432.62,156,175.03,176.52,210.33,228.14,215.9
17025,El Dorado,KS,2531,8656.17,9654.91,3560.88,4260.12,2489.84,2530.58,1659.84,1812.41,339.97,370.02,394.2,437.36,208.15,242.67
17026,Elkhart,KS,550,8702.89,9283.14,3771.31,3990.06,2121.79,2175.12,2417.94,2717.86,80.84,90.47,,,257.95,243.21
17027,Ellinwood,KS,476,11542.42,12581.15,5155.79,5669.35,2292.35,2343.07,3267.63,3683.15,491.88,557.09,,,262.08,237.51
17028,Ellsworth,KS,1349,10037.63,11022.97,4362.14,4860.68,1772.32,1798.36,2861.43,3237.7,607.26,690.25,143.28,171.88,354.27,331.79
17029,Emporia,KS,5306,8375.46,9128.89,3598.42,4003.41,2242.7,2329.72,1735.77,1921,340.77,380.83,287.31,339.06,169.51,156.45
17030,Eureka,KS,1418,10921.49,12539.91,5361.53,6629.54,2373.14,2365.79,2387.12,2669.14,513.56,581.56,128.92,145.87,190.4,178.89
17031,Fort Scott,KS,3243,8254.6,9380.11,3603.27,4417.09,1825.12,1902.44,1905.19,2082.81,278.37,311.73,342.93,389.39,303.17,280.25
17032,Fredonia,KS,1031,11739.65,12452.23,5438.87,5652.17,2384.03,2419.48,2817.35,3180.43,592.51,672.06,232.78,279.06,305.32,280.77
17033,Garden City,KS,2826,8585.72,8628.9,4441.79,4176.41,2141.72,2219.51,1485.89,1682.84,158.56,177.73,159.14,189.5,213.99,197.68
17034,Garnett,KS,1250,10814.39,11213.73,4765.27,4680.67,1652.09,1707.23,3764.66,4162.64,200.63,207.73,274.96,314.7,222.71,211.17
17035,Girard,KS,771,9230.96,10757.22,3782.27,4777.63,1680.81,1756.6,2708.37,3040.49,479.01,543.74,382.39,459.16,214.59,198.44
17036,Goodland,KS,1018,10932.91,11703.97,4924.46,5310.91,1806.9,1791.06,3060.94,3412.42,512.81,578.15,100.82,119.78,581.42,550.54
17037,Great Bend,KS,4482,9748.23,10175.11,4532.31,4574.29,2305.95,2368.37,2267.14,2559.63,274.81,312.01,108.67,125.99,300.79,279.82
17038,Greensburg,KS,430,9507.19,9288.25,4935.68,4314.67,1394.26,1432.87,2558.46,2890.34,,,,,294.45,273.71
17039,Halstead,KS,603,8697.74,9458.34,3840.16,4299.16,2777.68,2883.54,1266.09,1395.13,263.27,289.88,284.93,307.58,254.51,272.76
17040,Hanover,KS,195,11466.45,16716.04,5641.37,10320.58,1750.67,1860.54,3514.22,3873.55,,,,,144.43,130.35
17041,Harper,KS,518,9838.52,10737.12,4496.93,5027.76,1873.83,1872.51,2797.48,3137.42,176.12,195.27,173.43,204.63,337.53,318
17042,Hays,KS,4325,9173.13,10055.63,4150.02,4570.72,1705.91,1801.85,2536.64,2864.44,372.63,422.81,85.59,101.42,390.52,366.67
17043,Herington,KS,859,10193.31,11979.21,4569.2,5903.63,2261.93,2311.99,2612.19,2930.18,304.73,345.62,177.41,215.63,341.58,334.77
17044,Hiawatha,KS,1322,9667.72,10468.82,4488.09,4881.2,1420.81,1489.34,3127.86,3431.25,242.17,269.85,148.03,175.69,293.74,271.52
17045,Hill City,KS,806,10379.13,12023.94,4815.04,5985.02,1524.26,1528.9,3282.94,3700.81,399.39,452.5,84.8,98.27,341.44,318.62
17046,Hillsboro,KS,853,8843.5,9780.78,4132.76,4711.76,1996.28,2060.58,2169.38,2427.08,196.32,218.11,167.01,192.51,250.39,235.49
17047,Hoisington,KS,584,11124.53,11719.75,4906.58,5180.91,2410.91,2286.63,3106.72,3512.89,319.73,363.29,147.17,171.71,289.34,266.67
17049,Horton,KS,404,10254.53,11652.47,4977.24,5893.86,1427.03,1503.95,2922.11,3237.78,199.98,222.12,,,283.66,261.07
17050,Hoxie,KS,450,11407.98,11996.01,5888.37,5963.94,1427.95,1459.74,3731.32,4197.52,152.63,172.55,,,235.3,221.12
17051,Hugoton,KS,533,10594.75,10784.14,5661.77,5370.95,1692.66,1791.63,2900.02,3266.47,,,,,245.08,229.85
17052,Hutchinson,KS,10302,8400.36,9141.13,3314.91,3735.48,2564.98,2627.67,1600.53,1802.66,248.65,276.07,370,420.07,300.36,279.77
17053,Independence,KS,3015,9020.51,10052.16,3849.35,4542.83,2432.7,2449.96,1897.38,2133.79,360.38,408.15,290.37,345.13,184.92,170.84
17054,Iola,KS,2224,10050.12,11529.82,5319.77,6421.71,1727.05,1773.47,2420.96,2700.72,197.98,222.1,177.18,210.77,236.75,223.49
17055,Jetmore,KS,316,10002.28,11633.69,5336.01,6573.5,1924.48,1986.55,2331.98,2636.58,,,,,200.72,188.28
17056,Johnson,KS,296,8050.69,8315.8,3465.76,3301.93,1571.8,1641.52,2903.17,3292.82,,,,,201.16,190.31
17057,Junction City,KS,2327,7731.68,8710.41,2773.71,3419.62,2160.23,2246.01,2111.39,2320.23,227.51,257.61,145.61,169.89,306.08,285.83
17058,Kansas City,KS,12359,9901.66,10766.62,4781.95,5437.7,2252.38,2361.79,1569.65,1616.75,553.12,568.38,514.48,533.73,216.39,235.83
17059,Kingman,KS,1149,9401.31,11007.86,4486.25,5773.61,1978.58,2000.44,2184.93,2401.03,176.04,192.57,381.46,447.53,205.61,195.7
17060,Kinsley,KS,501,10275.23,10504.38,5240.91,5055.18,1988.29,2033.79,2716.63,3075.64,100.45,110.96,,,212.59,201.6
17061,Kiowa,KS,327,11352.14,11653.46,5051.16,4855.37,2146.51,2163.46,3743.46,4217.29,,,106.61,128.66,277.81,259.28
17062,La Crosse,KS,514,10183.23,11001.52,5118.04,5454.44,1600.23,1691.48,2803.37,3170.6,373.24,424.42,,,395.67,376.62
17063,Lakin,KS,448,9090.09,9884.43,4780.23,5243.17,1536.21,1577.36,2328.09,2629.71,91.01,102.8,,,347.49,321.84
17064,Lawrence,KS,10080,7964.75,8640.64,3319.92,3753.86,2067.28,2179.22,1663.1,1765.01,327.1,346.09,337.66,368.2,245.97,225.42
17065,Leavenworth,KS,5154,9031.67,9727.32,4140.89,4628.24,2148.51,2250.45,1749.51,1805.03,433.12,447.51,390.86,402.72,175.01,200.76
17066,Leoti,KS,306,14166.86,11392.16,8762.9,5497.69,1506.14,1550.69,3821.64,4333.75,,,,,171.26,157.59
17067,Liberal,KS,2310,8078.97,8405.08,3847.09,3841.26,2018.22,2113.12,1622.61,1825.31,197.19,223.07,107.25,132.01,298.18,283.04
17068,Lincoln,KS,482,10381.52,11869.54,5437.74,6438.82,1345.43,1391.95,2921.65,3313.98,367.9,418.31,,,238.56,215.92
17069,Lindsborg,KS,960,9999,11254.2,4491.17,5216.18,1850.57,1936.79,2768.81,3134.25,408.48,457.21,242.08,293.29,299.29,276.28
17070,Lyons,KS,1372,8977.05,9079.03,4113.23,3895.51,2075.43,2106.28,2124.27,2403.52,168.54,185.84,181.71,197.93,335.09,313.24
17071,Manhattan,KS,5615,7829.88,8523.24,2998.42,3502.43,2621.94,2734.46,1687.46,1758.29,185.29,199.91,121.93,134.82,227.52,208.3
17073,Marion,KS,924,8672.94,9179.42,3632.52,3767.46,2029.64,2061.13,2462.88,2763.97,108.24,121.96,241.44,278.23,191.38,181.1
17074,Marysville,KS,1596,8706.75,10822.1,3890.92,5658.92,1848.99,1883.15,2457,2722.1,162.5,181.62,180.1,216.3,227.03,205.23
17075,McPherson,KS,2751,8333.39,9018.1,3586.62,3997,2504.48,2539.83,1407.14,1582.27,341.07,386.37,232.94,269.69,263.97,247.04
17076,Meade,KS,513,8177.61,8697.75,3528.22,3590.01,1411.83,1478.68,3039.57,3432.41,,,,,180.72,174.04
17077,Medicine Lodge,KS,620,10508.56,11224.04,5602.11,5995.77,1615.3,1580.36,2858.14,3225.13,71.82,78.72,,,351.3,326.73
17078,Minneapolis,KS,834,9546.22,10188.39,5173.5,5456.27,1991.98,2079.19,1745.82,1961.01,178.85,202.39,217.9,260.97,259.69,239.37
17079,Minneola,KS,573,9187.87,10068.74,4328.5,4761.91,1475.54,1518.51,2734.64,3072.86,151.28,171.85,250.7,301.68,322.96,314.72
17080,Moundridge,KS,613,6778.52,7592.71,2734.41,3340.46,2516.69,2585.29,1103.13,1229.2,130.34,145.27,101.34,112.06,279.1,261.94
17081,Neodesha,KS,531,10572.46,11022.45,5184.68,5187.78,1942.68,1997.99,2491.84,2805.15,456.77,516.77,238.63,282.07,281.18,252.29
17082,Ness City,KS,448,9533.84,9349.68,4673.73,4011.95,1678.42,1788.81,2904.28,3295.77,102.53,116.58,,,285,268.77
17083,Newton,KS,4722,7841.11,8734.17,3186.55,3816.94,2698.96,2762.8,1402.24,1536,156.98,172.24,237.23,265.07,195.54,213.79
17084,Norton,KS,821,7272.39,7958.62,2808.57,3142.25,1349.02,1375.44,2771.55,3098.98,41.21,45.98,111.97,131.19,278.88,262.59
17085,Oakley,KS,427,10788.5,12104.5,5329.17,6191.14,1589.33,1616.65,3638.5,4100.29,,,,,469.39,439.01
17086,Oberlin,KS,767,11797.39,11849.05,5947.81,5540.21,1453.66,1497.58,3746.16,4139.01,378.03,429.57,,,338.71,314.42
17087,Olathe,KS,14702,9121.56,10075.15,4023.57,4762.09,2324.2,2437.16,1719.9,1777.81,419.12,432.55,461.81,480.78,173.99,191.18
