HRR #,HRR name,State,Medicare enrollees (2015),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2015)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2015)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2015)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2015)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2015)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2015)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2015)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2015)"
262,Tupelo,MS,51774,8885.34,10238.76,3602.51,4410.68,2023.82,2165.32,1815.02,2077.98,607.94,698.68,527.53,602.37,314.16,289.29
274,Billings,MT,73212,7754.58,7733.12,3292.68,3317.51,1625.26,1616.76,2236.83,2197.28,164.52,161.44,199.04,216.41,207.12,196.25
275,Great Falls,MT,18184,8115.72,8099.09,3568.36,3621.17,1588.8,1581.25,2305.5,2262.48,182.48,178.82,180.69,179.35,240.39,227.24
276,Missoula,MT,53387,7434.26,7542.81,3016.35,3153.78,1614.82,1605.93,2078.58,2054.83,199.07,195.86,294.88,318.74,192.41,181.8
309,Asheville,NC,95632,7682.63,8530.61,3109.74,3617.95,2052.36,2183.92,1622.1,1774.98,347.19,379.59,356.86,369.8,186.61,199.72
311,Charlotte,NC,214384,8777.03,9419.56,3549.7,3910.41,2539.79,2685.87,1524.27,1617.19,468.76,501.76,477.54,485.12,223.1,224.94
312,Durham,NC,133465,8651.03,9078.55,3795.9,3939.23,2312.82,2461.73,1679.29,1798.04,303.87,323.31,321.84,338.98,236.77,218.04
313,Greensboro,NC,40147,8307.67,9027.46,3471.77,3831.87,2289.16,2470.2,1552.19,1663.19,455.55,488.59,359.72,378.93,179.61,194.04
314,Greenville,NC,100434,8777.43,9217.59,3799.7,3803.84,2727.84,3034.77,1427.53,1530.85,318.92,344.93,279.55,304.55,225.52,206.12
315,Hickory,NC,30525,8413.22,9126.49,3336.86,3751.71,2367.32,2540.96,1474.59,1595.23,423.38,464.66,534.09,521.24,276.76,254.86
318,Raleigh,NC,170408,8759.6,9512.73,3622.04,3997.17,2751.06,2999.05,1495.62,1586.79,381.78,405.55,326.44,345.92,190.16,186.07
319,Wilmington,NC,64264,9105.99,9575.98,3712.65,3751.64,2965.5,3295,1369.22,1459.3,383.02,408.32,465.25,464.24,217.61,198.72
320,Winston-Salem,NC,87571,9183.15,9916.56,3946.88,4274.84,2275.52,2504.39,1790.24,1931.38,514.47,559.53,394.08,400.2,261.61,245.9
321,Bismarck,ND,26686,8036.08,8246.96,3411.95,3625.45,2034.22,2076.34,2299.76,2259.45,96.41,94.53,55.37,63.57,173.53,161.04
322,Fargo/Moorhead MN,ND,45685,8132.73,8433.73,3418.61,3521.71,1579.81,1687.89,2611.68,2675.82,167.74,171.41,188.51,220.09,197.92,186.15
323,Grand Forks,ND,15707,8916.29,9094.55,3962.97,3960.06,1561.71,1677.5,2974.35,3039.22,105.96,108.01,82.77,98.98,268.55,250.63
324,Minot,ND,15314,7905.13,8135.1,3456.43,3666.07,1369.22,1438.74,2817.58,2769.48,88.23,86.81,57.46,63.69,137.75,129.82
277,Lincoln,NE,76928,8905.26,9371.96,3819.08,4095.5,2225.21,2303.55,2100.1,2193.72,256.92,264.91,281.89,310.73,239.35,219.68
278,Omaha,NE,145444,9061.09,9381.45,4124.62,4262.07,2144.15,2213.25,1991.85,2070.51,336.09,343.38,281.69,304.22,192.74,196.12
281,Lebanon,NH,64589,8900.89,8151.34,4122.32,3511.41,1251.02,1261.55,2764.2,2628.3,409.58,398.82,220.98,222.57,160.42,147.79
282,Manchester,NH,114253,8966.92,8594.53,4019.7,3859.54,2033.69,2045.34,1969.39,1803.22,505.18,466.08,290.58,274.67,160.91,153.81
283,Camden,NJ,356830,11385.32,10408.64,5102.02,4596.02,3814.7,3582.11,1537.58,1363.8,409.23,363.71,337.5,312.96,187.94,193.85
284,Hackensack,NJ,130314,11813.74,10392.83,5493.77,4704.58,3769.4,3496.13,1749.73,1494.29,454.49,387.3,208.52,169.42,170.92,177.17
285,Morristown,NJ,115821,10304.24,9481.22,4592.75,4180.41,3475.72,3231.79,1449.12,1320.79,354.46,327.77,276.96,256.2,155.46,163.91
288,New Brunswick,NJ,104513,10969.55,9839.58,4995.21,4358.64,3836.23,3564.15,1424.86,1242.93,309.03,277.01,254.26,237.85,167.19,174.69
289,Newark,NJ,113847,11578.76,10269.09,5640.73,4807.1,3586.48,3339.26,1632.95,1473.02,346.9,311.62,232.5,209.08,175.1,181.9
291,Paterson,NJ,39175,12290.54,10864.11,6056.22,5218.11,3789.55,3509.85,1601.55,1397.62,405.08,349.27,271.26,221.64,187.27,193.6
292,Ridgewood,NJ,47248,11104,9932.12,4988.83,4407.5,3769.36,3504.27,1619.88,1375.87,400.71,341.04,181.93,151.62,164.88,172.07
293,Albuquerque,NM,141882,7614.01,7534.75,3252.39,3085.57,1936.44,1964.36,1469.61,1501.2,370.97,376.64,381.94,395.68,193.8,200.2
279,Las Vegas,NV,144579,10935.53,10499.7,4895.35,4744.85,3585.67,3478.85,984.68,911.37,899.22,820.95,447.99,393.21,183.92,197.88
280,Reno,NV,86004,8663.44,8057.09,3894.76,3569.69,2299.84,2232.95,1547.77,1382.67,351.04,318.48,306.81,308.41,249.27,232.1
295,Albany,NY,175846,9008.04,8945.49,4067.25,3997.15,2653.03,2650.54,1624.38,1630.92,344.71,343.66,165.72,168.36,170.15,171.46
296,Binghamton,NY,37215,8029.16,8569.07,3551.39,3756.85,1901.66,2079.96,2002.93,2146.68,263.39,282.54,143.71,155.84,204.15,186.83
297,Bronx,NY,47740,13354.75,9963.81,7629.7,5024.81,3278.48,2943.31,1620.41,1376.13,394.99,334.78,213.41,162.52,152.98,157.06
299,Buffalo,NY,74525,8561.01,8474.35,3978.28,3815.77,2349.53,2438.07,1373.13,1372.56,516.88,511.14,192.55,175.23,155.23,170.78
300,Elmira,NY,31158,8696.87,9365.88,4019.11,4478.2,2539.3,2643.96,1636.69,1732.45,263.31,281.12,80.67,87.59,218.95,200.25
301,East Long Island,NY,393044,12321.05,10372.76,5663.65,4473.27,4382.38,3955.75,1480.74,1262.35,480.23,410.3,185.78,142.4,154.88,161.89
303,Manhattan,NY,300020,12645.85,10060.06,6282.84,4407.23,3991.5,3650.71,1547.34,1318.11,483.7,412.21,201.66,155.06,148.68,153.37
304,Rochester,NY,61882,8032.12,8333.66,3627.41,3711.34,1908.61,1995.27,1793.5,1901.46,405.39,425.29,160.1,161.39,166.23,171.56
307,Syracuse,NY,95104,8754.79,8836.87,4076.92,4010.17,2703.81,2805.34,1315.09,1349.59,396.33,398.67,86.83,92.25,204.43,210.42
308,White Plains,NY,108844,11332.03,9848.79,5449.99,4601.92,3585.18,3276.12,1593.71,1354.54,435.72,371.36,159.66,133.51,136.22,143.21
325,Akron,OH,40982,9272.81,9873.85,4447.77,4680.85,2149.28,2318.59,1690.9,1818.25,429.73,462.39,390.34,409.28,156.83,175.9
326,Canton,OH,45695,8786.78,9519,3968.76,4409.18,2420.38,2553.78,1488.52,1611.81,320.71,346.92,389.79,412.49,193.23,177.92
327,Cincinnati,OH,117553,9528.71,9934.61,4285.72,4531.53,2442.96,2524.62,1634.98,1692.13,571.86,592.12,444.74,428.98,147.96,164.32
328,Cleveland,OH,167880,9321.07,9841.77,4188.28,4457.11,2164.39,2291.45,1929,2011.95,457.22,477.5,421.03,426.77,154.25,169.67
329,Columbus,OH,210336,9685.33,10063.03,4461.56,4556.62,2241.85,2379.44,1846.67,1950.58,523.37,548.52,421.33,436.24,198.76,197.6
330,Dayton,OH,87604,9297.19,9927.31,4187.85,4511.66,2396.55,2574.44,1601.5,1691.19,551.51,584.1,358.72,361.52,200.62,203.59
331,Elyria,OH,23513,10016.28,10714.18,4651.15,5059.57,2163.32,2329.45,2174.67,2257.19,398.63,415.35,438.59,436.2,195.29,219.58
332,Kettering,OH,32440,9702.72,10126.66,4105.19,4313.32,2639.06,2745.23,1596.35,1673.17,755.7,797.03,451.72,423.09,155.3,178.36
334,Toledo,OH,83616,9635.5,10121.24,4453.67,4672.64,2336.74,2486.6,1836.95,1932.44,442.88,463.68,392,384.75,175.95,182.27
335,Youngstown,OH,51257,9711.37,10641.25,4623.36,5152.29,2628.64,2817.33,1575.21,1705.36,400.38,433.59,290.21,322.48,195.95,209.9
336,Lawton,OK,23569,9217.82,10162.03,3956.7,4472.38,1924.79,2011,1888.14,2090.85,887.98,978.61,345.07,410.28,213.24,196.4
339,Oklahoma City,OK,202442,9726.89,10517.92,4067.89,4488.48,2243.85,2331.86,1809.25,1950.52,906.25,980.52,500.59,564.39,218.62,224.45
340,Tulsa,OK,142509,9019.21,10137.26,3791.05,4452.14,2305.74,2407.03,1463.8,1636.48,798.82,888.84,493.96,583.78,197.38,202.49
341,Bend,OR,30693,8071.86,7558.33,3188.2,2900.71,2433.29,2397.58,1462.37,1345.59,243.61,221.17,525.88,484.91,201.11,185.41
342,Eugene,OR,68075,8005.7,7444,3495.01,3083.82,2136.1,2116.55,1576.56,1483.48,275.63,256.75,296.83,289.36,208.11,191.72
343,Medford,OR,61608,7818.39,7570.83,3269.79,3117.36,2161.96,2178.06,1535.12,1452.19,391.25,374.17,229.09,232.97,212.33,197.16
344,Portland,OR,155832,8325.44,7731.46,3632.98,3228.08,1924.46,1909.63,1856.7,1727.98,371.52,341.67,372,347.84,166.82,170.75
345,Salem,OR,16412,8277.68,7848.19,3548.71,3321.13,2368.69,2339.91,1436.47,1326.42,358.76,331.29,347.15,329.5,210.31,190.96
346,Allentown,PA,135569,9907.26,10013.04,4431.94,4581.15,2741.14,2774.22,1871.32,1783.07,435.33,425.71,274.2,282.72,165.17,174.68
347,Altoona,PA,24347,10147.42,10757.26,4709.84,5063.06,2455.32,2537.18,1953.15,2074.38,523.87,551.75,323.84,358.31,194.23,181.99
350,Danville,PA,49474,9227.43,9547.17,4393.86,4495.08,2063.46,2142.63,2054.34,2160.59,339.02,364.32,191.46,210.13,212.76,198.67
351,Erie,PA,67751,8965.51,9722.48,4153.77,4588.09,2222.97,2312.63,1811.64,1994.83,373.06,406.26,192.32,221.88,230.56,216.07
352,Harrisburg,PA,95444,9364.49,9449.65,4252.89,4260.27,2523.34,2570.63,1796.2,1816.15,316.79,316.95,298.88,320.9,186.32,171.64
354,Johnstown,PA,13384,10397.92,10908.14,5063.41,5269.25,2355.42,2428.09,1891.26,2043.97,528.74,570.8,350.09,393.34,220.9,208.52
355,Lancaster,PA,63045,8662.14,8816.1,3646.49,3806.17,2563.62,2566.25,1684.51,1691.12,315.81,316.95,291.07,283.46,180.41,171.86
356,Philadelphia,PA,342874,11103.23,10385.53,4886.57,4455.4,3403.05,3256.04,1725.61,1629.25,559.26,532.63,355.72,330.9,179.84,190.36
357,Pittsburgh,PA,169538,9935.39,10683.4,4771.07,5156.75,2275.29,2388.04,1786.87,1934.98,540.59,585.84,372.46,406.81,181.49,197.9
358,Reading,PA,57380,9997.05,10252.08,4660.53,4789.95,2750.49,2786.74,1777.49,1846.17,396.35,413.99,239.02,252.28,190.97,178.24
359,Sayre,PA,22719,8531.69,9306.91,4101.46,4562.67,1942.5,2046.06,1817.91,1993.67,299.62,324.91,158.58,178.27,217.46,206.42
360,Scranton,PA,41274,9567.48,10313.35,4439.62,4936.45,2709.44,2765.66,1403.66,1520.01,536.18,592.52,295.47,309.43,186.66,193.98
362,Wilkes-Barre,PA,30267,10058.12,10944.58,4829.58,5378.91,2555.51,2621.67,1640.22,1799.79,640.04,709.41,243.07,262.19,162.53,181.67
363,York,PA,43142,9714.3,9705.96,4619.86,4574,2633.34,2664.67,1688.87,1694.8,341.26,341.44,252.53,263.88,190.85,175.62
364,Providence,RI,101136,10249.73,9257.96,4771.78,4144.62,2587.4,2656.1,1779.25,1472.97,625.18,518.66,349.56,318.38,140.08,146.85
365,Charleston,SC,138753,8813.92,9570.05,3343.62,3813.23,2996.52,3130,1355.73,1446.87,402.69,428.94,544.97,591.18,191.29,188.41
366,Columbia,SC,131062,8546.27,9301.93,3426.65,3860.45,2738.75,2862.98,1313.96,1423.04,387.12,419.66,505.87,561.67,204.55,205.65
367,Florence,SC,45131,9037.64,10078.33,3918.11,4584.6,2358.97,2521.23,1597.17,1736.35,299.61,325.12,681.32,758.17,228.83,206.39
368,Greenville,SC,97276,8824.87,9435.16,3618.85,3944.28,2387.44,2538.08,1659.88,1749.06,368.73,387.87,590.48,609.63,204.46,212.06
369,Spartanburg,SC,39036,8670.08,9524.59,3636.7,4060.99,2242.61,2477.67,1540.6,1672.93,422.24,454.1,604.36,661.35,232.35,208.49
370,Rapid City,SD,27308,7890.11,7782.43,3765.93,3641.83,1791.84,1834.92,1842.7,1821.59,136.69,134.32,98.72,108.41,206.68,193.39
371,Sioux Falls,SD,93265,8270.54,8480.8,3544.72,3631.65,1566.04,1678.39,2674.47,2674.68,126.01,126.26,170.09,191.68,226.28,212.45
373,Chattanooga,TN,69735,9236.17,10250.13,3790.75,4458.65,2781.68,2911.22,1382.37,1497.35,581.74,634.84,468.09,510.74,235.03,246.72
374,Jackson,TN,43972,9296.62,10663.05,4084.57,4976.48,2410.04,2545.09,1619.82,1844.63,643.12,743.96,248.57,288.87,287.64,263.42
375,Johnson City,TN,25530,8577.76,9768.11,3806.5,4541.66,2226.85,2373.19,1431.57,1640.62,485.36,560.33,340.38,392.3,290.93,271.6
376,Kingsport,TN,45857,8706.3,10042.11,3802.61,4639.26,2246.03,2429.47,1450.28,1672.79,670.97,772.53,239.09,263.77,307.03,286.32
377,Knoxville,TN,128332,8581.64,10017.95,3371.82,4302.33,2594.25,2730.33,1435.03,1666.84,615.1,713.4,302.54,358.68,256.7,255.73
379,Memphis,TN,168091,9340.53,10212.37,4139.38,4674.45,2516.96,2648.96,1534.8,1658.13,502.65,554.58,407.75,435.3,240.98,240.81
380,Nashville,TN,243933,9152.7,10234.24,3953.58,4683.87,2671.09,2825.91,1339.38,1456.56,648.77,709.37,315.58,346.5,229.39,223.92
382,Abilene,TX,35892,9825.02,10849.41,4215.16,4867.21,2184.81,2267.91,1775,1957.13,989.24,1068.64,437.13,487.99,238.83,219.94
383,Amarillo,TX,44096,9368.38,10169.14,4024.72,4501.99,2542.53,2611.86,1363.19,1504.85,742.42,816.83,451.05,506.6,245.4,229.88
385,Austin,TX,123773,10077.37,10541.97,4018.93,4384.82,3183.93,3183.15,1333.23,1372.86,848.47,872.6,527.02,556.01,180.84,193.86
386,Beaumont,TX,40440,11016.89,11721.07,4408.04,4797.7,2850.82,2944.92,1615.71,1717.34,1134.07,1190.75,841.25,891.17,170.03,178.84
388,Bryan,TX,20867,9888.29,10419.55,4076.36,4440.14,2493.65,2535.36,1791.01,1870.89,870.02,911.58,469.28,491.69,190.78,172.66
390,Corpus Christi,TX,36697,10842.21,11581.33,4418.03,4800.04,2952.78,3056.49,1344.85,1434.58,1247.54,1330.78,667.45,770.57,195.25,175.01
391,Dallas,TX,337088,11026.12,11493.83,4603.63,4966.54,3158.79,3168.5,1377.14,1419.58,1138.83,1171.58,572.52,587.45,202.97,210.12
393,El Paso,TX,65861,8587,9190.78,3617.73,3922.75,2368.92,2440.79,1188.52,1291.29,841.82,925.39,341.18,374.42,207.52,211.67
394,Fort Worth,TX,135737,11125.59,11661.95,4778.57,5233.61,3242.8,3234.97,1319.21,1360.54,1016.8,1040.55,603.76,619.42,194.9,207.82
396,Harlingen,TX,32355,10664.64,11742.32,4651.23,5251.09,2791.48,2919.42,1299.14,1448.06,1158.03,1287.86,433.82,508.28,214.69,192.84
397,Houston,TX,376280,11398.11,11514.49,5106.91,5175.64,3054.85,3053.72,1620.52,1650.46,1017.33,1024.17,424.01,429.65,180.01,186.68
399,Longview,TX,21588,10515.75,11588.18,4461.37,5181.9,2631.1,2704.45,1520.46,1665.82,1136.95,1233.09,513.27,573.23,257.91,234.27
400,Lubbock,TX,62331,9955.25,10571.67,4299.58,4610.38,2113.87,2178.15,1904.61,2034.85,846.98,894.41,572.8,650.12,216.02,203.36
402,McAllen,TX,29746,10999.56,11867.35,4913.81,5314.66,2828.68,2984.81,1460.91,1618.01,1258.03,1380.49,286.47,306.61,165.33,165.8
406,Odessa,TX,29119,9151.28,9473.33,4314.47,4451.7,2091.88,2181.2,1404.74,1473.72,781.97,811.62,379.21,389.88,158.14,144.87
411,San Angelo,TX,18964,9541.09,10304.91,3951.1,4371.17,2170.5,2231.28,1899.65,2049.2,871.12,944.66,443.89,521.34,208.49,194.3
412,San Antonio,TX,203135,9671.69,10287.47,4017.66,4360.44,3021.61,3096.27,1159.4,1245.14,780.9,835.69,521.93,578.82,172.72,176.68
413,Temple,TX,33274,10301.07,10714.57,4484.94,4683.79,2051.72,2120.09,2291.05,2370.9,775.5,807.55,526.4,581.22,196.66,184.47
416,Tyler,TX,66725,10552.03,11559.91,4136.82,4838.03,2760.09,2821.66,1891.99,2050.99,913.79,970.54,591.48,648.77,271.1,247.1
417,Victoria,TX,17722,10807.35,11835.62,5081.48,5824.5,2541.44,2588.46,1903.85,2067.67,748.17,792.97,332.79,381.83,199.47,179.46
418,Waco,TX,30931,9186.57,9993.02,3818.07,4336.77,2145.88,2195.89,1764.13,1905.33,690.33,737.04,551.73,620.44,213.34,193.23
420,Wichita Falls,TX,23885,11214.93,11626.49,4877.77,5161.61,2603.96,2656.73,1601.27,1669.17,1317.15,1350.91,597.23,589.09,225.61,206.94
999,United States,US,26310812,9728.93,9728.93,4234.02,4234.02,2741.63,2741.63,1655.7,1655.7,542.95,542.95,360.31,360.31,194.31,194.31
421,Ogden,UT,29510,8789.67,9225.73,3301.46,3602.83,2478.61,2521.33,1465.79,1510.61,594.92,610.38,672.42,730.51,288.76,270.71
422,Provo,UT,28785,8702.75,9025.27,3401.13,3626.66,2332.82,2364.46,1360.55,1395.39,757.88,773.79,554.11,595.91,323.25,304.59
423,Salt Lake City,UT,140300,8579.03,8691.3,3537,3537.94,2050.63,2075.09,1681,1714.96,578.01,586.82,476.01,513.29,269.95,279.21
426,Arlington,VA,165653,8293.76,8205.55,3170.93,3250.16,2965.83,2818.28,1220.13,1204.24,434.05,426.79,362.94,352.97,134.19,146.51
427,Charlottesville,VA,75960,8272.26,8487.62,3652.11,3636.09,1969.4,2032.31,1905.86,2030.28,299.06,316.97,283.77,321.07,156.38,144.63
428,Lynchburg,VA,37454,8033.67,8533.98,3506.59,3815.72,2112.15,2166.43,1520.12,1617.87,392.31,417.2,310.57,341.67,189.54,173.12
429,Newport News,VA,65173,8151.44,8698.27,2953.62,3283.55,2645.8,2738.55,1744.99,1813.01,385.64,400.04,247.63,273.25,174.11,186.37
430,Norfolk,VA,124785,8689.89,9300.63,3336.57,3675.02,2859.25,2987.6,1590.38,1672.59,452.11,473.77,281.76,307.27,179.12,189.96
431,Richmond,VA,180281,8692.84,9210.87,3767.65,4114,2663.61,2755.31,1372.79,1417.83,433.12,444.87,295.16,305.94,164.17,176.32
432,Roanoke,VA,89004,8354.09,8985.52,3664.55,4015.57,2328.86,2465.66,1431.61,1528.32,474.62,505.71,237.87,268.24,214.22,201.33
435,Winchester,VA,54204,8366.29,8783.87,3722.33,3928.97,2202.29,2301.84,1591.1,1675.41,363.85,377.06,305.37,326.31,174.65,168.06
424,Burlington,VT,80556,8485.99,8159.85,3815.57,3401.36,1663.25,1707.36,2217.59,2262.86,415.96,425.25,201.41,201.11,183.68,168.8
437,Everett,WA,52698,8297.17,7834.1,3512.06,3253.84,2096.14,2084.27,1898.63,1749.18,302.31,273.09,306.48,290.15,165.06,164.34
438,Olympia,WA,42540,8154,7559.3,3768.09,3365.16,2057.27,2030.42,1539.83,1424.51,278.01,257.87,313.45,297.11,190.76,172.39
439,Seattle,WA,237416,8346.12,7837.76,3584.51,3350.12,2217.15,2152.37,1777.01,1619.9,339.17,309.11,276.54,252.74,152.03,152.99
440,Spokane,WA,175059,8549.71,8229.85,3668.3,3435.59,2172.12,2188.63,1881.97,1820.44,339.9,322.12,265.79,257.53,211.78,193.68
441,Tacoma,WA,66596,8524.15,8217.27,3837.43,3711.37,2422.62,2419.56,1465.39,1325.46,316.06,285.97,327.46,301.04,150.94,167.84
442,Yakima,WA,30495,8290.4,7947.26,3714.09,3495.02,1876.33,1929.92,2003.41,1873.18,246.27,230.68,220.86,210.67,224.55,203.42
446,Appleton,WI,18932,7869.19,8455.04,3166.34,3430.51,2004.55,2267.54,1887.49,1938.72,210.08,214.54,410.71,429.04,182.93,168.56
447,Green Bay,WI,42982,7957.93,8613.57,3316.02,3631.38,1799.67,2039.28,2085.22,2170.78,214.54,223.72,350.85,371.48,193.26,178.25
448,La Crosse,WI,31914,7840.44,7809.9,3540.7,3326.61,1275.14,1373.67,2632.36,2715.29,95.88,98.99,181.35,192.1,146.04,132.27
449,Madison,WI,102609,8134.83,7988.48,3679.27,3449.29,1601.46,1754.76,1947.85,1908.33,259.03,249.55,491.17,476.9,158.44,145.78
450,Marshfield,WI,35658,8424.2,8749.35,3842.35,3982.77,2090,2193.31,1809.99,1870.21,185.92,191.78,287.9,316.91,198.09,181.85
451,Milwaukee,WI,207412,9078.07,9324.87,3935.82,4113.42,2271.64,2357.1,1925.4,1912.06,389.35,384.89,392.16,384.13,165.9,175.73
452,Neenah,WI,15089,8027.22,8652.2,3266.38,3471.27,1885.91,2243.97,1931.67,1965.15,232.91,238.31,509.1,544.33,191.04,176.49
456,Wausau,WI,19900,7998.55,8475,3475.06,3766.95,2128.32,2218.65,1749.11,1818.75,190.26,198.16,275.64,306.11,169.68,155.85
443,Charleston,WV,93644,9404.9,10505.35,4441.54,5058.38,2200.88,2392.27,1765.7,1987.25,503.88,572.3,252.46,268.11,245.84,234.25
444,Huntington,WV,39559,9501.19,10388.2,4339.05,4736.86,2276.62,2569.42,1913.74,2056.2,514.71,557.37,267.15,245.55,194.14,219.15
445,Morgantown,WV,41179,9263.26,10135.53,4298.63,4686.75,1860.29,1978.88,2025.06,2274.3,364.41,408.36,494.58,578.15,234.34,224.54
457,Casper,WY,27254,8716.91,8379.08,4157.89,3922.34,2199.11,2162.88,1710.72,1664.24,207.87,199.43,117.56,116.97,296.93,283.39
