County ID,County name,Medicare enrollees (2015),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2015)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2015)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2015)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2015)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2015)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2015)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2015)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2015)"
51001,VA-Accomack County,5546,8462.15,8667.3,3410.16,3344.86,2243.08,2252.88,1845.82,2001.51,431.67,487.15,362.01,421.84,166.42,155.3
51003,VA-Albemarle County,11892,7936.05,8037.52,3303.72,3232.46,2080.29,2123.38,1734.61,1825.92,348.24,365.42,344.12,378.58,128.22,115.08
51510,VA-Alexandria city,9447,8245.27,8084.98,3159.93,3261.34,2989.39,2756.84,1281.56,1256.75,371.24,362.58,326.01,321.21,129.51,134.09
51005,VA-Alleghany County,1210,8465.94,9706.84,4129.51,5109.29,2110.47,2169.47,1421.54,1559.99,327.55,358.56,269.77,318.93,206.57,194.01
51007,VA-Amelia County,1584,8649.2,9418.96,3550.9,4117.26,2795.97,2901.81,1359.99,1404.61,485.21,503.47,300.8,308.54,158.12,185.5
51009,VA-Amherst County,4499,7945.52,8392.73,3522.07,3787.19,2057.09,2103.94,1478.69,1576.26,371.17,393.98,341.94,371.83,173.42,158.03
51011,VA-Appomattox County,2646,8714.88,9191.81,3840.48,4126.17,2248.59,2288.72,1628.24,1735.59,457.2,486.01,321.58,355.16,212.94,197.12
51013,VA-Arlington County,13233,8038.92,7804.39,2907.59,2890.22,2867.19,2671.62,1278.68,1259.55,476.04,466.94,386.72,377.74,121.52,133.92
51015,VA-Augusta County,6903,8277.56,8564.67,3661.71,3664.03,1968.99,2051.62,1962.74,2115.19,270.02,290.23,217.28,258.92,170,156.67
51017,VA-Bath County,1054,10784.33,10940.89,5319.05,4981.59,1514.54,1550.62,3215.06,3587.32,225.2,249.47,299.5,357.98,174.13,163.53
51515,VA-Bedford city,3125,7481.85,7962.96,3237.96,3550.14,1899.11,1944.56,1519.33,1605.4,406.92,428.31,199.59,228.26,216.01,204.52
51019,VA-Bedford County,7903,7827.62,8146.88,3181.37,3332.46,2215.49,2265.14,1519.07,1600.41,386.62,409.29,344.94,383.27,166.13,151.5
51021,VA-Bland County,965,8601.68,9440.92,3252.23,3608.21,2729.5,2940.36,1534.43,1719.34,492.51,554.3,254.5,297.16,289.54,280.74
51023,VA-Botetourt County,4433,7428.16,7700.87,3271.24,3453.19,2114.62,2158.01,1249.84,1284.79,356.77,367.75,198.7,220.14,226.85,209.6
51520,VA-Bristol city,1723,8152.77,9451.95,3368.18,4239.87,2182.46,2290.68,1216.66,1411.31,651.35,757.28,360.87,399.52,361.36,339.02
51025,VA-Brunswick County,2161,7838.37,8616.36,3772.6,4209.46,2027.83,2220.8,1390.11,1513.07,277.52,306.85,125.66,135.13,208.47,197.94
51027,VA-Buchanan County,2157,8384.18,9568.36,3934.57,4463.26,1811.18,2149.42,1527.71,1742.85,667.07,759.24,162.57,189.2,301.05,283.44
51029,VA-Buckingham County,1631,8373.49,8728.75,4012.65,4200.33,1807.74,1819.15,1729.65,1849.46,399.44,428.78,182.39,206.05,189.76,174.62
51530,VA-Buena Vista city,1122,8428.43,9090.76,4011.65,4433.7,2003.4,2081,1463.36,1583.14,434.07,452.59,219.87,261.61,298.57,284.82
51031,VA-Campbell County,4599,8473.46,9078.25,3861.15,4261.66,2124.76,2180.03,1517.71,1622.26,440.93,469.74,335.75,369.32,191.52,174.16
51033,VA-Caroline County,3012,8194.85,8692.49,3682.72,4038.45,2417.61,2534.27,1332.48,1337.33,347.7,347.84,287.84,287.81,130.23,152.14
51035,VA-Carroll County,4180,9099.29,9883.73,4049.1,4374.36,2134.7,2319.86,1496.31,1649.07,929.88,1055.39,246.8,261.35,280.65,267.63
51036,VA-Charles City County,715,8583.1,9216,3748.9,4239.18,2587.59,2646.12,1386.62,1427,483.23,494.61,124.63,132.13,222.59,238.86
51037,VA-Charlotte County,1547,8299.93,9090.62,3505.3,3981.32,1944.84,1971.59,2056.12,2257.18,286.43,319.41,301.66,364.82,196.29,178.58
51540,VA-Charlottesville city,4733,8005.92,7939.36,3390.39,3154.86,1967.9,2003.95,1886.19,1986.51,304.63,318.51,314.38,345.29,139.46,126.65
51550,VA-Chesapeake city,20366,8787.95,9558.28,3279.2,3792.69,2955.47,3078.93,1607.37,1670.12,508.59,527.6,273.92,301.13,171.82,190.5
51041,VA-Chesterfield County,30484,8620.4,9239.9,3689.33,4110.35,2734.56,2855.76,1249.59,1287.14,491.45,505.12,291.49,299.06,163.85,184.06
51043,VA-Clarke County,2281,7747,8176.57,3232.81,3461.57,2457.08,2616.44,1209.06,1246.22,409.05,415.63,255.69,266.75,170.98,158.22
51570,VA-Colonial Heights city,3461,9105.87,9713.77,4162.64,4510.58,2808.63,2982.07,1218.03,1256.65,469.56,483.67,295.8,303.23,148.79,174.77
51580,VA-Covington city,2567,7682.89,8395.9,3402.48,3895.87,2254.42,2305.59,1361.66,1488.72,240.78,264.99,196.42,232.87,202.01,189.81
51045,VA-Craig County,607,8393.62,9212.43,3765.86,4432.2,2247.32,2342.22,1391.33,1439.69,589.24,605.29,233.59,256.52,177.65,161.42
51047,VA-Culpeper County,5000,8603.19,8615.81,3655.25,3563.49,2355.46,2429.02,1856.13,1860.88,262.75,265.89,259.62,300.41,185.91,171.19
51049,VA-Cumberland County,767,8673.59,9163.05,3914.14,4262.61,2366.54,2409.94,1555.49,1635.63,382.3,403.05,222.14,232.52,200.46,186.5
51590,VA-Danville city,9182,8891.8,9368.77,4192.72,4476.13,2790.34,2822.36,1279.32,1406.68,263.23,297.8,77.41,86.4,308.94,298.59
51051,VA-Dickenson County,1739,10767.96,12074.82,4824.52,5550.25,2334.93,2495.52,1941.55,2221.38,1096.89,1247.69,186.41,217.05,419.23,393.49
51053,VA-Dinwiddie County,2129,10154.21,10923.66,5137.16,5731.61,2655.64,2754.89,1346.48,1385.82,521.66,535.59,279.37,286.87,205.4,228.18
51595,VA-Emporia city,1555,8670.78,9634.9,3986.9,4597.88,2300.18,2459.97,1404.57,1523.85,488.67,541.89,256.63,287.02,210.38,194.14
51057,VA-Essex County,1769,8250.93,8733.82,3529.86,3657.23,2483.68,2654.04,1576.88,1708.66,311.03,337.61,190.13,229.56,143.02,132.29
51600,VA-Fairfax city,3977,8405.39,8191.14,3059.32,3091.21,3056.27,2825.79,1260.97,1248.32,459.84,453.69,394.09,385.06,163.56,174.73
51059,VA-Fairfax County,82472,8127.07,7912.13,3079.59,3089.43,2986.21,2774.86,1173.17,1161.3,418.72,413.09,340.32,332.08,119.94,130.68
51610,VA-Falls Church city,1357,8529.61,8303.29,2991.01,2987.63,3150.39,2953.02,1227.67,1217.17,518.9,511.57,418.4,405.76,209.69,213.17
51061,VA-Fauquier County,7716,8916.01,9151.16,3764.41,3980.46,2709.62,2760.83,1519.84,1490.92,386.06,377.48,357.09,349.41,171.02,184.84
51063,VA-Floyd County,2140,7976.85,8626.27,3402.41,3769,2306.48,2466.61,1323.76,1411.03,505.15,540.86,186.02,204.14,244.63,229.48
51065,VA-Fluvanna County,3482,7672.8,8041.94,3106.77,3315.03,1954.54,1992.3,1731.57,1826.28,354.69,370.46,313.76,340.94,199.35,187.8
51620,VA-Franklin city,1899,7895.81,8376.15,3144.79,3303.53,2513.89,2657.68,1556.65,1700.13,371.57,406.39,89.1,97.06,220.75,206.9
51067,VA-Franklin County,7005,7281.98,7604.55,3094.11,3294.28,2053.15,2124.6,1354.74,1387.08,319.86,328.7,281.49,309.44,165.75,152.85
51069,VA-Frederick County,10048,8057.52,8414.39,3470.99,3657.53,2479.43,2579.67,1254.2,1309.39,375.11,384.72,277.2,298.27,186.68,172.67
51630,VA-Fredericksburg city,2345,9413.23,9557.52,4271.09,4395.87,2854.7,2920.39,1241.22,1216.33,536.79,527.84,363.13,336.49,142.98,160.32
51640,VA-Galax city,2975,9052.87,9936.1,4240.11,4710.26,2174.82,2329.61,1290.56,1432.19,745.1,847.21,280.62,317.6,340.26,321.33
51071,VA-Giles County,2437,8498.1,9261.61,3936.13,4370.45,2398.55,2597.86,1246.3,1336.66,484.56,524.28,171.62,194.32,260.73,239.65
51073,VA-Gloucester County,5237,8421.22,9132.77,3219.94,3658.96,2373,2505.59,1893.2,1967.05,390.4,404.98,332.39,374.53,189.07,203.19
51075,VA-Goochland County,2747,8239.55,8828.71,3575.68,3997.24,2616.16,2712.77,1202.49,1236.56,432.62,445.44,288.65,300.39,129.07,144.35
51077,VA-Grayson County,2299,7996.08,8876.94,3067.84,3405.95,1890.94,2114.59,1566.89,1744.3,791.74,905.44,362.32,418.74,337.54,319.08
51079,VA-Greene County,2154,8735.3,8975.52,3938.31,4007.49,1988.65,2018.17,1897.64,1999.1,429.79,450.04,346.76,383.17,141.24,127.86
51081,VA-Greensville County,94,14391.46,15150.36,7748.65,7864.5,2917.54,3270.24,2189.9,2413.95,,,,,136.33,121.79
51083,VA-Halifax County,5941,7630.71,8233.44,3100.37,3397.68,1975.28,2025.11,1923.79,2130.81,204.08,228.33,183.73,213.36,242.13,228.21
51650,VA-Hampton city,12947,7926.64,8542.61,2844.32,3253.17,2705.76,2784.26,1582.14,1640.8,405.38,419.64,247.11,272.21,193.43,205.59
51085,VA-Hanover County,11608,8891.91,9428.39,3686.39,4066.38,2831.17,2901.78,1413.34,1460.23,428.33,439.58,372.67,383.73,157.29,175.67
51660,VA-Harrisonburg city,6164,8192.71,8574.74,3857.54,3987.65,1854.75,1923.59,1930.4,2079.17,223.15,240.06,232.48,259.24,123.42,112.79
51087,VA-Henrico County,33858,8544.02,8999.26,3660.03,3959.61,2597.52,2674.55,1418.46,1461.21,447.75,459.88,276.83,283.05,155.8,171.14
51089,VA-Henry County,5526,8425.83,9126.86,3988.01,4376.55,2108.1,2230.62,1513.51,1671.61,321.31,346.89,188.65,219.74,292.48,268.44
51091,VA-Highland County,528,8454.74,8621.47,4400.03,4233.43,1367.91,1401.77,1948.62,2119.5,84.7,88.94,591.86,716.66,89.9,83.65
51670,VA-Hopewell city,3250,9184.25,9961.14,4140.24,4733.65,2765.94,2863.26,1237.24,1272,474.97,487.07,350.73,360.09,222.45,252.24
51093,VA-Isle of Wight County,4371,8417.95,9003.63,3289.96,3685.61,2701.15,2772.53,1587,1654.15,404.73,419.93,225.43,247.28,180.59,196.38
51095,VA-James City County,8919,8049.92,8658.75,2447.89,2787.15,2844.9,2997.88,1902.67,1977.62,388.11,402.56,222.04,241.49,164.8,175.4
51097,VA-King and Queen County,956,8177.98,8804.48,3322.24,3701.17,2515.73,2632.64,1428.1,1489.35,417.75,436.16,349.95,380.58,158.4,175.76
51099,VA-King George County,2236,8961.09,9313.3,4065.05,4380.63,2882.2,2928.59,1220.37,1218.15,318.6,314.66,313.74,332.62,160.85,146.43
51101,VA-King William County,1986,8894.79,9571.57,3844.08,4311.62,2713.04,2825.22,1445.6,1497.28,463.21,478.07,277.46,292.43,145.86,163.88
51103,VA-Lancaster County,2462,7544.68,8069.98,3039.84,3313.79,2253.39,2313.7,1587.18,1728.84,263.56,273.53,300.13,346.03,105.88,98.37
51105,VA-Lee County,2304,8527.58,9724.53,3869.83,4604.69,2090.68,2252.71,1386.39,1590.05,795.64,918.43,102.2,110.26,301.76,277.88
51678,VA-Lexington city,2759,7314.81,7922.05,3140.4,3459.97,1955.16,2069.84,1416.69,1536.69,316.41,330.56,277.48,329.54,212.45,196.7
51107,VA-Loudoun County,18821,8488.1,8684.82,3253.43,3504.24,3036.4,3006.73,1160.76,1143.14,466.2,458.22,436.25,420.08,128.43,145.94
51109,VA-Louisa County,5308,8199.97,8567.82,3584.65,3711.56,2268.84,2383.46,1496.69,1568.68,353.67,365.79,364.42,394.09,133,146.4
51111,VA-Lunenburg County,2071,7734.17,8283.61,3484.37,3797.72,2028.04,2068.66,1510.66,1650.19,310.62,339.08,201.51,237.86,188.88,176.36
51680,VA-Lynchburg city,11933,8016.64,8577.26,3508.87,3877.77,2135.58,2191.63,1500.74,1599.34,380.93,406.15,300.26,326.54,192.52,172.98
51113,VA-Madison County,1944,8004.97,7845.31,3761.51,3465.5,1961.72,2001.24,1621.98,1682.15,282.61,294.35,234.93,267.8,124.68,115.15
51683,VA-Manassas city,147,8452.27,8384.48,3395.95,3385.16,2527.09,2489.09,1210.98,1181.13,532.59,521.04,,,184.99,212.17
51685,VA-Manassas Park city,1630,8006.27,8013.04,3010.88,3075.86,2707.24,2655.68,1179.8,1165.94,450.58,444.02,547.7,541.2,149.53,168.05
51690,VA-Martinsville city,4765,8349.01,9315.59,3787.3,4422.53,2113.42,2217.53,1736.77,1927.66,272.76,294.8,169.23,199.2,278.33,254.17
51115,VA-Mathews County,2123,8408.86,8962.75,3306.08,3647.76,2274.9,2354.65,2075.37,2154.59,350.94,363.6,239.65,266.67,139.8,155.26
51117,VA-Mecklenburg County,5667,7828.93,8500.04,3507.2,3809.76,1932.29,2077.37,1737.22,1914.06,211.96,237.18,203.9,238.63,219.07,205.55
51119,VA-Middlesex County,2053,7466.93,7954.75,2835.52,3121.19,2365.16,2434.98,1509.86,1593.42,326.07,337.71,271.77,326.52,133.87,122.8
51121,VA-Montgomery County,7856,8405.04,8950.07,3628.27,3888.68,2287.67,2412.43,1381.8,1484.49,644.97,684.4,239.01,274.64,229.71,214.03
51125,VA-Nelson County,2798,8890.49,8665.31,4246.9,3819.71,1922.61,1970.07,1898.34,2007.08,296.99,311.25,410.89,445.72,124.84,112.29
51127,VA-New Kent County,2819,8820.38,9413.43,3605.18,3967.56,2690.73,2816.73,1598.95,1652.18,404.19,417.59,359.42,386.35,145.01,161.64
51700,VA-Newport News city,14739,8294.83,8798.43,3266.47,3571.36,2529.49,2600.74,1721.29,1789.3,361.71,375.57,245.94,271.79,189.97,203.68
51710,VA-Norfolk city,15931,8915.65,9451.11,3478.88,3718.17,2883.28,3056.33,1640.33,1706.13,478.55,497.12,289.31,306.24,188.63,207.14
51131,VA-Northampton County,2128,8451.03,9142.89,3154.38,3494,2699.77,2783.28,1819,2008.35,338.83,380.96,274.68,317.88,184.02,168.25
51133,VA-Northumberland County,4003,7681.8,8143.44,3203.44,3400.65,2352.63,2458.16,1391.22,1503.59,325.79,344.17,234.07,276.96,163.29,150.92
51720,VA-Norton city,652,9993.96,11227.77,5050.44,5824.48,2379.93,2551.16,1262.43,1440.26,929.7,1060.25,,,318.48,294.25
