HSA Number,HSA Name,Medicare enrollees (2011),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2011),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2011)
49001,VA-Abingdon,9691,5.41105792108821,5.66001671829695
49002,VA-Alexandria,27833,3.62686498579549,3.72182773287721
49003,VA-Arlington,22825,3.82400038985422,3.8327119535363
49004,VA-Bedford,7359,4.74482619124122,4.99505123857639
49005,VA-Big Stone Gap,2147,6.1600765498408,6.47670509125887
49006,VA-Blacksburg,7961,5.0180006947927,5.1463966267581
49007,VA-Charlottesville,34216,4.49044524003499,4.60787937955204
49008,VA-Chesapeake,17036,4.62692297553777,4.79003785621392
49009,VA-Clintwood,2115,5.49272243107621,5.6163051239091
49010,VA-Culpeper,5857,5.08836677360966,5.14640338121467
49011,VA-Danville,18036,5.39524455931289,5.61259934507361
49012,VA-Emporia,4565,4.78207195693646,4.85612874366888
49013,VA-Fairfax,9657,3.98972787489963,3.98302381188423
49014,VA-Falls Church,64518,3.4560407334166,3.46594573046525
49015,VA-Farmville,4860,4.87724923130553,4.96217149800412
49016,VA-Franklin,3977,5.30905619691776,5.49337916392347
49017,VA-Fredericksburg,31278,4.86104209520897,4.82418245045944
49018,VA-Front Royal,4822,5.14152973037037,5.32560855713611
49019,VA-Galax,8567,5.21461475192763,5.37517787294401
49020,VA-Gloucester,8812,5.09517188487331,5.35760208082974
49021,VA-Grundy,3301,5.7552219622282,5.87130309964805
49022,VA-Hampton,10297,4.37032464161865,4.44168011228287
49023,VA-Harrisonburg,20206,4.33650668779861,4.44412232160607
49024,VA-Hopewell,5158,5.01019062310721,5.24452719358334
49025,VA-Hot Springs,1085,5.35036347179135,5.32209630595668
49026,VA-Kilmarnock,8648,4.37573731658655,4.51216832822265
49027,VA-Lebanon,4692,5.56733242476567,6.02707566471008
49028,VA-Leesburg,16671,3.91742496815934,3.92491700927699
49029,VA-Lexington,5937,4.08933982012539,4.32833641612029
49030,VA-Low Moor,4627,5.11367800369599,5.1812676018478
49031,VA-Luray,3365,5.32256926055183,5.31623456250987
49032,VA-Lynchburg,36088,4.62864909993652,4.77678358541364
49033,VA-Manassas,16706,4.58054120347112,4.72655198392853
49034,VA-Marion,5933,6.24205941912416,6.5156771978081
49035,VA-Martinsville,13808,5.20229039303476,5.50853209394448
49036,VA-Nassawadox,6514,5.4129803224258,5.52059528733278
49037,VA-Newport News,38188,4.72926490616935,4.77681242318116
49038,VA-Norfolk,35354,5.00718724596007,5.09064672338859
49039,VA-Norton,4611,6.02649912063292,6.41521315671545
49040,VA-Pearisburg,3816,5.21187585986562,5.52429991879003
49041,VA-Pennington Gap,2816,5.96253044472442,6.41291665050323
49042,VA-Petersburg,16173,4.45685277129054,4.60312194413764
49043,VA-Portsmouth,22292,4.95585237136613,5.05125630947073
49044,VA-Pulaski,3330,5.35905122859894,5.26849285686229
49045,VA-Radford,6028,4.85613393578428,5.07584443459521
49046,VA-Reston,16321,3.69524822254425,3.74574663810451
49047,VA-Richlands,4511,6.05239324488377,5.97926562388851
49048,VA-Richmond,130689,4.60253029707895,4.71535392521284
49049,VA-Roanoke,39461,4.74785935892285,4.84858432535364
49050,VA-Rocky Mount,4493,5.50682373076408,5.83804512288647
49051,VA-Salem,9033,5.4062853605057,5.60880446300871
49052,VA-South Boston,10567,4.87993810607727,5.08481287482422
49053,VA-South Hill,5729,5.17488092199427,5.68077994100514
49054,VA-Staunton,19698,4.84671370396822,4.90008759279497
49055,VA-Stuart,3123,4.88727686745981,5.17003448596471
49056,VA-Suffolk,10230,5.14401355192185,5.17150495245203
49057,VA-Tappahannock,5374,4.71329183877269,4.94750618135731
49058,VA-Tazewell,2306,6.97049674236063,6.69795045256635
49059,VA-Virginia Beach,32847,4.27858203186154,4.34561482722117
49060,VA-Warrenton,9319,4.80900426863143,4.85480243828339
49062,VA-Williamsburg,18412,3.56400447163437,3.58173215343731
49063,VA-Winchester,21201,4.66334671105833,4.82879142787843
49065,VA-Woodbridge,14093,4.11866997949407,4.17284406055117
49066,VA-Woodstock,4945,4.45733125777007,4.55478916646821
49067,VA-Wytheville,6019,5.14281033674686,5.39017702793667
