HRR Number,HRR Name,Medicare enrollees (2011),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2011),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2011)
10,AK-Anchorage,55803,4.72888420307122,4.77662173897646
1,AL-Birmingham,309568,5.57088108713662,5.76479962927462
2,AL-Dothan,55593,5.40618244175306,5.51894273271164
5,AL-Huntsville,83246,5.05354653460781,5.17444374963945
6,AL-Mobile,111545,5.27789280544317,5.44398150630645
7,AL-Montgomery,57730,5.08101471083898,5.25334232534093
9,AL-Tuscaloosa,32275,5.79333496819956,5.83955910690903
16,AR-Fort Smith,53252,5.65727896662827,5.9378173910632
18,AR-Jonesboro,33463,6.03540912270132,6.18028606527887
19,AR-Little Rock,223210,5.29692640535125,5.40038094133925
21,AR-Springdale,64039,4.81249474061617,5.09381866434617
22,AR-Texarkana,37121,5.35940817449775,5.52304728427715
11,AZ-Mesa,143158,4.45661232091306,4.3270307720098
12,AZ-Phoenix,382218,4.56064242520179,4.50955371365996
14,AZ-Sun City,83424,4.02898138237675,4.20295916396484
15,AZ-Tucson,179162,4.23771777347274,4.23743982022397
65,CA-Alameda County,167228,3.63796710779138,3.73243523819019
25,CA-Bakersfield,102083,4.88047502643949,4.9598407301362
31,CA-Chico,45836,4.52228989319145,4.63929145912059
33,CA-Contra Costa County,125186,3.98389472789513,4.09044253589272
43,CA-Fresno,120860,4.20314137200448,4.43507035083917
56,CA-Los Angeles,1035530,3.6802982877133,3.75568735234534
58,CA-Modesto,99905,4.41242944690067,4.47491111610393
62,CA-Napa,43124,4.57651119709767,4.76030624108917
23,CA-Orange County,372059,3.81756238301253,3.89582084577291
69,CA-Palm Springs/Rancho Mirage,66604,4.1398146031874,4.15850321321948
73,CA-Redding,54052,4.64339877180381,4.76291014873325
77,CA-Sacramento,321169,4.21687756823987,4.3905358886797
78,CA-Salinas,41922,3.90657907929135,3.95598382450803
79,CA-San Bernardino,291340,4.56511496789229,4.78761770824967
80,CA-San Diego,407168,3.93307818173821,4.14153921711071
81,CA-San Francisco,190982,3.61359335824595,3.64976679941637
82,CA-San Jose,189076,3.37869219425184,3.48695138231155
83,CA-San Luis Obispo,37225,4.12745802907309,4.27133727244321
85,CA-San Mateo County,105032,3.49177439889498,3.51439004044458
86,CA-Santa Barbara,56563,3.73060638183706,3.84571537044573
87,CA-Santa Cruz,30359,4.26522349706648,4.40481676296276
89,CA-Santa Rosa,67807,4.13525629971008,4.43801842161983
91,CA-Stockton,59991,4.31730626174707,4.57903458882046
96,CA-Ventura,101981,3.79114222694465,3.90320518903036
101,CO-Boulder,31763,3.7928504690812,4.15808106984102
102,CO-Colorado Springs,95582,4.43445845877423,4.48289873892204
103,CO-Denver,293936,4.23168634655509,4.35872964547237
104,CO-Fort Collins,37618,4.27021818434807,4.38880443000842
105,CO-Grand Junction,45096,4.21713981357783,4.42371207577153
106,CO-Greeley,43983,4.22036729151323,4.50173461859188
107,CO-Pueblo,26481,4.47398407970808,4.72133547867326
109,CT-Bridgeport,88999,3.92343832000675,4.07782230541746
110,CT-Hartford,210618,4.43031828043458,4.69617926563842
111,CT-New Haven,204740,4.22305503845418,4.41407595896439
113,DC-Washington,299325,4.11813223459391,4.1116494330482
112,DE-Wilmington,98335,4.81907847582026,4.88813332046355
115,FL-Bradenton,55026,4.27192245120234,4.56406886223954
116,FL-Clearwater,99124,4.39606615169657,4.85527867543131
118,FL-Fort Lauderdale,456032,3.87317879145676,4.04571840480339
119,FL-Fort Myers,238172,3.89466750091858,4.11092397892995
120,FL-Gainesville,77187,5.20086023205817,5.38196289488106
122,FL-Hudson,93088,4.75184674936936,5.26868817888065
123,FL-Jacksonville,197297,4.85922713166164,5.05320490027879
124,FL-Lakeland,55203,4.68068674532611,5.05993878876721
127,FL-Miami,415617,3.90126503102882,4.7740355352868
129,FL-Ocala,149706,4.22931875053908,4.51899020002607
130,FL-Orlando,535758,4.30676600277583,4.63493003373102
131,FL-Ormond Beach,85776,4.33925559127562,4.65334274339486
133,FL-Panama City,31275,4.89987809972616,5.01380055622798
134,FL-Pensacola,110886,5.02112062911194,5.22883280463796
137,FL-Sarasota,110379,3.66182730613691,3.81334983362564
139,FL-St. Petersburg,69142,4.65261972520637,5.11775830241502
140,FL-Tallahassee,95743,5.04732181160191,5.41578061710809
141,FL-Tampa,163603,4.50135547517212,4.8646884171614
142,GA-Albany,25938,5.105038628598,5.28965270239192
144,GA-Atlanta,604903,4.71678129276202,4.89686119092181
145,GA-Augusta,85352,4.96801891129905,5.13729149666349
146,GA-Columbus,39534,5.18381374213557,5.29491082678271
147,GA-Macon,90389,5.38336830363967,5.55170383021718
148,GA-Rome,39197,5.99735456770346,6.16940395959785
149,GA-Savannah,106462,4.59793129922087,4.75366859320897
150,HI-Honolulu,188071,3.55523869359505,3.63519707881516
190,IA-Cedar Rapids,41441,4.36165254542117,4.73733238472729
191,IA-Davenport,76731,4.70683217471665,4.92821032420375
