HRR #,HRR name,State,Medicare enrollees (2014),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2014)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2014)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2014)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2014)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2014)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2014)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2014)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2014)"
262,Tupelo,MS,50989,8671.36,9879.42,3624.78,4355.32,2030.19,2165.56,1603.21,1815.58,595.06,676.29,530.57,604.04,296.75,273.77
274,Billings,MT,71152,7373.42,7375.47,3135.19,3200.76,1552.53,1539.66,2107.69,2052.51,153.67,149.28,196.28,218.36,195.07,185.8
275,Great Falls,MT,18053,7835.86,7864.18,3463.81,3574.5,1543.73,1535.92,2211.47,2153.63,186.75,181.1,151.56,154.95,225.5,214.24
276,Missoula,MT,52127,7240.34,7322.71,3021.93,3140.8,1546.5,1540.65,1979.62,1939.15,193.39,188.33,277.21,307.93,181.67,173.44
309,Asheville,NC,94463,7647.07,8447.68,3176.36,3653.47,1997.94,2128.99,1574.2,1713.74,340.23,369.41,364.62,376.19,184.93,199.91
311,Charlotte,NC,211403,8656.47,9220.49,3582.96,3891.11,2517.05,2659.19,1436.61,1514.4,439.7,466.81,465.75,471.03,220.23,223.42
312,Durham,NC,128187,8343.23,8722.98,3724.71,3832.17,2220.75,2388.29,1596.43,1690.78,285.25,300.92,292.72,307.87,222.71,204.98
313,Greensboro,NC,40667,8278.42,8954.45,3579.19,3937.81,2209.64,2377.4,1522.01,1610.93,432.91,459.08,359.78,379.35,174.5,188.56
314,Greenville,NC,100885,8597.1,9025.67,3811.5,3847.3,2593.2,2863.67,1380.86,1481.57,294.05,317.24,291.78,314.79,226.84,207.23
315,Hickory,NC,31689,8105.76,8770.31,3255.13,3632.26,2279.62,2471.82,1372.56,1470.47,405.18,439.45,529.55,513.82,263.52,244.02
318,Raleigh,NC,166546,8578.5,9261.75,3631.63,3976.98,2694.22,2935.11,1400.84,1472.88,357.25,375.38,308.23,320.52,192.19,187.48
319,Wilmington,NC,61304,8934.53,9408.16,3702.71,3767.09,2866.37,3206.51,1329.08,1399.69,369.13,387.17,472.35,464.85,203.47,185.12
320,Winston-Salem,NC,86447,8991.55,9660.26,3997.48,4301.03,2215.66,2426.68,1681.16,1813.43,474.05,515.05,365.66,361.17,256.69,241.88
321,Bismarck,ND,27229,7851.81,8104.87,3416.22,3673.17,1942.95,1994.64,2199.7,2143.14,93.26,90.74,60.04,71.89,164.57,154.81
322,Fargo/Moorhead MN,ND,46396,7940.17,8280.95,3431.71,3581.09,1529.35,1648.66,2461.33,2508.6,155.46,158.1,196.79,228.73,189.99,178.46
323,Grand Forks,ND,15884,8483.41,8717.41,3761.36,3817.2,1565.7,1696.76,2757.56,2803.49,100.11,102.73,83.89,100.46,250.94,234.31
324,Minot,ND,15398,7700.69,7827.74,3509.89,3635.34,1289.61,1357.82,2652.72,2584.09,72.9,71.09,61.63,71.2,132.27,125.58
277,Lincoln,NE,75316,8615.97,9049.75,3725.11,3989.05,2143.82,2230.99,2017.75,2087.59,236.35,240.91,274.61,300.8,231.5,212.7
278,Omaha,NE,141818,8645.57,8940.73,3945.28,4077.1,2025.4,2101.04,1894.54,1952.86,317.33,321.56,286.43,307.47,183.63,186.08
281,Lebanon,NH,62759,8367.09,7625.71,3853.74,3273.99,1207.95,1213.1,2548.36,2399.21,407.56,391.63,220.76,224.46,151.92,140.82
282,Manchester,NH,110883,8931.54,8533.85,4076.69,3913,2009.98,2016.33,1921.32,1739.87,482.3,439.01,288.86,275.15,163.02,156.77
283,Camden,NJ,348026,11076.02,10378.13,4969.23,4649.17,3752.76,3537.41,1449.81,1335.22,385.17,354.22,341.09,318.87,181.05,186.42
284,Hackensack,NJ,128526,11812.1,10799.24,5599.54,4984.91,3799.99,3523.09,1635,1572.75,431.9,408.87,213.13,177.07,163.7,168.72
285,Morristown,NJ,114597,10097.16,9370.01,4510.75,4160.75,3452.91,3212.18,1376.19,1277.27,338.46,311.25,267.85,249.08,149.41,157.86
288,New Brunswick,NJ,101976,10728.4,9837.01,4816.8,4327.71,3829.43,3546.88,1374.57,1284.95,302.39,279.63,254.84,241.2,168,173.93
289,Newark,NJ,112876,11394.45,10154.6,5487.54,4701.41,3711.31,3443.53,1528.17,1401.24,330.5,300.79,224.52,202.04,167.81,173.97
291,Paterson,NJ,38319,12223.81,11008.56,5945.27,5204.88,3913.89,3625.35,1511.5,1403.43,391.24,360.06,292.2,243.64,194.58,200.73
292,Ridgewood,NJ,46651,11218.51,10593.24,5228.05,4900.64,3739.08,3476.34,1548.3,1544.62,384.63,377.33,175.75,147.14,161.16,167.68
293,Albuquerque,NM,136420,7453.63,7327.76,3227.81,3023.44,1849.65,1885.02,1400.4,1420.1,364.25,366.97,420.63,435.54,186.65,190.82
279,Las Vegas,NV,138713,10866.24,10404.19,4804.24,4659.25,3632.97,3513.9,1002.01,919.22,833.01,755.69,469.44,404.13,174.7,187.73
280,Reno,NV,82429,8475.43,7825.19,3818.41,3474.98,2262.9,2181.51,1496.7,1320.83,331.87,297.2,316.34,317.75,231.91,217.63
295,Albany,NY,175148,8574.66,8657.5,3866.77,3876.78,2535.21,2542.96,1521.82,1574.75,327.78,336.81,175.58,178.8,162.23,162.67
296,Binghamton,NY,37423,7862.95,8396.12,3493.53,3715.88,1952.7,2128.17,1800.92,1924.3,273.99,291.96,168.58,180.78,200.85,184.03
297,Bronx,NY,49167,13331.42,10876.7,7762.73,5578.07,3202.59,2891.04,1505.75,1633.76,415.96,450.93,219.32,169.89,165.11,169.25
299,Buffalo,NY,73882,8253.37,8204.88,3946.33,3826.46,2252.16,2350.68,1251.41,1237.59,475.29,463.36,185.88,173.44,147.3,162.35
300,Elmira,NY,31515,8293.71,8888.6,3908.5,4318.06,2394.48,2496.91,1483.92,1557.03,256.61,271.13,85.96,95.13,218.28,200.04
301,East Long Island,NY,393044,12013.64,10408.89,5595.51,4553.6,4261.92,3864.88,1372.39,1283.49,469.77,437.03,188.03,145.2,153.89,160.68
303,Manhattan,NY,311469,12897.79,11043.79,6571.16,4964.39,4025.78,3681.88,1428.41,1549.4,524.29,566.58,198.33,153.35,157.88,163.09
304,Rochester,NY,60209,7678.65,7883.25,3579.08,3599.35,1844.28,1936.02,1582.77,1661.2,387.84,402.1,152.88,152.45,158.09,162.27
307,Syracuse,NY,97273,8296.29,8348.91,3881.44,3795.56,2571.26,2676.78,1207.16,1230.56,372.69,371.84,89.96,95.58,199.11,204.57
308,White Plains,NY,109279,11004.93,10396.25,5326,4882.43,3530.05,3244.7,1448.93,1556.6,435.27,471.02,162.4,136.84,129.35,135.74
325,Akron,OH,43107,9432.13,10015.11,4537.38,4796.07,2162.79,2301.84,1697.14,1816.22,409.6,437.45,461.22,479.74,149.48,168.39
326,Canton,OH,46671,8994.9,9742.23,4191.71,4663.36,2386.03,2509.39,1453.02,1563.76,336.19,360.8,423,451.44,195.73,180.64
327,Cincinnati,OH,118913,9610.89,10133.6,4392.44,4727.06,2423.98,2501.86,1615.38,1699.01,545.83,572.8,486.16,471.69,143.7,157.26
328,Cleveland,OH,173359,9632.61,10149.64,4484.65,4778.21,2203.22,2317.16,1877.63,1940.35,434.88,450.02,467.69,482.72,152.97,168.16
329,Columbus,OH,211787,9705.68,10096.5,4483.52,4613.85,2230.54,2362.32,1830.21,1924.33,526.49,548.27,448.29,459.57,192.9,192.82
330,Dayton,OH,88663,9402.69,9998.14,4257.01,4577.15,2410.18,2568.77,1564.99,1645.38,577.25,606.99,399.31,402.46,193.02,196.08
331,Elyria,OH,23779,10563.21,11349.8,5081.61,5605.62,2278.85,2432.18,2158.99,2221.32,398.35,410.34,471.5,480.53,179.25,203.82
332,Kettering,OH,32728,9870.82,10312.52,4212.54,4458.41,2685.02,2781.48,1525.59,1599.53,739.5,775.25,547.13,520.44,155.15,175.16
334,Toledo,OH,84787,9648.26,10082.07,4545.47,4750.58,2346.62,2484.56,1757.98,1828.26,408.17,424.16,416.25,412.78,173.41,179.91
335,Youngstown,OH,52652,9907.34,10852.43,4792.71,5366.4,2612.69,2781.41,1616.78,1738.34,388.04,416.35,307.47,342.44,192.65,206.14
336,Lawton,OK,23516,8896.98,9849.62,3719.09,4278.54,1937.69,2028.58,1724.44,1888.19,950.66,1038.35,368.86,437.65,205.92,190.6
339,Oklahoma City,OK,199159,9361.51,10086.07,3952.41,4343.08,2156.62,2257.61,1649.93,1753.75,929.68,991.05,492.26,558.76,206.13,211.58
340,Tulsa,OK,139422,8717.72,9770.42,3649.99,4261.9,2195.98,2309.25,1408.75,1561.84,827.71,914.18,479.65,567.31,187.72,190.89
341,Bend,OR,28970,7654.01,7183.11,2998.41,2739.29,2286.15,2257.39,1411.87,1287.69,244.39,219.13,502.44,480.86,187.43,175.12
342,Eugene,OR,66761,7659.35,7153.09,3459,3093.24,1990.11,1982.44,1436.08,1340.62,281.05,258.41,281.07,277.42,198.07,182.38
343,Medford,OR,59416,7585.91,7320.79,3282.29,3141.57,2078.07,2078.2,1457.33,1364.15,347.91,327.72,195.96,199.26,201.49,187.56
344,Portland,OR,152367,8143.41,7546.96,3649.55,3255.59,1864.4,1851.68,1755.91,1615.74,360.75,327.19,351.25,328.54,159.87,162.35
345,Salem,OR,16098,7927.54,7487.78,3440.15,3175.79,2200.5,2207.36,1374.03,1254.71,350.65,320.29,371.8,354.5,183.57,166.1
346,Allentown,PA,133664,9810.05,9944.81,4513.37,4687.47,2675.26,2707.77,1776.19,1689.7,416.46,404.04,282.95,296.37,155.98,165.04
347,Altoona,PA,24203,9671.98,10273.34,4385.52,4754.76,2353.41,2439.57,1913.93,2013.83,514.18,534.1,326.76,364.02,189.55,175.77
350,Danville,PA,48823,8971.58,9358.2,4302.07,4428.49,2053.57,2128.92,1918.95,2068.28,335.79,361.55,183.33,204.59,205.02,191.8
351,Erie,PA,67867,8846.52,9524.58,4196.33,4577.3,2154.47,2242.23,1745.87,1908.49,368.43,397.48,182.42,211.34,219,205.43
352,Harrisburg,PA,93507,9146.99,9368.8,4262.19,4345.24,2417.03,2469.79,1736.68,1800.38,291.36,300.73,271.18,295.32,179.33,165.3
354,Johnstown,PA,12613,10392.04,10868.64,5146.23,5326.98,2309.12,2397.86,1764.31,1886.98,535.52,572.24,406.7,458.96,231.68,218.25
355,Lancaster,PA,62806,8482.48,8572.67,3711.3,3842.01,2430.13,2442.6,1553.26,1521.04,319.55,310.95,308.65,301.99,170.6,163.54
356,Philadelphia,PA,335077,10902.8,10086.03,4881.53,4412.43,3353.24,3213.53,1627.34,1485.69,531.2,484.05,350.98,324.87,167.13,177.23
357,Pittsburgh,PA,167425,9772.22,10468.27,4730.07,5092.55,2236.76,2347.74,1732.66,1861.85,521.07,558.74,369.22,404.66,174.14,188.34
358,Reading,PA,56177,9845.68,10067.5,4720.97,4852,2682.98,2719.25,1639.43,1679.16,396.78,406.69,242.32,254.92,179.06,167.4
359,Sayre,PA,22468,8280.01,8969.15,4110.18,4523.67,1927.3,2026.51,1615.65,1759.55,279.48,300.29,145.48,165.04,208.19,197.8
360,Scranton,PA,38925,9292.66,10090.62,4369.18,4932.64,2675.45,2729.28,1293.28,1403.17,508.97,558.67,268.58,282.82,180.72,188.28
362,Wilkes-Barre,PA,31068,9846.67,10727.8,4758.1,5325.23,2478.19,2543.85,1556.09,1696.95,651.3,716.76,259.46,279.62,154.2,171.76
363,York,PA,42676,9142.26,9152.97,4337.13,4307.19,2486.74,2527.36,1611.83,1608.3,292.28,293.54,235.06,247.61,190.47,176.46
364,Providence,RI,96979,9940.42,8913.48,4597.64,4024.33,2574.81,2562.05,1705.3,1396.12,585.9,479.52,346.97,312.45,133.03,139.17
365,Charleston,SC,131998,8753.1,9471.23,3354.6,3800.23,2941.05,3081.02,1336.22,1409.89,385.7,405.23,566.34,615.25,191.26,189.43
366,Columbia,SC,127213,8512.2,9227.14,3482.16,3880.86,2672.97,2803.59,1285.06,1382.99,358.04,385.47,543.58,604.9,203.36,204.47
367,Florence,SC,44321,8832.87,9821.12,3859.24,4498.45,2301.36,2459.95,1519.04,1634.17,273.38,293.55,712.38,799.19,221.07,198.74
368,Greenville,SC,95470,8809.57,9360.82,3725.04,3992.57,2371.12,2530.23,1567.42,1658.08,332.81,350.24,625.48,635.15,192.85,199.53
369,Spartanburg,SC,37952,8688.63,9452.6,3755.6,4153.06,2233.72,2446.16,1505.51,1622.71,387.57,414.09,582.26,614.38,229,208.27
370,Rapid City,SD,26570,7716.38,7635.25,3719.95,3637.93,1792.09,1838.64,1708.23,1672.6,155.22,151.07,95.22,102.98,203.28,190.75
371,Sioux Falls,SD,94507,8012.35,8261.74,3497.13,3632.77,1511.79,1636.75,2543.17,2521.87,119.72,118.62,163.31,184.67,209.76,197.47
373,Chattanooga,TN,69070,9116.3,10087.05,3824.55,4474.81,2672.72,2794.93,1332.2,1432.29,589.39,638.79,482.56,525.72,221.69,233.13
374,Jackson,TN,44326,8831.22,10058.81,3840.13,4629.19,2338.99,2479.32,1500.41,1691.32,655.8,748.82,222.34,260.29,270.13,249.74
375,Johnson City,TN,24961,8561.58,9753.5,3963.54,4713.06,2162.2,2317.55,1387.02,1579.56,451.7,518.03,323.66,377.25,278.01,259.16
376,Kingsport,TN,45989,8696.35,10013.47,3922.34,4759.94,2170.16,2351.05,1388.41,1589.23,725.51,827.99,219.12,246.81,289.9,270.36
377,Knoxville,TN,129944,8537.82,9920.45,3428.6,4328.72,2522.27,2652.84,1368.37,1575.81,663.64,762.81,314.86,376.24,241.13,240.83
379,Memphis,TN,166394,9164.81,9937.08,4147.83,4614.85,2449,2578.55,1451.54,1548.15,493.39,537.37,392.86,427.76,231.16,231.48
380,Nashville,TN,241484,9053.81,10093.35,3983.34,4676.58,2582.96,2746.12,1319.15,1426.85,654.25,711.4,294.09,323.22,225.55,220.76
382,Abilene,TX,36062,9507.73,10378.16,4023.07,4617.02,2103.58,2187.34,1699.17,1816.91,1014.59,1062.36,448.3,499.14,239.11,220.99
383,Amarillo,TX,44154,9521.27,10317.45,4146.84,4624.18,2515.25,2608.69,1352.7,1476.18,779.83,847.42,473.26,523.3,256.87,243.49
385,Austin,TX,119863,9647.11,10015.46,3847.74,4127.2,3042.03,3064.68,1265.76,1287.5,825.58,838,501.79,525.94,176.82,189.39
386,Beaumont,TX,40881,10755.86,11487,4450.58,4920.61,2737.22,2827.44,1450.47,1521.99,1177.64,1219.18,764.08,813.64,179.19,184.51
388,Bryan,TX,20619,9471.46,9963.1,3840.43,4184.16,2357.37,2428.11,1779.12,1831.6,918.14,944.4,395.28,409.8,179.51,163.06
390,Corpus Christi,TX,36669,10843.27,11558.06,4501.65,4903.41,2967.76,3070.32,1288.66,1356.56,1262.36,1332.72,604.27,699.09,191.69,171.08
391,Dallas,TX,339306,10934.21,11342.61,4604.92,4930.12,3036.08,3058.36,1345.93,1369.4,1180.04,1197.47,594.12,609.03,196.25,202.85
393,El Paso,TX,70424,8930.81,9406.23,3827.54,4023.5,2409.03,2484.17,1230.18,1321.76,858.54,927.24,347.34,380.49,206.76,210.95
394,Fort Worth,TX,136126,11129.65,11591.64,4859.76,5247.36,3126.62,3138.36,1290.12,1320.28,1039.25,1049.31,651.68,665.09,192.88,205.09
396,Harlingen,TX,36029,10908.36,11847.8,4785.55,5290.74,2803.5,2926.39,1298.91,1430.41,1201.85,1321.15,438.4,500.04,212.23,189.13
397,Houston,TX,379693,11350.88,11367.22,5184.72,5189.34,2987.43,2999.42,1562.18,1562.84,1018.7,1007.78,422.17,428.05,173.92,179.27
399,Longview,TX,21435,10205.29,11153.89,4289.72,4891.77,2501.66,2583.98,1409.62,1537.38,1227.69,1324.98,534.88,597.99,256.4,233.86
400,Lubbock,TX,62732,9711.66,10257.07,4228.39,4509.58,2086.36,2151.98,1712.22,1810.91,903.7,942.78,571.91,648.77,207.6,193.4
402,McAllen,TX,38114,11930.85,12654.47,5270.58,5522.69,3108.64,3262.92,1507.31,1654.29,1401.13,1521.64,246.29,271.71,186.33,185.51
406,Odessa,TX,29259,8928.95,9100.24,4211.02,4245.51,2018.1,2099.65,1266.4,1310.68,813.84,828,435.84,445.73,160.18,148.16
411,San Angelo,TX,19222,8936.52,9717.57,3665.87,4142.26,2039.07,2114.78,1782.32,1900.83,797.34,845.35,452.88,534.21,202.13,187.67
412,San Antonio,TX,204123,9541.4,10053.53,3989.21,4257.44,2925.9,3014.44,1166.75,1231.19,763.39,803.79,517.18,567.51,172.49,174.19
413,Temple,TX,32127,9987.61,10290.01,4392.51,4515.15,1924.68,2008.45,2166.19,2214.63,837.84,857.44,491.77,538.04,197.23,184.74
416,Tyler,TX,66234,10543.39,11468.22,4350.04,4988.49,2622.96,2711.7,1831.33,1960.89,939.9,987.04,543.54,591.47,268.93,245.56
417,Victoria,TX,17663,10178.52,10953.73,4604.66,5137.45,2478.38,2531.63,1782.65,1912.12,792.18,824.2,330.47,378.35,187.48,167.38
418,Waco,TX,31175,8671.92,9392.86,3599.62,4092.05,2033.42,2079.1,1552.65,1656.25,715.88,754.08,558.19,617.08,208.86,190.26
420,Wichita Falls,TX,24423,10812.83,11194.37,4529.98,4805.23,2549.06,2613.75,1562.85,1608.39,1375.9,1394.23,601.18,598.29,220.18,202.27
999,United States,US,26097945,9588.57,9588.57,4243.61,4243.61,2682.21,2682.21,1578.69,1578.69,537.44,537.44,359.34,359.34,187.28,187.28
421,Ogden,UT,28643,8621.59,8990.18,3262.53,3505.83,2391.46,2435.07,1414.87,1443.2,584.64,593.91,717.97,787.63,265,248.35
422,Provo,UT,27912,8726.54,9006.85,3575.92,3754.45,2243.11,2289.52,1294.04,1314.98,785.12,792.81,564.34,619.72,299.98,279.32
423,Salt Lake City,UT,135509,8385.12,8460.48,3580.83,3553.89,1968.94,2004.85,1556.77,1572.12,596.41,598.37,449.49,492.43,249.23,257.34
426,Arlington,VA,161098,8150.93,8010.73,3205.8,3234.48,2841.15,2709.5,1159.1,1132.69,416.4,405.02,398.59,387.48,127.14,137.85
427,Charlottesville,VA,73274,8091.76,8304.33,3582.03,3542.22,1891.24,1968.15,1886.43,2019.13,283.09,300.19,277.04,314.26,162.99,150.98
428,Lynchburg,VA,37219,8062.47,8537.13,3626.8,3940.19,2194.68,2244.14,1310.58,1380.05,386.25,405.13,354.42,395.28,191.15,175.48
429,Newport News,VA,63976,8108.87,8687.6,3078.61,3444.7,2564.31,2671.8,1687.32,1743.32,363.98,375.35,241.85,266.26,168.76,179.21
430,Norfolk,VA,120205,8438.95,9084.95,3319.9,3703.01,2736.65,2872.33,1510.74,1579.2,428.17,445.39,280.06,308.93,171.7,181.43
431,Richmond,VA,172888,8544.88,9007.26,3779.26,4084.33,2591.18,2684.6,1314.6,1348.67,406.35,413.89,301.15,311.96,156.74,168.53
432,Roanoke,VA,87391,8326.1,8925.72,3787.23,4127.03,2270.62,2400.72,1344.07,1425.36,454.8,482.42,254.89,290.88,213.33,199.46
435,Winchester,VA,53035,8021.04,8402.78,3632.32,3835.1,2039.04,2135.39,1471.58,1529.96,370.17,380.6,343.45,365.31,165.6,158.46
424,Burlington,VT,78784,8324.77,7975.31,3822.2,3413.49,1613.25,1653.55,2136.45,2156.03,394.89,398.89,190.87,196.06,175.91,162.31
437,Everett,WA,50239,7983.81,7521.99,3422.8,3179.87,2029.99,2019.97,1803.78,1640.87,279.89,250.38,268.96,252.24,156.69,155.24
438,Olympia,WA,40699,7952.55,7472.03,3670.82,3377.57,2084.24,2067.61,1437.66,1314.53,289.82,265.7,279.44,268.57,179.1,163.22
439,Seattle,WA,228901,8101.22,7605.8,3534.7,3323.56,2150.54,2086.62,1686.3,1518.01,311.42,280.17,272.94,251.08,144.01,144.01
440,Spokane,WA,168594,8336.14,8060.1,3607.07,3433.24,2145.21,2156.99,1792.97,1718.33,319.58,299.51,250.44,247.45,208.08,191.04
441,Tacoma,WA,64523,8558.79,8097.86,3979.38,3750.3,2375.09,2342.78,1448.79,1293.95,315.38,282,292.96,264.09,141.04,156.54
442,Yakima,WA,28708,8339.24,7975.49,3861.65,3648.19,1907.41,1944.75,1950.36,1803.1,225.12,208.28,184.43,179.78,209.56,191.19
446,Appleton,WI,19125,7544.88,8094.1,3073.15,3276.06,1880.04,2182.25,1775.45,1807.61,202.11,204.53,424.62,447.9,177.02,164.38
447,Green Bay,WI,44095,7813.68,8434.13,3360.08,3675.74,1804.15,2034.71,1873.77,1928.85,200.34,206.99,391.33,414.21,177.51,165.88
448,La Crosse,WI,31201,7770.05,7682.87,3672.53,3435.89,1273.07,1371.03,2472.15,2523.65,103.26,107.25,147.78,153.59,134.36,123.31
449,Madison,WI,100844,7885.14,7705.39,3646.64,3417.68,1541.86,1666.52,1810.06,1765.57,252.48,242.58,482.15,467.72,150.53,138.91
450,Marshfield,WI,35781,8271.8,8549.6,3889.57,3966.98,2032.54,2176.69,1734.77,1772.74,161.89,164.71,260.88,285.23,181.7,168.46
451,Milwaukee,WI,217296,8851.15,9059.66,3935.01,4097.35,2176.19,2262.4,1825.72,1792.36,366.97,358.55,390.92,383.76,157.15,165.87
452,Neenah,WI,15543,7822.01,8461.77,3301.41,3435.01,1792.71,2255.44,1808.33,1822.1,207.99,210.76,524.29,560.91,168.61,155.61
456,Wausau,WI,20223,7512.78,7954.81,3322.7,3614.91,1971.57,2053.74,1601.22,1646.8,169.65,174.33,272.98,302.43,161.42,149.08
443,Charleston,WV,91008,9042.66,10094.84,4317.09,4904.66,2145.05,2332.64,1633.01,1843.72,471.61,535.71,253.19,270.22,226.17,212.62
444,Huntington,WV,39048,9475.3,10342.14,4415.03,4806.22,2240.66,2537.57,1835.17,1961.48,515.84,554.92,291.85,272.8,183.29,207.13
445,Morgantown,WV,40540,9024.12,9731.02,4214.64,4469.58,1801.58,1915.61,1929.14,2147.69,361.86,400.85,500.31,592.65,227.9,216.97
457,Casper,WY,26577,8292.83,8004.46,3963.22,3772.12,2169.29,2136.48,1527.77,1473.81,186.8,177.97,149.91,155.97,267.82,258.2
