County ID,County name,Medicare enrollees (2014),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2014)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2014)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2014)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2014)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2014)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2014)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2014)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2014)"
51515,VA-Bedford city,3054,7856.39,8346.67,3536.64,3883.24,2074.03,2123.93,1390.9,1457.08,413.95,431.11,214.72,238.1,225.93,213.37
51019,VA-Bedford County,8326,7863.54,8206.74,3431.61,3647.1,2252.79,2295.05,1274.63,1326.11,382.71,397.13,355.23,396.78,165.59,154.31
51021,VA-Bland County,958,9649.85,10566.73,4183.48,4544.31,2733.04,3051.41,1565.36,1727.16,659.55,730.52,158.84,173.43,316.44,304.08
51023,VA-Botetourt County,3570,7823.59,8090.05,3665.65,3869.45,2097.27,2132.26,1159.59,1179.2,394.09,401.68,251.22,273.55,255.15,234.57
51520,VA-Bristol city,1761,8740.19,10248.26,4089.68,5150.86,2174.15,2311.94,1135.54,1312.29,726.56,836.19,289.95,326.7,320.25,299.24
51025,VA-Brunswick County,2131,7511.87,7886.93,3587.95,3748.46,1952.37,2027.3,1434.06,1544.14,228.77,251.4,117.87,138.86,161.19,149.89
51027,VA-Buchanan County,2150,9791.57,11118.68,4918.95,5533.73,1996.57,2365.97,1695.25,1919.99,747.26,842.42,210.11,249.62,269.64,251.03
51029,VA-Buckingham County,1500,7420.69,7649.29,3436.17,3496.23,1628.81,1637.74,1490.91,1583.32,301.3,327.64,384.65,444.48,176.31,165.9
51530,VA-Buena Vista city,1048,8715.31,9245.75,4438.16,4687.15,1875.23,1976.63,1572.08,1705.79,310.5,323.32,223.7,270.72,298.45,282.72
51031,VA-Campbell County,4499,8278.23,8798.68,3714.3,4056.87,2215.62,2276.07,1351.68,1427.41,401.14,420.87,377.14,418.68,220.14,202.34
51033,VA-Caroline County,2915,8018.14,8455.36,3513.57,3861.12,2420.99,2495.48,1317.8,1308.3,318.87,314.88,329.53,337.8,131.96,153.19
51035,VA-Carroll County,4258,8770.97,9549.05,3877.28,4230.25,2109.71,2301.2,1498.05,1638.68,795.85,894.33,244.14,257.74,273.29,260.12
51036,VA-Charles City County,658,6960.76,7551.16,2336.67,2685.42,2537.56,2690.76,1344.51,1372.5,348.87,354.69,254.18,267.87,203,225.09
51037,VA-Charlotte County,2224,7363.17,7918.83,3020.11,3335,1899.29,1908.83,1641.06,1788.37,322.22,358.19,289.2,346.52,188.05,173.82
51540,VA-Charlottesville city,222,7534.84,7278.95,3397.94,3026.69,1968.86,2004.58,1564.54,1629.13,383.93,398.67,,,120.62,111.39
51550,VA-Chesapeake city,19507,8604.71,9303.53,3359.24,3811.46,2760.74,2890.78,1535.15,1585.08,485.75,500.74,306.57,335.63,165,184.08
51041,VA-Chesterfield County,29043,8527.68,9062.73,3720.93,4083.4,2672.48,2781.91,1192.76,1222.53,476.45,486.69,311.08,315.1,155.42,175.42
51043,VA-Clarke County,2162,7203.88,7577.98,3205.13,3453.44,2110.83,2223.86,1035.12,1054.29,389.82,394.86,303.57,305.44,162.36,149.78
51570,VA-Colonial Heights city,3392,8386.16,8986.11,3859.16,4176.96,2591.17,2806.99,1148.4,1176.89,406.21,415.55,250.43,253.41,128.99,153.78
51580,VA-Covington city,2554,8436.74,9292.08,4282.44,4892.18,2223.95,2302.43,1256.05,1364.25,266.29,296.18,250.07,297.1,153.7,142.49
51045,VA-Craig County,584,8541.66,9129.28,4039.64,4556.99,2253.03,2299.22,1282.72,1306.89,455.82,463.33,,,230.55,204.1
51047,VA-Culpeper County,4987,8475.32,8585.45,3938.57,3820.95,2303.29,2399.95,1597.6,1701.7,229.44,229,213.73,251.67,164.14,152.44
51049,VA-Cumberland County,721,8346.03,8873.46,3611.53,3934.94,2243.88,2331.96,1518.5,1588.85,413.86,438.13,398,445.16,170.02,152.61
51590,VA-Danville city,9074,8749.66,9154.45,4239.88,4466.88,2759.66,2819.73,1133.9,1234.27,245.95,275.34,76.27,87.54,313.81,292.86
51051,VA-Dickenson County,1772,9615.63,10653.31,3989.32,4568.53,2215.68,2324.04,1650.78,1872.97,1273.47,1436.06,155.72,175,384.78,354.24
51053,VA-Dinwiddie County,2052,8340.55,8755.36,3909.03,4134.4,2369.47,2504.65,1212.12,1238.73,379.49,386.36,270.32,275.3,195.59,214.78
51595,VA-Emporia city,1486,8004.77,8724.91,3602.95,4059.31,2373.28,2486.37,1278.51,1375.8,375.45,411.54,181.55,207.49,195.14,181.92
51057,VA-Essex County,1594,7751.18,8328.88,3328.68,3525.39,2354.41,2574.42,1376.77,1484.66,304.64,326.3,233.68,280.1,148.64,138.32
51600,VA-Fairfax city,36,9719.03,9724.38,,,2091.89,2014.05,763.24,744.23,,,,,,
51059,VA-Fairfax County,83868,8045.97,7799.14,3156.13,3137.82,2886.39,2689.58,1100.74,1077.53,403.15,393.18,375.26,366.42,115.86,125.53
51610,VA-Falls Church city,1357,7808.79,7558.96,2652.25,2598.55,2774.9,2629.66,1206.68,1182.97,547.21,533.13,437.82,418.33,175.24,180.28
51061,VA-Fauquier County,7327,9095.6,9279.31,3922.96,4075.87,2687.05,2760.38,1580.96,1540.68,433.36,419.53,307.83,304.27,149.92,164.74
51063,VA-Floyd County,2055,7943.3,8531.79,3385.33,3720,2282.11,2428.69,1259.53,1321.71,523.46,551.4,218.22,254.83,269.01,253.81
51065,VA-Fluvanna County,4312,8252.68,8293.64,3636.63,3528.71,1900.95,1933.83,1849.39,1931.89,354.69,369.09,344.3,378.75,157.01,143.03
51620,VA-Franklin city,1891,7778.69,8290.17,3235.89,3473.2,2453.37,2569.43,1458.22,1585.65,341.31,369.32,82.84,96.55,209.98,194.24
51067,VA-Franklin County,6741,7373.26,7718.64,3400.53,3568.64,2072.08,2218.95,1211.7,1229.05,295.5,299.42,205.77,227.93,169.18,156.12
51069,VA-Frederick County,6528,7435.97,7827.43,3109.26,3355.56,2278.48,2381.53,1178.08,1218.18,376.71,382.13,298.58,313.28,182.01,166.66
51630,VA-Fredericksburg city,2244,9296.8,9479.6,4388.59,4594.8,2839.69,2879.52,1189.35,1157.25,486.89,472.13,273.12,246.53,123.89,138.13
51640,VA-Galax city,2973,9024.54,9810.5,4295.26,4665.91,2126.67,2307.97,1382.23,1522.6,748.82,843.52,166.59,186.27,324.79,305.89
51071,VA-Giles County,2428,8393.28,8960.08,4098.73,4395.38,2226.05,2370.6,1235.69,1321.44,439.35,471.08,149.38,170.77,246.21,231.49
51073,VA-Gloucester County,5046,8533.91,9304.48,3468.4,3953.69,2305.81,2471.79,1907.89,1973.81,354.22,365.34,305.7,339.85,165.58,177.2
51075,VA-Goochland County,2616,7986,8452.25,3568.59,3899.58,2465.55,2541.31,1140.64,1166.27,399.37,407.43,306.78,319.42,113.62,129.08
51077,VA-Grayson County,2306,9053.23,9943.79,4044.76,4473.55,1982.63,2149.52,1596.01,1759.48,855.33,965.42,267.61,314.82,339.49,322.08
51079,VA-Greene County,2105,8770.22,8674.17,4139.91,3897.83,1928.79,1959.01,1636.18,1704.16,509.61,529.07,436.63,477.54,160.28,145.7
51081,VA-Greensville County,341,8189.5,8743.73,3793.93,4053.93,2272.69,2440.41,1516.45,1632.24,339.64,375.37,,,130.04,119.8
51083,VA-Halifax County,5798,7718.78,8256.6,3316.91,3595.06,1941.84,1975.4,1839.72,2015.18,184.13,203.79,219.93,259.13,214.99,200.79
51650,VA-Hampton city,12851,7876.92,8513.66,2947.41,3375.53,2642.99,2744.46,1493.98,1539.02,388.13,398.72,248.89,275.52,199.65,210.39
51085,VA-Hanover County,13110,8914.31,9431.49,3838.06,4177.84,2724.35,2828.86,1353.11,1387.34,430.95,439.3,405.99,419.95,161.08,178.3
51660,VA-Harrisonburg city,6052,8014.17,8253.77,3654.65,3651.41,1781.46,1856.85,2017.54,2156.02,214.14,230.04,237.29,263.2,135.55,123.76
51087,VA-Henrico County,30054,8564.7,8996.4,3791.65,4077.14,2553.75,2634.69,1379.2,1413.14,424.77,432.88,279.23,284.92,150.47,166.66
51089,VA-Henry County,5400,7822.64,8574.7,3636.38,4054.26,1959.38,2121,1417.73,1548.95,358.66,388.68,171.14,201.48,264.97,246.59
51091,VA-Highland County,501,6800.41,7033.47,2778.26,2623.6,1246.72,1293.53,1954.17,2156.8,191.21,213.45,509.96,637.63,117.24,110.09
51670,VA-Hopewell city,3216,8673.39,9370.71,4117.64,4654,2613.64,2721.9,1097.24,1121.82,431.31,439.62,241.58,237.09,171.29,195.27
51093,VA-Isle of Wight County,4200,8386.7,8930.24,3379.7,3689.18,2550.31,2672.4,1578.7,1634.59,362.47,374.37,305.91,340.77,188.28,200.82
51095,VA-James City County,8627,7876.9,8499.46,2577.65,2951.09,2636.83,2785.55,1908.09,1973.31,333.15,343.84,207.38,226.12,131.61,140.83
51097,VA-King and Queen County,1052,8222.32,8871.51,3008.87,3376.32,2482.29,2622.13,1844.25,1918.1,372.6,385.45,387.34,418.19,139.24,156.23
51099,VA-King George County,2143,8580.22,9071.89,3836.52,4242.46,2797.62,2891.66,1187.99,1179.02,300.44,292.99,326.2,356.29,130.28,117.74
51101,VA-King William County,1500,8912.99,9492.62,3650.56,4058.23,2799.51,2900.77,1422.27,1454.91,458.63,467.89,351.37,361.53,231.44,250.08
51103,VA-Lancaster County,3353,6726.63,7043.59,2554.62,2657.82,2154.98,2231.13,1425.03,1529.16,245.88,251.89,233.12,267.88,117.05,110.33
51105,VA-Lee County,2341,8535.01,9810.11,4075.84,4927.61,1905.99,2041.14,1282.77,1462.14,937.17,1069.92,101.44,110,274.5,254.73
51678,VA-Lexington city,2685,7483.83,8068.06,3307.92,3522.86,1926.05,2113.67,1495.93,1621.13,303.49,320.21,253.25,302.11,202.47,192
51107,VA-Loudoun County,17739,8173.13,8272.44,3116.86,3262.31,2877.18,2866.6,1120.84,1095.98,409.24,398.75,514.99,499.13,130.92,144.98
51109,VA-Louisa County,5045,7613.67,7821.69,3298.23,3277.85,2096.64,2225.02,1390.07,1443.34,338.73,347.06,354.42,379.22,134.69,146.43
51111,VA-Lunenburg County,1261,7169,7585.14,3249.44,3454.58,1873.92,1926.23,1321.25,1430.02,315.2,340.68,160.68,196.83,238.92,225.27
51680,VA-Lynchburg city,11872,8098.92,8598.27,3716.73,4060.25,2181,2220.73,1274.96,1345.2,377.72,397.08,371.3,411.42,173.9,155.64
51113,VA-Madison County,1640,7327.41,7366.87,3361.22,3223.14,1955.71,2005.05,1385.43,1468.5,204.09,211.4,290.33,339.48,118.34,108.02
51683,VA-Manassas city,2582,8690.36,8538.96,3572.58,3543.94,2779.5,2734.89,1234.64,1196.72,510.87,492.31,456.11,417.11,149.21,162.75
51685,VA-Manassas Park city,1563,8279.36,8091.77,3491.59,3410.8,2534.77,2489.45,1060.95,1029.79,537.45,518.87,577.66,542.51,148.69,163.41
51690,VA-Martinsville city,4702,7670.81,8469.45,3489.69,3963.67,1940.63,2080.17,1617.72,1775.85,286.73,310.36,109.93,129.09,238.03,218.55
51115,VA-Mathews County,2044,7678.93,8229.2,3011.39,3389.82,2115.99,2182.98,1914.7,1977.69,284.79,293.88,182.82,203.44,135.59,150.58
51117,VA-Mecklenburg County,5498,8307.01,8757.25,3869.93,4028.3,2041.55,2124.29,1756.19,1923.63,212.13,235.34,182.48,218.55,227.27,210.76
51119,VA-Middlesex County,2011,7530.39,8035.25,2901.18,3229.07,2222.17,2296.09,1652.97,1729.01,278.9,286.2,272.76,313.38,161.5,147.41
51121,VA-Montgomery County,7595,8003.82,8530.5,3410.87,3693.46,2265.8,2378.66,1226.69,1304.68,579.97,610.81,279.59,323.14,244.19,226.56
51125,VA-Nelson County,2928,8190.26,8101.49,3878.02,3594.12,1755.57,1820.28,1737.03,1821.78,300.17,311.41,421.07,462.5,110.08,99.43
51127,VA-New Kent County,3390,8721.82,9350.19,3578.06,3987.05,2641.16,2773.39,1575.64,1618.17,422.91,433.71,353.17,368.87,137.99,157.92
51700,VA-Newport News city,14161,8351.34,8839.72,3435.8,3733.09,2533.77,2620.41,1645.59,1700.44,353.04,364.6,217.52,239.2,182.89,195.1
51710,VA-Norfolk city,15527,8704.56,9302.07,3439.74,3742.71,2787.97,2961.98,1553.26,1604.64,474,489.01,315.56,346.38,176.1,193.92
51131,VA-Northampton County,1979,7624.78,8415.97,2935.27,3307.81,2271.18,2461.79,1642.64,1803.19,359.72,394.8,254.4,291.86,168.5,157.64
51133,VA-Northumberland County,3075,7573.47,8057.29,3168.37,3348.41,2282.69,2426.16,1264.28,1365.49,333.7,350.35,309.24,371.3,207.34,193.09
51720,VA-Norton city,641,9762.93,10827.67,4530.43,5110.71,2345.31,2521.52,1569.13,1778.77,1009.87,1136.06,,,307.32,286.91
51135,VA-Nottoway County,2202,8925.56,9650.82,4111.74,4624.54,2667.32,2741.95,1269.73,1338.89,397.57,419.48,292.84,351.01,195.49,183.02
51137,VA-Orange County,5249,8148.47,8334.98,3494.81,3556.58,2418.78,2478.46,1501.16,1559.41,274.49,274.1,275.32,296.78,154.22,140.98
51139,VA-Page County,3736,8820.95,9841.11,4523.03,4996.13,1598.18,1920.46,1969.24,2139.31,334.28,350.77,235.46,276.55,168.72,157.39
51141,VA-Patrick County,2920,7522.09,8571.81,3445.27,3948.91,1600.43,1942.44,1799.75,1971.05,313.78,349.92,136.15,142.34,212.13,198.27
51730,VA-Petersburg city,6069,8418.84,9000.19,3870.2,4304.94,2589.93,2691.62,1245.65,1265.09,332.35,336.58,248.12,252.67,160.39,178.48
51143,VA-Pittsylvania County,6653,7716.2,8280.79,3716.82,4043.63,2219.25,2349.21,1140.57,1226.11,264.33,288.31,154.18,172.93,210.96,193.9
51735,VA-Poquoson city,1744,8257.08,8725.82,3207.78,3470.51,2586.83,2675.81,1379.75,1430.76,442.48,457.61,412.58,461.06,209.2,222.44
51740,VA-Portsmouth city,8627,8202,8773.95,3141.96,3472.8,2731.47,2863.77,1511.82,1555.94,466.66,479.02,243.81,268.82,163.61,179.34
51145,VA-Powhatan County,2753,8380.5,8891.02,3477.24,3866.73,2774.22,2836.25,1174.11,1201.25,483.92,492.77,306.63,309.29,160.49,183.34
51147,VA-Prince Edward County,2838,7849.13,8440.45,3722.22,4090.71,2063.34,2103.37,1335.5,1443.96,315.72,347.24,230.06,281.51,173.78,163.78
51149,VA-Prince George County,2156,9719.44,10267.52,4632.31,5031.05,2881.59,2979.99,1224.19,1251.98,472.69,481.92,386.84,382.17,144.95,165.89
51153,VA-Prince William County,22063,8388.78,8387.48,3367.6,3444.51,2835.12,2801.86,1162.25,1131.84,456.97,441.86,424.09,406.65,156.76,172.09
51155,VA-Pulaski County,4370,8952.77,9857.29,4006.3,4570.47,2343.15,2521.76,1388.12,1487.44,741.27,796.7,227.35,258.53,261.1,245.99
51750,VA-Radford city,2106,9769.47,10550.49,4241.44,4692.92,2676.19,2816.11,1529.1,1629.92,710.62,752.6,374.84,438.92,243.07,228.36
51157,VA-Rappahannock County,1695,7611.76,7781.9,3341.8,3357.31,2307.98,2455.45,1230.34,1227.81,317.16,310.68,244.57,268.59,146.17,136.25
51760,VA-Richmond city,8970,8339.12,8755.04,3804.79,4087.17,2370.25,2460.36,1300.13,1322.48,407.83,413.02,317.22,320.71,145.97,160.51
51159,VA-Richmond County,1213,8380.26,8917.17,3446.2,3621.64,2447.52,2562.61,1513.28,1648.06,328,353,474.03,573.59,182.88,168.89
51770,VA-Roanoke city,10051,8062.49,8417.66,3723.53,3995.87,2190.53,2239.94,1315.03,1334.27,416,421.4,215.84,236.22,206.78,191.12
51161,VA-Roanoke County,12791,8254.6,8588.47,3774,4024.18,2390.09,2439.73,1344,1366.73,391.66,397.84,188.86,207.22,168.85,154.28
51163,VA-Rockbridge County,1479,7108.85,7617.92,3374.77,3615.6,1727.86,1833.8,1273.55,1386.01,350.77,370.47,223.07,268.76,159.45,145.02
51165,VA-Rockingham County,8025,8230.15,8496.13,3958.92,3976.78,1725.38,1805.39,1928.83,2065.72,285,306.92,165.57,185.47,167.51,153.66
51167,VA-Russell County,3005,8632.59,10001.22,3816.87,4675.62,2063.16,2272.49,1247.38,1422.41,1044.58,1187.34,203.19,226.62,312.12,290.75
51775,VA-Salem city,5459,7834.12,8355.34,3412,3840.22,2290.2,2352,1300.68,1318.03,421.84,428.41,225.01,246.7,185.04,170.02
51169,VA-Scott County,2093,9182.92,10623.89,4156.13,5124.8,2302.19,2473.41,1477.87,1706.45,757.82,865.49,160.99,163.75,337.23,314.89
51171,VA-Shenandoah County,6983,7977.15,8465.8,3665.31,3916.44,1874.11,1950.65,1686.42,1809.38,291.96,300.33,278.26,321.5,177.06,163.97
51173,VA-Smyth County,4545,8640.49,9955.15,3865.01,4638.91,2112.99,2350.92,1510.64,1721.79,670.42,759,189.76,215.98,302.03,285.76
51175,VA-Southampton County,1629,8385.79,8913.6,3523.2,3823.43,2610.12,2697.59,1563.05,1674.35,309.71,331.81,187.53,205.82,181.96,166.04
51177,VA-Spotsylvania County,10685,9727.18,10005.45,4386.16,4646.75,3058.33,3119.48,1359.22,1329.14,458.3,446.51,307.25,290.15,150.96,166.18
51179,VA-Stafford County,9438,9464.65,9747.47,4211.11,4475.2,2952.15,3012.44,1361.25,1328.73,460.4,448.23,329.48,313.71,142.84,161.35
51790,VA-Staunton city,5798,8174.33,8660.25,3483.2,3622.01,1927.76,2004.25,2058.66,2265.37,250.56,275.87,257.37,309.17,192.15,180.09
51800,VA-Suffolk city,7776,7952.95,8511.33,2996.13,3345.75,2790.21,2904.85,1352.93,1397.12,436.18,447.47,196.6,217.76,191.46,203.47
51181,VA-Surry County,781,7624.57,8215.97,3211.88,3640.55,2144.7,2251.22,1634.18,1676.08,319.36,326.26,107.96,119.18,189.98,177.53
51183,VA-Sussex County,1252,9078.22,9650.9,3933.89,4364.73,2562.56,2640.15,1526.55,1559.77,376.28,387.24,550.77,580.39,171.43,157.61
51185,VA-Tazewell County,5584,8940.51,10063.35,3928.98,4501.44,2241.54,2469.74,1556.59,1760.64,675.74,764.12,284.36,340.5,265.88,250.28
51810,VA-Virginia Beach city,40520,8803.61,9604.54,3330.27,3875.83,2963.46,3099.17,1540.77,1600.11,471.76,488.67,320.38,349.35,169.62,184.73
51187,VA-Warren County,4350,8530.22,8620.54,3962.78,3935.57,2228.08,2322.53,1416.55,1416.88,473.17,479.24,345.94,338.08,117.86,136.31
51191,VA-Washington County,6808,8174.33,9528.84,3587.87,4511.42,2098.13,2223.26,1380.41,1590.42,655.89,755.09,213.86,240.52,249.29,234.23
51820,VA-Waynesboro city,4759,8276.29,8788.56,3534.54,3624.97,1909.7,2058.83,2129.92,2343.09,261.6,287.75,231.71,280.39,198.59,183.91
51193,VA-Westmoreland County,3069,8493.54,8943.43,3668.34,3918.51,2654.86,2746.63,1395.05,1459.77,321.24,332.11,303.04,350.55,152.4,141.39
51830,VA-Williamsburg city,7577,7950.5,8541.14,2656.49,3024.01,2682.5,2799.68,1932.34,1999.62,349.95,361.49,214.24,234.37,134.83,143.25
51840,VA-Winchester city,6588,7977.91,8418.17,3586.88,3880.13,2278.38,2374.15,1249.54,1291.79,439.27,446.15,274.87,290.31,147.98,134.88
51195,VA-Wise County,3911,10139.25,11348.75,4732.63,5446.02,2398.02,2566.83,1515.1,1722.4,1010.85,1145.3,189.96,209.61,337.15,315.69
51197,VA-Wythe County,4040,9006.04,9890.53,4032.95,4420.95,2402.7,2640.83,1526.9,1689.06,613.7,681.06,222.61,264.46,210.28,199.7
51199,VA-York County,5969,8175.78,8664.17,3251.35,3569.49,2646.51,2723.12,1416.94,1467.65,398.35,412.02,276.25,303.74,160.05,167.06
