HSAID,HSANAME,HRRID,HRRNAME
39014,PA- BROWNSVILLE,357,PA- PITTSBURGH
39015,PA- BRYN MAWR,356,PA- PHILADELPHIA
39016,PA- BUTLER,357,PA- PITTSBURGH
39017,PA- COATESVILLE,355,PA- LANCASTER
39018,PA- CAMP HILL,352,PA- HARRISBURG
39019,PA- CANONSBURG,357,PA- PITTSBURGH
39020,PA- CARBONDALE,360,PA- SCRANTON
39021,PA- CARLISLE,352,PA- HARRISBURG
39022,PA- CHAMBERSBURG,352,PA- HARRISBURG
39024,PA- CLARION,357,PA- PITTSBURGH
39025,PA- CLEARFIELD,347,PA- ALTOONA
39026,PA- COALDALE,346,PA- ALLENTOWN
39028,PA- CONNELLSVILLE,357,PA- PITTSBURGH
39029,PA- CORRY,351,PA- ERIE
39030,PA- COUDERSPORT,351,PA- ERIE
39031,PA- DANVILLE,350,PA- DANVILLE
39032,PA- DARBY,356,PA- PHILADELPHIA
39033,PA- DOYLESTOWN,356,PA- PHILADELPHIA
39034,PA- DREXEL HILL,356,PA- PHILADELPHIA
39035,PA- DUBOIS,357,PA- PITTSBURGH
39036,PA- EAST STROUDSBURG,346,PA- ALLENTOWN
39037,PA- EASTON,346,PA- ALLENTOWN
39039,PA- ELLWOOD CITY,357,PA- PITTSBURGH
39040,PA- EPHRATA,355,PA- LANCASTER
39041,PA- ERIE,351,PA- ERIE
39042,PA- EVERETT,347,PA- ALTOONA
39044,PA- FRANKLIN,351,PA- ERIE
39045,PA- GETTYSBURG,352,PA- HARRISBURG
39046,PA- GREENSBURG,357,PA- PITTSBURGH
39047,PA- GREENVILLE,351,PA- ERIE
39048,PA- GROVE CITY,357,PA- PITTSBURGH
39049,PA- HANOVER,363,PA- YORK
39050,PA- HARRISBURG,352,PA- HARRISBURG
39052,PA- HAZLETON,346,PA- ALLENTOWN
39053,PA- HERSHEY,352,PA- HARRISBURG
39054,PA- HONESDALE,360,PA- SCRANTON
39055,PA- HUNTINGDON,347,PA- ALTOONA
39056,PA- INDIANA,357,PA- PITTSBURGH
39057,PA- JEANNETTE,357,PA- PITTSBURGH
39058,PA- JERSEY SHORE,350,PA- DANVILLE
39059,PA- JOHNSTOWN,354,PA- JOHNSTOWN
39060,PA- KANE,351,PA- ERIE
39061,PA- KINGSTON,362,PA- WILKES-BARRE
39062,PA- KITTANNING,357,PA- PITTSBURGH
39063,PA- LANCASTER,355,PA- LANCASTER
39064,PA- LANGHORNE,356,PA- PHILADELPHIA
39065,PA- LANSDALE,356,PA- PHILADELPHIA
39066,PA- LATROBE,357,PA- PITTSBURGH
39067,PA- LEBANON,352,PA- HARRISBURG
39068,PA- LEHIGHTON,346,PA- ALLENTOWN
39069,PA- LEWISBURG,350,PA- DANVILLE
39070,PA- LEWISTOWN,352,PA- HARRISBURG
39072,PA- LOCK HAVEN,350,PA- DANVILLE
39073,PA- MCCONNELLSBURG,352,PA- HARRISBURG
39074,PA- MCKEES ROCKS,357,PA- PITTSBURGH
39075,PA- MCKEESPORT,357,PA- PITTSBURGH
39077,PA- MEADVILLE,351,PA- ERIE
39079,PA- MEDIA,356,PA- PHILADELPHIA
39080,PA- MEYERSDALE,354,PA- JOHNSTOWN
39081,PA- MONONGAHELA,357,PA- PITTSBURGH
39082,PA- MONROEVILLE,357,PA- PITTSBURGH
39083,PA- MONTROSE,296,NY- BINGHAMTON
39084,PA- MOUNT PLEASANT,357,PA- PITTSBURGH
39085,PA- MUNCY,350,PA- DANVILLE
39087,PA- NATRONA HEIGHTS,357,PA- PITTSBURGH
39088,PA- NEW CASTLE,335,OH- YOUNGSTOWN
39089,PA- NEW KENSINGTON,357,PA- PITTSBURGH
39090,PA- NORRISTOWN,356,PA- PHILADELPHIA
39092,PA- PALMERTON,346,PA- ALLENTOWN
39093,PA- PAOLI,356,PA- PHILADELPHIA
39094,PA- PECKVILLE,360,PA- SCRANTON
39095,PA- PHILADELPHIA,356,PA- PHILADELPHIA
39096,PA- PHILIPSBURG,347,PA- ALTOONA
39097,PA- PHOENIXVILLE,356,PA- PHILADELPHIA
39098,PA- PITTSBURGH,357,PA- PITTSBURGH
39099,PA- POTTSTOWN,358,PA- READING
39100,PA- POTTSVILLE,358,PA- READING
39101,PA- PUNXSUTAWNEY,357,PA- PITTSBURGH
39102,PA- QUAKERTOWN,346,PA- ALLENTOWN
39103,PA- READING,358,PA- READING
39104,PA- RENOVO,350,PA- DANVILLE
39105,PA- RIDGWAY,351,PA- ERIE
39106,PA- RIDLEY PARK,356,PA- PHILADELPHIA
39107,PA- ROARING SPRING,347,PA- ALTOONA
39108,PA- SAYRE,359,PA- SAYRE
39109,PA- SCRANTON,360,PA- SCRANTON
39110,PA- SELLERSVILLE,346,PA- ALLENTOWN
39111,PA- SEWICKLEY,357,PA- PITTSBURGH
39112,PA- SHAMOKIN,350,PA- DANVILLE
39113,PA- SHARON,335,OH- YOUNGSTOWN
39114,PA- SOMERSET,354,PA- JOHNSTOWN
39115,PA- SPANGLER,354,PA- JOHNSTOWN
39117,PA- ST MARYS,351,PA- ERIE
39118,PA- STATE COLLEGE,350,PA- DANVILLE
39119,PA- SUNBURY,350,PA- DANVILLE
39120,PA- SUSQUEHANNA,360,PA- SCRANTON
39121,PA- TITUSVILLE,351,PA- ERIE
39122,PA- TOWANDA,359,PA- SAYRE
39124,PA- TUNKHANNOCK,359,PA- SAYRE
39125,PA- TYRONE,347,PA- ALTOONA
39126,PA- UNION CITY,351,PA- ERIE
39127,PA- UNIONTOWN,357,PA- PITTSBURGH
39128,PA- UPLAND,356,PA- PHILADELPHIA
39129,PA- WARMINSTER,356,PA- PHILADELPHIA
39130,PA- WARREN,351,PA- ERIE
39131,PA- WASHINGTON,357,PA- PITTSBURGH
39132,PA- WAYNESBORO,352,PA- HARRISBURG
39133,PA- WAYNESBURG,445,WV- MORGANTOWN
39134,PA- WELLSBORO,359,PA- SAYRE
39135,PA- WEST CHESTER,356,PA- PHILADELPHIA
39136,PA- WEST GROVE,355,PA- LANCASTER
39137,PA- WILKES-BARRE,362,PA- WILKES-BARRE
39138,PA- WILLIAMSPORT,350,PA- DANVILLE
39139,PA- WINDBER,354,PA- JOHNSTOWN
39140,PA- YORK,363,PA- YORK
41002,RI- NEWPORT,364,RI- PROVIDENCE
41004,RI- PAWTUCKET,364,RI- PROVIDENCE
41005,RI- PROVIDENCE,364,RI- PROVIDENCE
41006,RI- WAKEFIELD,364,RI- PROVIDENCE
41007,RI- WARWICK,364,RI- PROVIDENCE
41008,RI- WESTERLY,364,RI- PROVIDENCE
41009,RI- WOONSOCKET,364,RI- PROVIDENCE
42001,SC- ABBEVILLE,366,SC- COLUMBIA
42002,SC- AIKEN,145,GA- AUGUSTA
42003,SC- ANDERSON,368,SC- GREENVILLE
42004,SC- BAMBERG,366,SC- COLUMBIA
42005,SC- BARNWELL,366,SC- COLUMBIA
42006,SC- BEAUFORT,149,GA- SAVANNAH
42007,SC- BENNETTSVILLE,367,SC- FLORENCE
42008,SC- BISHOPVILLE,366,SC- COLUMBIA
42009,SC- CAMDEN,366,SC- COLUMBIA
42010,SC- CHARLESTON,365,SC- CHARLESTON
42011,SC- CHERAW,367,SC- FLORENCE
42012,SC- CHESTER,366,SC- COLUMBIA
42013,SC- CLINTON,368,SC- GREENVILLE
42014,SC- COLUMBIA,366,SC- COLUMBIA
42015,SC- CONWAY,365,SC- CHARLESTON
42017,SC- DILLON,367,SC- FLORENCE
42018,SC- EASLEY,368,SC- GREENVILLE
42019,SC- EDGEFIELD,145,GA- AUGUSTA
42020,SC- FAIRFAX,145,GA- AUGUSTA
42021,SC- FLORENCE,367,SC- FLORENCE
42022,SC- GAFFNEY,369,SC- SPARTANBURG
42023,SC- GEORGETOWN,365,SC- CHARLESTON
42024,SC- GREENVILLE,368,SC- GREENVILLE
42025,SC- GREENWOOD,366,SC- COLUMBIA
42026,SC- GREER,368,SC- GREENVILLE
42027,SC- HARTSVILLE,366,SC- COLUMBIA
42028,SC- HILTON HEAD ISLAND,149,GA- SAVANNAH
42029,SC- KINGSTREE,367,SC- FLORENCE
42031,SC- LANCASTER,311,NC- CHARLOTTE
42033,SC- LORIS,367,SC- FLORENCE
42034,SC- MANNING,366,SC- COLUMBIA
42035,SC- MARION,367,SC- FLORENCE
42036,SC- MOUNT PLEASANT,365,SC- CHARLESTON
42037,SC- MULLINS,367,SC- FLORENCE
42038,SC- MYRTLE BEACH,365,SC- CHARLESTON
42039,SC- NEWBERRY,366,SC- COLUMBIA
42040,SC- ORANGEBURG,366,SC- COLUMBIA
42041,SC- PICKENS,368,SC- GREENVILLE
42042,SC- RIDGELAND,149,GA- SAVANNAH
42043,SC- ROCK HILL,311,NC- CHARLOTTE
42044,SC- SENECA,368,SC- GREENVILLE
42046,SC- SPARTANBURG,369,SC- SPARTANBURG
42047,SC- SUMTER,366,SC- COLUMBIA
42048,SC- UNION,369,SC- SPARTANBURG
42049,SC- VARNVILLE,365,SC- CHARLESTON
42050,SC- WALTERBORO,365,SC- CHARLESTON
42051,SC- WEST COLUMBIA,366,SC- COLUMBIA
42052,SC- WINNSBORO,366,SC- COLUMBIA
42053,SC- WOODRUFF,369,SC- SPARTANBURG
43001,SD- ABERDEEN,371,SD- SIOUX FALLS
43002,SD- ARMOUR,371,SD- SIOUX FALLS
43003,SD- BELLE FOURCHE,370,SD- RAPID CITY
43004,SD- BOWDLE,321,ND- BISMARCK
43005,SD- BRITTON,322,ND- FARGO MOORHEAD -MN
43006,SD- BROOKINGS,371,SD- SIOUX FALLS
43007,SD- BURKE,371,SD- SIOUX FALLS
43009,SD- CHAMBERLAIN,371,SD- SIOUX FALLS
43010,SD- CLEAR LAKE,371,SD- SIOUX FALLS
43013,SD- DEADWOOD,370,SD- RAPID CITY
43014,SD- DELL RAPIDS,371,SD- SIOUX FALLS
43016,SD- EUREKA,321,ND- BISMARCK
43017,SD- FAULKTON,371,SD- SIOUX FALLS
43019,SD- FREEMAN,371,SD- SIOUX FALLS
43020,SD- GETTYSBURG,371,SD- SIOUX FALLS
43021,SD- GREGORY,371,SD- SIOUX FALLS
43023,SD- HOVEN,321,ND- BISMARCK
43024,SD- HURON,371,SD- SIOUX FALLS
43026,SD- MADISON,371,SD- SIOUX FALLS
43027,SD- MARTIN,370,SD- RAPID CITY
43028,SD- MILBANK,371,SD- SIOUX FALLS
43029,SD- MILLER,371,SD- SIOUX FALLS
43030,SD- MITCHELL,371,SD- SIOUX FALLS
43031,SD- MOBRIDGE,321,ND- BISMARCK
43032,SD- PARKSTON,371,SD- SIOUX FALLS
43033,SD- PHILIP,371,SD- SIOUX FALLS
43034,SD- PIERRE,371,SD- SIOUX FALLS
43035,SD- PLATTE,371,SD- SIOUX FALLS
43036,SD- RAPID CITY,370,SD- RAPID CITY
43037,SD- REDFIELD,371,SD- SIOUX FALLS
43038,SD- SCOTLAND,371,SD- SIOUX FALLS
43039,SD- SIOUX FALLS,371,SD- SIOUX FALLS
43040,SD- SISSETON,322,ND- FARGO MOORHEAD -MN
43041,SD- SPEARFISH,370,SD- RAPID CITY
43042,SD- STURGIS,370,SD- RAPID CITY
43043,SD- TYNDALL,371,SD- SIOUX FALLS
43044,SD- VERMILLION,371,SD- SIOUX FALLS
43045,SD- VIBORG,371,SD- SIOUX FALLS
43046,SD- WAGNER,371,SD- SIOUX FALLS
43047,SD- WATERTOWN,371,SD- SIOUX FALLS
43048,SD- WEBSTER,371,SD- SIOUX FALLS
43049,SD- WESSINGTON SPRINGS,371,SD- SIOUX FALLS
43050,SD- WINNER,371,SD- SIOUX FALLS
43051,SD- YANKTON,371,SD- SIOUX FALLS
43052,SD- EAGLE BUTTE,321,ND- BISMARCK
43053,SD- PINE RIDGE,370,SD- RAPID CITY
43054,SD- ROSEBUD,371,SD- SIOUX FALLS
44001,TN- ATHENS,377,TN- KNOXVILLE
44003,TN- BRISTOL,376,TN- KINGSPORT
44004,TN- BROWNSVILLE,379,TN- MEMPHIS
44005,TN- CAMDEN,380,TN- NASHVILLE
44006,TN- CARTHAGE,380,TN- NASHVILLE
44007,TN- CELINA,380,TN- NASHVILLE
44008,TN- CENTERVILLE,380,TN- NASHVILLE
44009,TN- CHATTANOOGA,373,TN- CHATTANOOGA
44010,TN- CLARKSVILLE,380,TN- NASHVILLE
44011,TN- CLEVELAND,373,TN- CHATTANOOGA
44012,TN- COLUMBIA,380,TN- NASHVILLE
44013,TN- COOKEVILLE,380,TN- NASHVILLE
44014,TN- COPPERHILL,373,TN- CHATTANOOGA
44015,TN- COVINGTON,379,TN- MEMPHIS
44016,TN- CROSSVILLE,380,TN- NASHVILLE
44017,TN- DAYTON,373,TN- CHATTANOOGA
44018,TN- DICKSON,380,TN- NASHVILLE
44020,TN- DYERSBURG,379,TN- MEMPHIS
44022,TN- ERIN,380,TN- NASHVILLE
44023,TN- ERWIN,375,TN- JOHNSON CITY
44024,TN- ETOWAH,377,TN- KNOXVILLE
44025,TN- FAYETTEVILLE,5,AL- HUNTSVILLE
44026,TN- FRANKLIN,380,TN- NASHVILLE
44027,TN- GAINESBORO,380,TN- NASHVILLE
44028,TN- GALLATIN,380,TN- NASHVILLE
44030,TN- GREENEVILLE,377,TN- KNOXVILLE
44031,TN- HARRIMAN,377,TN- KNOXVILLE
44032,TN- HARTSVILLE,380,TN- NASHVILLE
44033,TN- HENDERSONVILLE,380,TN- NASHVILLE
44036,TN- HUNTINGDON,374,TN- JACKSON
44037,TN- JACKSON,374,TN- JACKSON
44038,TN- JAMESTOWN,380,TN- NASHVILLE
44039,TN- JEFFERSON CITY,377,TN- KNOXVILLE
44040,TN- JELLICO,377,TN- KNOXVILLE
44041,TN- JOHNSON CITY,375,TN- JOHNSON CITY
44042,TN- KINGSPORT,376,TN- KINGSPORT
44043,TN- KNOXVILLE,377,TN- KNOXVILLE
44044,TN- LA FOLLETTE,377,TN- KNOXVILLE
44045,TN- LAFAYETTE,380,TN- NASHVILLE
44046,TN- LAWRENCEBURG,380,TN- NASHVILLE
44047,TN- LEBANON,380,TN- NASHVILLE
44048,TN- LEWISBURG,380,TN- NASHVILLE
44049,TN- LEXINGTON,374,TN- JACKSON
44050,TN- LINDEN,380,TN- NASHVILLE
44051,TN- LIVINGSTON,380,TN- NASHVILLE
44053,TN- MADISON,380,TN- NASHVILLE
44054,TN- MANCHESTER,380,TN- NASHVILLE
44055,TN- MARTIN,374,TN- JACKSON
44056,TN- MARYVILLE,377,TN- KNOXVILLE
44057,TN- MCKENZIE,374,TN- JACKSON
44058,TN- MCMINNVILLE,380,TN- NASHVILLE
44059,TN- MEMPHIS,379,TN- MEMPHIS
44060,TN- MILAN,374,TN- JACKSON
44061,TN- MORRISTOWN,377,TN- KNOXVILLE
44062,TN- MURFREESBORO,380,TN- NASHVILLE
44063,TN- NASHVILLE,380,TN- NASHVILLE
44064,TN- NEWPORT,377,TN- KNOXVILLE
44065,TN- OAK RIDGE,377,TN- KNOXVILLE
44066,TN- ONEIDA,377,TN- KNOXVILLE
44067,TN- PARIS,374,TN- JACKSON
44068,TN- PARSONS,374,TN- JACKSON
44069,TN- PIKEVILLE,373,TN- CHATTANOOGA
44070,TN- PORTLAND,380,TN- NASHVILLE
44071,TN- PULASKI,380,TN- NASHVILLE
44072,TN- RIPLEY,379,TN- MEMPHIS
44073,TN- ROCKWOOD,377,TN- KNOXVILLE
44074,TN- ROGERSVILLE,377,TN- KNOXVILLE
44075,TN- SAVANNAH,379,TN- MEMPHIS
44076,TN- SELMER,379,TN- MEMPHIS
44077,TN- SEVIERVILLE,377,TN- KNOXVILLE
44078,TN- SHELBYVILLE,380,TN- NASHVILLE
44079,TN- SMITHVILLE,380,TN- NASHVILLE
44082,TN- SOUTH PITTSBURG,373,TN- CHATTANOOGA
44083,TN- SPARTA,380,TN- NASHVILLE
44084,TN- SPRINGFIELD,380,TN- NASHVILLE
44085,TN- SWEETWATER,377,TN- KNOXVILLE
44086,TN- TAZEWELL,377,TN- KNOXVILLE
44088,TN- TULLAHOMA,380,TN- NASHVILLE
44089,TN- UNION CITY,379,TN- MEMPHIS
44090,TN- WAVERLY,380,TN- NASHVILLE
44091,TN- WAYNESBORO,380,TN- NASHVILLE
44093,TN- WINCHESTER,380,TN- NASHVILLE
44094,TN- WOODBURY,380,TN- NASHVILLE
44096,TN- ASHLAND CITY,380,TN- NASHVILLE
45001,TX- ABILENE,382,TX- ABILENE
45003,TX- ALICE,390,TX- CORPUS CHRISTI
45004,TX- ALPINE,406,TX- ODESSA
45005,TX- ALVIN,397,TX- HOUSTON
45006,TX- AMARILLO,383,TX- AMARILLO
45007,TX- ANAHUAC,397,TX- HOUSTON
45008,TX- ANDREWS,400,TX- LUBBOCK
45009,TX- ANGLETON,397,TX- HOUSTON
45010,TX- ANSON,382,TX- ABILENE
45011,TX- ARANSAS PASS,390,TX- CORPUS CHRISTI
45012,TX- ARLINGTON,394,TX- FORT WORTH
45013,TX- ASPERMONT,382,TX- ABILENE
45014,TX- ATHENS,391,TX- DALLAS
45015,TX- ATLANTA,22,AR- TEXARKANA
45016,TX- AUSTIN,385,TX- AUSTIN
45017,TX- AZLE,394,TX- FORT WORTH
45019,TX- BAY CITY,397,TX- HOUSTON
45020,TX- BAYTOWN,397,TX- HOUSTON
45021,TX- BEAUMONT,386,TX- BEAUMONT
45022,TX- BEDFORD,394,TX- FORT WORTH
45023,TX- BEEVILLE,390,TX- CORPUS CHRISTI
45024,TX- BELLVILLE,397,TX- HOUSTON
45026,TX- BIG SPRING,400,TX- LUBBOCK
45027,TX- BONHAM,391,TX- DALLAS
45028,TX- BOWIE,420,TX- WICHITA FALLS
45029,TX- BRADY,411,TX- SAN ANGELO
45030,TX- BRECKENRIDGE,382,TX- ABILENE
45031,TX- BRENHAM,397,TX- HOUSTON
45034,TX- BROWNSVILLE,396,TX- HARLINGEN
45035,TX- BROWNWOOD,382,TX- ABILENE
45036,TX- BRYAN,388,TX- BRYAN
45038,TX- BURNET,385,TX- AUSTIN
45039,TX- CALDWELL,388,TX- BRYAN
45040,TX- CAMERON,413,TX- TEMPLE
45041,TX- CANADIAN,383,TX- AMARILLO
45042,TX- CANYON,383,TX- AMARILLO
45043,TX- CARRIZO SPRINGS,412,TX- SAN ANTONIO
45045,TX- CARTHAGE,219,LA- SHREVEPORT
45048,TX- CHILDRESS,383,TX- AMARILLO
45049,TX- CHILLICOTHE,420,TX- WICHITA FALLS
45051,TX- CLARKSVILLE,391,TX- DALLAS
45052,TX- CLEBURNE,394,TX- FORT WORTH
45053,TX- CLEVELAND,397,TX- HOUSTON
45054,TX- CLIFTON,418,TX- WACO
45055,TX- COLEMAN,382,TX- ABILENE
45057,TX- COLORADO CITY,400,TX- LUBBOCK
45058,TX- COLUMBUS,397,TX- HOUSTON
45059,TX- COMANCHE,382,TX- ABILENE
45060,TX- CONROE,397,TX- HOUSTON
45061,TX- CORPUS CHRISTI,390,TX- CORPUS CHRISTI
45062,TX- CORSICANA,391,TX- DALLAS
45064,TX- CROCKETT,416,TX- TYLER
45065,TX- CROSBYTON,400,TX- LUBBOCK
45066,TX- CUERO,417,TX- VICTORIA
45068,TX- DALLAS,391,TX- DALLAS
45069,TX- DE LEON,382,TX- ABILENE
45070,TX- DECATUR,391,TX- DALLAS
45071,TX- DEL RIO,412,TX- SAN ANTONIO
45072,TX- DENISON,391,TX- DALLAS
45073,TX- DENTON,391,TX- DALLAS
45076,TX- DIMMITT,400,TX- LUBBOCK
45078,TX- DUMAS,383,TX- AMARILLO
45079,TX- EAGLE LAKE,397,TX- HOUSTON
45080,TX- EAGLE PASS,412,TX- SAN ANTONIO
45081,TX- EASTLAND,382,TX- ABILENE
45083,TX- EDINBURG,402,TX- MCALLEN
45085,TX- EL CAMPO,397,TX- HOUSTON
45086,TX- EL PASO,393,TX- EL PASO
45088,TX- ELECTRA,420,TX- WICHITA FALLS
45089,TX- ENNIS,391,TX- DALLAS
45090,TX- FAIRFIELD,418,TX- WACO
45091,TX- FALFURRIAS,390,TX- CORPUS CHRISTI
45094,TX- FORT STOCKTON,406,TX- ODESSA
45095,TX- FORT WORTH,394,TX- FORT WORTH
45096,TX- FREDERICKSBURG,412,TX- SAN ANTONIO
45097,TX- FRIONA,383,TX- AMARILLO
45098,TX- GAINESVILLE,391,TX- DALLAS
45099,TX- GALVESTON,397,TX- HOUSTON
45100,TX- GARLAND,391,TX- DALLAS
45101,TX- GATESVILLE,413,TX- TEMPLE
45102,TX- GEORGETOWN,385,TX- AUSTIN
45104,TX- GILMER,416,TX- TYLER
45106,TX- GLEN ROSE,394,TX- FORT WORTH
45109,TX- GONZALES,412,TX- SAN ANTONIO
45110,TX- GRAHAM,394,TX- FORT WORTH
45111,TX- GRANBURY,394,TX- FORT WORTH
45112,TX- GRAND PRAIRIE,391,TX- DALLAS
45114,TX- GRAPEVINE,391,TX- DALLAS
45115,TX- GREENVILLE,391,TX- DALLAS
45116,TX- GROESBECK,418,TX- WACO
45119,TX- HALLETTSVILLE,397,TX- HOUSTON
45120,TX- HAMILTON,418,TX- WACO
45121,TX- HAMLIN,382,TX- ABILENE
45122,TX- HARLINGEN,396,TX- HARLINGEN
45123,TX- HASKELL,382,TX- ABILENE
45124,TX- HEMPHILL,397,TX- HOUSTON
45125,TX- HENDERSON,416,TX- TYLER
45129,TX- HILLSBORO,418,TX- WACO
45131,TX- HOUSTON,397,TX- HOUSTON
45133,TX- HUMBLE,397,TX- HOUSTON
45134,TX- HUNTSVILLE,397,TX- HOUSTON
45135,TX- IRAAN,411,TX- SAN ANGELO
45136,TX- IRVING,391,TX- DALLAS
45138,TX- JACKSONVILLE,416,TX- TYLER
45139,TX- JASPER,386,TX- BEAUMONT
45140,TX- JOURDANTON,412,TX- SAN ANTONIO
45141,TX- JUNCTION,412,TX- SAN ANTONIO
45142,TX- KATY,397,TX- HOUSTON
45143,TX- KAUFMAN,391,TX- DALLAS
45144,TX- KENEDY,412,TX- SAN ANTONIO
45145,TX- KERMIT,406,TX- ODESSA
45146,TX- KERRVILLE,412,TX- SAN ANTONIO
45147,TX- KILGORE,399,TX- LONGVIEW
45148,TX- KILLEEN,413,TX- TEMPLE
45149,TX- KINGSVILLE,390,TX- CORPUS CHRISTI
45150,TX- KNOX CITY,420,TX- WICHITA FALLS
45151,TX- LA GRANGE,397,TX- HOUSTON
45152,TX- LAKE JACKSON,397,TX- HOUSTON
45155,TX- LANCASTER,391,TX- DALLAS
45156,TX- LAREDO,412,TX- SAN ANTONIO
45158,TX- LEWISVILLE,391,TX- DALLAS
45159,TX- LIBERTY,397,TX- HOUSTON
45160,TX- LINDEN,399,TX- LONGVIEW
45163,TX- LLANO,385,TX- AUSTIN
45167,TX- LONGVIEW,399,TX- LONGVIEW
45168,TX- LUBBOCK,400,TX- LUBBOCK
45169,TX- LUFKIN,397,TX- HOUSTON
45170,TX- LULING,385,TX- AUSTIN
45171,TX- MADISONVILLE,388,TX- BRYAN
45173,TX- MARLIN,418,TX- WACO
45174,TX- MARSHALL,219,LA- SHREVEPORT
45175,TX- MCALLEN,402,TX- MCALLEN
45176,TX- MCCAMEY,406,TX- ODESSA
45177,TX- MCKINNEY,391,TX- DALLAS
45178,TX- MEMPHIS,383,TX- AMARILLO
45180,TX- MEXIA,418,TX- WACO
45181,TX- MIDLAND,406,TX- ODESSA
45182,TX- MINERAL WELLS,394,TX- FORT WORTH
45185,TX- MONAHANS,406,TX- ODESSA
45187,TX- MOUNT PLEASANT,416,TX- TYLER
45188,TX- MOUNT VERNON,416,TX- TYLER
45189,TX- MUENSTER,391,TX- DALLAS
45191,TX- NACOGDOCHES,397,TX- HOUSTON
45194,TX- NAVASOTA,388,TX- BRYAN
45196,TX- NEW BRAUNFELS,412,TX- SAN ANTONIO
45197,TX- NOCONA,391,TX- DALLAS
45198,TX- ODESSA,406,TX- ODESSA
45199,TX- OLNEY,420,TX- WICHITA FALLS
45200,TX- ORANGE,386,TX- BEAUMONT
45201,TX- PALACIOS,397,TX- HOUSTON
45202,TX- PALESTINE,416,TX- TYLER
45203,TX- PAMPA,383,TX- AMARILLO
45204,TX- PARIS,391,TX- DALLAS
45205,TX- PASADENA,397,TX- HOUSTON
45207,TX- PECOS,406,TX- ODESSA
45208,TX- PERRYTON,383,TX- AMARILLO
45209,TX- PITTSBURG,416,TX- TYLER
45211,TX- PLANO,391,TX- DALLAS
45212,TX- PORT ARTHUR,386,TX- BEAUMONT
45213,TX- PORT LAVACA,397,TX- HOUSTON
45215,TX- QUANAH,420,TX- WICHITA FALLS
45216,TX- QUITMAN,416,TX- TYLER
45218,TX- RANKIN,411,TX- SAN ANGELO
45219,TX- REFUGIO,417,TX- VICTORIA
45221,TX- RICHMOND,397,TX- HOUSTON
45223,TX- ROCKDALE,413,TX- TEMPLE
45224,TX- ROTAN,382,TX- ABILENE
45225,TX- ROUND ROCK,385,TX- AUSTIN
45226,TX- ROWLETT,391,TX- DALLAS
45228,TX- SAN ANGELO,411,TX- SAN ANGELO
45229,TX- SAN ANTONIO,412,TX- SAN ANTONIO
45232,TX- SAN MARCOS,385,TX- AUSTIN
45233,TX- SEGUIN,412,TX- SAN ANTONIO
45235,TX- SEYMOUR,420,TX- WICHITA FALLS
45236,TX- SHAMROCK,383,TX- AMARILLO
45237,TX- SHERMAN,391,TX- DALLAS
45240,TX- SNYDER,400,TX- LUBBOCK
45241,TX- SONORA,411,TX- SAN ANGELO
45245,TX- STEPHENVILLE,394,TX- FORT WORTH
45246,TX- SULPHUR SPRINGS,391,TX- DALLAS
45248,TX- SWEETWATER,382,TX- ABILENE
45250,TX- TAYLOR,413,TX- TEMPLE
45251,TX- TEMPLE,413,TX- TEMPLE
45252,TX- TERRELL,391,TX- DALLAS
45253,TX- TEXARKANA,22,AR- TEXARKANA
45254,TX- TEXAS CITY,397,TX- HOUSTON
45257,TX- TOMBALL,397,TX- HOUSTON
45258,TX- TRINITY,397,TX- HOUSTON
45260,TX- TYLER,416,TX- TYLER
45261,TX- UVALDE,412,TX- SAN ANTONIO
45263,TX- VERNON,420,TX- WICHITA FALLS
45264,TX- VICTORIA,417,TX- VICTORIA
45265,TX- WACO,418,TX- WACO
45266,TX- WAXAHACHIE,391,TX- DALLAS
45267,TX- WEATHERFORD,394,TX- FORT WORTH
45268,TX- WEBSTER,397,TX- HOUSTON
45269,TX- WEIMAR,397,TX- HOUSTON
45270,TX- WELLINGTON,383,TX- AMARILLO
45271,TX- WESLACO,396,TX- HARLINGEN
45273,TX- WHARTON,397,TX- HOUSTON
45274,TX- WHEELER,383,TX- AMARILLO
45275,TX- WHITNEY,418,TX- WACO
45276,TX- WICHITA FALLS,420,TX- WICHITA FALLS
45277,TX- WINNIE,386,TX- BEAUMONT
45278,TX- WINNSBORO,416,TX- TYLER
45279,TX- WINTERS,411,TX- SAN ANGELO
45280,TX- WOODVILLE,386,TX- BEAUMONT
45281,TX- WYLIE,391,TX- DALLAS
46001,UT- AMERICAN FORK,422,UT- PROVO
46002,UT- BEAVER,422,UT- PROVO
46003,UT- BOUNTIFUL,423,UT- SALT LAKE CITY
46004,UT- BRIGHAM CITY,421,UT- OGDEN
46005,UT- CEDAR CITY,423,UT- SALT LAKE CITY
46006,UT- DELTA,422,UT- PROVO
46007,UT- FILLMORE,422,UT- PROVO
46008,UT- GUNNISON,422,UT- PROVO
46010,UT- KANAB,423,UT- SALT LAKE CITY
46011,UT- LAYTON,421,UT- OGDEN
46012,UT- LOGAN,423,UT- SALT LAKE CITY
46013,UT- MILFORD,423,UT- SALT LAKE CITY
46014,UT- MOAB,423,UT- SALT LAKE CITY
46015,UT- MONTICELLO,423,UT- SALT LAKE CITY
46016,UT- MONUMENT VALLEY,423,UT- SALT LAKE CITY
46017,UT- MOUNT PLEASANT,422,UT- PROVO
