HSA #,HSA name,State,Medicare enrollees (20% sample) (2004),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2004)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2004)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2004)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2004)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2004)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2004)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2004)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2004)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2004)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2004)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2004)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2004)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2004)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2004)"
1012,Boaz,AL,1635,7121.55,7863.53,3665.38,4151.37,1635.92,1777.1,796.13,850.03,521.26,545.29,202,251.53,343.86,338.63
1013,Brewton,AL,626,7195.81,8303.13,3445.27,4223.83,1761.17,1871.88,759.81,851.01,540.66,606.17,369.56,438.3,322.34,317.43
1014,Bridgeport,AL,227,7100.73,7963.24,3398.69,3941.77,1768.77,2016.26,808.59,866.88,518.68,560.1,,,406.64,400.16
1016,Camden,AL,204,5968.17,6798.05,2407.42,2817.44,1919.18,2038.8,836.51,952.05,159.96,183.22,,,166.38,166.67
1017,Carrollton,AL,473,7911.33,8530.58,4028.32,4300.5,1777.42,1891.59,719.23,805.95,897.5,1025.56,,,306.05,298.29
1018,Centre,AL,587,7214.74,8046.41,3874.78,4492.22,1889.78,1980.71,641.26,704.97,368.18,414.76,106.53,133.73,339.78,336.24
1019,Centreville,AL,228,6835.8,7823.86,3236.66,3942.53,1726.5,1849.68,960.21,1053.5,568.16,631.09,,,261.15,254.3
1022,Cullman,AL,2309,7549.12,8380.08,3751.21,4262.45,1883.77,2000.68,808.76,902.69,399.93,433.16,403.46,494.13,329.21,324.12
1023,Dadeville,AL,352,7087.49,8110.62,3705.92,4420.2,1498.79,1617.36,736.44,819.43,267.05,300.55,449.34,522.85,405.64,401.23
1024,Decatur,AL,1973,6411.77,7034.74,3016.69,3446.65,1934.98,2060.02,547.43,572.02,368.86,399.58,265.43,290.1,290.66,284.25
1025,Demopolis,AL,455,7261.35,8458.68,4045.67,4882.87,1540.03,1688.75,487.25,548.33,393.44,449.9,479.75,587.73,304.69,300.17
1026,Dothan,AL,4430,6434.09,7441.34,2929.43,3606.91,1790.01,1917.94,547.3,599.81,272.49,300.21,692.43,823.46,233.11,230.29
1027,Elba,AL,306,7926.5,9319.69,3873.41,4824.68,1963.72,2126.82,620.37,687.86,586.95,660.05,608.14,764.55,306.07,299.91
1028,Enterprise,AL,946,6498.41,7766.76,2983.24,3848.9,1774.01,1924.8,507.91,559.34,313.82,347.76,728.6,910.46,237.71,240
1029,Eufaula,AL,529,6675.67,7847.65,2683.75,3421.25,1771.06,1910.77,902.96,985.19,352.17,388.16,774.69,960.86,245.12,242.48
1031,Evergreen,AL,236,6881,8423.71,3342.02,4455.33,1743.15,1904.93,545.63,614.94,557.38,636.51,,,258.4,252.41
1032,Fairhope,AL,1047,6659.17,7780.16,3005.79,3855.35,2121.73,2264.99,654.68,717.81,367.87,409.34,289.08,322.09,219.02,215.2
1033,Fayette,AL,430,5942.55,6642.35,3064.41,3511.08,1395.21,1522.03,885.04,968.46,385.27,429.66,,,191.81,190.23
1035,Florala,AL,139,6219.58,7385.9,3025,3953.61,1682.68,1770.2,357.14,397.33,399.71,458.36,,,270.59,262.37
1036,Florence,AL,2691,6754.91,7731,3243.72,3932.7,2005.58,2146.6,420.01,463.57,402.51,431.87,423.29,507.73,277.81,273.43
1037,Foley,AL,1443,6952.16,8180.69,3254.34,4178.67,2108.9,2276.49,764.5,838.06,321.08,356.35,285.73,338.94,217.12,211.93
1038,Fort Payne,AL,1172,6180.35,6874.18,2968.29,3456.23,1767.4,1864.86,545.27,606.42,445.28,476.05,118.12,148.5,347.21,340.62
1039,Gadsden,AL,2866,7839.41,8973.65,4127.24,5022.03,2149.1,2273.21,619.23,664.17,344.59,371.33,299.6,354.53,311.2,305.61
1040,Geneva,AL,551,7238.25,8607.11,3092.15,4048.68,1867.73,1951.05,500.46,545.14,382.72,427.75,1048.34,1298.48,351.22,345.46
1044,Greenville,AL,710,7345.94,8501.87,3824.9,4629.47,1895.58,2003.53,451.83,512.86,514.74,588.37,308.23,381.72,320.25,340.28
1045,Grove Hill,AL,200,6773.16,8106.68,2690.51,3602.86,1891.68,1969.5,553.62,626.04,182.47,200.35,1322.08,1549.79,215.73,219.51
1046,Guntersville,AL,921,6813.75,7502.86,3291.86,3786.76,1959.9,2081.19,724.33,753.77,374.77,389.34,166.27,210.28,296.74,289.42
1047,Haleyville,AL,549,9090.75,10543.17,4604.26,5731.2,2035.76,2117.77,634.03,702.37,773.76,854.81,658.68,801.79,504.77,495.09
1048,Hamilton,AL,387,6026.91,6925.07,2629.04,3168.94,1642.34,1787.95,505.89,571.2,495.59,565.17,477.3,570.69,285.51,278.25
1049,Hartselle,AL,764,6766.31,7442.09,3374.64,3831.59,1722.24,1834.83,585.97,620.73,467.87,497.13,329.1,379.34,303.59,298.53
1051,Huntsville,AL,6930,7249.09,7966.75,3386.66,3883.49,2301.5,2443.03,689.57,725.02,351.88,371.47,243.94,277.98,274.78,269.52
1053,Jacksonville,AL,753,6790.54,7781.68,3555.34,4270.72,1835.96,1987.06,688.52,755.44,281.03,311.28,179.18,216.52,251.79,248.66
1054,Jasper,AL,1549,8724.43,9429.41,4545.23,5008.32,2169.75,2283.03,696.65,721.95,696.87,731.27,318.7,402.75,341.35,335.09
1056,Luverne,AL,319,6112.13,7077.48,2873.27,3533.54,1782.22,1889.5,492.95,560.91,339.84,389.29,,,305.75,300.93
1057,Mobile,AL,9109,7062.06,8228.59,3239.76,4066.64,2034.13,2184.22,635.63,702.04,328.85,365.8,580.44,667.63,263.03,258.73
1058,Monroeville,AL,629,6720.04,7916.95,3345.96,4240.02,1734.37,1834.1,515.22,581.06,502.66,573.32,336.2,394.27,271.55,270.43
1059,Montgomery,AL,5743,6741.87,7662.85,3193.54,3803.25,2269.45,2404.67,459.74,518.83,309.09,351.69,305.56,380.09,236.89,231.45
1060,Moulton,AL,740,7710.14,8418.44,3981.32,4440.82,1870.5,2000.23,562.75,592.61,717,766.84,328.95,379.8,292.29,288.37
1061,Muscle Shoals/Sheffield,AL,1635,7560.79,8647.62,3343.56,4149.98,2026.61,2162.16,606.22,652.02,513,563.65,768.28,822.77,345.59,342.94
1063,Oneonta,AL,476,9059.98,9848.4,4852.85,5396.32,2021.7,2163.29,905.42,939.87,496.28,516.86,485.68,528.07,289.24,288.98
1064,Opelika,AL,2284,6531.71,7414.68,3181.33,3756.91,1696.19,1848.56,628.84,690.67,309.41,344.95,477.07,529.44,242.37,242.24
1065,Opp,AL,315,7111.51,8823.45,3636.66,4596.29,1794.11,2317.91,428.33,481.93,412.03,471.78,,,319.46,310.64
1066,Ozark,AL,595,8078.87,9442.54,3705.28,4624.41,2034.58,2199.7,882.39,971.25,318.33,354.92,953.24,1130.12,259.23,257.12
1068,Phenix City,AL,1287,6298.3,6909.49,2933.64,3272.95,1680.72,1811.46,532.15,577.05,258.21,286.39,627.24,703.49,316.94,313.81
1070,Prattville,AL,953,7154.07,8141.38,3246.06,3932.07,2404.87,2505.28,479.82,541.34,317.13,361.9,475.45,592.65,250.1,246.61
1071,Red Bay,AL,198,8563.01,10099.33,3557.31,4440.57,2006.6,2170.35,557.55,618.58,645.26,736.34,1656.49,2047.23,270.69,269.23
1072,Roanoke,AL,370,6493.87,7306.91,3225.06,3771.43,1599.82,1693.49,728.75,813.13,263.54,300.55,,,389.77,384.49
1073,Russellville,AL,726,7779.56,8831.1,3254.54,3907.43,2190.96,2305.2,542.35,597.15,881.23,980.99,457.92,571.25,489.8,524.48
1074,Scottsboro,AL,878,8007.66,9251.18,4281.12,5260.63,1953.68,2066.07,623.02,685.19,516.67,575.01,196.94,247.17,470.37,462.24
1075,Selma,AL,1567,6524.55,7191.06,3171.81,3492.03,1915.66,2049.04,425.76,479.48,328.17,367.27,461.5,574.94,247.81,245.65
1077,Sylacauga,AL,851,8936.43,10292.48,4465.4,5280.07,1949.4,2065.53,509.85,565.89,336.98,384.33,1382.54,1734.19,371.31,361.82
1078,Talladega,AL,835,7684.23,8736.98,3782.54,4451.51,1832.88,1932.33,664.87,740.58,497.07,554.45,636.97,798.59,288,283.18
1079,Tallassee,AL,334,6451.42,7526.65,3060.39,3750.65,1760.25,1889.12,497.1,558.41,228.57,261.46,704.62,866.94,197.86,196.14
1080,Thomasville,AL,488,6513.99,7784.02,2680.57,3422.14,1580.52,1701.92,718.05,815.48,271.69,309.65,1009.88,1263.08,284.48,282.97
1081,Troy,AL,685,7900.99,9183.8,4191.06,5115.04,2107.43,2246.74,547.51,616.49,406.42,463.84,326.38,410.66,305.49,303.28
1082,Tuscaloosa,AL,4130,7160.32,8059.89,3640.79,4236.86,1884.64,2021.86,650.18,716.87,507.9,560.49,234.34,281.92,227.15,223.2
1083,Union Springs,AL,256,6841.65,7969.4,3216.34,3988.42,2232.95,2298.5,416.62,475.13,350.51,398.09,482.7,602.95,176.1,174.14
1084,Valley,AL,935,6865.22,8098.8,3728.65,4707.51,1732.41,1878.9,667.2,746.54,250.01,282.99,233.48,196.8,251.65,281.98
1085,Vernon,AL,302,6746.64,7761.98,3386.5,4130.28,1670.54,1782.75,727.94,808.56,378.13,429.08,,,390.56,384.61
1086,Wedowee,AL,233,5499.05,6098.53,2391.18,2847.14,1587.9,1639.28,703.79,778.08,362.65,409.24,,,303.68,300.99
1088,Winfield,AL,533,7789.45,8821.52,4047.91,4722.26,1757.86,1889.99,910.67,1012.79,516.97,579.71,242.59,306.48,331.67,330.9
4001,Arkadelphia,AR,548,5798.84,6831.76,3108.64,3756.68,1485.41,1638.92,622.72,700.29,166.64,190.78,,,212.81,285.41
4002,Ashdown,AR,267,8075.03,9271.19,4420.9,5340.31,1833.27,1926.44,687.58,753.57,857.84,983.97,,,267.84,259.99
4003,Batesville,AR,1277,6823.3,7794.83,3865.87,4588.18,1767.65,1887.02,573.98,648.07,321.5,367.16,,,238.83,236.88
4004,Benton,AR,1373,8044.15,8895.83,4361.71,5018.35,2118.3,2281.81,631.36,655.25,353.1,369.17,252.52,254.16,340.73,329.55
4005,Bentonville,AR,1795,5245.65,5967.96,2510.16,3026.61,1776.68,1904.85,542.09,593.37,122.96,136.59,99.6,116.39,165.51,163.35
4006,Berryville,AR,452,6346.78,7319.56,3562.01,4225.55,1216.34,1341.88,620.3,688.48,517.43,594.62,,,269.37,260.97
4007,Blytheville,AR,686,7047.98,7802.28,3480.94,3960.23,1944.58,2049.75,626.45,702.75,453.38,516.1,,,430.48,432.7
4008,Booneville,AR,221,4827.08,5653.03,2360.99,2994.55,1262.75,1343.84,510.08,575.56,222.87,255.26,,,247.45,241.3
4010,Calico Rock,AR,364,7949.37,9020.35,4948.12,5776.86,1743.04,1868.9,540.91,610.81,327.9,373.15,,,367.65,354.95
4011,Camden,AR,904,6639.71,7658.06,3721.24,4459.27,1443.81,1584.23,814.46,917.3,222.13,254.07,65.46,79.66,337.54,330.27
4012,Cherokee Village,AR,574,5609.2,6276,3047.76,3527.25,1576.31,1663.68,634.94,714.85,140.91,161.88,,,174.22,170.35
4013,Clarksville,AR,597,6778.72,7761.1,3792.12,4502.53,1599.03,1739.27,796.56,896.24,201.51,231.18,,,349.56,340.62
4015,Conway,AR,1620,6467.09,7045.15,2825.43,3230.48,2001.2,2077.66,657.63,681.25,182.74,191.97,588.51,656.68,205.28,206.69
4017,Crossett,AR,531,6881.3,7914.9,3238.41,3868.79,1662.05,1810.49,899.75,1006.87,322.78,370.31,436.04,539.19,318,312.01
4018,Danville,AR,348,8002.29,9172.74,4859.7,5766.95,1659.48,1786.55,717.37,800.69,364.19,415.36,,,395.55,387.9
4019,Dardanelle,AR,295,7338.05,8122.4,4353.5,4859.1,1551.08,1658.88,661.69,743.2,319.06,365.28,,,292.27,288.66
4020,De Queen,AR,477,7271.82,8273.33,3716.58,4442.65,1746.53,1843.67,602.78,667.25,746.66,855.76,,,380.98,372.88
4021,De Witt,AR,252,6651.57,7443.51,3453.42,3963.44,1630.02,1773.07,863.7,965.53,387.69,443.32,,,314.06,300.97
4023,Dumas,AR,179,7875.67,9003.95,3865.52,4651.39,2068.96,2172.8,852.46,955.82,640.59,733.98,,,317.3,311.93
4024,El Dorado,AR,1376,6303.2,7210.93,3354.33,3974.87,1585.91,1715.29,693.59,778.6,218.17,248.1,178.41,224.15,266.92,260.85
4025,Eureka Springs,AR,333,4506.83,5121.99,2134.9,2534.45,1402.41,1498.87,457.78,511.98,184.47,210.85,,,125.14,121.93
4026,Fayetteville,AR,1935,5549.24,6205.9,3049.13,3499.81,1490.3,1594.71,381.08,419.01,191.31,211.85,216.11,257.33,219.27,218.32
4027,Fordyce,AR,266,6745.99,7667.57,2977,3547.7,1939.99,2130.03,936.55,1028.61,444.21,509.11,,,368.55,359.9
4028,Forrest City,AR,795,5504.2,6072.29,2839.4,3195.2,1472.88,1558.96,571.46,638.81,254.1,286.16,97.69,122.38,253.56,250.33
4029,Fort Smith,AR,5538,6667.82,7537.13,3618.79,4229.88,1629.08,1737.01,524.35,586.01,427.75,484.87,202.66,239.52,282.92,279.72
4030,Gravette,AR,310,5733.78,6450.6,3178.19,3693.88,1378.63,1489.85,562.96,613.52,270.67,301.65,,,291.35,287.77
4031,Harrison,AR,1443,6203.69,7108.66,3129.8,3767.04,1542.04,1660.16,737.67,822.2,432.65,495.51,70.82,85.09,310.63,303
4032,Heber Springs,AR,616,6300.73,6879.56,2893.81,3221.27,1837.79,1967.36,621.97,691.47,227.73,260.76,415.18,443.37,301.1,297.6
4033,Helena,AR,647,6712.08,7554,3665.33,4274.87,1847.52,1958.6,622.98,700.9,273.57,310.87,,,253.78,249.46
4034,Hope,AR,567,5982.36,6789.49,3271.94,3887.99,1757.37,1883.61,528.66,583.68,144.73,156.29,,,263.68,259.25
4035,Hot Springs,AR,4681,6214.58,7056.43,3090.25,3671.98,1955.43,2101.14,633.82,710.67,162.56,185.74,103.28,127.07,246.22,239.12
4038,Jacksonville,AR,1235,8269.79,9111.47,4517.15,5203.53,2260.35,2386.81,682.07,709,330.18,343.63,233.76,234.24,259.85,252.98
4039,Jonesboro,AR,3277,7147.3,8025.34,3867.13,4498.26,1834.12,1937.22,747.44,837.81,277.88,317.17,100.29,123.1,326.15,318.33
4040,Lake Village,AR,351,6630.71,7582.81,3741.38,4479.97,1538.99,1619.26,693.96,780.88,325.94,372.19,,,257.05,252.92
4041,Little Rock,AR,7294,7021.79,7625.13,3555.05,4000.86,2056.51,2182.91,665.78,695.41,267.6,280.87,251.62,245.4,229.24,223.55
4042,Magnolia,AR,764,5554.09,6469.29,2743.98,3409.38,1615.97,1724.13,529.58,589.47,167.77,189.6,264.69,326.97,244.55,237.85
4043,Malvern,AR,767,8101.03,9107.05,4307.64,4980.96,2058.56,2232.63,890.53,991.64,404.19,458.97,104.61,118.81,332.94,321.48
4045,McGehee,AR,295,5814.46,6455.85,3035.82,3474.47,1547.91,1613.61,542.19,604.32,324.9,370.54,,,256.34,254.56
4046,Mena,AR,659,6185.37,6902.68,3316.24,3778.11,1554.22,1661.53,620.72,701.83,440.01,500.2,,,256.65,252.33
4047,Monticello,AR,382,7515.11,8764.76,4011.24,4922.18,1931.02,2126.42,563.31,626.13,418.79,479.72,,,323.51,313.92
4048,Morrilton,AR,528,5460.56,6148.94,2520.93,3000.71,1593.13,1683.07,749.94,826.14,294.45,336.04,,,275.99,271.64
4049,Mountain Home,AR,2711,5868.01,6797.69,2992.77,3636.17,1614.42,1756.54,641.54,722.4,244.3,279.52,147.55,181.27,227.12,224.11
4050,Mountain View,AR,396,7024.29,8158.97,3907.78,4628.96,1885.44,2191.72,459.73,515.7,390.41,448.06,,,367.85,354.09
4051,Murfreesboro,AR,139,7768.7,9309.16,4596.42,5661.9,1709.25,1796.52,654.81,731.67,495.13,567.81,,,302.75,532.97
4052,Nashville,AR,474,6535.81,7348.86,3696.42,4377.08,1829.91,1865.16,566.39,631.25,205.67,235.14,,,237.35,233.66
4053,Newport,AR,718,8966.92,10412.07,5308.51,6437.55,1841.21,1981.78,797.57,889.79,412.52,471.16,208.91,245,410.26,400.59
4054,North Little Rock,AR,2344,6977.58,7558.06,3536.02,3992.57,2139.6,2257.73,693,718.56,200.29,209.6,197.07,173.56,215.44,209.27
4055,Osceola,AR,324,6674.43,7613.52,3387.91,4093.65,1867.8,1972.91,601.34,678.14,322.24,368.67,,,386.94,380.59
4056,Ozark,AR,355,5678.37,6537.4,3269.56,3953.27,1424.58,1521.68,513.46,579.1,88.56,101.26,,,310.67,308.58
4057,Paragould,AR,1143,6855.79,7821.9,3760.52,4486.57,1587.03,1675.47,708.62,797.5,346.07,393.78,101.47,126.98,372.88,367.68
4059,Piggott,AR,251,7949.28,9271.31,4438.5,5081.87,1538.16,1972.48,1042.24,1177.91,690.56,793.49,,,278.46,276.16
4060,Pine Bluff,AR,2222,6185.36,6925.76,3077.19,3656.92,2057.55,2181.3,467.88,516.16,137.77,151.85,247.25,225.41,247.49,240.96
4061,Pocahontas,AR,531,5566.93,6307.21,2673.4,3182.05,1558.21,1656.96,599.95,676.79,378.8,434.58,,,303.16,297.25
4062,Prescott,AR,187,6343.07,7134.17,3798.65,4460.6,1828.93,1905.67,452.54,494.89,,,,,152.22,149.03
4063,Rogers,AR,1406,5787.59,6519.59,2963.05,3471.8,1718.21,1854.12,541.75,594.32,269.05,298.24,67.67,78.07,225.12,220.66
4064,Russellville,AR,1358,5655.1,6276.84,2850.02,3167.27,1494.43,1665.18,553.75,614.1,166.17,189.19,227.47,285.25,366.15,360.35
4065,Salem,AR,195,6743.69,7977.95,3841.26,4809.98,1419.73,1538.91,562.54,632.79,566.49,651.33,,,390.46,380.21
4066,Searcy,AR,2357,7194.2,8293.06,3788.57,4612.04,1896.07,2015.28,550.9,607.53,298.61,338.83,357.7,425.78,308.3,302.37
4067,Siloam Springs,AR,829,7093.46,8054.4,3871.85,4539.01,1589.85,1695.57,539.92,596.59,519.78,587.81,289.13,360.15,328.94,326.01
4068,Springdale,AR,1648,5499.79,6289.94,2696.87,3205.59,1620.43,1777.41,481.51,531.46,244.47,272.39,181.07,216.12,275.03,290.61
4069,Stuttgart,AR,670,5864.52,6516.1,3010.79,3492.47,1604.67,1688.58,751.39,827.39,203.06,229.09,85.82,71.07,204.32,199.51
4070,Texarkana,AR,1060,7730.79,8579.24,4391.5,5083.23,2101.18,2155.26,502.81,553.2,262.27,289.84,143.67,172.13,332.17,324.97
4072,Waldron,AR,236,6258.11,7369.47,3409.83,4244.85,1293.57,1370.36,799.84,904.72,365.26,415.39,,,234.83,235.16
4074,Warren,AR,425,7558.28,8764.96,4048.4,4944.46,1898.37,2044.39,689.97,760.95,546.27,626.03,,,252.51,245.06
4075,West Memphis,AR,1015,7453.51,7812.76,4255.87,4460.53,1782.41,1883.9,629.09,666.97,378.4,404.64,63.87,72.74,298.78,290.09
4076,Wynne,AR,401,6704.73,7634.72,3515.87,4168.47,1587.97,1728.41,750.29,834.45,429.24,489.34,,,343.42,326.79
3002,Bisbee,AZ,311,7672.95,7840.94,4272.04,4374.89,2001.51,1976.64,701.01,750.47,383.88,415.92,,,201.97,212.88
3003,Bullhead City,AZ,2048,7257.83,7007.28,3647.67,3498.47,2462.76,2427.79,547.29,496.07,165.39,150.05,149.88,139.18,224.68,231.39
3004,Casa Grande,AZ,1243,8316.74,8217.13,4301.42,4330.73,2493.2,2424.96,687.89,683.92,148.38,148.08,459.34,391.22,248.54,251.18
3005,Chandler,AZ,2272,7635.84,7613.32,3573.48,3644.57,2601.68,2547.84,529.57,525.29,267.67,265.73,479.81,446.49,189.33,190.02
3006,Cottonwood,AZ,2563,5622,5726.09,2699.07,2808.23,1986.74,1936.64,478.3,497.62,147.54,155.28,94.31,103.63,194.77,207.43
3007,Douglas,AZ,394,5508.57,5941.56,2795.07,3119.08,1643.68,1666.53,800.71,870.04,114.89,125.43,,,155.42,166.25
3008,Flagstaff,AZ,938,6168.8,5852.5,3064.4,2784.71,1934.86,1905.35,518.46,491.3,153.46,145.93,246.27,247.33,249.13,273.83
3009,Florence,AZ,177,5787.32,5862.05,2519.82,2669.1,2204.09,2141.21,494.6,493.9,,,,,175.19,188.32
3010,Ganado,AZ,329,5333.2,5024.66,3001.89,2697.61,1108.56,1092.37,763.08,793.76,,,,,130.51,133.48
3014,Kingman,AZ,2024,6793.41,6526.3,3822.45,3631.94,1918.76,1894.5,505.36,459.75,134.48,122.23,153.92,142.96,242.16,253.28
3015,Lake Havasu City,AZ,2149,6933.16,6812.75,3171.66,3108.13,2466.92,2486.29,517.08,473.25,165.14,150.73,423.51,401.88,173.34,173.68
3016,Mesa,AZ,10034,7078.84,7182.93,3248.05,3416.21,2480.06,2447.08,471.73,468.42,247.08,247.18,432.45,405.6,186.67,188.83
3019,Page,AZ,122,5652.53,5448.46,2461.74,2325.2,1489.04,1507.9,1149.61,1077.57,,,,,171.24,177.47
3020,Parker,AZ,610,6309.21,6206.32,3254.96,3102.52,1976.48,2009.08,568.9,568.36,,,170.88,182.41,249.67,256.19
3021,Payson,AZ,1153,6984.45,7085.77,3321.92,3291.44,1844.16,1853.52,571.84,603.51,169.89,180.63,854.47,929.58,290.51,308.81
3022,Phoenix,AZ,13361,7154.54,7089.17,3396.7,3383.65,2344.4,2331.94,457.08,453.89,219.32,219.42,582.14,542.38,164.81,166.89
3023,Prescott,AZ,4442,5710.83,5758.95,2681.44,2775.36,2054.09,2008.92,392.63,388.84,157.58,157.17,211.23,211.64,188.45,195.96
3024,Safford,AZ,682,5505.6,5818.84,2852.84,3152.85,1664.69,1614.36,541.69,578.13,113.57,121.75,114.63,126.67,210.81,220.7
3025,Scottsdale,AZ,5932,6762.16,6896.21,2876.61,3043.84,2704.43,2684.85,494.24,489.1,205.15,204.48,303.81,300.98,142.85,143.51
3026,Show Low,AZ,1146,6765.44,6824.86,3294.63,3352.33,1844.31,1757.2,567.42,596.06,117.12,121.98,720.67,765.74,305.82,328.3
3027,Sierra Vista,AZ,1584,5776.08,6054.23,2960.41,3217.91,1895.11,1838.04,473.29,506.18,61.85,66.86,153.5,149.76,197.14,245.22
3028,Springerville,AZ,296,7034.43,6917.97,3495.23,3381.68,2163.91,2102.94,570.14,595.9,,,450.2,461.86,315,336.25
