HRR Number,HRR Name,Medicare enrollees (2003),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2003),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2003)
10,AK-Anchorage,38155,5.48529595029926,5.50033701983341
1,AL-Birmingham,277693,6.09218002288894,6.19526088194473
2,AL-Dothan,48183,5.70524269091039,5.71343702616407
5,AL-Huntsville,66558,5.77224624688431,5.77785210355349
6,AL-Mobile,93610,5.80856804120056,5.87255705733828
7,AL-Montgomery,50450,5.71399930748287,5.70787208984714
9,AL-Tuscaloosa,28507,6.05153137356871,6.04197929815781
16,AR-Fort Smith,45698,5.91881945677543,5.94806084606925
18,AR-Jonesboro,30817,6.12123305321622,6.14507858676319
19,AR-Little Rock,197875,5.62217335072271,5.63122575282491
21,AR-Springdale,51738,5.2362472950507,5.26419464420274
22,AR-Texarkana,33787,5.81457829724408,5.8351066624572
11,AZ-Mesa,108083,4.97158533158781,4.76187977350621
12,AZ-Phoenix,284461,5.34974355530218,5.25461367697917
14,AZ-Sun City,77556,4.23736834566539,4.2288397021784
15,AZ-Tucson,141736,5.02408933863777,5.07217049242535
65,CA-Alameda County,134053,4.72929993507808,4.88492710591962
25,CA-Bakersfield,85147,5.80587995122645,5.88355772015206
31,CA-Chico,42118,4.93642309534676,5.00275054994878
33,CA-Contra Costa County,97824,4.8905330439783,5.06557484048896
43,CA-Fresno,99280,5.0343187311606,5.28007559076985
56,CA-Los Angeles,837573,4.6415547562752,4.75349288712552
58,CA-Modesto,81872,5.40153434105731,5.64885375933654
62,CA-Napa,37741,5.55694107622272,5.70687065292049
23,CA-Orange County,289784,4.72001012095437,4.78892277709393
69,CA-Palm Springs/Rancho Mirage,57578,4.67066694393124,4.67485183111551
73,CA-Redding,46510,5.25042693323286,5.28276333159349
77,CA-Sacramento,254632,5.01831307839711,5.23028640455986
78,CA-Salinas,36336,4.66496218556309,4.6813925939094
79,CA-San Bernardino,235612,5.6155600530302,6.22803577769322
80,CA-San Diego,337345,4.81352846514431,5.08289408496693
81,CA-San Francisco,159930,4.36466184306428,4.53433615617287
82,CA-San Jose,142474,4.34527219742002,4.57008491369842
83,CA-San Luis Obispo,32306,4.49124177907939,4.48419960778165
85,CA-San Mateo County,88161,4.39216036289656,4.49217682996188
86,CA-Santa Barbara,49976,4.42312403817102,4.53689175413056
87,CA-Santa Cruz,24137,5.28742309208756,5.55813779623814
89,CA-Santa Rosa,55449,5.07238889146789,5.34369877111291
91,CA-Stockton,48111,5.31069331232723,5.49888780832259
96,CA-Ventura,80193,4.79427813942739,4.92401706981568
101,CO-Boulder,22273,4.92300869039337,5.14535773705777
102,CO-Colorado Springs,74338,5.24205581520213,5.08855629194123
103,CO-Denver,223102,5.097697814593,5.16596209813599
104,CO-Fort Collins,28604,4.9412604264005,5.01043042786864
105,CO-Grand Junction,35994,4.97233050269425,5.05433547986405
106,CO-Greeley,33664,4.92411379843215,4.98639285852948
107,CO-Pueblo,22762,5.23769526207146,5.23173675655549
109,CT-Bridgeport,85330,4.54809956345773,4.73791414642699
110,CT-Hartford,191840,4.85227697244554,4.89593005425535
111,CT-New Haven,183085,4.72319350039575,4.82331963786065
113,DC-Washington,243641,4.84293607126232,4.80818691002161
112,DE-Wilmington,82420,5.31931071864363,5.31987165782302
115,FL-Bradenton,49490,4.65285264057951,4.71111908158461
116,FL-Clearwater,99042,4.76800890342585,4.85822214474384
118,FL-Fort Lauderdale,433540,4.40819843600953,4.43471215313447
119,FL-Fort Myers,194156,4.35852202099817,4.44295716105716
120,FL-Gainesville,62857,5.68673192045377,5.70120918115085
122,FL-Hudson,92756,5.19236917682726,5.35937555695841
123,FL-Jacksonville,152228,5.47041739811912,5.51479799894
124,FL-Lakeland,47751,5.24753558538117,5.21612357177819
127,FL-Miami,349828,4.62220569071796,5.19913897412233
129,FL-Ocala,107852,4.77810568422022,4.82098445927319
130,FL-Orlando,451558,4.96164539676567,5.08975353307359
131,FL-Ormond Beach,76095,4.70558632601421,4.85487764881635
133,FL-Panama City,26397,5.77936704095636,5.79760546759307
134,FL-Pensacola,93823,5.62162649671038,5.68127819679884
137,FL-Sarasota,100252,4.0774004325463,4.13469746650538
139,FL-St. Petersburg,69834,5.38442918128216,5.542865255853
140,FL-Tallahassee,78141,5.82119293533039,5.89653724448495
141,FL-Tampa,132054,5.15077515117968,5.27412176290481
142,GA-Albany,22272,5.74771916669978,5.73296265014606
144,GA-Atlanta,426848,5.59639233234524,5.56033004728142
145,GA-Augusta,69062,5.80812014746628,5.80794436749986
146,GA-Columbus,35407,6.02001474895999,6.0032436582799
147,GA-Macon,76684,5.92849763242314,5.93127299535694
148,GA-Rome,33020,6.24082350530917,6.087018604626
149,GA-Savannah,81612,5.58795582664012,5.59349964396912
150,HI-Honolulu,154992,4.16570446490507,4.42577958013184
190,IA-Cedar Rapids,37242,4.72061310748323,4.74648455180384
191,IA-Davenport,70080,5.18778915956896,5.25399529873776
192,IA-Des Moines,139030,4.93130764859166,4.96605517948512
193,IA-Dubuque,23101,4.63143233572095,4.75114398953108
194,IA-Iowa City,41196,5.10593152532615,5.09823076337004
195,IA-Mason City,25954,4.69460399883278,4.70282561356684
196,IA-Sioux City,38190,4.75463442320476,4.77822698748192
197,IA-Waterloo,31429,4.74132463763523,4.80266028067785
151,ID-Boise,81359,4.90877442798992,5.15891904408313
