HSA #,HSA name,State,Medicare enrollees (20% sample) (2005),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2005)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2005)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2005)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2005)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2005)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2005)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2005)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2005)"
1059,Montgomery,AL,5520,7304.88,8132.33,3343.39,3827.45,2487.69,2639.34,468.68,523,355.45,401.15,459.84,550.31,226.64,224.15
1060,Moulton,AL,746,7434.16,8324.53,3418.32,4053.4,2107.74,2241.83,575.29,610.99,663.83,712.23,433.22,488.99,285.29,280.75
1061,Muscle Shoals/Sheffield,AL,1653,8082.6,9352.26,3569.68,4426.2,2157.23,2335.74,555.65,596.87,629.36,688.11,895.43,1038.37,327.47,328.61
1063,Oneonta,AL,460,9017.45,9989.71,4890.53,5629.49,1987.17,2096.19,659.39,682.14,475.37,495.08,663.69,742.01,331.1,328.39
1064,Opelika,AL,2291,6047.35,6850.8,2982.98,3527.3,1575.97,1726.65,554.62,605.72,312.79,347.33,406.75,404.41,212.17,231.79
1065,Opp,AL,323,6818.22,8225.36,3226.36,4194.59,1781.6,1900.62,442.9,502.71,677.46,781.72,475.88,606.57,237.21,276.44
1066,Ozark,AL,609,7078.73,8263.78,3262.46,3990.1,1842.52,1991.41,629.33,710.99,312.32,350.67,880.42,1091.01,221.76,221.54
1068,Phenix City,AL,1249,7547.89,8220.31,3876.29,4326.11,1894.09,2038,582.07,619.89,345.11,379.78,613.56,628.26,286.53,281.66
1070,Prattville,AL,783,8692.08,9727.77,4223.87,4965.24,2969.62,3125.71,459.98,511.86,383.54,430.69,318.76,380.64,337.24,325.86
1071,Red Bay,AL,206,7845.84,9060.99,3457.81,4114.81,1893.6,2044.56,535.57,599.34,769.39,870.65,,,224.11,223.16
1072,Roanoke,AL,367,6439.09,7490.47,3397.71,4181.25,1646.68,1778.06,574.65,638.9,274.28,313.69,,,385.99,379.06
1073,Russellville,AL,733,8486.42,9611.04,3454.9,4053.79,2332.12,2500.52,622.95,682.79,922.28,1025.1,745.11,931.87,467.17,502.65
1074,Scottsboro,AL,901,7154.03,8058.52,3562.59,4197.13,1983.43,2086.1,606.16,666.72,353.15,396.8,319.41,393.64,340.68,342.44
1075,Selma,AL,1409,7985.48,8725.47,4155.32,4475.42,2162.37,2350.74,520.69,578.92,389.69,435.29,500.33,633.63,262.89,259.54
1077,Sylacauga,AL,742,7929.32,9143.91,3657.93,4291.32,1869.56,2002.52,457.67,512.29,358.05,409.69,1315.44,1672.33,307.95,307.83
1078,Talladega,AL,720,8589.92,9700.8,4431.96,5113.15,1985.94,2118.98,854.78,961.94,453.53,507.38,582.45,725.25,284.21,281.63
1079,Tallassee,AL,313,9673.18,11015.77,5603.03,6484.2,2126.54,2269.92,534.73,594.41,289.74,326.76,856.11,1062.1,229.12,230.22
1080,Thomasville,AL,488,6786.98,7998.77,2634.42,3271.61,1669.07,1774.34,609.62,697.98,447.61,507.55,1138.26,1437.38,314.12,311.76
1081,Troy,AL,675,7156.24,8264.39,3524.09,4209.28,1906.15,2066.78,533.39,605.47,469.22,542.88,438.9,547.91,267.64,264.49
1082,Tuscaloosa,AL,4187,7451.9,8243.55,3813.07,4336.86,1867.02,1996.16,559.51,613.28,577.13,634.39,390.07,416.79,233.51,231.42
1083,Union Springs,AL,248,7418.51,8595.8,3811.93,4613.17,2076.77,2181.4,432.4,491.88,398.78,456.35,478.61,580.4,171.29,172.6
1084,Valley,AL,930,7176.65,8261.87,3952.76,4697.13,1751.66,1912.37,683.91,761.6,246.47,277.48,369.54,437.87,176.86,183.57
1085,Vernon,AL,299,6937.61,8112.08,3581.97,4421.82,1594.42,1711.08,539.09,600.56,490.48,557.19,418.1,523.26,337.24,334.89
1086,Wedowee,AL,244,6465.03,7399.89,3136.42,3773.57,1376.13,1471.23,1037.83,1143.28,277.1,315.89,,,346.41,340.3
1088,Winfield,AL,511,6893.09,7949.79,3403.21,4058.73,1560.88,1726.2,672.14,757.07,617.9,695.02,313.88,395.11,354.7,354.58
4001,Arkadelphia,AR,604,6295.16,7157.55,3251.56,3806.11,1627.69,1797.3,738.91,830.67,237.61,270.83,,,286.01,289.14
4002,Ashdown,AR,268,8469.95,9641.72,4489.46,5406.22,2373.75,2466.95,673.51,741.71,690.09,784.14,,,226.16,221.36
4003,Batesville,AR,1322,7790.33,8881.37,4275.54,5085.24,2069.71,2209.32,696,782.1,373.24,425.72,101.67,110.03,281.44,278.92
4004,Benton,AR,1409,8405.31,9235.11,4437.33,5078.27,2113.32,2286.5,752.51,788.97,303.63,320.25,454.82,419.96,357.99,353.38
4005,Bentonville,AR,1809,5728.24,6458.23,2649.15,3161.39,1988.8,2124.82,572.46,616.55,181.63,198.22,116.74,137.84,189.73,192.43
4006,Berryville,AR,454,6465.21,7279.67,3337.41,3895.8,1575.3,1672.67,705.06,782.44,484.64,549.31,,,228.77,229.2
4007,Blytheville,AR,676,6789.92,7412.46,3049.71,3383.86,2190.88,2315.05,590.24,661.14,507.71,576.6,,,381.29,383.74
4008,Booneville,AR,225,5945.12,6707.59,3087.79,3607.23,1384.22,1495.2,577.31,638.56,266.38,301.78,,,439.1,425.79
4010,Calico Rock,AR,363,6496.98,7676.64,3221.19,4116.29,2013.27,2185.16,630.59,706.98,337.29,383.39,,,266.89,267.74
4011,Camden,AR,827,6421.32,7541,3271.03,4097.98,1601.15,1747,868.39,974.72,217.56,247.81,67.61,80.58,369.55,362.39
4012,Cherokee Village,AR,579,6054.74,6779.14,3012.14,3511.83,1785.23,1877.16,706.77,787.79,224.03,255.66,,,182.84,179.54
4013,Clarksville,AR,509,6762.14,7784.44,3924.16,4680.91,1449.59,1574.85,758.7,836.18,216.76,244.9,155.13,195.09,272.79,268.75
4015,Conway,AR,1688,7392.91,8047.9,3301.63,3720.15,2161.33,2280.24,820.15,858.76,253.35,267.75,603.29,675.15,245.67,243.4
4017,Crossett,AR,527,8139.38,8809.71,3800.46,4058.89,1927.73,2056.45,1311.44,1465.86,404.55,461.25,381.71,459.82,298.58,291.64
4018,Danville,AR,333,7292.71,8362.14,4414.06,5258.22,1535.26,1633.61,582.26,646.99,386.39,441.29,,,384.63,384.42
4019,Dardanelle,AR,295,7287.72,7979.7,3813.06,4246.47,1838.05,1950.44,759.59,843.53,355.34,404.2,,,356.11,342.26
4020,De Queen,AR,463,6813.25,7878.08,3241.93,3978.06,1669.72,1787.94,647.42,723.18,873.5,996.88,,,306.41,304.87
4021,De Witt,AR,243,7214.88,8018.21,4115.85,4630.82,1566.3,1699.71,1057.43,1176.39,236.2,268.29,,,226.68,226.37
4023,Dumas,AR,186,8188.31,9593.74,4254.25,5336.63,1933.91,2020.53,754.43,848.31,552.26,627.1,,,339.8,339.43
4024,El Dorado,AR,1377,6665.53,7519.69,3532.14,4068.04,1565.62,1698.82,770.93,862.61,261.68,295.3,244.55,306.24,277.5,273.18
4025,Eureka Springs,AR,351,5868.54,6336.05,2797.49,3008.01,1740.23,1863.1,663.94,734.7,415.03,469.7,,,157.89,156.41
4026,Fayetteville,AR,1949,6618.19,7385.01,3766.55,4313.38,1724.11,1848.37,449.68,484.33,246.87,267.87,209.47,247,222.62,221.08
4027,Fordyce,AR,270,7661.15,8861.74,4006.74,4873.42,1799.1,1957.02,829.53,918.06,553.26,623.23,,,365.78,367.88
4028,Forrest City,AR,770,5282.43,5874.12,2659.88,3045.81,1519.79,1628.19,537.95,595.74,220.5,244.52,107.51,119.91,240.39,239.51
4029,Fort Smith,AR,5602,6955.35,7756.68,3559.88,4107.13,1759.89,1884.99,554.59,599.95,569.17,630.22,266.43,294.75,272.54,271.35
4030,Gravette,AR,296,5139.64,5932.4,2837.74,3471.7,1229.53,1312.93,535.12,575.87,199.95,215.92,,,240.93,242.29
4031,Harrison,AR,1441,5961.59,6745.11,2825.64,3361.63,1712.88,1827.84,653.45,725.34,385.34,438.61,92.36,107.02,299.64,298.12
4032,Heber Springs,AR,620,6632.81,7230.55,3151.39,3457.46,1898.73,2023.51,701.25,778.67,348.33,394.14,298.64,348.76,234.48,233.2
4033,Helena,AR,645,6643.79,7582.27,3568.15,4263.63,1731.17,1836.43,641.66,722.22,268.05,304.73,101.76,122.18,314.06,309.24
4034,Hope,AR,571,7988.35,9172.96,4518.58,5506.07,2061.64,2159.33,776.57,851.2,258.45,281.22,,,284.96,278.02
4035,Hot Springs,AR,4781,6781.99,7639.71,3339.53,3904.82,2043.03,2194.84,712.33,798.43,196.64,221.74,228.94,265.14,243.32,239.92
4038,Jacksonville,AR,1297,8477.57,9299.58,4708.37,5332.41,2209.83,2350.73,592.57,622.35,335.36,353.37,384.44,408.7,289.16,281.76
4039,Jonesboro,AR,3300,7153.91,7961.66,3783.93,4359.64,1940.72,2051.05,682.27,749.72,357.65,404.64,81.3,94.5,312.06,308.87
4040,Lake Village,AR,357,6472.28,7374.7,3324.72,3981.06,1753.03,1835.21,802.88,903.7,236.84,269.84,,,226.99,222.18
4041,Little Rock,AR,7356,7400.15,8066.43,3635.02,4109.3,2211.98,2362.9,732.65,771.94,300.61,318.31,275.78,262.2,248.65,245.91
4042,Magnolia,AR,762,6710.61,7657.05,3541.02,4221.1,1764.17,1870.43,607.95,677.19,175.93,197.04,361.33,435.88,268.26,261.06
4043,Malvern,AR,772,8851.34,10112.93,5015.59,5910.2,1982.52,2149.3,925.67,1028.37,404.82,459.65,248.33,297.98,277.05,272.98
4045,McGehee,AR,284,6412.92,6904.25,3251.05,3538.61,1639.42,1701.7,715.62,798.26,472.32,534.61,,,219.1,218.82
4046,Mena,AR,676,6937.62,7766.04,3497.97,3979.53,1595.51,1729.57,945.28,1049.98,587.94,671.35,,,239.06,237.29
4047,Monticello,AR,388,7744.95,8971.02,4047.97,4989.8,1950.71,2093.32,645.45,720.7,541.21,615.46,,,330.87,325.25
4048,Morrilton,AR,535,6375.68,6719.46,3427.67,3576.21,1644,1744.82,630.74,687.33,216.05,245.04,,,367.67,363.54
4049,Mountain Home,AR,2785,6536.91,7529.35,3273.22,3973.77,1855.61,1995.24,730.47,815.36,268.2,303.81,174.91,211.59,227.2,227
4050,Mountain View,AR,411,7321.32,8282.5,3585.71,4282.16,2011.7,2114.06,888.01,992.1,514.05,585.67,,,291.05,286.82
4051,Murfreesboro,AR,136,7541.71,8675.37,3416.85,4149.21,1986.41,2117.66,1232.05,1378.33,412.59,470.77,,,383.93,433.01
4052,Nashville,AR,469,6496.83,7522.98,3622.58,4447.54,1672.04,1766.42,691.77,767.1,209.12,237.8,,,256.72,250.71
4053,Newport,AR,626,9340.93,10776.23,5223.79,6278.66,2094.44,2231.62,829.36,925.11,447.87,509.37,458.3,564.38,307.45,294.42
4054,North Little Rock,AR,2361,7532,8323.21,3872.3,4503.24,2206.7,2352.49,753.17,790.06,211.46,222.24,306.94,275.85,187.67,184.66
4055,Osceola,AR,328,9102.55,9756.47,5166.95,5573.39,2077.57,2161.22,749.68,830.26,286.75,324.86,,,523.06,516.79
4056,Ozark,AR,365,6044.45,6649.15,3362.11,3777.57,1399.98,1512.33,667.3,738.82,207.66,230.43,,,355.95,357.89
4057,Paragould,AR,1157,7135.85,8017.68,3936.24,4571.26,1670.63,1772.69,780.61,873.21,288.9,327.76,122.82,142.6,346.24,343.6
4059,Piggott,AR,255,8382.6,9553.38,4938.51,5791.15,1311.8,1371.76,1037.39,1167.89,797.18,909.75,,,274.27,272.41
4060,Pine Bluff,AR,2213,6432,7118.74,3097.77,3579.57,2171.81,2301.83,546.87,607.34,153.36,169.72,295.19,292.04,222.95,219.54
4061,Pocahontas,AR,531,6809.4,7613.01,3697.56,4299.62,1740.69,1832.56,620.43,690.9,378.63,431.84,,,320.3,316.29
4062,Prescott,AR,186,7528.94,8386.46,4980.49,5697.55,1775.17,1838.26,421.41,463.68,,,,,144.14,144.1
4063,Rogers,AR,1423,6287.23,7060.57,3161.15,3698.66,1901,2056.47,620.93,669.75,249.73,271.57,78.77,92.09,272.13,268.41
4064,Russellville,AR,1458,6494.11,7284.65,3555.66,4071.75,1549.63,1694.96,585.29,646.53,186.91,210.62,270.4,319.28,353.66,349.97
4065,Salem,AR,197,7072.24,8467.5,3499.65,4485.63,1722.53,1886.29,690.42,777.52,583.91,666.64,,,272.96,269.6
4066,Searcy,AR,2540,7638.47,8747.62,4059.85,4852.56,1903.8,2035.36,645.9,714.5,294.52,332.79,425.29,511.45,318.29,315.33
4067,Siloam Springs,AR,807,7409.79,8372.88,4128.5,4813.28,1700.63,1799.78,449.68,487.63,491.32,552.24,409.77,497.13,291.21,292.2
4068,Springdale,AR,1660,6853.91,7904.46,3835.06,4653.86,1738.59,1865.67,539.93,583.76,276.9,302.68,211.16,251.52,261.64,258.55
4069,Stuttgart,AR,671,6602.36,7403.27,3152.85,3683.45,1828.15,1920.85,885.66,981.88,194.01,218.22,300.18,353.37,247.33,244.99
4070,Texarkana,AR,1065,7380.39,8295.85,3852.04,4504.58,1949.65,2077.43,615.32,670.87,368.03,406.09,260.49,304.95,329.26,323.97
4072,Waldron,AR,233,5565.73,6703.04,2700.44,3543.21,1336.43,1463.05,825.28,913.89,330.22,373.07,,,255.23,263.78
4074,Warren,AR,412,6735.25,7674.63,3060.49,3685.71,1961.64,2097.86,772.98,854.75,528.94,600.7,,,311.71,302.93
4075,West Memphis,AR,1016,7651.47,8058.18,4150.85,4396.28,1945.69,2041.27,851.15,891.61,283.45,300.51,105.16,120.18,291.22,290.97
4076,Wynne,AR,414,7475.78,8206.12,4395.13,4891.9,1672.67,1773.17,707.75,788.21,340.42,386.59,,,246.09,242.97
3002,Bisbee,AZ,278,7440.01,7422.13,3892.64,3922.92,1955.4,1840.94,679.42,698.89,291.83,300.39,,,187.08,187.2
3003,Bullhead City,AZ,2078,7504.68,7345.61,3809.15,3748.6,2523.26,2491.61,486.93,440.39,183.21,167.19,212.57,209.42,236.83,233.97
3004,Casa Grande,AZ,1231,9608.59,9418.28,5169.94,5104.21,2678.84,2637.16,741.27,727.29,168.94,164.98,714.43,636.9,205.61,206.24
3005,Chandler,AZ,2362,7739.13,7694.51,3309.1,3405,2847.95,2787.27,572.07,557.71,261.43,254.98,557.34,501.96,185.32,182.18
3006,Cottonwood,AZ,2575,6235.33,6241.93,2959.97,3028.43,2154.49,2091.84,503.38,499.52,159.89,161.84,219.01,222.42,215.89,218.61
3007,Douglas,AZ,333,6892.6,7129.2,3585.88,3895.26,1955.85,1853.47,937.09,973.11,222.62,229.34,,,181.78,185.86
3008,Flagstaff,AZ,981,6210.28,5828.87,3109.98,2826.31,2002.37,1951.74,507.14,466.72,116.61,109.62,237.11,233.9,230.32,234.17
3009,Florence,AZ,183,6634.38,6755.36,2627.88,2809.9,2488.45,2456.41,572.33,560.74,,,,,317.68,319.89
3010,Ganado,AZ,343,6305.01,5747.26,3559.53,3090.54,1388.89,1338.18,903.47,916.82,,,,,137.03,134.63
3014,Kingman,AZ,2046,7257.71,6919.64,3991.78,3762.58,2101.24,2048.74,514.97,468.44,138.55,125.68,247.56,244.27,249.04,252.13
3015,Lake Havasu City,AZ,2099,7066.43,6779.57,3194.29,3100.2,2593.36,2474.3,453.03,412.32,163.32,147.96,467.73,456.73,173.19,172.25
3016,Mesa,AZ,10469,7479.26,7492.03,3398.31,3537.81,2586.07,2534.81,454.51,442.85,263.92,258.33,553.98,500.88,211.02,208.67
3019,Page,AZ,129,6725.29,6314.65,3291.06,3112.62,1567.64,1486.61,1251.75,1131.22,,,,,180.87,180.45
3020,Parker,AZ,643,7331.18,6951.32,4136.91,3866.32,2161.39,2062.75,647.97,634.77,41.73,40.26,,,165.39,168.41
3021,Payson,AZ,1152,7454.3,7249.19,3677.43,3607.52,2111.83,2039.08,482.94,490.25,180.95,185.49,739.5,659.73,305.7,306.74
3022,Phoenix,AZ,13975,7928.08,7785.72,3852,3815.9,2458.63,2420.14,486.26,474.52,264.13,258.43,703.24,651.96,184.74,183.8
3023,Prescott,AZ,4452,5685.85,5685.33,2484.69,2577.06,2151.24,2076.85,381.55,371.03,160.35,156.95,261.49,265.42,214.53,212.91
3024,Safford,AZ,651,5748.22,5877.72,2805.55,3016.25,1889.99,1794.28,530.21,543.95,190.66,196.89,125.78,123.74,198.31,197.86
3025,Scottsdale,AZ,6198,7235.53,7275.01,3134.94,3269.93,2765.09,2719.25,456.64,444.71,222.2,217.25,459.86,434.54,164.66,162.41
3026,Show Low,AZ,1220,6644.54,6584.61,2931.63,3024.18,1972.82,1887.6,491.81,492.57,110.28,111.4,947.81,868.88,303.65,305.95
3027,Sierra Vista,AZ,1630,6349.19,6471.42,3264.86,3410.34,2164.02,2123.38,446.81,457.65,49.1,49.35,153.33,167.15,221.91,219.63
3028,Springerville,AZ,290,7817.27,7600.67,3802.29,3638.61,2131.11,2060.54,669.16,667.67,,,968.89,988.47,311.74,319.29
