HRR #,HRR name,State,Medicare enrollees (20% sample) (2005),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2005)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2005)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2005)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2005)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2005)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2005)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2005)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2005)"
309,Asheville,NC,19604,6189.04,6611.62,2989.13,3178.4,1754.21,1960.18,643.85,671.02,320.06,332.57,216.52,202.12,266.52,267.34
311,Charlotte,NC,41306,7197.96,7570.6,3564.69,3721.77,1962.84,2160.19,810.73,817.44,351.62,357.49,222.27,228.29,283.49,283.9
312,Durham,NC,28758,6814.95,7021.98,3524.74,3442.73,1739.46,1971.3,833.99,861.54,249.7,259.46,235.59,260.65,225.11,228.23
313,Greensboro,NC,10645,6584.1,7050.75,3271.17,3468.4,1782.1,2013.57,855.98,884.15,290.47,300.75,158.45,157.99,225.48,227.82
314,Greenville,NC,18245,7072.07,7366.2,3637.6,3593.9,2046.27,2307.01,782.12,831.97,237.48,253.3,146.51,159.42,218.22,221.07
315,Hickory,NC,6930,6914.81,7411.28,3466.74,3703.41,1767.06,2001.53,778.19,797.84,361.95,373.54,286.88,272.9,263.23,267.48
318,Raleigh,NC,30546,7655.65,8004.11,3998.61,4001.75,2019.78,2330.73,811.85,827.27,283.36,290.42,316.28,333.94,232.08,234.51
319,Wilmington,NC,10330,7415.55,7763.3,3447.53,3474.07,2317.96,2618.47,871.88,889.86,316.97,324.17,208.8,199.21,246.74,249.36
320,Winston-Salem,NC,20790,7229.25,7612.08,3772.04,3859.25,1880.87,2121.51,758.86,791.98,358.96,376.78,186.41,188.84,272.69,274.13
321,Bismarck,ND,6103,5967.35,6716.31,3006.72,3475.12,1480.75,1600.24,1085.92,1207.67,155.77,173.84,49.13,56.78,204.9,218.47
322,Fargo/Moorhead MN,ND,12994,5811.46,6215.32,3064.36,3333.8,1569.55,1650.17,731.95,759.38,148.33,153.61,122.25,133.66,177.83,184.04
323,Grand Forks,ND,4201,6251.57,6571.08,3370.29,3532.18,1155.95,1193.6,1398.97,1496.19,112.54,119.3,69.18,75.14,173.77,181.87
324,Minot,ND,3566,5323.52,5996.54,2672.62,3083.29,1130.82,1214.8,1220.69,1369.26,93.74,104.79,49.41,60.47,178.43,185.64
277,Lincoln,NE,14650,6616.97,7082.18,3388.5,3687.29,1703.7,1821.17,1061.07,1090.79,167.94,170.29,116.62,127.31,196.53,199.66
278,Omaha,NE,27587,6806.74,7191.9,3578.81,3805.66,1712.72,1819.55,995.2,1022.75,189.24,193.23,133.29,143.48,205.47,212.69
281,Lebanon,NH,11078,6505.82,6045.12,3474.68,3028.58,1099.2,1102.7,1324.19,1299.58,400.21,401.05,97.51,101.24,143.72,143.61
282,Manchester,NH,17889,6831.7,6595.8,3491.62,3408.06,1665.83,1629.99,966.92,895.66,406.78,380.2,150.12,130.28,165.05,163.82
283,Camden,NJ,64861,8771.44,8129.37,4543.84,4200.16,2962.11,2739.73,581.02,539.85,312.95,293.02,186.74,174.08,185.36,183.13
284,Hackensack,NJ,25722,9370.84,8094.33,5066.95,4259.53,3034.8,2707.03,700.85,616.14,312.58,277.59,113.5,94.3,153.37,151.18
285,Morristown,NJ,20614,8289.45,7371.35,4270.76,3724.32,2785.15,2521.15,619.12,557.78,308.02,280.18,151.01,134.81,151.61,150.28
288,New Brunswick,NJ,18896,9408.76,8357.31,5021.01,4375.83,3154.59,2836.94,581.77,531.66,298.18,277.89,179.65,164.22,164.86,163.72
289,Newark,NJ,25539,9142.47,7919.67,4971.21,4171.67,2981.27,2669.97,660.58,596.58,298.78,272.08,121.15,103.44,152.86,151.74
291,Paterson,NJ,7340,9036.93,7893.86,4785.92,4070.52,2975.18,2682.5,651.74,581.84,311.14,279.56,152.77,122.03,174.2,172.14
292,Ridgewood,NJ,8393,9060.8,7994.36,4574.67,3995.27,3088.3,2773.36,770.39,669.58,379.36,328.72,108.72,88.6,145.89,146.14
293,Albuquerque,NM,24073,5840.9,6006.17,2686.9,2741.6,1539.86,1583.01,724.44,750.42,303.21,317.05,332.22,354.26,253.75,256.66
279,Las Vegas,NV,20628,8871.87,8590,4429.75,4362.41,2945.66,2858.95,454.83,415.09,448.25,408.18,349.77,296.15,261.49,257.73
280,Reno,NV,13040,6737.47,6605.44,3286.17,3308.33,1885.37,1799.63,727.18,689.62,396.54,374.67,157.19,155.75,286.56,281.34
295,Albany,NY,40960,6843.78,6985.88,3354.89,3454.44,2156.56,2166.32,711.62,738,268.85,280.28,176.55,174.81,173.34,171.28
296,Binghamton,NY,10551,5831.03,6316.27,2830.8,3087.44,1591.39,1729.01,852.07,915.74,230.11,249.49,123.23,132.24,210.45,210.15
297,Bronx,NY,13479,11056.7,7756.44,6945.9,4296.6,2704.72,2333.75,731.01,586.96,403.9,323.99,133.45,99.55,163.15,165.04
299,Buffalo,NY,22752,6511.88,6688.37,3382.75,3479.59,1810.28,1878.01,695.42,712.07,327.04,332.31,108.31,100.21,194.93,194.06
300,Elmira,NY,9542,6326.53,6948.3,3287.74,3735.44,1856.5,1944.32,740.33,798.45,196.83,213.52,57.05,67.15,199.22,197.28
301,East Long Island,NY,81532,10424.6,8396.6,5500,4164.23,3620.03,3141.59,632.45,520.39,394.32,325.65,110.64,82.91,179.4,177.1
303,Manhattan,NY,66914,11641.2,8449.11,6767.58,4334.39,3374.71,2895.88,726.89,584.67,500.42,402.76,102.35,73.74,186.38,191.09
304,Rochester,NY,16529,6516.99,6643.09,3403.87,3414.84,1634.22,1711.14,785.66,808.84,359.85,370.24,139.57,146.55,200.25,198.5
307,Syracuse,NY,25005,6340.11,6689.74,3164.02,3358.16,1964.13,2083.48,624.15,644.71,295.43,305.21,82.85,90.65,211.53,208.69
308,White Plains,NY,21933,9453.78,7822.75,4982.74,3941.17,3061.69,2704.07,773.52,635.34,369.97,301.37,127,105.06,153.11,151.68
325,Akron,OH,12980,7891.33,8229.93,4350.91,4628.54,1961.29,1998.33,871.32,892.94,293.36,301.87,192.44,185.13,220.97,219.52
326,Canton,OH,13788,7149.13,7744.9,3769.98,4253.85,1994.34,2049.03,820.6,852.76,224.33,234.16,140.35,154.23,199.04,197.03
327,Cincinnati,OH,29883,7541.78,7879.72,3810.4,4084.24,2144.15,2216.94,792.87,810.27,276.26,283.79,311.95,277.76,203.82,204.11
328,Cleveland,OH,45267,7837.24,8078.26,4116.49,4304.36,2036.49,2083.71,935.48,940.12,314.81,317.54,230.84,230.18,200.44,199.05
329,Columbus,OH,56673,7704.59,8032.06,4137.69,4373.51,1950.11,1997.46,870.64,893.39,309.47,319.15,206.53,216.91,231.38,232.03
330,Dayton,OH,24970,7365.09,7743.31,3813.79,4141.18,2065.27,2114.2,776.3,787.86,292.63,298.42,206.07,190.88,209.33,208.04
331,Elyria,OH,5641,8686.58,9141.31,4656.55,5077.04,2326.63,2364.09,947.93,949.17,305.91,307.95,236.25,230.86,212.8,210.36
332,Kettering,OH,8802,7601.84,7874.33,3776.82,4040.22,2265.06,2294.1,682.81,692.12,379.1,386.49,266.03,233.46,229.22,225.65
334,Toledo,OH,21398,7885.25,8065.36,4190.02,4323.08,2029.25,2064.45,973.4,993.1,250.33,256.71,227.93,213.72,213.45,212.26
335,Youngstown,OH,15786,8152.72,8634.48,4319.97,4662.8,2189.92,2253.96,991.01,1037.9,289.4,302.65,129.91,143.43,237.87,236.22
336,Lawton,OK,4696,7047.96,7948.02,3497.56,4068.36,1728.84,1846.34,726.49,800.76,488.55,545.51,335.45,415.68,278.71,280.19
339,Oklahoma City,OK,38736,7943.25,8784.85,3933.02,4476.96,1966.13,2077.71,680.22,728.78,609.09,656.55,502.48,592.33,269.88,271.91
340,Tulsa,OK,25811,7496.35,8237.69,3546.4,4001.67,1878.55,1973.16,671.93,717.35,608.66,660.59,554.69,639.56,244.65,249.41
341,Bend,OR,3861,5966.1,5905.88,2590.59,2502.46,1791.11,1843.12,697.74,681.7,332.41,327.56,342.43,334.87,216.74,222.22
342,Eugene,OR,12800,5719.55,5605.32,2835.19,2760.59,1639.59,1649.72,614.42,575.5,242.7,228.11,166.09,166.73,217.97,219.94
343,Medford,OR,10410,5950.39,5889.02,2837.86,2792.36,1706.77,1730.79,727.56,694.94,239.6,228.49,190.1,194.01,244.06,244.17
344,Portland,OR,27459,6136.3,5766.7,3036.98,2748.46,1556.32,1549.37,862.23,812.4,260.36,243.68,230.08,219.32,192,194.77
345,Salem,OR,3216,5332.01,5172.54,2522.43,2372.96,1544.78,1578.59,658.53,624.96,269.09,258.38,136.52,138.28,206.48,206.19
346,Allentown,PA,28119,7962.17,8010.89,4229.57,4244.61,2290.13,2318.48,795.86,795.19,304.81,309.93,146.02,146.41,196.15,194.53
347,Altoona,PA,6559,7238.8,7963.23,3687.99,4195.56,1714.05,1812.82,1071.84,1143.5,404.2,435.06,169.12,180.58,208.37,211.92
350,Danville,PA,12626,6642.34,7078.45,3540.74,3775.91,1641.2,1724.76,920.06,995.94,238.97,259.84,101.92,120.94,210.93,210.66
351,Erie,PA,18289,7039.38,7715.74,3626.13,4096.13,1824.77,1915.68,929.72,1006.45,323.67,346.86,113.99,128.6,231.4,231.22
352,Harrisburg,PA,24649,6970.02,7243.57,3660.34,3806.47,2019.11,2086.82,797.2,831.47,172.64,180.86,140.76,156.93,172.91,172.31
354,Johnstown,PA,3892,7921.12,8429.19,4180.61,4418.21,1874.8,1977.97,1024.9,1119.84,441.02,485.99,190.39,215.84,220.58,219.65
355,Lancaster,PA,14599,6592.75,6935.27,3264.98,3524.8,1953.66,2015.26,720.89,728.94,198.27,201.78,290.83,296.39,155.12,157.93
356,Philadelphia,PA,58162,9034.32,8405.67,4734.33,4363.94,2785.79,2624.84,738.5,690.9,388.48,365.29,215.49,193.39,184.01,182.89
357,Pittsburgh,PA,52413,8354.39,8969.86,4532.15,4950.81,2076.54,2172.18,881.21,935,455.09,484.06,172.9,186.73,236.26,234.67
358,Reading,PA,13493,7205.91,7558.7,3860.61,4127.29,2099.11,2145.42,713.96,734.66,258.75,265.89,114.6,121.47,162.27,163.94
359,Sayre,PA,5466,6070.63,6563.4,3265.9,3584.43,1487.18,1560.57,827.95,894.97,205.73,223.45,79.55,89.94,207.87,212.54
360,Scranton,PA,8888,7479.46,7885.33,3837.01,4099.8,2128.42,2191.17,751.86,803.55,379.41,411.9,169.28,166.99,217.32,216.43
362,Wilkes-Barre,PA,7428,7932.25,8629,4120.66,4645.35,2220.28,2287.01,713.16,766.63,511.74,557.02,147.12,145.85,225.43,231.5
363,York,PA,10551,6625.03,6671.19,3465.6,3399.67,1854.17,1919.43,745.51,768.35,214.02,223.12,165.18,179.61,175.51,174.38
364,Providence,RI,18043,8016.89,7409.28,4259.21,3831.82,2110.31,2055.91,879.33,812.26,441.51,410.5,176.09,151.13,153.23,155.05
365,Charleston,SC,21747,7334.27,7739.65,3505,3721.99,2181.8,2311.74,832.91,861.37,310.13,320.31,248.88,273.54,254.59,251.21
366,Columbia,SC,24058,6961.75,7479.97,3444.97,3730.35,2033.81,2181.67,692.28,735.47,285.8,304.56,268.6,295.88,246.58,243.68
367,Florence,SC,7799,7551.06,8120.85,4139.41,4483.58,1801.05,1940.55,754.29,802.52,287.93,305.53,230.58,261.87,319,317.66
368,Greenville,SC,19140,7186.48,7619.08,3773.94,4016,1985.03,2145.29,687.09,708.51,258.76,267.52,224.69,226.3,256.52,254.05
369,Spartanburg,SC,8488,6982.56,7401.68,3668.85,3905.17,1747.53,1880.22,646.89,666.37,324.36,332.89,324.62,349.97,273.79,271.69
370,Rapid City,SD,4919,5286.31,5778.7,2560.13,2872.75,1402.84,1506.71,853.93,905.83,161.7,172.56,65.28,73.7,236.31,241.07
371,Sioux Falls,SD,21985,5780.3,6296.86,3011.02,3315.94,1446.38,1583.66,952.16,1003.8,116.19,123.73,83.31,89.45,189.63,196.82
373,Chattanooga,TN,15307,7567.89,8162.62,3743.59,4100.71,2035.48,2251.05,679.34,713.71,463.63,491.55,375.62,335.47,284.74,282.27
374,Jackson,TN,8994,7429.3,8386.58,3882.25,4276.81,1887.02,2350.04,619.96,659.15,633.32,692.5,85.01,89.05,318.99,318.21
375,Johnson City,TN,5889,7483.37,8199.68,3913.12,4298.14,1853.65,2036.6,614.47,668.37,563.31,619.7,250.5,288.62,312.29,313.36
376,Kingsport,TN,10964,7072.36,7822.14,3529.94,4044.54,1735.67,1850.64,633.76,686.54,715.9,782.34,192.56,204.34,311.98,310.01
377,Knoxville,TN,28539,7271.5,8172.26,3624.01,4180.77,2006.33,2238.33,606.48,650.91,585.65,637.68,162.59,182.79,303.15,300.56
379,Memphis,TN,33963,7628.26,8359.28,3896.7,4262.16,2073.61,2312.08,625.15,669.03,446.76,481.88,300.48,352.93,281.72,282.59
380,Nashville,TN,47175,7576.75,8217.05,4019.57,4317.4,2001.25,2290.76,615.61,641,525.45,546.82,148.21,152.46,276.78,275.65
382,Abilene,TX,8284,7425.15,8389.4,3615.63,4339.76,1971.86,2058.13,794.63,890.93,544.81,571.22,233.15,267.98,272.11,271.61
383,Amarillo,TX,10018,7620.76,8286.22,3729.89,4028.1,2001.72,2284.51,803.72,854,463.93,485.83,352.85,361.22,276.14,278.31
385,Austin,TX,19698,7815.67,8124.55,3724.79,3990.79,2415.28,2428.82,723.42,736.28,469.83,478.99,257.59,271.35,223.61,219.77
386,Beaumont,TX,10316,8731.59,9402.43,4361.06,4845.39,2394.14,2473.33,700.12,748.72,784.83,828.66,194.66,209.5,293.64,292.77
388,Bryan,TX,3691,7314.69,7751.01,3433.97,3696.4,1913.41,1985.21,820.04,858.63,695.83,729.15,207.33,235.83,228.61,227.73
390,Corpus Christi,TX,9752,8824.25,9543.2,4094.79,4544.21,2502.51,2607.71,781.05,842.56,838.28,907.07,291.09,328.31,280.35,277.33
391,Dallas,TX,60681,8988.27,9279.02,4271.05,4535.71,2474.89,2490.63,696.7,699.66,930.5,936.85,334.85,341.21,288.06,283.75
393,El Paso,TX,18756,6385.01,6693.18,3187.66,3338.42,1750.71,1833.43,573.46,602.96,425.79,445.07,188.89,215.93,237.29,238.39
394,Fort Worth,TX,26486,8593.76,8982.92,4114.71,4467.26,2353.9,2361.45,705.2,725.39,714.85,726.93,425.98,430.93,299.55,295.17
396,Harlingen,TX,9122,9772.41,9611.5,4438.37,4069.75,2675.8,2781.93,813,815.85,1244.37,1288.55,147.98,159.2,273.86,273.04
397,Houston,TX,77230,9071.52,9204.92,4514.54,4659.51,2465.78,2442.75,813.59,829.37,763.41,769.05,270.22,262.38,240.76,237.76
399,Longview,TX,4907,7787.72,8536.91,3699.6,4235.68,2085.48,2222.48,665.19,692.63,776.68,808.81,248.34,268.59,313.96,311.2
400,Lubbock,TX,15085,8499.38,9366.1,3996.53,4458.68,2036.31,2189.3,947.86,1035.83,661.97,726.22,552.21,657.14,315.82,315.61
402,McAllen,TX,8592,11252.5,11664.7,4804.7,4744.46,3151.95,3288.09,702.15,766.42,1922.49,2100.92,45.98,54.87,284.84,284.67
406,Odessa,TX,6876,7547.69,7938.05,3567.36,3734.29,1835.24,1967.81,717.59,747.99,629.12,652.56,603.72,644.13,236.3,235.02
411,San Angelo,TX,4082,7228.05,8050.74,3547.08,4079.57,1783.89,1914.97,730.33,788.62,485.51,517.57,428.89,501.52,254.11,252.69
412,San Antonio,TX,38334,7800.37,8273.05,3652.89,3918.82,2331.42,2423.8,702.06,754.63,579.88,619.19,301.3,321.25,220.55,221.58
413,Temple,TX,4772,6758.58,7156.09,3206.42,3414.83,1436.02,1522.57,1058.21,1099.37,447.67,470.63,423.82,466.57,196.42,195.6
416,Tyler,TX,14865,8205.02,8774.84,3886.66,4285.17,2270.42,2394.9,814.68,852.36,671.78,692.81,253.52,245.48,311.52,307.54
417,Victoria,TX,4029,8311.32,9146.84,4017.8,4588.6,2073.53,2126.49,1043.88,1145.01,632.79,692.06,299.99,357.75,243.83,242.06
418,Waco,TX,7242,6892.41,7545.27,3333.3,3787.83,1700.96,1774.7,894,961.22,472.88,499.81,223.96,253.94,258.85,256.68
420,Wichita Falls,TX,5717,8349.55,9247.03,4135.57,4751.37,2125.61,2258.61,881.13,964.09,775.51,844.77,183.36,183.37,264.87,264.94
999,United States,US,5409662,7730.76,7730.76,3915.3,3915.3,2209.11,2209.11,766.79,766.79,393.02,393.02,219.3,219.3,227.24,227.24
421,Ogden,UT,6079,6301.16,6559.66,2701.57,2904.3,1757.97,1789.88,591.05,585.85,354.96,352.1,654.29,692.59,272.32,273.54
422,Provo,UT,5654,7283.98,7508.57,3154.27,3340.66,1801.64,1833.8,572.43,567.72,995.83,990.36,546.43,570.15,276.11,275.85
423,Salt Lake City,UT,28406,6196.43,6407.53,2890.34,3013.88,1553.74,1617.35,700.76,706.51,451.53,451.77,330.03,345.32,290.16,294.94
426,Arlington,VA,23964,6628.38,6385.7,3090.19,3017.76,2238.57,2141.91,615.08,580.44,302.95,286.68,237.53,214.71,140.74,140.61
427,Charlottesville,VA,13289,6314.31,6451.99,3356.35,3344.2,1518.09,1628.28,862.3,880.66,216.05,220.48,166.39,182.09,192.33,192.52
428,Lynchburg,VA,6462,5876.62,6387.33,3051.48,3457.55,1743.1,1810.44,553.61,569.46,201.52,210.13,116.02,130.49,210.13,208.94
429,Newport News,VA,11501,5621.09,6179.78,2603.81,3001.03,1950.16,2044.58,565.2,601.68,229.84,246.56,94.7,107.7,184.24,182.67
430,Norfolk,VA,23603,6693.42,7433.84,3219.87,3727.23,2073.8,2214.4,720.42,770.8,307.42,329.98,139.16,158.85,235.13,233.14
431,Richmond,VA,33478,6205.59,6686.79,3186.73,3522.08,1801.98,1927.59,589.37,599.97,271.62,277.71,157.37,164.5,201.39,200.41
432,Roanoke,VA,19056,6417.35,7099.93,3421.19,3891.34,1760.9,1882.82,589.04,630.81,290.01,313.61,127.93,149.7,228.39,231.31
435,Winchester,VA,9294,6465.58,6578.74,3612.73,3588.92,1504.25,1599.19,750.64,773.8,230.57,236.88,193.24,200.52,181.17,181.61
424,Burlington,VT,14786,6466.02,6415.62,3341.11,3187.84,1505.88,1562.92,934.58,961.77,409.66,422.46,114.78,121.43,178,176.26
437,Everett,WA,9136,6567.42,6236.28,3319.95,3097.05,1836.89,1810.44,737.72,681.03,263.19,239.52,209.58,203.38,195.58,197.97
438,Olympia,WA,6627,6518.14,6193.3,3246.4,2995.98,1909.04,1888.95,709.43,668.24,293.23,278.19,179.59,178.32,176.69,179.38
439,Seattle,WA,41094,6544.15,6146.74,3304.38,3073.25,1940.06,1865.58,700.63,639.96,258.88,238.4,170.32,157.48,166.41,168.22
440,Spokane,WA,31754,6328.35,6274.53,3121.63,3017.93,1845.33,1924.98,801.79,774.69,215.6,208.01,107.12,105.93,233.43,238.26
441,Tacoma,WA,11457,6550.27,6238.51,3316.67,3108.97,2040.49,2008.26,587.73,541.91,206.08,191.13,207.68,190.93,182.12,186.53
442,Yakima,WA,5485,6256.3,5890.75,3074.27,2781.99,1707.33,1679.63,905.87,866.57,175.18,168.87,193.95,190.26,200.54,203.92
446,Appleton,WI,6552,5503.04,5755.07,2683.61,2831.01,1525.68,1587.71,864.73,887.14,113.74,118.04,168.1,180.42,146.07,148.95
447,Green Bay,WI,12366,5747.84,6208.29,2960.65,3308.19,1519.76,1599.43,756.44,770.46,188.79,194.37,156.61,165.16,167.16,169.21
448,La Crosse,WI,7446,5534.79,5654.53,3013.72,2999.07,1314.76,1408.72,867.35,892.77,106.05,110.54,95.1,99.18,150.57,155.3
449,Madison,WI,21337,5983.92,6040.58,3273.5,3258.19,1398.96,1465.67,788.28,786.91,207.08,206.31,160.61,161.91,159.71,162.55
450,Marshfield,WI,9366,6233.59,6475.04,3365.74,3502.2,1593.86,1665.61,821.95,836,130.1,132.38,137.55,146.64,183.92,187.97
451,Milwaukee,WI,52128,6971.41,7092.58,3754.85,3854.12,1851.5,1887.69,785.33,777.63,200.47,197.32,208.03,201.52,169.54,171.2
452,Neenah,WI,5216,5698.72,6136.01,2792.69,3127.6,1596.5,1655.66,883.24,911.18,123.69,127.75,144.8,152.93,158.03,160.26
456,Wausau,WI,5037,6287.8,6558.75,3392.95,3578,1654.27,1729.99,724.7,729.68,155.34,157.67,187.83,185.3,166.91,168.88
443,Charleston,WV,22908,6957.45,7626.54,3734.76,4193.69,1787.32,1899.49,773.23,836.87,255.7,280.04,110.03,117.3,293.05,295.89
444,Huntington,WV,9681,7900.9,8298.08,4423.83,4618.79,1917.39,2097.41,740.61,749.56,359.3,368.89,178.3,166.78,296.91,302.98
445,Morgantown,WV,9763,7101.26,7672.27,3787.97,4097.51,1641.86,1730.25,869.14,955.56,242.78,267.8,297.63,361.34,270.93,270.52
457,Casper,WY,4891,5872.3,6101.22,2962.67,3072.86,1411.17,1480.23,912.49,942.9,148.64,154.8,99.42,104.2,322.95,330.7
