County ID,County name,Medicare enrollees (20% sample) (2005),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2005)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2005)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2005)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2005)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2005)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2005)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2005)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2005)"
2016,AK-Aleutians West Census Area,14,20156.21,14064.65,,,,,,,,,,,,
2020,AK-Anchorage Municipality,2991,6770.16,5284.15,3172.88,2543.5,2414.82,1694.48,591.75,518.88,275.53,242.99,133.57,119.73,156.2,151.29
2050,AK-Bethel Census Area,144,5523.07,3997.93,2307.5,1527.22,2125.61,1481.93,945.42,811.31,,,,,75.72,75.7
2060,AK-Bristol Bay Borough,16,4247.58,3418.06,,,1432.93,1044.2,581.84,497.02,,,,,,
2068,AK-Denali Borough,16,3313.7,2659.23,,,1580.98,1160.81,351.79,312.49,,,,,,
2070,AK-Dillingham Census Area,46,6533.27,4576.32,,,1533.72,1000.87,1197.91,1029.27,,,,,,
2090,AK-Fairbanks North Star Borough,906,6676.44,5327.36,3137.56,2506.8,2321.47,1733.16,793.71,702.91,159.18,141.87,,,190.82,185.15
2100,AK-Haines Borough,52,7092.47,5723.15,2999.22,2374.31,1526.56,1074.51,1887.91,1657.31,,,,,261.07,250.06
2110,AK-Juneau City and Borough,376,5868.76,4732.61,2768.4,2184.77,1726.92,1275,1000.05,884.52,174.79,159.22,,,107.43,140.51
2122,AK-Kenai Peninsula Borough,791,7579.01,5729.98,4048.03,2932.31,1887.65,1340.24,976.5,854.49,358.27,318.12,,,240.27,234.84
2130,AK-Ketchikan Gateway Borough,206,6368.43,5452.92,3155.15,2805.95,1777.81,1359.48,934.26,825.21,175.55,156.59,,,273.55,253.16
2150,AK-Kodiak Island Borough,110,8645.81,6567.42,4674.04,3350.56,2709.88,2123.8,1115.2,986.8,,,,,71.97,68.21
2170,AK-Matanuska-Susitna Borough,875,7819.21,6060.25,3805.83,3005.54,2577.67,1773.65,732.58,647.6,192.19,169.54,239.05,222.88,222.61,222.47
2180,AK-Nome Census Area,86,9337.99,5625.91,5511.07,2656.65,1114.53,695.84,1638.59,1408.7,,,,,123.56,127.89
2185,AK-North Slope Borough,53,5886.22,4124.78,,,1585.65,1066.66,706.22,601.83,,,,,,
2188,AK-Northwest Arctic Borough,63,4925.89,3738.23,,,2860.68,2024.8,712.14,609.49,,,,,,
2201,AK-Prince of Wales-Outer Ketchikan Census Area,75,5781.38,4606.19,,,1609.65,1153.44,871.12,762.26,,,,,121.02,119.49
2220,AK-Sitka City and Borough,138,8439.74,6652.67,5019.37,3803.27,1497.9,1143.81,1496.81,1312.78,,,,,136.01,137.88
2232,AK-Skagway-Hoonah-Angoon Census Area,50,6551.07,5242.32,,,1822.75,1276.37,598.07,540.82,,,,,,
2240,AK-Southeast Fairbanks Census Area,120,7305.33,5460.15,4110.7,3048.73,2503.57,1804.36,435.29,382.19,,,,,173.18,158.86
2261,AK-Valdez-Cordova Census Area,125,7960.26,5499.99,4723.66,2986.01,1626.05,1108.33,1105.97,958.72,,,,,200.24,200.41
2270,AK-Wade Hampton Census Area,71,6990.75,4604.31,3708.03,2135.16,1875.78,1249.59,1073.01,920.4,,,,,123.27,127.32
2280,AK-Wrangell-Petersburg Census Area,122,8103.94,6625.37,4363.57,3416.35,1391.16,1122.91,1887.8,1665.8,,,,,127.28,130.37
2290,AK-Yukon-Koyukuk Census Area,77,8498.45,6357.8,3508.57,2346.93,4908.27,3957.19,398.41,342.95,,,,,41.91,39.37
1001,AL-Autauga County,916,8733.96,9742.21,4185.38,4864.01,2921.86,3083.82,477.18,530.08,454.76,508.86,384.88,462.39,322.83,315.74
1003,AL-Baldwin County,4322,6939.79,8044.34,3023.41,3804.67,2145.36,2314.42,666.74,732.33,388.99,433.04,499.5,557.52,235.42,234.51
1005,AL-Barbour County,616,6923.82,8199.17,3071.82,3908.63,1851.1,1995.51,661.38,718.18,419.18,468.05,751.83,944.74,214.6,213.15
1007,AL-Bibb County,386,7896.1,8891.75,3688.7,4280.58,1930.63,2071.02,697.21,746.97,671.93,748.26,710.03,869.2,273.52,276.97
1009,AL-Blount County,785,8736.34,9515.35,4506.91,5013.49,1899.75,2039.28,648.67,679.91,575.57,601.37,815.14,902.04,351.38,347.82
1011,AL-Bullock County,262,7223,8366.16,3684.44,4462.9,2053.75,2156.61,425.53,483.9,386.83,442.75,462.09,560.59,176.11,177.31
1013,AL-Butler County,671,8535.85,9807.59,4350.06,5148.47,1962.68,2066.17,555.73,635.18,647.38,746.76,632.59,802.74,346.74,353.25
1015,AL-Calhoun County,3029,8518.71,9682.33,4489.05,5309.27,2299.31,2472.57,644.56,706.35,474.76,525.73,345.74,420.36,285.99,278.92
1017,AL-Chambers County,1128,7302.82,8456.5,3964.5,4748.57,1786.44,1954.48,692.3,773.06,310.49,352.14,318.23,358.26,224.84,263.06
1019,AL-Cherokee County,598,6622.86,7530.45,3156.19,3780.15,1865.81,1983.21,654.07,727.13,413.58,469.41,,,306.28,302.12
1021,AL-Chilton County,690,8660.82,9734.31,4273.25,5024.14,2388.09,2568.53,680.06,704.23,597.41,629.3,435.37,535.99,309.94,303.99
1023,AL-Choctaw County,455,7171.93,8532.25,3095.46,3864.37,1519.71,1664.52,583.27,660.78,362.23,415.52,1360.91,1684.09,318.15,316.62
1025,AL-Clarke County,750,7759.52,9211.12,3315.44,4195.99,1841.45,1922.61,683.16,774.81,333.32,376.82,1345.85,1680.93,267.64,265.76
1027,AL-Clay County,512,7813.27,9117.92,4105.39,5013.19,1836.13,1965.48,784.27,886.05,412.52,477.32,382.62,465.23,299.04,323.22
1029,AL-Cleburne County,339,8870.1,9877.92,4466.56,5118.41,1904.82,2009,841.43,885.04,703.92,780.31,654.53,830.92,400.31,391.39
1031,AL-Coffee County,1234,6975.27,8195.22,3255.75,4029.63,1849.69,2001.46,558.92,627.55,386.6,437.46,724.72,910.87,231.03,230.25
1033,AL-Colbert County,1653,8082.6,9352.26,3569.68,4426.2,2157.23,2335.74,555.65,596.87,629.36,688.11,895.43,1038.37,327.47,328.61
1035,AL-Conecuh County,265,7706.57,9221.26,3831.33,4977.96,1827.47,1930.31,762.49,867.06,652.05,751.29,,,398.53,384.14
1037,AL-Coosa County,119,8738.61,10204.95,4162.3,5023.48,1911.7,2087.04,678.2,771.22,526.48,598.38,,,322.99,322.79
1039,AL-Covington County,1201,7320.61,8638.11,3555,4449.75,1983.99,2121.29,466.94,528.24,536.14,618.96,535.21,676.61,253.53,260.02
1041,AL-Crenshaw County,492,7106.02,8084.32,3670.37,4255.39,1764.01,1888.15,360.48,410.9,445.01,513.57,602.23,751.79,256.34,253.68
1043,AL-Cullman County,1968,8328.8,9338.56,4252.82,4845.94,2055.71,2195.14,724.41,820.67,373.85,409.5,671.72,836.98,290.16,285.83
