HRR Number,HRR Name,Medicare enrollees (2012),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2012),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2012)
10,AK-Anchorage,59643,4.57271164632849,4.62591579654282
1,AL-Birmingham,320597,5.38738399880432,5.50713037222401
2,AL-Dothan,57412,5.22949579365702,5.38841033308758
5,AL-Huntsville,88302,5.04621569195325,5.16240701530599
6,AL-Mobile,116739,5.17360724923716,5.37072365684656
7,AL-Montgomery,59852,5.08192736321775,5.19641994980425
9,AL-Tuscaloosa,32805,5.35435815487109,5.43800300802807
16,AR-Fort Smith,55055,5.52800898590586,5.7056190820817
18,AR-Jonesboro,34594,5.82154513699717,5.92324879282373
19,AR-Little Rock,230354,5.19433334314133,5.32956809974511
21,AR-Springdale,66971,4.75950348102022,4.8927427996007
22,AR-Texarkana,38678,5.6654471658366,5.83268472765347
11,AZ-Mesa,152100,4.1975050625963,4.17515233945555
12,AZ-Phoenix,404896,4.40923378656394,4.35322046232827
14,AZ-Sun City,85107,3.77991666151112,3.74788203951117
15,AZ-Tucson,188176,4.29556530197536,4.24878186799076
65,CA-Alameda County,176007,3.62101467851619,3.79993277355019
25,CA-Bakersfield,106288,4.61108172861957,4.72592021349063
31,CA-Chico,47714,4.44910965085995,4.51312181992732
33,CA-Contra Costa County,132373,3.8217068062293,3.93546636630366
43,CA-Fresno,125703,4.16202549553831,4.33128821666113
56,CA-Los Angeles,1076029,3.57661185523495,3.68922253559056
58,CA-Modesto,104279,4.3647114024852,4.58001117836912
62,CA-Napa,45461,4.41513818312664,4.64385855092673
23,CA-Orange County,391184,3.74462519658436,3.8338729296258
69,CA-Palm Springs/Rancho Mirage,69428,3.93896202997808,3.98941927665004
73,CA-Redding,56455,4.69782442213996,4.81711343611593
77,CA-Sacramento,338216,4.06662269048768,4.26436245894348
78,CA-Salinas,43788,3.63089077800201,3.67889217499736
79,CA-San Bernardino,306781,4.40719841675189,4.66268802526248
80,CA-San Diego,427032,3.79613415775332,3.96298996535127
81,CA-San Francisco,199215,3.49935334654384,3.67234014302691
82,CA-San Jose,197503,3.32234235352174,3.29717272886948
83,CA-San Luis Obispo,39198,3.76897092293823,3.88490605998496
85,CA-San Mateo County,109334,3.40055415001257,3.40474278873777
86,CA-Santa Barbara,58748,3.60175392150934,3.69038056907361
87,CA-Santa Cruz,32458,3.88569818949067,3.91949241815907
89,CA-Santa Rosa,72334,4.01337453686724,4.38901700587977
91,CA-Stockton,62617,4.40786507191749,4.65059657095053
96,CA-Ventura,107459,3.66702130858525,3.81444980901309
101,CO-Boulder,34391,3.80410214031015,4.0168703780659
102,CO-Colorado Springs,100920,4.19128148859535,4.3250712772586
103,CO-Denver,312135,4.12804322253448,4.25637835973372
104,CO-Fort Collins,39807,3.91203501925373,4.02791768093708
105,CO-Grand Junction,47724,4.09435956269215,4.10840853751262
106,CO-Greeley,46377,4.24132160592049,4.47497314114137
107,CO-Pueblo,27539,4.51648539421398,4.74645772868228
109,CT-Bridgeport,91529,3.69691602471441,3.78629831619454
110,CT-Hartford,218058,4.16075856675797,4.42031345312759
111,CT-New Haven,212537,4.14132293018185,4.41298687805096
113,DC-Washington,313696,3.99714443284267,3.99357465627346
112,DE-Wilmington,102637,4.44011364832807,4.48549426279404
115,FL-Bradenton,64367,3.89628221014724,4.12662722349218
116,FL-Clearwater,102540,4.28719284356065,4.66356018572167
118,FL-Fort Lauderdale,471990,3.7994633819917,4.01054605805428
119,FL-Fort Myers,250845,3.71462904858163,3.9345388500861
120,FL-Gainesville,80559,4.90354274562119,5.09049322821691
122,FL-Hudson,95490,4.76714758541196,5.29611078150505
123,FL-Jacksonville,209453,4.70918850652347,4.91295583497001
124,FL-Lakeland,57293,4.85589517769548,5.25232933883125
127,FL-Miami,430169,3.82167230365065,4.77309898094835
129,FL-Ocala,156336,4.16619572291185,4.54078176606295
130,FL-Orlando,561966,4.20905845921474,4.58381174508081
131,FL-Ormond Beach,89411,4.4423837728965,4.72164906132403
133,FL-Panama City,32851,4.94769963608257,5.11039664633511
134,FL-Pensacola,116116,4.74707372344562,4.92264304824812
137,FL-Sarasota,108108,3.56616860945608,3.73626584336267
139,FL-St. Petersburg,71589,4.60936749777383,4.99969890095893
140,FL-Tallahassee,100243,5.0346084451586,5.39647136046705
141,FL-Tampa,172306,4.42282117120846,4.89490986389713
142,GA-Albany,26848,5.12227265207392,5.37987704806172
144,GA-Atlanta,647011,4.58821338025857,4.75858874551309
145,GA-Augusta,89417,4.90348455809505,5.0099761194006
146,GA-Columbus,40548,5.0413221438026,5.2238843387647
147,GA-Macon,93886,5.18219582095552,5.17144454896594
148,GA-Rome,40502,5.73396653725349,5.76555071233726
149,GA-Savannah,112626,4.70718393722433,4.84256573851879
150,HI-Honolulu,195812,3.58662980837192,3.70146092321618
