HSA Number,HSA Name,Medicare enrollees (2012),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2012),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2012)
2001,AK-Anchorage,23740,4.2923733249191,4.34312768288514
2016,AK-Barrow,467,,
2017,AK-Bethel,1309,6.36167387317618,6.45712292932173
2002,AK-Cordova,243,,
2018,AK-Dillingham,376,,
2003,AK-Fairbanks,8271,4.98990242052129,5.05540217607805
2004,AK-Homer,1717,3.8128157114404,3.82299487318897
2005,AK-Juneau,3850,4.81171256114079,4.83395737384576
2006,AK-Ketchikan,2140,5.29252249865832,5.31771050278942
2007,AK-Kodiak,1019,5.58244477231686,5.58867721414694
2019,AK-Kotzebue,426,,
2008,AK-Nome,465,,
2009,AK-Palmer,8338,4.85381986574683,4.91954626417972
2010,AK-Petersburg,488,,
2011,AK-Seward,424,,
2012,AK-Sitka,1049,5.10870185098398,5.20709515555265
2013,AK-Soldotna,4679,3.79022776338605,3.82689266825397
2014,AK-Valdez,276,,
2015,AK-Wrangell,366,,
1001,AL-Alabaster,13150,5.85682162460445,5.75258899938135
1002,AL-Alexander City,3738,5.91995843795868,6.12989107109433
1003,AL-Andalusia,4475,5.84910996322955,5.9779182968441
1004,AL-Anniston,15337,5.52647448093237,5.65950430132624
1006,AL-Ashland,1996,5.81171871432816,6.06081174682755
1007,AL-Athens,8973,5.48192354305621,5.64953650079719
1008,AL-Atmore,2454,5.78426542945713,5.93259821988938
1010,AL-Bessemer,13979,5.76063390036478,5.67821384470509
1011,AL-Birmingham,109155,4.86692059027717,4.91337337760965
1012,AL-Boaz,9547,5.53781936441752,5.69055879545017
1013,AL-Brewton,3710,5.69163935092515,5.83917355786719
1014,AL-Bridgeport,1335,6.49505829965196,6.35826027713146
1016,AL-Camden,1061,3.9109832041672,4.06597129542014
1017,AL-Carrollton,2311,5.05142217867518,5.01651253144849
1018,AL-Centre,3905,6.01231428616352,5.92383860712185
1019,AL-Centreville,1422,6.6819879916199,7.55299560589034
1022,AL-Cullman,13514,5.84818593763896,6.002606584553
1023,AL-Dadeville,1688,5.89904319975613,6.2886987219367
1024,AL-Decatur,12403,5.27887613033313,5.38810277067254
1025,AL-Demopolis,2650,4.79018551874641,4.85459095340671
1026,AL-Dothan,27926,5.06241673186716,5.23648830832009
1027,AL-Elba,1609,4.93470293233579,4.92360234250433
1028,AL-Enterprise,5356,5.46951208832787,5.5347900284227
1029,AL-Eufaula,2534,6.14212536248748,6.23974225268178
1031,AL-Evergreen,1341,4.88568283450235,4.7037351578601
1032,AL-Fairhope,6744,4.06325834818389,4.27878473693922
1033,AL-Fayette,2352,5.95120247178643,6.34823959832124
1035,AL-Florala,725,5.94017536499975,5.79912360822928
1036,AL-Florence,16092,5.36062977028444,5.50933115467272
1037,AL-Foley,11545,4.37041053027915,4.69263847800631
1038,AL-Fort Payne,7088,5.7050622660376,5.74264214643008
1039,AL-Gadsden,16202,5.90760205595117,5.95674550905979
1040,AL-Geneva,2613,7.35187217844502,7.40026923035798
1044,AL-Greenville,3371,5.69763117703894,5.8249852330525
1045,AL-Grove Hill,1134,4.39687924244542,4.66105442574268
1046,AL-Guntersville,6248,5.56974895405535,5.73068923084374
1047,AL-Haleyville,3198,5.67617409041831,5.71758103249891
1048,AL-Hamilton,2263,5.17501749787441,5.1796162880021
1049,AL-Hartselle,4745,5.07921750410853,5.1295524228149
1051,AL-Huntsville,49466,4.66635908401117,4.74671274130037
1053,AL-Jacksonville,4583,6.1871856882557,6.34857649288463
1054,AL-Jasper,10612,6.18765604939358,5.95838583416085
1056,AL-Luverne,1588,5.05260234568312,4.99151487673523
1057,AL-Mobile,70284,5.24404115502137,5.32020225565509
1058,AL-Monroeville,3655,5.6900581933024,5.77572584875835
1059,AL-Montgomery,40335,4.84620731738593,4.93433739961624
1060,AL-Moulton,4064,5.98863817738174,6.22612530674671
1061,AL-Muscle Shoals/Sheffield,9204,5.70643738605386,5.69706976552699
1063,AL-Oneonta,3793,6.29522449289568,6.0117093728228
1064,AL-Opelika,15765,5.04095860601895,5.24003362710345
1065,AL-Opp,2388,5.4630118103559,5.63262435408542
1066,AL-Ozark,4093,4.83315704888672,4.93348325195602
1068,AL-Phenix City,8259,5.1019399478233,5.25464155885725
1070,AL-Prattville,5628,6.22115772978367,5.99873371465572
1071,AL-Red Bay,1094,7.13002881800552,7.35983797328129
1072,AL-Roanoke,2079,5.4380139917297,5.5900829758759
1073,AL-Russellville,4207,6.40035354731649,6.58989581566816
1074,AL-Scottsboro,5866,5.97454778860739,6.16771665824342
1075,AL-Selma,8988,5.58940746747851,5.78184414377996
1077,AL-Sylacauga,5342,6.05020967456091,6.23602175349916
1078,AL-Talladega,5231,5.65234885549498,5.97471753149086
1079,AL-Tallassee,1867,6.16924825718381,6.77660380358111
1080,AL-Thomasville,2422,4.84720442320343,5.40332462826154
1081,AL-Troy,4438,5.31572485599748,5.74904105301193
1082,AL-Tuscaloosa,25132,5.24343016006208,5.31662105761638
1083,AL-Union Springs,1284,4.39111681138155,4.88700456086769
1084,AL-Valley,5297,5.17747796182802,5.30966265891855
1085,AL-Vernon,1588,5.66772934324511,5.41432654142864
1086,AL-Wedowee,1546,4.71909140586984,4.37700466269381
1088,AL-Winfield,2852,5.75502445079938,5.8441398733433
4001,AR-Arkadelphia,3320,5.37816839433208,5.50881776046088
4002,AR-Ashdown,1618,6.21674195568567,6.57128226227842
4003,AR-Batesville,7990,5.37240513766253,5.57539268693144
4004,AR-Benton,10036,5.73336599701977,5.88136994737011
4005,AR-Bentonville,12141,4.10789039587856,4.30210088985863
4006,AR-Berryville,2780,5.21789784906311,5.44894003548877
4007,AR-Blytheville,3516,5.83405578687698,6.08690783032363
4008,AR-Booneville,1412,4.30533845386974,4.74651689837238
4010,AR-Calico Rock,1865,5.87154279601016,6.14441412610363
4011,AR-Camden,4193,5.76270897091529,6.48742096081239
4012,AR-Cherokee Village,3332,5.0848243440451,5.35703318486859
4013,AR-Clarksville,3507,5.42831848233134,5.49089197853788
4015,AR-Conway,11598,4.87415487781888,4.95378521423828
4017,AR-Crossett,3201,5.17744315256937,5.22217904478007
4018,AR-Danville,1825,6.07599670735164,6.33381096423709
4019,AR-Dardanelle,1793,6.54381768934703,6.68756246651151
4020,AR-De Queen,2502,5.2211965124571,5.39352275949934
4021,AR-De Witt,1130,6.85608046798127,6.91333486560332
4023,AR-Dumas,1330,5.84049330398485,5.77723507553112
4024,AR-El Dorado,7319,5.32945262506165,5.48052484893874
4025,AR-Eureka Springs,2423,4.91893142511002,5.19087284199094
4026,AR-Fayetteville,13663,4.57899823292954,4.50315913843043
4027,AR-Fordyce,1342,6.24615044628195,6.75266276972792
4028,AR-Forrest City,4312,5.61678508120854,5.74677275629713
4029,AR-Fort Smith,34553,5.56448436309299,5.77257396752975
4030,AR-Gravette,1933,4.54925157762631,5.00067244641789
4031,AR-Harrison,9826,4.69033870081511,4.66522665338065
4032,AR-Heber Springs,3321,4.93000301425495,5.03430748784486
4033,AR-Helena,3146,5.4669764471949,5.60318896073249
4034,AR-Hope,3247,5.20896906776158,5.28841361245301
4035,AR-Hot Springs,28288,4.61325539881851,4.77028466745421
4038,AR-Jacksonville,9566,5.75797269433909,5.9499120998321
4039,AR-Jonesboro,20275,5.694869183489,5.75230869228059
4040,AR-Lake Village,1829,5.24927219162561,5.06378180698211
4041,AR-Little Rock,46083,5.08969641460197,5.16220770554026
