year,event,strat,geoid,geolab,denom,observed_benes,observed,predicted,obspred_ratio,crude,adj,se,l95,u95,popunit,geotype,suppr_limit,precision_limit
2004,STRAB,ALL,10,AK- ANCHORAGE,15662,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,1,AL- BIRMINGHAM,100642,13,51,38.5486824897211,1.3230024142485,0.50674668627412,0.532408224472926,0.0676936059705793,0.404512634594843,0.700740825488242,1000,hrr,11,26
2004,STRAB,ALL,2,AL- DOTHAN,20197,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,5,AL- HUNTSVILLE,27352,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,6,AL- MOBILE,34327,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,7,AL- MONTGOMERY,19738,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,9,AL- TUSCALOOSA,11767,0,0,4.1680717456547,0,0,-0.000000000399830099572631,-0.0000056210896820442,0,-99999,1000,hrr,11,26
2004,STRAB,ALL,16,AR- FORT SMITH,18693,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,18,AR- JONESBORO,12477,0,0,5.17030376988521,0,0,-0.00000000034103065465163,-0.00000468540141843923,0,-99999,1000,hrr,11,26
2004,STRAB,ALL,19,AR- LITTLE ROCK,80804,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,21,AR- SPRINGDALE,20913,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,22,AR- TEXARKANA,13839,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,11,AZ- MESA,26717,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,12,AZ- PHOENIX,88779,25,82,37.2549580651753,2.20104931688679,0.923641852239831,0.891304109171971,0.0895917916884471,0.71730043319599,1.10751782413852,1000,hrr,11,26
2004,STRAB,ALL,14,AZ- SUN CITY,19093,12,29,7.75193748458983,3.7410002412493,1.51888126538522,1.51317756307204,0.255140367712965,1.05115239241051,2.1782820016552,1000,hrr,11,26
2004,STRAB,ALL,15,AZ- TUCSON,39583,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,65,CA- ALAMEDA CO.,29684,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,25,CA- BAKERSFIELD,26042,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,31,CA- CHICO,17196,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,33,CA- CONTRA COSTA CO.,20942,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,43,CA- FRESNO,31365,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,56,CA- LOS ANGELES,211547,30,76,82.8020957508529,0.917851164403857,0.35925822630432,0.370161025874428,0.038579893903365,0.295520274522451,0.463654093776904,1000,hrr,11,26
2004,STRAB,ALL,58,CA- MODESTO,25079,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,62,CA- NAPA,12302,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,23,CA- ORANGE CO.,67451,13,35,27.9987999003621,1.25005357817309,0.518895197995582,0.505860916757505,0.0776672098557975,0.36304093391323,0.704866154745802,1000,hrr,11,26
2004,STRAB,ALL,69,CA- PALM SPR/RANCHO MIR.,14791,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,73,CA- REDDING,18977,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,77,CA- SACRAMENTO,62411,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,78,CA- SALINAS,14413,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,79,CA- SAN BERNARDINO,43537,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,80,CA- SAN DIEGO,76903,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,81,CA- SAN FRANCISCO,39284,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,82,CA- SAN JOSE,35490,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,83,CA- SAN LUIS OBISPO,11630,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,85,CA- SAN MATEO CO.,20979,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,86,CA- SANTA BARBARA,15882,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,87,CA- SANTA CRUZ,8140,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,89,CA- SANTA ROSA,14643,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,91,CA- STOCKTON,15818,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,96,CA- VENTURA,23309,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,101,CO- BOULDER,6361,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,102,CO- COLORADO SPRINGS,26193,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,103,CO- DENVER,53902,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,104,CO- FORT COLLINS,11315,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,105,CO- GRAND JUNCTION,10373,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,106,CO- GREELEY,12468,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,107,CO- PUEBLO,7207,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,109,CT- BRIDGEPORT,28600,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,110,CT- HARTFORD,74492,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,111,CT- NEW HAVEN,67014,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,113,DC- WASHINGTON,89745,12,35,31.0085929807231,1.12871938503492,0.389993871524876,0.451383646878657,0.0692625645552984,0.324007059354388,0.628835671282779,1000,hrr,11,26
2004,STRAB,ALL,112,DE- WILMINGTON,33552,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,115,FL- BRADENTON,19171,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,116,FL- CLEARWATER,29855,13,60,11.8758448907297,5.05227211638946,2.00971361580975,2.04129176653457,0.239496343922068,1.58419115523125,2.63028363866453,1000,hrr,11,26
2004,STRAB,ALL,118,FL- FORT LAUDERDALE,120307,20,73,46.8981781683332,1.55656366304846,0.606780985312575,0.628288832138725,0.0668240725627893,0.499290384086526,0.790615780258718,1000,hrr,11,26
2004,STRAB,ALL,119,FL- FORT MYERS,76731,13,27,31.7937099456485,0.849224580778923,0.351878640966493,0.34362401935207,0.0600473072605206,0.235560495282805,0.501261752459438,1000,hrr,11,26
2004,STRAB,ALL,120,FL- GAINESVILLE,25706,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,122,FL- HUDSON,27036,13,69,11.0991853393278,6.21667247554756,2.55215268530848,2.51437995604514,0.275271475085269,1.9847095670206,3.18540640324123,1000,hrr,11,26
2004,STRAB,ALL,123,FL- JACKSONVILLE,59750,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,124,FL- LAKELAND,17674,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,127,FL- MIAMI,70906,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,129,FL- OCALA,45734,16,81,19.1256130762632,4.23515835424534,1.77111120829142,1.71370252640144,0.173280096084418,1.37736988312437,2.13216245322062,1000,hrr,11,26
2004,STRAB,ALL,130,FL- ORLANDO,162739,24,52,65.7677666750282,0.790660875819951,0.319530045041447,0.319310680919186,0.0402279438338859,0.243215650153537,0.419213610985598,1000,hrr,11,26
2004,STRAB,ALL,131,FL- ORMOND BEACH,21150,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,133,FL- PANAMA CITY,11149,0,0,4.5880464928496,0,0,-0.000000000343407865103564,-0.00000498889127198382,0,-99999,1000,hrr,11,26
2004,STRAB,ALL,134,FL- PENSACOLA,37863,11,31,15.3255754628678,2.02276254324737,0.818741251353564,0.816664725078215,0.133178483635661,0.574135939674027,1.16164348388596,1000,hrr,11,26
2004,STRAB,ALL,137,FL- SARASOTA,39357,28,90,16.0556516327278,5.60550278859716,2.28675966155957,2.26685739594707,0.21743459128112,1.84253079190471,2.78890451987935,1000,hrr,11,26
2004,STRAB,ALL,139,FL- ST PETERSBURG,20714,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,140,FL- TALLAHASSEE,29966,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,141,FL- TAMPA,38897,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,142,GA- ALBANY,9294,0,0,3.05728031098881,0,0,-0.000000000430073447602819,-0.0000067894845159166,0,-99999,1000,hrr,11,26
2004,STRAB,ALL,144,GA- ATLANTA,170971,18,49,65.0910539398431,0.752791620877511,0.286598311994432,0.302813743033942,0.0392792953427374,0.228798319693033,0.400772886327356,1000,hrr,11,26
2004,STRAB,ALL,145,GA- AUGUSTA,28580,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,146,GA- COLUMBUS,14463,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,147,GA- MACON,31885,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,148,GA- ROME,13612,0,0,5.55470286409074,0,0,-0.000000000346345099059739,-0.0000045518407038433,0,-99999,1000,hrr,11,26
2004,STRAB,ALL,149,GA- SAVANNAH,34416,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,150,HI- HONOLULU,37016,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,190,IA- CEDAR RAPIDS,14241,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,191,IA- DAVENPORT,26661,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
2004,STRAB,ALL,192,IA- DES MOINES,54899,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hrr,11,26
