HSA #,HSA label,Medicare Enrollees (CMHS 5% Sample) (2003),Total Medicare reimbursements per enrollee (Part A and B) (2003),Total Part A Medicare reimbursements per enrollee (2003),Total Part B Medicare reimbursements per enrollee (2003),Medicare reimbursements for inpatient short stays per enrollee (2003),Medicare reimbursements for inpatient long stays per enrollee (2003),Medicare reimbursements for outpatient services per enrollee (2003),Part B Medicare reimbursements for professional & laboratory services per enrollee (2003),Part B Medicare reimbursements for medical & surgical services per enrollee (2003),Part B Medicare reimbursements for medical care per enrollee (2003),Part B Medicare reimbursements for surgical services per enrollee (2003),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (2003)",Part B Medicare reimbursements for durable medical equipment per enrollee (2003),Medicare reimbursements for home health services per enrollee (2003),Medicare reimbursements for hospice services per enrollee (2003),Medicare reimbursements for skilled nursing facilities per enrollee (2003)
49001,VA-Abingdon,291.999633789063,6668.71201812104,3645.78741331137,3019.69274364058,2818.75389747887,,787.446902851554,1308.05560404119,1057.22769557965,799.24418246052,259.361598315159,251.996269490602,271.789782233294,,,
49002,VA-Alexandria,988.998474121094,5951.35910646061,3183.48376756018,2768.45859705439,2288.58806294442,150.532963021122,535.525876437866,1779.07441761134,1347.22967912566,951.272911548538,396.081717804827,431.801498524881,142.078388482882,296.676574685148,,486.302165427922
49003,VA-Arlington,741.498886108398,5709.34639134168,3062.19834542486,2652.30523655778,2291.84182148175,,602.006410576756,1700.9246825447,1308.84846489072,950.189350421016,358.264198946102,391.726303710663,79.1958488495995,293.885346270048,,446.77462628712
49004,VA-Bedford,186.916198730469,5509.92117878784,2936.330670279,2572.15488119456,2307.24162617772,,694.560147560061,1370.64819510524,1152.34619731372,849.199632387578,303.307174577827,218.988058445364,208.255161730081,,,
49005,VA-Big Stone Gap,70.7499389648438,8571.30592485692,,3124.39559207117,,,795.802191193922,1285.63250190162,998.893547336228,766.179727400925,234.90734974814,287.26900331125,,,,
49006,VA-Blacksburg,277.499801635742,4431.61565091267,2122.47717891495,2302.07210115408,1474.74411260705,,643.694724122602,1166.18456135751,947.306460583474,674.997964359255,272.325168805653,219.620352050054,160.437420173565,,,
49007,VA-Charlottesville,1231.91525268555,6397.2354124028,3899.18629591078,2497.25142017338,2729.84681217289,382.917859601527,883.123139597595,1150.11148435479,944.678644850254,645.119217799668,299.892433143527,205.07301277624,159.75464638008,254.038232835539,,567.751272143187
49008,VA-Chesapeake,564.665344238281,6880.80638414287,3660.61065033064,3218.24908833577,2826.49308665011,,653.032784902298,1741.37957051042,1390.09176657922,1051.65985038023,335.99022568157,350.56331740729,281.502316580513,331.270995189685,,498.66159283023
49009,VA-Clintwood,60.16650390625,5255.21419149832,,2560.85158783805,,,736.350210012208,1152.47597511963,939.675044518837,785.904188938758,157.191753188483,214.694599007753,,,,
49010,VA-Culpeper,239.249755859375,7165.76508578818,4393.64041375816,2760.83026429284,3661.29037536879,,822.962118054553,1547.181267495,1244.01226548102,894.835814326123,348.976425330992,302.057473314544,153.586929585618,,,
49011,VA-Danville,785.665328979492,5037.87788608498,2487.92611238965,2553.08285859132,1864.8104051939,,557.235051743911,1367.40500267337,1006.92066771219,687.121949291616,321.080926199064,360.786405287181,234.727238109531,166.203678329104,,377.663380016303
49012,VA-Emporia,188.082901000977,5121.9432007874,2737.5825006893,2391.23615728772,2431.62831085085,,701.232652386943,1166.69322527192,900.556127233847,571.255108479723,340.331867795877,264.878640917627,168.614439528794,,,
49013,VA-Fairfax,211.416229248047,5337.31317571939,2751.03696952166,2579.42968449388,2088.31443484734,,432.941515099616,1624.26953627429,1145.79772937864,791.746254729519,353.494443998529,477.079295132668,189.457358187862,,,
