State ID,State name,Number of patients in surgical cohort (2015),Percent readmitted within 30 days of discharge (2015),,,Percent seeing a primary care clinician within 14 days of discharge to home (2015),,,Percent having an emergency room visit within 30 days of discharge (2015),,
31,New Jersey,53136,11.9599531629792,11.6697323368183,12.2501739891401,19.6383504396697,19.1414316122308,20.1352692671086,16.2422309781038,15.9029867924091,16.5814751637985
32,New Mexico,8363,9.73465275617183,9.05452708164406,10.4147784306996,26.0614700909771,24.7559986182663,27.3669415636879,16.862024553707,15.9707439823261,17.7533051250879
33,New York,76820,11.5453508104369,11.3084867446125,11.7822148762613,22.200633116464,21.7855808141668,22.6156854187611,15.3861884563496,15.1118417623218,15.6605351503774
34,North Carolina,49763,9.97630506313412,9.69969299897954,10.2529171272887,25.0468275830058,24.5055569747197,25.588098191292,15.7714417642578,15.4232132264431,16.1196703020724
35,North Dakota,4745,9.64275170645674,8.75279519580914,10.5327082171044,33.0438814429315,31.0911128386419,34.9966500472211,15.0750287278255,13.9645823522262,16.1854751034247
36,Ohio,54476,11.2784332341279,10.9960687737383,11.5607976945175,23.7488031135349,23.2182744597983,24.2793317672714,16.5927215077258,16.2503115752603,16.9351314401912
37,Oklahoma,24976,10.3844496747784,9.97907824708565,10.7898211024712,21.157495980451,20.4769493879986,21.8380425729033,16.7299005884871,16.2171717114939,17.2426294654804
38,Oregon,16078,9.30477558993037,8.82300655866116,9.78654462119958,23.8994094417968,23.0266961071906,24.7721227764029,16.7812425133434,16.1376757624792,17.4248092642076
39,Pennsylvania,63128,11.3467804276709,11.0845374407192,11.6090234146226,24.5409066052076,24.0507769473269,25.0310362630883,15.7471920875101,15.4381296062311,16.0562545687891
41,Rhode Island,4309,11.3187673776779,10.3093247503804,12.3282100049753,21.0408044834356,19.2545027994361,22.8271061674351,16.2942703876412,15.0845789656704,17.5039618096121
42,South Carolina,31581,9.84214139564693,9.49661815030561,10.1876646409883,19.1553306923402,18.5669001940298,19.7437611906506,14.5231384350667,14.103074294635,14.9432025754983
43,South Dakota,6086,8.73644704506841,7.98262979861657,9.49026429152024,28.9515129032708,27.3282392802597,30.5747865262819,12.7039250509434,11.7983319683146,13.6095181335722
44,Tennessee,33921,10.9109916181593,10.5572577828749,11.2647254534437,22.4400440807328,21.8117228464722,23.0683653149933,16.0300879605949,15.6018553002599,16.45832062093
45,Texas,103572,11.1032900113895,10.8995999697674,11.3069800530116,21.6040712826204,21.2510576653407,21.9570848999,15.8317988694225,15.5887729633717,16.0748247754733
46,Utah,10519,8.13911749729754,7.5823654651939,8.69586952940118,21.0936176295669,19.9733582553679,22.2138770037658,14.2134002957844,13.4815540219493,14.9452465696195
47,Vermont,4184,9.10752373245521,8.18200563987684,10.0330418250336,27.1161399234821,25.2057876600213,29.0264921869428,15.5933521635514,14.3861874176478,16.8005169094551
49,Virginia,44471,10.5094367667459,10.2098361440525,10.8090373894393,23.7574822088096,23.1997315460508,24.3152328715684,16.4596776002091,16.0841181967866,16.8352370036316
50,Washington,32048,9.02378694757801,8.69114118147559,9.35643271368042,23.9934307119797,23.3601226148987,24.6267388090606,15.6824061657545,15.2452571167178,16.1195552147912
51,West Virginia,11751,13.4933859953312,12.8165904415929,14.1701815490694,26.201578479978,25.0817180721508,27.3214388878052,18.9264063280574,18.1284174332023,19.7243952229124
52,Wisconsin,27547,9.9083654097834,9.53364695568848,10.2830838638783,24.7585702110341,24.0239057599074,25.4932346621607,15.7821753312747,15.3102309729459,16.2541196896035
53,Wyoming,4251,10.0075050471231,9.03523997451988,10.9797701197263,26.6890492399798,24.8622860656399,28.5158124143196,16.7033838915534,15.4543271567868,17.9524406263199
99,United States,1521788,10.8844333113417,,,23.4049574470868,,,15.8259889025278,,
