State ID,State name,Number of patients in medical cohort (2015),Percent readmitted within 30 days of discharge (2015),,,Percent seeing a primary care clinician within 14 days of discharge to home (2015),,,Percent having an ambulatory visit within 14 days of discharge to home (2015),,,Percent having an emergency room visit within 30 days of discharge (2015),,
19,Louisiana,44610,15.3198238872352,14.9584215911273,15.6812261833431,41.7161406867586,40.9933042278419,42.4389771456754,61.8659683858664,60.9871076979316,62.7448290738012,21.3444303214577,20.9189350088477,21.7699256340676
20,Maine,16628,13.7907873950882,13.2244590814941,14.3571157086822,47.3523705321233,46.0717058347771,48.6330352294696,63.1010208887934,61.6211996650431,64.5808421125436,22.1140759503482,21.3958602453727,22.8322916553238
21,Maryland,66984,,,,39.4503720599198,38.8723864103444,40.0283577094952,59.7742478555862,59.0630256977232,60.4854700134493,18.5858984837146,18.2629921155444,18.9088048518848
22,Massachusetts,78008,15.2890947709197,15.0142872245742,15.5639023172652,44.5911971240832,44.0150070548279,45.1673871933384,62.6338713268611,61.9498176360324,63.3179250176899,20.7229703094525,20.4030322007498,21.0429084181552
23,Michigan,115801,15.3899765691617,15.1643789232505,15.6155742150729,44.7831424256469,44.3318438676429,45.234440983651,60.639671115145,60.1141655083869,61.165176721903,20.7424407435902,20.4808343399663,21.0040471472141
24,Minnesota,27674,14.3121004419547,13.8661604500195,14.7580404338899,54.5342726763431,53.4691224563464,55.5994228963398,64.805515730597,63.641918188441,65.969113272753,19.7004741170864,19.1772425578741,20.2237056762987
25,Mississippi,40784,15.6371693922784,15.2554873760437,16.018851408513,41.3585999152293,40.6101006011902,42.1070992292684,59.442037678744,58.546364476562,60.337710880926,21.2428941558299,20.7992033636347,21.6865849480251
26,Missouri,67193,15.5132449787669,15.2148029075695,15.8116870499644,44.8170656060978,44.2061563153277,45.4279748968679,61.729835481449,61.0135392042891,62.4461317586088,20.4900501183622,20.1468230690066,20.8332771677179
27,Montana,10938,12.7723315658513,12.1003899762043,13.4442731554983,44.6534149228862,43.1801361896605,46.1266936561119,62.4707102496935,60.7288027539131,64.2126177454738,18.4729341016783,17.6623081518001,19.2835600515565
28,Nebraska,21372,14.2186883492822,13.7121534227291,14.7252232758353,58.7143461776541,57.4330655142847,59.9956268410235,73.772755608139,72.3364720111794,75.2090392050986,16.9613534254237,16.4074363913383,17.5152704595091
29,Nevada,18654,15.6139922515964,15.0452103788596,16.1827741243332,38.9734419500771,37.9280121555257,40.0188717446286,58.4180396207343,57.1421174005515,59.6939618409171,21.1506803133534,20.4862671768588,21.815093449848
30,New Hampshire,17029,14.2729175126589,13.7033041413831,14.8425308839348,49.2950656132199,48.0140879600564,50.5760432663834,63.8060185912757,62.3487777252341,65.2632594573173,20.6840703109081,19.9969384836304,21.3712021381857
31,New Jersey,105932,15.2221866816779,14.9876756123087,15.4566977510472,34.4205965916417,33.9817012375259,34.8594919457576,60.5699986777163,59.9870773207568,61.1529200346758,19.8243886416943,19.5571411393179,20.0916361440707
32,New Mexico,14380,13.7277777113669,13.1195574314854,14.3359979912485,46.2383760142276,44.9812399503431,47.4955120781121,61.0516670272968,59.6078676834592,62.4954663711345,19.8992047585308,19.1644857130834,20.6339238039782
33,New York,167325,15.4866960084023,15.2985394001269,15.6748526166776,38.613414321258,38.2570837786638,38.9697448638523,61.3051085833167,60.8548574634612,61.7553597031722,19.6537523644789,19.442182779409,19.8653219495488
34,North Carolina,94089,14.5456781488313,14.3026364298804,14.7887198677822,50.1931885783403,49.6514266841879,50.7349504724927,65.8843473102082,65.2648442887406,66.5038503316758,21.3415740903307,21.0474957005704,21.635652480091
35,North Dakota,7722,14.1385192298785,13.2980046985784,14.9790337611785,55.8770822188962,53.8506876491441,57.9034767886483,72.1276610426598,69.8215536256893,74.4337684596302,18.2880376258103,17.3314172565756,19.2446579950451
36,Ohio,107975,15.0508652422248,14.819272371583,15.2824581128666,42.9027401867937,42.4269522840088,43.3785280895787,58.1598473889912,57.6064166391899,58.7132781387924,20.9218654374643,20.6486684663921,21.1950624085364
37,Oklahoma,43604,14.6867579207246,14.3253192201824,15.0481966212669,44.9227484705715,44.1812718966889,45.6642250444541,59.8027819984101,58.9484147837608,60.6571492130593,21.6381068691342,21.1984466783376,22.0777670599308
38,Oregon,23333,13.6524453919669,13.1762771172854,14.1286136666484,47.2782507403797,46.2758037012507,48.2806977795086,62.1780475575409,61.0284937176621,63.3276013974197,21.5328799792866,20.9329515203185,22.1328084382547
39,Pennsylvania,128185,14.5698133313913,14.3606716901408,14.7789549726419,41.2784606797391,40.8466667624496,41.7102545970287,57.8378194841277,57.3262598346514,58.3493791336041,19.3851455241528,19.1440138460128,19.6262772022928
41,Rhode Island,10003,14.8307136756086,14.0735855491926,15.5878418020245,41.1701761201469,39.6223788726264,42.7179733676674,59.0108699677804,57.1540396188161,60.8677003167447,21.1672438808395,20.2631964807931,22.0712912808859
42,South Carolina,52069,14.5128618993852,14.1866158950727,14.8391079036977,45.0029975881685,44.3207463643261,45.6852488120109,64.7865264240294,63.9703084268376,65.6027444212212,20.0813323325614,19.6977713616852,20.4648933034376
43,South Dakota,9701,13.191931423405,12.4666748377243,13.9171880090856,51.5578993970048,49.8311830593124,53.2846157346971,66.1320811175141,64.1764467557155,68.0877154793126,15.4589903230788,14.6724513511144,16.2455292950433
44,Tennessee,66868,15.2635955024995,14.9669399760795,15.5602510289195,45.1593409246427,44.5488095701402,45.7698722791451,60.3516137624197,59.6467745115921,61.0564530132473,21.2109287019041,20.8610901618745,21.5607672419337
45,Texas,195438,14.7366816863652,14.5662685466125,14.9070948261179,41.2444815152682,40.9034455882248,41.5855174423116,60.4010818282831,59.9887317875736,60.8134318689927,20.1364397590852,19.9371068030394,20.335772715131
46,Utah,13008,12.2840456623012,11.6792859382252,12.8888053863771,53.4679186730506,51.982443048478,54.9533942976232,65.2439075237924,63.6040408759433,66.8837741716414,17.8524409955913,17.1210817072084,18.5838002839742
47,Vermont,7802,13.7768232665211,12.9505579327283,14.6030886003139,48.8045253374356,46.9577850301013,50.6512656447699,64.0378978248776,61.9199469400813,66.1558487096738,20.0871749279699,19.0877985624273,21.0865512935126
49,Virginia,83472,14.8094913140921,14.5491918236723,15.069790804512,46.1556104862797,45.6090415836713,46.7021793888881,63.7162752097494,63.0748404784328,64.357709941066,21.2368327292078,20.9253009333513,21.5483645250643
50,Washington,51479,13.8239505891452,13.5018934245629,14.1460077537275,49.9248262971115,49.2135232162146,50.6361293780085,66.200392620908,65.3806816147836,67.0201036270325,21.3091352508549,20.9085571996571,21.7097133020526
51,West Virginia,24136,15.7019594756257,15.1981815822607,16.2057373689907,41.7725474751044,40.8433580270535,42.7017369231553,56.4359659859083,55.3569414048405,57.5149905669762,22.3486228352532,21.7460279610923,22.9512177094141
52,Wisconsin,49490,13.8508669520214,13.522184005668,14.1795498983749,50.2987298834383,49.5359664763165,51.06149329056,63.5224258810451,62.6649598146871,64.3798919474031,19.7868876907713,19.3937408195014,20.1800345620411
53,Wyoming,5991,14.2351377832496,13.2747502295196,15.1955253369796,50.1543029240515,48.0716990266489,52.236906821454,64.0292098465924,61.6784309474034,66.3799887457813,20.6922066804936,19.5305948507804,21.8538185102069
99,United States,2885032,14.8646184860341,,,43.7088596103504,,,62.1072114399614,,,20.3046967936577,,
