State ID,State name,Number of patients in AMI cohort (2015),Percent readmitted within 30 days of discharge (2015),,,Percent seeing a primary care clinician within 14 days of discharge to home (2015),,,Percent having an ambulatory visit within 14 days of discharge to home (2015),,,Percent having an emergency room visit within 30 days of discharge (2015),,
12,Hawaii,349,12.2876806019339,8.61492730191663,15.9604339019511,49.6093088785244,41.5621454716817,57.656472285367,74.394872347456,64.5191055193564,84.2706391755557,22.0383075216366,17.1157709920901,26.9608440511831
13,Idaho,592,10.2216662184904,7.59101198158627,12.8523204553944,42.8015679999108,37.1584437344619,48.4446922653598,59.1357304677418,52.5313713729455,65.7400895625381,17.1594218264077,13.7620296366936,20.5568140161218
14,Illinois,6130,15.275031770967,14.3047011887778,16.2453623531562,45.4727287436296,43.5379362319087,47.4075212553506,65.4973352958225,63.1735958077609,67.8210747838841,22.1294042816409,20.9584262738163,23.3003822894655
15,Indiana,3571,14.6957309940261,13.4326081396729,15.9588538483792,41.5786511936642,39.1478843013833,44.009418085945,61.0576170389498,58.1123655423649,64.0028685355347,22.4741839412116,20.9148520657005,24.0335158167227
16,Iowa,2014,12.2589113566712,10.7331657234735,13.7846569898689,50.5541860348855,47.0618562055538,54.0465158642172,69.7321574631729,65.622443366649,73.8418715596968,22.8733345957768,20.7875734810847,24.9590957104689
17,Kansas,1474,13.9644224779459,12.0434062578862,15.8854386980055,45.7694478720693,41.8654031540907,49.6734925900478,62.4998919441784,57.9409218948297,67.058861993527,21.1087373111888,18.751284716317,23.4661899060605
18,Kentucky,2534,16.284800257507,14.6848850319338,17.8847154830803,39.8633326793331,37.1298353926966,42.5968299659695,57.038936973851,53.773331701439,60.304542246263,24.6586629582411,22.7017988016917,26.6155271147905
19,Louisiana,1828,15.7000247128349,13.8992267875051,17.5008226381648,31.0978018808079,28.2403425007569,33.955261260859,61.2851780027189,57.2812130398746,65.2891429655632,24.7010325932779,22.4387938228504,26.9632713637054
20,Maine,941,14.3637424311128,11.9758416366193,16.7516432256062,43.0976449050555,38.1711737455134,48.0241160645976,61.5296558789601,55.6168463083517,67.4424654495686,23.6198379444635,20.5471386807126,26.6925372082145
21,Maryland,2478,,,,36.5106301963909,33.7684130338086,39.2528473589732,65.7727307259652,62.0924608819789,69.4530005699515,19.7646278120073,18.035636331449,21.4936192925656
22,Massachusetts,2903,16.9588575855214,15.470859434053,18.4468557369899,42.2743362436257,39.4843723930098,45.0643000942417,66.8109546243493,63.3011403904043,70.3207688582942,23.4410206335666,21.6868552734245,25.1951859937087
23,Michigan,5469,15.972526520517,14.9231419219357,17.0219111190982,42.7350484630677,40.7892289131378,44.6808680129976,62.8155766015731,60.4531488308521,65.178004372294,23.5458329450246,22.2688104682603,24.8228554217889
24,Minnesota,1446,13.7261025467788,11.8284998809564,15.6237052126012,56.7378926115361,52.3108409226024,61.1649443004699,65.6991857872188,60.9299115597021,70.4684600147354,21.9726539819592,19.5651689324218,24.3801390314966
25,Mississippi,1650,16.0280665062451,14.1054990949292,17.950633917561,33.1984464175701,30.0893314845652,36.3075613505751,56.3152417117917,52.2794269462467,60.3510564773366,23.7011981180137,21.3608618602157,26.0415343758117
26,Missouri,3144,15.1689546203088,13.7975588853288,16.5403503552889,42.3677812519912,39.8196045882241,44.9159579157583,60.0238067868979,56.9942511257981,63.0533624479978,23.230177143227,21.5368555588477,24.9234987276062
27,Montana,530,11.7277789216438,8.76024141481055,14.695316428477,40.8473625273454,34.8799805455809,46.8147445091099,59.0287453970831,51.8810015807997,66.1764892133665,21.5427528397505,17.5350475225102,25.5504581569909
28,Nebraska,921,12.0955407939394,9.83514224777123,14.3559393401076,56.2414806073871,50.6088219991747,61.8741392155994,76.347670481775,69.7917602220547,82.9035807414953,18.3291282304837,15.5491612001419,21.1090952608254
29,Nevada,887,16.2712749556405,13.5564732579675,18.9860766533135,35.8532351505774,31.3909370414362,40.3155332597185,65.4608188024198,59.4524707401428,71.4691668646967,23.7417434878669,20.4837246123831,26.9997623633508
30,New Hampshire,845,14.6538588527264,12.053530687205,17.2541870182478,43.9267763545837,38.9393410836485,48.9142116255189,58.7909508198668,53.0149796163347,64.5669220233988,24.1592667057636,20.8275801613783,27.4909532501488
31,New Jersey,4245,17.0942298008242,15.8699950574567,18.3184645441917,31.7736235313284,29.7137065443253,33.8335405183315,67.8955068037316,64.880400494142,70.9106131133212,22.9702072732672,21.5443586970427,24.3960558494918
32,New Mexico,793,15.0741720970152,12.3309526814268,17.8173915126036,45.2182647263219,40.1434517260022,50.2930777266415,65.1125883774301,59.0146367352191,71.210540019641,24.3017370985161,20.8370622166936,27.7664119803386
33,New York,6209,16.1845860462226,15.2004618868251,17.1687102056201,37.9854539580575,36.2247366432638,39.7461712728512,68.1477624935116,65.7821232496531,70.51340173737,21.6670456540118,20.5226167981943,22.8114745098293
34,North Carolina,4552,13.9497534903882,12.8638831383606,15.0356238424157,48.0290010674908,45.76572998864,50.2922721463417,65.5795940238597,62.9415354273942,68.2176526203252,22.8101203991853,21.4224543202397,24.197786478131
35,North Dakota,455,13.0657880798291,9.7596875434632,16.371888616195,47.4006525448864,40.3776735823932,54.4236315073796,60.9701429445495,52.9856144443097,68.9546714447893,19.0316697239393,15.0324677566334,23.0308716912453
36,Ohio,5113,15.5940074884826,14.5093226778016,16.6786922991637,40.0528918674663,38.0445933281929,42.0611904067397,60.6272299937841,58.1553702498649,63.0990897377032,23.3805869854082,22.053830376185,24.7073435946315
37,Oklahoma,2196,15.1571230192237,13.5015630721319,16.8126829663155,34.4479216728884,31.7515154178532,37.1443279279235,52.3968734592996,49.0771227244156,55.7166241941836,24.8320049095517,22.7238415918451,26.9401682272584
38,Oregon,1346,12.9685582264337,11.0016253834089,14.9354910694586,46.6409617229666,42.721520839831,50.5604026061022,61.4221625678129,56.9230727497749,65.9212523858508,23.8654251332867,21.2129882884612,26.5178619781123
39,Pennsylvania,5680,15.7276097259709,14.7062949699756,16.7489244819662,42.7367237492301,40.7764942962416,44.6969532022186,61.5107374148643,59.1540328469859,63.8674419827427,22.2799595226867,21.0608095292385,23.4991095161349
41,Rhode Island,421,15.197957982248,11.5313089388108,18.8646070256853,36.2178934414243,29.4800988241733,42.9556880586754,61.9217707305781,53.0701965406507,70.7733449205054,24.3976328386601,19.7309411119242,29.064324565396
42,South Carolina,2341,14.0706304926518,12.5337443537442,15.6075166315595,34.4695084466277,31.8134414761225,37.125575417133,59.7508548698545,56.2685331460731,63.2331765936359,21.7521442102505,19.8473885085939,23.656899911907
43,South Dakota,497,15.9169283281968,12.338366410686,19.4954902457076,44.9125180719118,38.2958881719057,51.529147971918,58.1054708991021,50.5960027690685,65.6149390291358,20.5412756183926,16.4949028994439,24.5876483373414
44,Tennessee,3356,14.6687181082812,13.3605165301209,15.9769196864416,36.1604179518009,33.8609481513821,38.4598877522197,53.439373080834,50.6519680623936,56.2267780992744,23.1698582409753,21.5300926606881,24.8096238212625
45,Texas,8701,14.6762127785531,13.864550708624,15.4878748484822,35.963382113575,34.5340445295674,37.3927196975825,61.3797801386762,59.5138671512018,63.2456931261507,22.9265535225972,21.9149011550607,23.9382058901337
46,Utah,686,9.46495319256155,7.10893468784944,11.8209716972737,40.4747859463274,35.2998294780982,45.6497424145566,63.6526389860585,57.1841772227341,70.1211007493829,18.7049914359756,15.4126661124343,21.9973167595169
47,Vermont,544,11.0798814259784,8.27628460491495,13.8834782470419,49.518422131775,42.9897218393197,56.0471224242303,61.9343315728542,54.6141613663361,69.2545017793723,20.1226860579444,16.3449746813761,23.9003974345127
49,Virginia,3773,14.5070859990461,13.2913407144744,15.7228312836178,45.76891074944,43.339955782558,48.197865716322,65.624290240323,62.7204602306143,68.5281202500317,21.9899308879301,20.4938988657519,23.4859629101083
50,Washington,2581,12.5144510103446,11.138970902876,13.8899311178133,45.5683924353791,42.7095193877971,48.4272654829611,67.0005510219956,63.5327044869276,70.4683975570637,22.0862910161709,20.2618716895518,23.91071034279
51,West Virginia,1434,16.2842579747352,14.1704933680988,18.3980225813717,42.9581579879378,39.2261477104148,46.6901682654607,57.1529305860711,52.8380912692634,61.4677699028789,25.5662298443326,22.9325166767182,28.1999430119469
52,Wisconsin,2382,14.3885866074123,12.8636171219675,15.913556092857,45.2475711391249,42.1803279967742,48.3148142814755,62.4043848257339,58.797583193765,66.0111864577028,22.9570308698827,21.0313892313007,24.8826725084647
53,Wyoming,300,12.7883191517246,8.66764118467742,16.9089971187719,48.9080189289227,40.1572640269042,57.6587738309411,67.2768832052024,57.0423535047525,77.5114129056523,19.5404321380544,14.4675729490286,24.6132913270802
99,United States,127837,15.1216001627072,,,40.2931759055433,,,63.3720232139284,,,22.6867025978394,,
