State ID,State name,Number of patients in pneumonia cohort (2015),Percent readmitted within 30 days of discharge (2015),,,Percent seeing a primary care clinician within 14 days of discharge to home (2015),,,Percent having an ambulatory visit within 14 days of discharge to home (2015),,,Percent having an emergency room visit within 30 days of discharge (2015),,
12,Hawaii,480,12.7866781699019,9.57783206984452,15.9955242699594,57.233589258363,49.6359475874294,64.8312309292967,68.8515448554455,60.4984097302285,77.2046799806625,19.5315123975102,15.5618783607859,23.5011464342345
13,Idaho,993,10.5508809570842,8.52306692138993,12.5786949927785,51.7894505105668,46.5476348905688,57.0312661305648,62.6666480089523,56.8957495129991,68.4375465049055,16.705652809556,14.1488478583641,19.2624577607478
14,Illinois,11467,14.300028105994,13.6083462460522,14.9917099659359,51.4211738923106,49.8124621651892,53.0298856194319,65.6622763588924,63.8438467671675,67.4807059506173,19.7283029494678,18.9161832604283,20.5404226385072
15,Indiana,6342,13.9064197543807,12.9860303534382,14.8268091553232,51.0356379344306,48.9049304863554,53.1663453825058,62.915264041547,60.5512621263751,65.279265956719,19.3766842572978,18.2898140059195,20.4635545086762
16,Iowa,4553,12.8095801038533,11.7661780593683,13.8529821483383,54.3812868225354,51.6310468804751,57.1315267645958,65.1894312258751,62.1778331522831,68.2010292994671,17.7683680694453,16.5386192078328,18.9981169310578
17,Kansas,3638,13.3499716736738,12.1593799748643,14.5405633724833,58.9873024622688,55.7066984673494,62.2679064571882,70.9387774038906,67.3403738514792,74.5371809563021,16.8923343657851,15.5528885945355,18.2317801370347
18,Kentucky,5502,15.3199147598576,14.2795397313577,16.3602897883575,49.2880869638183,47.087405547388,51.4887683802485,61.3381321385428,58.8876667485407,63.7885975285449,21.5519026450572,20.3169544007073,22.7868508894071
19,Louisiana,4111,13.5267463318619,12.4123460801617,14.6411465835621,48.633313875901,45.956425215418,51.3102025363839,62.6001255211902,59.5703576813585,65.6298933610218,20.4401835156002,19.0724634510935,21.8079035801069
20,Maine,1689,12.8461220926163,11.1289695125594,14.5632746726732,47.9118779883561,43.7698053953494,52.0539505813628,61.4557080261575,56.7528011612908,66.1586148910241,22.2905389592014,20.0283846578318,24.5526932605709
21,Maryland,4564,,,,45.19338945757,42.8394279393146,47.5473509758255,59.8781217969588,57.1699485301868,62.5862950637309,17.9815597063624,16.7684161174774,19.1947032952473
22,Massachusetts,5812,13.2878433294621,12.3486664332521,14.2270202256721,45.5663921323324,43.4441670943771,47.6886171702877,58.9800315388859,56.5611587886008,61.398904289171,18.8443522166265,17.7261382585406,19.9625661747125
23,Michigan,7535,14.2340671951457,13.3839530717744,15.0841813185169,48.3905410834069,46.5505285875494,50.2305535792644,60.9783417436281,58.9121590814949,63.0445244057613,20.0414833140708,19.0329432795559,21.0500233485857
24,Minnesota,2389,12.8057518398745,11.3685716139373,14.2429320658116,55.3500857826166,51.6593113926456,59.0408601725875,63.9978461643612,60.015256214961,67.9804361137613,18.0478871070837,16.342008160588,19.7537660535794
25,Mississippi,3814,15.2614725665871,14.0351801888149,16.4877649443594,46.0588263568586,43.403670484522,48.7139822291951,59.8159978507415,56.7979313596081,62.8340643418748,20.7415674417475,19.3140309552866,22.1691039282084
26,Missouri,6528,14.8959784264245,13.9561221428048,15.8358347100442,48.3981476276685,46.3211898912751,50.4751053640618,63.6788213159351,61.2983458078542,66.0592968240161,19.8749294901919,18.7890730924643,20.9607858879196
27,Montana,1242,10.4964240360496,8.68507316912888,12.3077749029703,47.0260497217968,42.5178159381894,51.5342835054043,62.3397873298355,57.1486023405768,67.5309723190942,15.0011318731197,12.8335715697676,17.1686921764718
28,Nebraska,2294,13.6694554912926,12.1526496601315,15.1862613224538,62.3312837116891,58.2199588844717,66.4426085389065,75.1779674654814,70.6585753988427,79.6973595321201,16.4474640643369,14.7827510157942,18.1121771128796
29,Nevada,1400,16.4280315238722,14.3002655591041,18.5557974886403,41.8394596881411,37.9779789941493,45.7009403821329,56.4727621579781,51.9985209799238,60.9470033360325,23.5970967991967,21.0394488270931,26.1547447713004
30,New Hampshire,1466,11.0930316225261,9.37949502546942,12.8065682195827,53.2414005456506,48.6475094879331,57.835291603368,62.9029667937441,57.9070113750994,67.8989222123888,17.2513449448463,15.11284606995,19.3898438197425
31,New Jersey,6254,13.7139746670145,12.7989895786183,14.6289597554107,37.8584701451693,35.9608233171152,39.7561169732234,59.5386617414655,57.1561227539602,61.9212007289707,18.9091052808433,17.8356377236268,19.9825728380598
32,New Mexico,1374,12.8333474374035,10.9319320721635,14.7347628026436,47.4346524473818,43.4226180171216,51.4466868776419,58.1583147999027,53.7111297562288,62.6054998435765,17.2290266195419,15.0214850791678,19.4365681599159
33,New York,10594,15.3254366364963,14.5818889083934,16.0689843645992,42.7136412261462,41.2309063242882,44.1963761280043,60.5890901781428,58.8184073447181,62.3597730115676,20.2112276193413,19.3578816780132,21.0645735606694
34,North Carolina,7218,14.2904161242133,13.4218872183566,15.15894503007,52.408075879369,50.4119161208968,54.4042356378411,64.4528130068633,62.2436687729321,66.6619572407945,20.8636013873864,19.8150716766357,21.9121310981371
35,North Dakota,989,13.6301778859242,11.3223405450256,15.9380152268229,54.1662728507544,48.4587589876801,59.8737867138286,72.1413152797344,65.541469540977,78.7411610184919,16.7863386234442,14.2249818320851,19.3476954148032
36,Ohio,8659,14.6272143355108,13.8214633529865,15.432965318035,46.1541543206907,44.4205776715254,47.8877309698561,56.6881886913258,54.7688066013868,58.6075707812649,20.5239281190321,19.5691171983584,21.4787390397057
37,Oklahoma,4440,13.8708158613314,12.7700545415833,14.9715771810795,48.744439987142,46.2593395853152,51.2295403889688,60.6902480886315,57.9201539662408,63.4603422110222,20.4272242943058,19.0904157664186,21.764032822193
38,Oregon,1897,11.7823408578098,10.2289114694604,13.3357702461592,50.0068218236909,46.4515031891869,53.5621404581948,60.5769996461017,56.65829537855,64.4957039136535,20.7455863597107,18.6813191074402,22.8098536119812
39,Pennsylvania,8678,13.1860851782741,12.4206304280503,13.951539928498,43.7095564862479,41.9961418719869,45.4229711005088,56.5461693804469,54.5954603337308,58.4968784271631,18.6218095359911,17.7127434983558,19.5308755736263
41,Rhode Island,587,11.2117394800688,8.48607502390921,13.9374039362285,41.5259440386005,35.2651093989346,47.7867786782665,52.7067470253758,45.6449472823198,59.7685467684319,20.1357616666912,16.4871200904562,23.7844032429262
42,South Carolina,3869,13.8461445368257,12.6804485833515,15.0118404902999,48.8312725080464,46.1999493308231,51.4625956852697,62.7843792458878,59.8085389458628,65.7602195459129,19.8952155617871,18.4980882210746,21.2923429024995
43,South Dakota,1195,10.9800831395201,9.09256982536598,12.8675964536742,51.2819195499831,46.1121111903378,56.4517279096284,64.4353422061932,58.6406095289748,70.2300748834115,13.0949948307513,11.0334368506035,15.1565528108991
44,Tennessee,5873,14.4046229920712,13.4316474538664,15.3775985302759,50.0614347299873,47.8974818077906,52.2253876521841,61.1521904926499,58.7636080994111,63.5407728858887,21.0241722393995,19.8482576089682,22.2000868698309
45,Texas,16303,13.3603010391861,12.7986810647405,13.9219210136316,45.9060286975273,44.6558821802963,47.1561752147582,60.942742719791,59.5031949045298,62.3822905350521,19.0091421796479,18.3392134073876,19.6790709519082
46,Utah,1229,11.1661617717822,9.28948044535585,13.0428430982086,59.8805683473375,54.9903219323049,64.77081476237,67.5846822782681,62.3849378355614,72.7844267209748,15.1485562754586,12.959694160686,17.3374183902312
47,Vermont,769,13.1251482965764,10.5526192304475,15.6976773627054,55.5542052300521,49.4288755433626,61.6795349167416,68.3339189429459,61.5168333450227,75.1510045408692,19.4309837445673,16.3004383756127,22.561529113522
49,Virginia,5188,13.8195436949548,12.8121931491256,14.826894240784,48.5054959060261,46.2702374990451,50.7407543130072,63.4363714937746,60.8802173769612,65.9925256105881,20.9292968147476,19.6901994555895,22.1683941739057
50,Washington,3715,11.8057164465474,10.6962765209105,12.9151563721844,53.2644974206836,50.5787716108326,55.9502232305346,65.4899636804542,62.5072584914209,68.4726688694875,19.8388188066035,18.3996542584929,21.2779833547141
51,West Virginia,2246,15.6227429183527,13.974186516994,17.2712993197114,46.4530473531556,43.2177985154416,49.6882961908696,59.1287211862916,55.48387689476,62.7735654778232,21.9367513777744,19.9803641488238,23.8931386067249
52,Wisconsin,4189,12.5514175775081,11.4757006433438,13.6271345116724,53.5152498624693,50.8195552463359,56.2109444786026,64.2318078854661,61.2767370031333,67.186878767799,18.7333690318617,17.4186750998123,20.0480629639111
53,Wyoming,605,10.9047567759099,8.25372229548859,13.5557912563312,53.6456539950156,47.0868590414852,60.2044489485461,65.8010498477794,58.5459172726867,73.0561824228721,16.8402690051411,13.5395762801335,20.1409617301488
99,United States,224446,13.9106956684459,,,48.2073967388509,,,62.366904994599,,,19.5392210152999,,
