HSA #,HSA label,Medicare Enrollees (CMHS 5% Sample) (2001),Total Medicare reimbursements per enrollee (Part A and B) (2001),Total Part A Medicare reimbursements per enrollee (2001),Total Part B Medicare reimbursements per enrollee (2001),Medicare reimbursements for inpatient short stays per enrollee (2001),Medicare reimbursements for inpatient long stays per enrollee (2001),Medicare reimbursements for outpatient services per enrollee (2001),Part B Medicare reimbursements for professional & laboratory services per enrollee (2001),Part B Medicare reimbursements for medical & surgical services per enrollee (2001),Part B Medicare reimbursements for medical care per enrollee (2001),Part B Medicare reimbursements for surgical services per enrollee (2001),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (2001)",Part B Medicare reimbursements for durable medical equipment per enrollee (2001),Medicare reimbursements for home health services per enrollee (2001),Medicare reimbursements for hospice services per enrollee (2001),Medicare reimbursements for skilled nursing facilities per enrollee (2001)
49001,VA-Abingdon,354.499084472656,4703.63008788842,2340.32640418278,2348.70796076046,1912.37718813929,,520.72374420019,1152.261289061,901.818887956436,636.743333937394,265.824632331748,250.92563702136,150.621801394662,,,
49002,VA-Alexandria,952.164688110352,5783.44576815705,2992.21780768399,2788.52134730326,2294.06727331488,,548.130194235123,1784.21009609256,1340.21811703382,933.560961020283,406.555692568445,444.001247543573,112.033741164186,267.801791793141,,428.066930064335
49003,VA-Arlington,808.164947509766,6287.57892092519,3717.5835134903,2567.92448137882,2800.29089591725,,449.339953254781,1667.93559746421,1291.1553450245,885.739587176825,405.295506425953,376.40630988608,89.0042981497193,326.617110702678,,626.755818526833
49004,VA-Bedford,258.499847412109,3854.26664286861,1961.27342430055,1879.92219782719,1446.70150642248,,416.978600011373,1171.48219731445,966.910944924868,722.362756425416,246.248739121015,205.999120123566,113.686592362889,,,
49005,VA-Big Stone Gap,78.5830993652344,7840.74387280643,,2752.61492134926,,,737.763944072243,1256.56496003299,988.409467317253,747.036500830899,244.967787002942,268.944777974458,,,,
49006,VA-Blacksburg,271.083084106445,5148.08283097363,2957.84863309141,2189.31494283425,2176.87841145757,,555.681927861722,1106.74597545615,894.525915146881,579.429287963708,314.434531904816,212.766111246633,238.66017624033,,,
49007,VA-Charlottesville,1190.08131408691,5225.14994554422,3044.67481142378,2180.4662077314,2388.57049383844,121.92191150681,817.385869852915,937.525167497639,780.754662939831,507.271469730533,273.820601673823,156.429637763144,143.989484076396,247.163437984153,,279.217798924959
49008,VA-Chesapeake,562.91569519043,6512.01521762299,3687.38927580867,2824.55617709982,2748.67570367236,,598.171123151813,1580.37828726536,1234.31332580061,881.242880236759,351.310790909164,345.665934071154,216.733237654736,367.413987334933,,523.531585410258
49009,VA-Clintwood,63.1666259765625,6399.08393876274,,2899.57083252722,,,527.986514322591,1228.60412837669,953.707501798035,651.024846331624,302.696552797475,275.450180448012,,,,
49010,VA-Culpeper,234.582901000977,6243.60683531349,4321.59384836366,1902.82702695632,3489.68400058981,,547.891168837827,1029.6821048052,794.634854813922,494.192079708553,301.338443265208,234.896651710099,107.652254347733,,,
49011,VA-Danville,798.998672485352,5450.45592277123,3042.73927226214,2410.21205917534,2231.52046164072,,554.427019167331,1289.83631309245,945.74639650602,643.400192369065,302.429436589242,344.71551804656,227.740860260469,249.940170601695,,432.415196304157
49012,VA-Emporia,188.749633789063,4089.00028417582,1978.10778030521,2137.63221281891,1646.68072986571,,606.809233231431,1180.49360710386,913.881939062409,700.00956554073,201.21705464644,265.618879389956,113.224578249758,,,
49013,VA-Fairfax,164.666259765625,5469.9129531864,3477.02681973941,2011.24332148767,2249.78993600695,,393.783076080646,1345.41045035643,966.823699517611,672.436521164234,295.061784872369,376.827254270393,73.2764690859955,,,
49014,VA-Falls Church,1869.91412353516,5545.09859055485,3040.26316154614,2500.88616127915,2168.46943840309,116.868728124001,436.004989631694,1624.58001241986,1178.50530403387,821.52997160579,357.479402307549,445.41495435411,99.4828576665064,339.037953671921,,447.102730120215
49015,VA-Farmville,220.749771118164,3877.71989031748,2217.97692117315,1661.81050914569,1756.14328128077,,418.713438285174,946.804291221081,697.03928773243,450.061970883334,249.249197822991,250.609787621359,163.834394418184,,,
49016,VA-Franklin,167.333114624023,4054.23400964335,2097.66171052873,1978.9430916121,1599.09329261228,,514.558853073421,1194.03004936677,972.007928489786,684.69113081727,283.980106281783,217.850361171306,72.60880649102,,,
49017,VA-Fredericksburg,950.332015991211,5754.60705984247,3374.33129946313,2380.65767114565,2594.89840139764,,493.668820389133,1352.08909396231,1037.45271625062,722.534565243133,314.92547292037,314.682331870859,155.34293880965,304.60969036354,,446.953846021115
49018,VA-Front Royal,157.749923706055,3627.54483586885,1714.92086487123,1892.88950314827,1253.8867761178,,645.552565273323,907.402521049658,731.049909704833,553.565358750517,179.154387409602,177.35346681461,155.807812258603,,,
49019,VA-Galax,393.166137695313,4848.89207101705,3046.78066717726,1810.86758989212,2079.54473949292,,433.761575803816,935.360854716006,710.73633117069,474.409000238449,235.960546520545,224.607476879288,164.734261243287,321.50891414202,,
49020,VA-Gloucester,290.999389648438,4667.22153186516,2943.3400605698,1724.36093418022,2244.67435427644,,399.478229994681,1076.55818855452,868.376647803702,539.404467350303,329.542075947571,208.072929641247,86.27910812534,,,
49021,VA-Grundy,128.833114624023,4704.57998210072,2387.35006088539,2288.42598022538,,,637.018202859085,798.452060360647,625.619489240755,403.02636652233,220.886405176833,173.569450731822,,,,
49022,VA-Hampton,442.666198730469,3844.53918066272,1690.43340365145,2168.08882531336,1295.92946601422,,450.528457450218,1331.53322977892,1026.41926588537,693.945125450978,333.032622917964,304.661295428151,90.7426385816001,173.987810931211,,
49023,VA-Harrisonburg,792.082229614258,5550.19611080713,3453.65463546824,2100.09236389197,2508.00926846704,,767.765375898992,967.339904089958,764.144832816249,509.61442442357,254.206138563013,203.516164307815,144.495740074123,222.853141973717,,689.146252240576
49024,VA-Hopewell,201.415954589844,7640.02130957131,5344.66497186136,2303.34909145847,4354.03598770041,,374.305175825753,1551.20279486385,1240.48487369788,869.741878910393,370.391503784366,310.892265802214,127.890952922804,,,
49025,VA-Hot Springs,48.3333129882813,4260.32407478525,,2069.43292450916,,,1131.58793529286,744.838255471051,627.745097177902,316.228002193025,307.746267501944,119.248713298993,,,,
49026,VA-Kilmarnock,372.916229248047,4498.33521259837,2415.03562218813,2083.12600775085,1925.51502978079,,565.781425424931,1156.27475079595,870.247400247346,524.636705276052,345.922394537601,286.045218043616,98.9167631623541,245.086384687127,,
49027,VA-Lebanon,191.499603271484,7157.96883284588,3778.84786055359,3362.72778235045,2793.24526780274,,883.716545225142,1114.56567561112,866.030471830383,567.153381617542,298.097484171407,248.887684854048,223.172073592849,,,
49028,VA-Leesburg,361.415771484375,6048.03680299972,3455.2308476024,2591.83739465558,2448.59670251119,,500.979773041945,1572.43427344857,1195.17525646404,834.684762466122,360.642299480117,377.252300683159,114.025034323826,257.277030187327,,
49029,VA-Lexington,239.99983215332,4694.13707878714,2765.44995713465,1929.62329861847,1975.01969499437,,485.602880894489,1063.62118644706,878.641176065844,580.260858561477,298.029147042142,185.908088076157,63.8591007114127,,,
49030,VA-Low Moor,197.582901000977,4066.99022193391,2235.87741595476,1831.75881419702,1531.87501015492,,350.024734807329,963.741051897962,784.120445789456,546.485461074608,237.474103979729,179.400280920426,114.300554578106,,,
49031,VA-Luray,121.833129882813,5384.28591960921,3086.08484517339,2298.88776946315,2035.87179530261,,765.425391019324,838.165915107346,642.229919443478,415.157085518,227.02483510666,195.930973552408,,,,
49032,VA-Lynchburg,1412.74778747559,4409.94292487564,2368.17750432526,2040.36465489458,1763.53513520529,116.540189403719,523.009329474691,1052.60863527682,815.647436254962,541.382002990249,274.463523291335,236.921030425036,178.236333955067,121.739822119659,,405.707980297706
49033,VA-Manassas,334.499099731445,5844.69058074615,3729.77455666072,2125.08858648199,2670.92838232512,,413.722118040282,1380.57951282369,1092.9997036676,773.606783101424,320.081140845068,288.271275205352,126.419004529081,,,
49034,VA-Marion,257.583160400391,4575.35227808196,2645.10279037074,1929.53130412913,1723.90255307819,,494.52799483115,958.803917562503,765.382620813811,442.360091064177,320.325496054081,194.121066470767,150.697512944834,,,
