"CT,C,11","CT_ST,C,2","PCSA,C,11","PCSA_ST,C,2","PCSA_L,C,30"
51059480300,VA,51059470400,VA,VA00_MC LEAN
51059480401,VA,51059482203,VA,VA00_RESTON
51059480402,VA,51059482203,VA,VA00_RESTON
51059480501,VA,51059482203,VA,VA00_RESTON
51059480502,VA,51059482203,VA,VA00_RESTON
51059480503,VA,51059482203,VA,VA00_RESTON
51059480504,VA,51059482203,VA,VA00_RESTON
51059480505,VA,51059482203,VA,VA00_RESTON
51059480801,VA,51059482203,VA,VA00_RESTON
51059480802,VA,51059482203,VA,VA00_RESTON
51059480901,VA,51059482203,VA,VA00_RESTON
51059480902,VA,51059482203,VA,VA00_RESTON
51059480903,VA,51059482203,VA,VA00_RESTON
51059481000,VA,51059482203,VA,VA00_RESTON
51059481101,VA,51059482203,VA,VA00_RESTON
51059481102,VA,51059482203,VA,VA00_RESTON
51059481103,VA,51059482203,VA,VA00_RESTON
51059481104,VA,51059482203,VA,VA00_RESTON
51059481105,VA,51059482203,VA,VA00_RESTON
51059481106,VA,51059482203,VA,VA00_RESTON
51059481201,VA,51059482203,VA,VA00_RESTON
51059481202,VA,51059482203,VA,VA00_RESTON
51059481400,VA,51059482203,VA,VA00_RESTON
51059481500,VA,51059482203,VA,VA00_RESTON
51059481600,VA,51059482602,VA,VA00_FAIRFAX
51059481701,VA,51059482602,VA,VA00_FAIRFAX
51059481702,VA,51059482602,VA,VA00_FAIRFAX
51059481900,VA,51059482203,VA,VA00_RESTON
51059482001,VA,51059482203,VA,VA00_RESTON
51059482002,VA,51059482203,VA,VA00_RESTON
51059482100,VA,51059482203,VA,VA00_RESTON
51059482201,VA,51059482203,VA,VA00_RESTON
51059482202,VA,51059482203,VA,VA00_RESTON
51059482203,VA,51059482203,VA,VA00_RESTON
51059482301,VA,51059482203,VA,VA00_RESTON
51059482302,VA,51059482203,VA,VA00_RESTON
51059482303,VA,51059482203,VA,VA00_RESTON
51059482400,VA,51059482203,VA,VA00_RESTON
51059482501,VA,51059482203,VA,VA00_RESTON
51059482502,VA,51059482203,VA,VA00_RESTON
51059482503,VA,51059482203,VA,VA00_RESTON
51059482504,VA,51059482203,VA,VA00_RESTON
51059482601,VA,51059482602,VA,VA00_FAIRFAX
51059482602,VA,51059482602,VA,VA00_FAIRFAX
51059490101,VA,51059482602,VA,VA00_FAIRFAX
51059490103,VA,51059482602,VA,VA00_FAIRFAX
51059490501,VA,51059491401,VA,VA00_CENTREVILLE
51059490502,VA,51059482602,VA,VA00_FAIRFAX
51059491000,VA,51059482602,VA,VA00_FAIRFAX
51059491101,VA,51059482602,VA,VA00_FAIRFAX
51059491102,VA,51059482602,VA,VA00_FAIRFAX
51059491103,VA,51059482602,VA,VA00_FAIRFAX
51059491201,VA,51059482602,VA,VA00_FAIRFAX
51059491202,VA,51059491401,VA,VA00_CENTREVILLE
51059491301,VA,51059491401,VA,VA00_CENTREVILLE
51059491302,VA,51059491401,VA,VA00_CENTREVILLE
51059491303,VA,51059491401,VA,VA00_CENTREVILLE
51059491401,VA,51059491401,VA,VA00_CENTREVILLE
51059491402,VA,51059491401,VA,VA00_CENTREVILLE
51059491403,VA,51059491401,VA,VA00_CENTREVILLE
51059491404,VA,51059491401,VA,VA00_CENTREVILLE
51059491405,VA,51059491401,VA,VA00_CENTREVILLE
51059491501,VA,51059482602,VA,VA00_FAIRFAX
51059491502,VA,51059482602,VA,VA00_FAIRFAX
51059491601,VA,51059482602,VA,VA00_FAIRFAX
51059491602,VA,51059482602,VA,VA00_FAIRFAX
51059491701,VA,51059482602,VA,VA00_FAIRFAX
51059491702,VA,51059482602,VA,VA00_FAIRFAX
51059491703,VA,51059482602,VA,VA00_FAIRFAX
51059491704,VA,51059482602,VA,VA00_FAIRFAX
51059491705,VA,51059482602,VA,VA00_FAIRFAX
51059491801,VA,51059482602,VA,VA00_FAIRFAX
51059491802,VA,51059482602,VA,VA00_FAIRFAX
51059491803,VA,51059482602,VA,VA00_FAIRFAX
51059492000,VA,51059482602,VA,VA00_FAIRFAX
51059492100,VA,51059482602,VA,VA00_FAIRFAX
51059492201,VA,51059482602,VA,VA00_FAIRFAX
51059492202,VA,51059452400,VA,VA01_SPRINGFIELD
51059492203,VA,51059452400,VA,VA01_SPRINGFIELD
51059492300,VA,51059452400,VA,VA01_SPRINGFIELD
51059492400,VA,51059452400,VA,VA01_SPRINGFIELD
51059492500,VA,51059491401,VA,VA00_CENTREVILLE
51059980100,VA,51059452400,VA,VA01_SPRINGFIELD
51059980200,VA,51059482203,VA,VA00_RESTON
51059980300,VA,51059470400,VA,VA00_MC LEAN
51061930100,VA,51107610800,VA,VA00_ROUND HILL
51061930203,VA,51061930205,VA,VA00_WARRENTON
51061930204,VA,51061930205,VA,VA00_WARRENTON
51061930205,VA,51061930205,VA,VA00_WARRENTON
51061930206,VA,51061930205,VA,VA00_WARRENTON
51061930207,VA,51061930205,VA,VA00_WARRENTON
51061930302,VA,51061930205,VA,VA00_WARRENTON
51061930303,VA,51061930205,VA,VA00_WARRENTON
51061930304,VA,51061930205,VA,VA00_WARRENTON
51061930401,VA,51061930205,VA,VA00_WARRENTON
51061930402,VA,51061930205,VA,VA00_WARRENTON
51061930403,VA,51061930205,VA,VA00_WARRENTON
51061930703,VA,51061930205,VA,VA00_WARRENTON
51061930704,VA,51061930205,VA,VA00_WARRENTON
51061930705,VA,51061930205,VA,VA00_WARRENTON
51061930706,VA,51061930205,VA,VA00_WARRENTON
51061930707,VA,51061930205,VA,VA00_WARRENTON
51063920101,VA,51063920102,VA,VA00_FLOYD
51063920102,VA,51063920102,VA,VA00_FLOYD
51063920200,VA,51063920102,VA,VA00_FLOYD
51065020101,VA,51540000302,VA,VA00_CHARLOTTESVILLE
51065020102,VA,51540000302,VA,VA00_CHARLOTTESVILLE
51065020200,VA,51540000302,VA,VA00_CHARLOTTESVILLE
51065020300,VA,51540000302,VA,VA00_CHARLOTTESVILLE
51067020101,VA,51019030501,VA,VA02_BEDFORD
51067020102,VA,51067020800,VA,VA00_ROCKY MOUNT
51067020200,VA,51067020800,VA,VA00_ROCKY MOUNT
51067020300,VA,51067020800,VA,VA00_ROCKY MOUNT
51067020400,VA,51067020800,VA,VA00_ROCKY MOUNT
51067020500,VA,51067020800,VA,VA00_ROCKY MOUNT
51067020600,VA,51067020800,VA,VA00_ROCKY MOUNT
51067020700,VA,51067020800,VA,VA00_ROCKY MOUNT
51067020800,VA,51067020800,VA,VA00_ROCKY MOUNT
51067020900,VA,51067020800,VA,VA00_ROCKY MOUNT
51069050100,VA,51840000201,VA,VA00_WINCHESTER
51069050200,VA,51840000201,VA,VA00_WINCHESTER
51069050300,VA,51840000201,VA,VA00_WINCHESTER
51069050400,VA,51840000201,VA,VA00_WINCHESTER
51069050500,VA,51840000201,VA,VA00_WINCHESTER
51069050600,VA,51840000201,VA,VA00_WINCHESTER
51069050700,VA,51840000201,VA,VA00_WINCHESTER
51069050801,VA,51840000201,VA,VA00_WINCHESTER
51069050802,VA,51840000201,VA,VA00_WINCHESTER
51069050803,VA,51840000201,VA,VA00_WINCHESTER
51069050900,VA,51840000201,VA,VA00_WINCHESTER
51069051000,VA,51840000201,VA,VA00_WINCHESTER
51069051101,VA,51840000201,VA,VA00_WINCHESTER
51069051102,VA,51840000201,VA,VA00_WINCHESTER
51071930100,VA,51121020500,VA,VA00_BLACKSBURG
51071930200,VA,51071930300,VA,VA00_NARROWS
51071930300,VA,51071930300,VA,VA00_NARROWS
51071930400,VA,51071930300,VA,VA00_NARROWS
51073100100,VA,51073100203,VA,VA00_GLOUCESTER
51073100201,VA,51073100203,VA,VA00_GLOUCESTER
51073100202,VA,51073100203,VA,VA00_GLOUCESTER
51073100203,VA,51073100203,VA,VA00_GLOUCESTER
51073100301,VA,51073100203,VA,VA00_GLOUCESTER
51073100302,VA,51073100203,VA,VA00_GLOUCESTER
51073100400,VA,51073100203,VA,VA00_GLOUCESTER
51073100500,VA,51073100203,VA,VA00_GLOUCESTER
51075400100,VA,51087200303,VA,VA02_RICHMOND
51075400200,VA,51075400400,VA,VA00_GOOCHLAND
51075400300,VA,51075400400,VA,VA00_GOOCHLAND
51075400400,VA,51075400400,VA,VA00_GOOCHLAND
51075400500,VA,51075400400,VA,VA00_GOOCHLAND
51077060101,VA,51640070102,VA,VA00_GALAX
51077060102,VA,51640070102,VA,VA00_GALAX
51077060201,VA,51077060202,VA,VA00_TROUTDALE
51077060202,VA,51077060202,VA,VA00_TROUTDALE
51077060300,VA,51077060202,VA,VA00_TROUTDALE
51079030101,VA,51079030200,VA,VA00_RUCKERSVILLE
51079030102,VA,51079030200,VA,VA00_RUCKERSVILLE
51079030200,VA,51079030200,VA,VA00_RUCKERSVILLE
51081880101,VA,51595890200,VA,VA00_EMPORIA
51081880102,VA,51595890200,VA,VA00_EMPORIA
51081880200,VA,51595890200,VA,VA00_EMPORIA
51083930100,VA,51083930600,VA,VA00_SOUTH BOSTON
51083930201,VA,51083930201,VA,VA00_NATHALIE
51083930202,VA,51083930600,VA,VA00_SOUTH BOSTON
51083930301,VA,51083930600,VA,VA00_SOUTH BOSTON
51083930302,VA,51083930600,VA,VA00_SOUTH BOSTON
51083930400,VA,51083930600,VA,VA00_SOUTH BOSTON
51083930500,VA,51083930600,VA,VA00_SOUTH BOSTON
51083930600,VA,51083930600,VA,VA00_SOUTH BOSTON
51083930800,VA,51083930600,VA,VA00_SOUTH BOSTON
51085320100,VA,51085320200,VA,VA00_MONTPELIER
51085320200,VA,51085320200,VA,VA00_MONTPELIER
51085320300,VA,51087200303,VA,VA02_RICHMOND
51085320400,VA,51087200412,VA,VA01_HENRICO
51085320500,VA,51085320601,VA,VA00_ASHLAND
51085320601,VA,51085320601,VA,VA00_ASHLAND
51085320602,VA,51085320601,VA,VA00_ASHLAND
51085320701,VA,51085320601,VA,VA00_ASHLAND
51085320702,VA,51085321002,VA,VA00_MECHANICSVILLE
51085320801,VA,51085320601,VA,VA00_ASHLAND
51085320803,VA,51085321002,VA,VA00_MECHANICSVILLE
51085320804,VA,51085321002,VA,VA00_MECHANICSVILLE
51085320805,VA,51085321002,VA,VA00_MECHANICSVILLE
51085320900,VA,51085321002,VA,VA00_MECHANICSVILLE
51085321001,VA,51085321002,VA,VA00_MECHANICSVILLE
51085321002,VA,51085321002,VA,VA00_MECHANICSVILLE
51085321100,VA,51085321002,VA,VA00_MECHANICSVILLE
51085321201,VA,51085321002,VA,VA00_MECHANICSVILLE
51085321202,VA,51085321002,VA,VA00_MECHANICSVILLE
51085321300,VA,51085321002,VA,VA00_MECHANICSVILLE
51085321401,VA,51085321002,VA,VA00_MECHANICSVILLE
51085321402,VA,51085321002,VA,VA00_MECHANICSVILLE
51085321403,VA,51085321002,VA,VA00_MECHANICSVILLE
51087200104,VA,51087200303,VA,VA02_RICHMOND
51087200105,VA,51087200303,VA,VA02_RICHMOND
51087200106,VA,51087200303,VA,VA02_RICHMOND
51087200107,VA,51087200303,VA,VA02_RICHMOND
51087200108,VA,51087200303,VA,VA02_RICHMOND
51087200109,VA,51087200303,VA,VA02_RICHMOND
51087200112,VA,51087200112,VA,VA05_HENRICO
51087200116,VA,51087200122,VA,VA03_HENRICO
51087200119,VA,51087200412,VA,VA01_HENRICO
51087200120,VA,51087200122,VA,VA03_HENRICO
51087200121,VA,51087200122,VA,VA03_HENRICO
51087200122,VA,51087200122,VA,VA03_HENRICO
51087200123,VA,51087200122,VA,VA03_HENRICO
51087200124,VA,51087200122,VA,VA03_HENRICO
51087200125,VA,51087200412,VA,VA01_HENRICO
51087200126,VA,51087200303,VA,VA02_RICHMOND
51087200127,VA,51087200412,VA,VA01_HENRICO
51087200128,VA,51087200122,VA,VA03_HENRICO
51087200129,VA,51087200412,VA,VA01_HENRICO
51087200130,VA,51087200303,VA,VA02_RICHMOND
51087200201,VA,51087200303,VA,VA02_RICHMOND
51087200202,VA,51087200303,VA,VA02_RICHMOND
51087200301,VA,51087200302,VA,VA04_RICHMOND
51087200302,VA,51087200302,VA,VA04_RICHMOND
51087200303,VA,51087200303,VA,VA02_RICHMOND
51087200305,VA,51087200303,VA,VA02_RICHMOND
51087200404,VA,51087200412,VA,VA01_HENRICO
51087200406,VA,51087200412,VA,VA01_HENRICO
51087200407,VA,51087200412,VA,VA01_HENRICO
51087200409,VA,51087200412,VA,VA01_HENRICO
51087200410,VA,51087200412,VA,VA01_HENRICO
51087200411,VA,51087200412,VA,VA01_HENRICO
51087200412,VA,51087200412,VA,VA01_HENRICO
51087200413,VA,51087200412,VA,VA01_HENRICO
51087200414,VA,51087200412,VA,VA01_HENRICO
51087200501,VA,51087200302,VA,VA04_RICHMOND
51087200502,VA,51087200302,VA,VA04_RICHMOND
51087200503,VA,51087200412,VA,VA01_HENRICO
51087200600,VA,51087200412,VA,VA01_HENRICO
51087200700,VA,51087200700,VA,VA08_RICHMOND
51087200801,VA,51087200412,VA,VA01_HENRICO
51087200802,VA,51087200302,VA,VA04_RICHMOND
51087200804,VA,51087200302,VA,VA04_RICHMOND
51087200805,VA,51760030200,VA,VA01_RICHMOND
51087200903,VA,51087200412,VA,VA01_HENRICO
51087200904,VA,51087200412,VA,VA01_HENRICO
51087200905,VA,51087200412,VA,VA01_HENRICO
51087200906,VA,51087200412,VA,VA01_HENRICO
51087201001,VA,51085321002,VA,VA00_MECHANICSVILLE
51087201002,VA,51085321002,VA,VA00_MECHANICSVILLE
51087201003,VA,51760030200,VA,VA01_RICHMOND
51087201101,VA,51087201401,VA,VA02_HENRICO
51087201102,VA,51087201401,VA,VA02_HENRICO
51087201201,VA,51087201401,VA,VA02_HENRICO
51087201202,VA,51087201401,VA,VA02_HENRICO
51087201401,VA,51087201401,VA,VA02_HENRICO
51087201403,VA,51087201401,VA,VA02_HENRICO
51087201404,VA,51087201401,VA,VA02_HENRICO
51087201501,VA,51087201401,VA,VA02_HENRICO
51087201502,VA,51087201502,VA,VA04_HENRICO
51087201601,VA,51087201401,VA,VA02_HENRICO
51087201602,VA,51087201502,VA,VA04_HENRICO
51087201701,VA,51087201401,VA,VA02_HENRICO
51087980100,VA,51087201401,VA,VA02_HENRICO
51089010100,VA,51690000300,VA,VA00_MARTINSVILLE
51089010200,VA,51690000300,VA,VA00_MARTINSVILLE
51089010300,VA,51690000300,VA,VA00_MARTINSVILLE
51089010400,VA,51690000300,VA,VA00_MARTINSVILLE
51089010500,VA,37157040300,NC,NC00_EDEN
51089010601,VA,51690000300,VA,VA00_MARTINSVILLE
51089010602,VA,51690000300,VA,VA00_MARTINSVILLE
51089010700,VA,51690000300,VA,VA00_MARTINSVILLE
51089010800,VA,51690000300,VA,VA00_MARTINSVILLE
51089010900,VA,51690000300,VA,VA00_MARTINSVILLE
51089011000,VA,51690000300,VA,VA00_MARTINSVILLE
51089011100,VA,51690000300,VA,VA00_MARTINSVILLE
51089011200,VA,51690000300,VA,VA00_MARTINSVILLE
51089011300,VA,51690000300,VA,VA00_MARTINSVILLE
51091970100,VA,51091970100,VA,VA00_MONTEREY
51093280101,VA,51093280104,VA,VA00_SMITHFIELD
51093280103,VA,51093280104,VA,VA00_SMITHFIELD
51093280104,VA,51093280104,VA,VA00_SMITHFIELD
51093280105,VA,51093280104,VA,VA00_SMITHFIELD
51093280106,VA,51093280104,VA,VA00_SMITHFIELD
51093280200,VA,51093280104,VA,VA00_SMITHFIELD
51093280300,VA,51800075401,VA,VA01_SUFFOLK
51093280400,VA,51620090200,VA,VA00_FRANKLIN
51095080101,VA,51199051000,VA,VA00_WILLIAMSBURG
51095080102,VA,51199051000,VA,VA00_WILLIAMSBURG
51095080202,VA,51199051000,VA,VA00_WILLIAMSBURG
51095080203,VA,51199051000,VA,VA00_WILLIAMSBURG
51095080205,VA,51199051000,VA,VA00_WILLIAMSBURG
51095080206,VA,51199051000,VA,VA00_WILLIAMSBURG
51095080301,VA,51199051000,VA,VA00_WILLIAMSBURG
51095080303,VA,51199051000,VA,VA00_WILLIAMSBURG
51095080304,VA,51199051000,VA,VA00_WILLIAMSBURG
51095080401,VA,51199051000,VA,VA00_WILLIAMSBURG
51095080402,VA,51199051000,VA,VA00_WILLIAMSBURG
51097950400,VA,51101950102,VA,VA00_AYLETT
51097950500,VA,51101950200,VA,VA00_WEST POINT
51099040100,VA,51099040100,VA,VA00_KING GEORGE
51099040200,VA,51099040100,VA,VA00_KING GEORGE
51099040300,VA,51630000200,VA,VA00_FREDERICKSBURG
51099040400,VA,51099040100,VA,VA00_KING GEORGE
51099040500,VA,51099040100,VA,VA00_KING GEORGE
51101950101,VA,51085321002,VA,VA00_MECHANICSVILLE
51101950102,VA,51101950102,VA,VA00_AYLETT
51101950200,VA,51101950200,VA,VA00_WEST POINT
51101950300,VA,51101950200,VA,VA00_WEST POINT
51103030100,VA,51133020300,VA,VA00_HEATHSVILLE
51103030200,VA,51133020300,VA,VA00_HEATHSVILLE
51103030300,VA,51133020300,VA,VA00_HEATHSVILLE
51103990100,VA,-80,,Water
51105950100,VA,51195931200,VA,VA00_BIG STONE GAP
51105950200,VA,51195931200,VA,VA00_BIG STONE GAP
51105950300,VA,51105950300,VA,VA00_PENNINGTON GAP
51105950400,VA,51105950300,VA,VA00_PENNINGTON GAP
51105950500,VA,51105950300,VA,VA00_PENNINGTON GAP
51105950600,VA,47025970900,TN,TN00_TAZEWELL
51107610101,VA,51107610702,VA,VA00_HAMILTON
51107610102,VA,51107610702,VA,VA00_HAMILTON
51107610201,VA,51107610702,VA,VA00_HAMILTON
51107610202,VA,51107610702,VA,VA00_HAMILTON
51107610300,VA,51107611002,VA,VA00_ASHBURN
51107610400,VA,51107611002,VA,VA00_ASHBURN
51107610503,VA,51107611002,VA,VA00_ASHBURN
51107610504,VA,51107611002,VA,VA00_ASHBURN
51107610505,VA,51107611002,VA,VA00_ASHBURN
51107610506,VA,51107611002,VA,VA00_ASHBURN
51107610507,VA,51107611002,VA,VA00_ASHBURN
51107610601,VA,51107611002,VA,VA00_ASHBURN
51107610602,VA,51107611002,VA,VA00_ASHBURN
51107610603,VA,51107611002,VA,VA00_ASHBURN
51107610604,VA,51107611002,VA,VA00_ASHBURN
51107610701,VA,51107610702,VA,VA00_HAMILTON
51107610702,VA,51107610702,VA,VA00_HAMILTON
51107610703,VA,51107610702,VA,VA00_HAMILTON
51107610800,VA,51107610800,VA,VA00_ROUND HILL
51107610900,VA,51107610800,VA,VA00_ROUND HILL
51107611002,VA,51107611002,VA,VA00_ASHBURN
51107611004,VA,51107611002,VA,VA00_ASHBURN
51107611005,VA,51107611002,VA,VA00_ASHBURN
51107611006,VA,51107611002,VA,VA00_ASHBURN
51107611009,VA,51107611002,VA,VA00_ASHBURN
51107611010,VA,51107611002,VA,VA00_ASHBURN
51107611011,VA,51107611002,VA,VA00_ASHBURN
51107611012,VA,51107611002,VA,VA00_ASHBURN
51107611013,VA,51107611002,VA,VA00_ASHBURN
51107611014,VA,51107611002,VA,VA00_ASHBURN
51107611015,VA,51107611002,VA,VA00_ASHBURN
51107611016,VA,51107611002,VA,VA00_ASHBURN
51107611017,VA,51107611002,VA,VA00_ASHBURN
51107611018,VA,51107611002,VA,VA00_ASHBURN
51107611019,VA,51107611002,VA,VA00_ASHBURN
51107611020,VA,51107611002,VA,VA00_ASHBURN
51107611021,VA,51107611002,VA,VA00_ASHBURN
51107611022,VA,51107611002,VA,VA00_ASHBURN
51107611023,VA,51107611002,VA,VA00_ASHBURN
51107611024,VA,51107611002,VA,VA00_ASHBURN
51107611025,VA,51107611002,VA,VA00_ASHBURN
51107611101,VA,51107611002,VA,VA00_ASHBURN
51107611102,VA,51107611002,VA,VA00_ASHBURN
51107611202,VA,51107611002,VA,VA00_ASHBURN
51107611204,VA,51107611002,VA,VA00_ASHBURN
51107611205,VA,51107611002,VA,VA00_ASHBURN
51107611206,VA,51107611002,VA,VA00_ASHBURN
51107611207,VA,51107611002,VA,VA00_ASHBURN
51107611208,VA,51107611002,VA,VA00_ASHBURN
51107611209,VA,51107611002,VA,VA00_ASHBURN
51107611300,VA,51107611002,VA,VA00_ASHBURN
51107611400,VA,51059482203,VA,VA00_RESTON
51107611501,VA,51107611002,VA,VA00_ASHBURN
51107611502,VA,51107611002,VA,VA00_ASHBURN
51107611601,VA,51107611002,VA,VA00_ASHBURN
51107611602,VA,51107611002,VA,VA00_ASHBURN
51107611700,VA,51107611002,VA,VA00_ASHBURN
51107611801,VA,51059482602,VA,VA00_FAIRFAX
51107611802,VA,51059482602,VA,VA00_FAIRFAX
51107611803,VA,51059482602,VA,VA00_FAIRFAX
51107611804,VA,51059482602,VA,VA00_FAIRFAX
51107611805,VA,51059482602,VA,VA00_FAIRFAX
51107611806,VA,51107611002,VA,VA00_ASHBURN
51107611900,VA,51107611002,VA,VA00_ASHBURN
51107980100,VA,51059482602,VA,VA00_FAIRFAX
51109950100,VA,51109950400,VA,VA00_LOUISA
51109950201,VA,51109950400,VA,VA00_LOUISA
51109950202,VA,51109950400,VA,VA00_LOUISA
51109950300,VA,51109950400,VA,VA00_LOUISA
51109950400,VA,51109950400,VA,VA00_LOUISA
51109950500,VA,51075400400,VA,VA00_GOOCHLAND
51111930100,VA,51111930200,VA,VA00_KEYSVILLE
51111930200,VA,51111930200,VA,VA00_KEYSVILLE
51111930300,VA,51117930200,VA,VA00_SOUTH HILL
51113930100,VA,51113930100,VA,VA01_MADISON
51113930200,VA,51113930200,VA,VA02_MADISON
51115951300,VA,51115951400,VA,VA00_BOHANNON
51115951400,VA,51115951400,VA,VA00_BOHANNON
51115990100,VA,-80,,Water
51117930101,VA,51117930200,VA,VA00_SOUTH HILL
51117930102,VA,51117930200,VA,VA00_SOUTH HILL
51117930200,VA,51117930200,VA,VA00_SOUTH HILL
51117930300,VA,51117930200,VA,VA00_SOUTH HILL
51117930400,VA,51117930400,VA,VA00_CHASE CITY
51117930500,VA,51117930400,VA,VA00_CHASE CITY
51117930600,VA,51117930600,VA,VA00_BOYDTON
51117930700,VA,51117930200,VA,VA00_SOUTH HILL
51117930800,VA,51117930800,VA,VA00_BUFFALO JUNCTION
51119950900,VA,51119950900,VA,VA00_WATER VIEW
51119951000,VA,51119950900,VA,VA00_WATER VIEW
51119951100,VA,51119951100,VA,VA00_TOPPING
51119951200,VA,51119951200,VA,VA00_DELTAVILLE
51119990100,VA,-80,,Water
51121020100,VA,51121020500,VA,VA00_BLACKSBURG
51121020201,VA,51121020500,VA,VA00_BLACKSBURG
51121020202,VA,51121020500,VA,VA00_BLACKSBURG
51121020300,VA,51121020500,VA,VA00_BLACKSBURG
51121020400,VA,51121020500,VA,VA00_BLACKSBURG
51121020500,VA,51121020500,VA,VA00_BLACKSBURG
51121020600,VA,51121020500,VA,VA00_BLACKSBURG
51121020700,VA,51121020500,VA,VA00_BLACKSBURG
51121020800,VA,51121020500,VA,VA00_BLACKSBURG
51121020900,VA,51121020500,VA,VA00_BLACKSBURG
51121021000,VA,51121020500,VA,VA00_BLACKSBURG
51121021100,VA,51121020500,VA,VA00_BLACKSBURG
51121021200,VA,51121020500,VA,VA00_BLACKSBURG
51121021300,VA,51121020500,VA,VA00_BLACKSBURG
51121021400,VA,51121021400,VA,VA00_SHAWSVILLE
51121021500,VA,51750010200,VA,VA00_RADFORD
51125950100,VA,51125950300,VA,VA00_ROSELAND
51125950200,VA,51125950200,VA,VA00_AFTON
51125950300,VA,51125950300,VA,VA00_ROSELAND
51127700100,VA,51127700100,VA,VA00_QUINTON
51127700200,VA,51127700100,VA,VA00_QUINTON
51127700300,VA,51127700100,VA,VA00_QUINTON
51131930100,VA,51131930100,VA,VA00_EXMORE
51131930200,VA,51131930100,VA,VA00_EXMORE
51131930300,VA,51131930300,VA,VA00_NORTHAMPTON
51131990100,VA,-80,,Water
51133020100,VA,51133020100,VA,VA00_LOTTSBURG
51133020200,VA,51133020300,VA,VA00_HEATHSVILLE
51133020300,VA,51133020300,VA,VA00_HEATHSVILLE
51133990100,VA,-80,,Water
51135000100,VA,51135000100,VA,VA00_BLACKSTONE
51135000200,VA,51135000300,VA,VA00_CREWE
51135000300,VA,51135000300,VA,VA00_CREWE
51135980100,VA,51135000100,VA,VA00_BLACKSTONE
51137110102,VA,51137110300,VA,VA00_SOMERSET
51137110103,VA,51137110104,VA,VA00_LOCUST GROVE
51137110104,VA,51137110104,VA,VA00_LOCUST GROVE
51137110200,VA,51137110300,VA,VA00_SOMERSET
51137110300,VA,51137110300,VA,VA00_SOMERSET
51139030100,VA,51139030200,VA,VA00_LURAY
51139030200,VA,51139030200,VA,VA00_LURAY
51139030300,VA,51139030200,VA,VA00_LURAY
51139030400,VA,51139030200,VA,VA00_LURAY
51139030500,VA,51165010300,VA,VA00_ELKTON
51141030100,VA,51141030100,VA,VA00_STUART
51141030200,VA,51141030100,VA,VA00_STUART
51141030301,VA,51141030100,VA,VA00_STUART
51141030302,VA,51141030100,VA,VA00_STUART
51143010100,VA,51143010600,VA,VA00_GRETNA
51143010200,VA,51143010200,VA,VA00_HURT
51143010300,VA,51143010600,VA,VA00_GRETNA
51143010400,VA,51143010500,VA,VA00_CHATHAM
51143010500,VA,51143010500,VA,VA00_CHATHAM
51143010600,VA,51143010600,VA,VA00_GRETNA
51143010700,VA,51143010600,VA,VA00_GRETNA
51143010801,VA,51590000800,VA,VA00_DANVILLE
51143010802,VA,51590000800,VA,VA00_DANVILLE
51143010900,VA,51590000800,VA,VA00_DANVILLE
51143011001,VA,51590000800,VA,VA00_DANVILLE
51143011002,VA,51590000800,VA,VA00_DANVILLE
51143011100,VA,37157040300,NC,NC00_EDEN
51143011200,VA,51590000800,VA,VA00_DANVILLE
51143011300,VA,51590000800,VA,VA00_DANVILLE
51143011400,VA,51590000800,VA,VA00_DANVILLE
51145500101,VA,51041100915,VA,VA01_MIDLOTHIAN
51145500102,VA,51041100915,VA,VA01_MIDLOTHIAN
51145500200,VA,51041100915,VA,VA01_MIDLOTHIAN
51145500300,VA,51041100915,VA,VA01_MIDLOTHIAN
51145500400,VA,51041100915,VA,VA01_MIDLOTHIAN
51147930100,VA,51147930201,VA,VA00_FARMVILLE
51147930201,VA,51147930201,VA,VA00_FARMVILLE
51147930202,VA,51147930201,VA,VA00_FARMVILLE
51147930203,VA,51147930201,VA,VA00_FARMVILLE
51147930300,VA,51135000300,VA,VA00_CREWE
51149850100,VA,51670820300,VA,VA00_HOPEWELL
51149850200,VA,51670820300,VA,VA00_HOPEWELL
51149850301,VA,51670820300,VA,VA00_HOPEWELL
51149850302,VA,51670820300,VA,VA00_HOPEWELL
51149850400,VA,51670820300,VA,VA00_HOPEWELL
51149850501,VA,51730811300,VA,VA00_PETERSBURG
51149850502,VA,51670820300,VA,VA00_HOPEWELL
51153900100,VA,51153900501,VA,VA00_WOODBRIDGE
51153900201,VA,51153900501,VA,VA00_WOODBRIDGE
51153900202,VA,51153900501,VA,VA00_WOODBRIDGE
51153900203,VA,51153900501,VA,VA00_WOODBRIDGE
51153900300,VA,51153900501,VA,VA00_WOODBRIDGE
51153900403,VA,51153900501,VA,VA00_WOODBRIDGE
51153900404,VA,51153900501,VA,VA00_WOODBRIDGE
51153900407,VA,51153900501,VA,VA00_WOODBRIDGE
51153900408,VA,51153900501,VA,VA00_WOODBRIDGE
51153900409,VA,51153900501,VA,VA00_WOODBRIDGE
51153900410,VA,51153900501,VA,VA00_WOODBRIDGE
51153900501,VA,51153900501,VA,VA00_WOODBRIDGE
51153900502,VA,51153900501,VA,VA00_WOODBRIDGE
51153900600,VA,51153900501,VA,VA00_WOODBRIDGE
51153900701,VA,51153900501,VA,VA00_WOODBRIDGE
51153900702,VA,51153900501,VA,VA00_WOODBRIDGE
51153900801,VA,51153900501,VA,VA00_WOODBRIDGE
51153900802,VA,51153900501,VA,VA00_WOODBRIDGE
