State #,State label,Medicare Enrollees (CMHS 5% Sample) (2006),Total Medicare reimbursements per enrollee (Part A and B) (2006),Total Part A Medicare reimbursements per enrollee (2006),Total Part B Medicare reimbursements per enrollee (2006),Medicare reimbursements for inpatient short stays per enrollee (2006),Medicare reimbursements for inpatient long stays per enrollee (2006),Medicare reimbursements for outpatient services per enrollee (2006),Part B Medicare reimbursements for professional & laboratory services per enrollee (2006),Part B Medicare reimbursements for medical & surgical services per enrollee (2006),Part B Medicare reimbursements for medical care per enrollee (2006),Part B Medicare reimbursements for surgical services per enrollee (2006),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (2006)",Part B Medicare reimbursements for durable medical equipment per enrollee (2006),Medicare reimbursements for home health services per enrollee (2006),Medicare reimbursements for hospice services per enrollee (2006),Medicare reimbursements for skilled nursing facilities per enrollee (2006)
1,Alabama,23892.3587493896,7832.94638597211,4356.83182508859,3476.78592861507,2717.39898589738,353.380151476849,774.026858477895,1856.16750065764,1339.98285406508,942.644570881964,397.551398715164,516.167328416667,228.940828815284,455.376906765831,532.747070226497,562.698164333232
2,Alaska,1886.9967956543,7700.41036867168,4511.94317730083,3202.47056532043,3471.54964209338,441.397536007976,1228.49457158242,1349.53290679202,1007.79738273784,711.318986598895,296.128839869367,342.212940937107,124.374788681195,218.369309742042,75.0544450119166,352.991039890606
3,Arizona,19913.8621063232,7840.52784881671,4273.44037317199,3566.83790830189,2891.95190247719,397.253418735794,663.770094793351,2156.3009345916,1522.66350047068,1083.40443808306,439.082541096463,633.120493512109,202.820616721413,226.182217755386,423.107586583844,415.757088236136
4,Arkansas,16696.461517334,7469.98221451732,4166.91693111162,3304.12242212524,2544.78441480309,794.696365161001,784.720945322195,1725.57186460176,1266.12016012367,908.109374767763,358.010765638301,459.484293798617,248.35256760194,331.58211702047,216.2266088799,455.37771667814
5,California,96831.4967193604,8898.81916380853,4898.0231156684,4000.85593920736,3362.76295488947,388.804360310955,845.866170066995,2268.69552507458,1653.83651985148,1213.2337970974,440.868529566615,614.859555833665,208.43738540142,449.820742148264,178.950177732676,759.684513977023
6,Colorado,13747.3049621582,7496.41003370465,4016.09196059533,3479.14530917218,2445.87815203962,431.075961700464,935.829922193342,1689.83446042999,1275.38967530448,886.222787910084,388.632571937775,414.752887674972,385.633795192132,320.081067623834,238.559128711777,720.677846197074
7,Connecticut,19163.381149292,8972.13627103379,5081.76677917823,3885.54531782945,3402.37515418096,225.921023676752,958.290704996845,2100.65570114503,1526.35072471566,1110.57428541856,415.665247303388,574.337588672315,152.776085959085,456.159203429235,168.996804483045,1038.12328449014
8,Delaware,5108.99287414551,7645.72032047006,4105.61977753522,3539.21540390063,2856.96890423686,253.402127622272,846.60261720945,2037.62932640005,1478.10894821193,1063.46380607512,414.62288122798,559.505712487399,164.837893885616,279.847123423923,304.086086977679,495.843611245459
9,District of Columbia,2181.82804870605,7551.2697167248,4460.77747948149,3055.13744646089,3241.47653029323,315.331930995187,842.293997896651,1893.44834867253,1366.34046772153,970.407768862031,397.199345964691,527.778962796702,121.247655062329,179.689404498627,85.1476545043199,677.23402849354
10,Florida,92853.8966217041,9378.96007243841,4401.57247916787,4978.33375696979,2761.37312792929,278.051433810308,850.462104529549,2834.55666381375,1951.27987244679,1367.61634252934,583.477340840598,883.309364006745,329.325778813289,656.454108584321,386.094489301021,747.339025663114
11,Georgia,36341.4040679932,7451.45010159257,3996.32683126448,3454.22223111634,2603.87394872064,378.528915031788,852.796061287552,1789.32606300026,1275.32150460687,878.320453401621,397.7197420728,513.932569902486,274.151084189504,345.76717078318,332.403511033887,508.803586028686
12,Hawaii,4392.98770141602,5310.86037865708,2732.16628122242,2574.64128951063,2049.42306178274,152.62380261326,800.763681293057,1328.5074269524,984.727012654769,739.234260880062,246.43037458131,343.921829942667,102.223155425248,112.510157704989,133.185038571776,327.096976181754
13,Idaho,6559.4841003418,6410.75426575117,3362.86852712104,3045.59519287827,1971.51998250331,468.807637115395,1119.37615173559,1243.57894207203,936.596574290106,583.982917686122,350.30237667207,307.2436170466,213.980781239468,318.856290585903,213.482628484034,564.43500359445
