HSA #,HSA label,Medicare Enrollees (CMHS 5% Sample) (2006),Total Medicare reimbursements per enrollee (Part A and B) (2006),Total Part A Medicare reimbursements per enrollee (2006),Total Part B Medicare reimbursements per enrollee (2006),Medicare reimbursements for inpatient short stays per enrollee (2006),Medicare reimbursements for inpatient long stays per enrollee (2006),Medicare reimbursements for outpatient services per enrollee (2006),Part B Medicare reimbursements for professional & laboratory services per enrollee (2006),Part B Medicare reimbursements for medical & surgical services per enrollee (2006),Part B Medicare reimbursements for medical care per enrollee (2006),Part B Medicare reimbursements for surgical services per enrollee (2006),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (2006)",Part B Medicare reimbursements for durable medical equipment per enrollee (2006),Medicare reimbursements for home health services per enrollee (2006),Medicare reimbursements for hospice services per enrollee (2006),Medicare reimbursements for skilled nursing facilities per enrollee (2006)
49001,VA-Abingdon,283.915893554688,6525.24734701001,3154.61535885575,3358.32862595379,2005.36145043198,,763.574831371789,1440.9795418229,1097.7110453114,825.202203339272,273.620901312179,343.918172683576,294.054890661529,,,
49002,VA-Alexandria,1017.08148193359,7845.83263339987,3729.88214747993,4124.11753349341,2525.2578530858,160.076972173631,1055.57523279666,2426.11323294735,1757.50230965139,1307.09550317695,449.25682732608,668.701979158632,107.753368961011,353.406456173871,,555.111172076861
49003,VA-Arlington,723.082626342773,7152.96103004544,3579.68461651204,3586.16785452249,2434.74454952531,,1010.15007533132,2061.32222777077,1475.74366538612,1075.88595397366,399.430155152177,585.948150117493,78.4078330754951,308.150648301903,,442.069031628694
49004,VA-Bedford,186.416244506836,6219.33540557777,3169.59197817718,3047.37706739791,2126.11955064564,,898.703219939525,1646.8152181424,1343.71389343598,1082.70222934744,262.434283676894,304.177060240914,237.240113077927,,,
49005,VA-Big Stone Gap,65.0832061767578,7934.9107022165,,3352.80334637731,,,1478.57504361327,1242.67633638698,872.164941498169,627.381268772225,245.013222214052,369.194763029878,,,,
49006,VA-Blacksburg,290.666091918945,6447.1803211057,3125.75502344661,3315.4964872687,2242.28544400477,,748.528353783057,1948.31689984672,1580.72445534498,1212.10742983343,369.94381635917,368.556944627494,212.339204580956,333.107468067369,,
49007,VA-Charlottesville,1300.91456604004,6364.90850621041,3512.63885282073,2852.33230306235,2529.23279128221,140.381930822045,993.06604618903,1361.66621861378,1085.19831291931,758.204533862582,327.107446210529,276.486358531238,144.405740476464,278.792449146003,232.201928325598,464.307911149354
49008,VA-Chesapeake,553.831909179688,7859.3007920707,3666.66335306835,4201.92013739319,2696.99848801833,,1027.11819043097,2185.29984409479,1728.16911900614,1306.75008236855,418.694158644008,456.204477502834,376.632337566464,480.679524408333,,484.058594133552
49009,VA-Clintwood,61.2499084472656,8290.1748714579,,3178.32418673908,,,786.811947640967,1193.04030414179,831.505191396649,508.663187191094,321.33155136594,360.67485856547,,,,
49010,VA-Culpeper,237.166168212891,8887.12815906079,5172.40785319857,3714.16064185871,3966.85646676061,,1195.20327347546,1857.99442272656,1503.17482868034,1181.81478156529,320.35515528621,354.867198613651,160.442049702525,,,
49011,VA-Danville,709.91389465332,6077.27239676288,2846.38516449425,3240.42157706229,2080.64148891318,,645.977103181286,1916.61392461518,1418.22009429771,1076.48048865425,339.036063914115,498.162726148389,274.564117255662,240.449780636175,,557.031738777409
49012,VA-Emporia,185.582382202148,6387.28961072784,2900.14710491758,3516.17958591288,2555.45288052275,,1226.41926938659,1416.86253778814,1050.84057240985,654.299401204994,409.003351698455,365.443978021045,252.535768111487,,,
49013,VA-Fairfax,248.832962036133,7635.19901530627,4220.47379589654,3416.83295572475,2849.93004814783,,651.18111967693,2260.67311279912,1641.15891981516,1184.4451051065,457.036335981975,619.408346967871,107.711164312003,,,
49014,VA-Falls Church,2109.08110046387,6828.80343480318,3407.05858369376,3417.72251345424,2348.10827021314,97.9759660373143,691.21585394814,2233.8191783135,1510.45421345244,1092.16273256519,418.497448634044,722.880486894714,98.1138543988484,257.078179477242,149.99194897617,636.757467529326
49015,VA-Farmville,216.499588012695,5889.85713882583,3157.41596856277,2734.62036287329,1819.97719022383,,875.733219931546,1274.13661635579,851.431609107175,594.436563058621,257.904650654744,423.930079645279,237.461420440977,,,
49016,VA-Franklin,143.749496459961,5258.62792168924,2687.71348341435,2579.49172691482,2032.20107835969,,776.341567223364,1406.76020639775,1110.36002431135,805.55925551332,303.69209766815,294.417251291385,175.510364768509,,,
49017,VA-Fredericksburg,1118.16500854492,8226.34253829027,4800.93361816269,3433.28036316833,3518.55490474805,,803.363488870164,1939.71565054866,1396.19978663503,1006.09381335112,390.141560604946,543.358786335365,222.203264468093,369.444536442082,,658.745665057509
49018,VA-Front Royal,179.916320800781,10015.0447913805,6658.02094210868,3396.63957680583,4456.04927020886,,987.66348272477,1802.31910732179,1413.90430161288,1031.66076035989,382.708230795947,390.09451545539,155.258852199991,,,
49019,VA-Galax,419.332412719727,7837.13078233413,4296.99536139983,3540.86798034552,3309.56719667016,,958.297261416264,1562.46683829708,1130.81537871611,754.372523515137,375.075800396624,431.543378585584,349.175210779142,533.104655053119,,
49020,VA-Gloucester,321.165832519531,5639.36626992378,2947.74790262031,2687.31114175647,2307.22271540177,,687.950401097794,1512.04347755315,1187.86714635643,871.939687362641,316.244606530899,325.257340473749,199.602425612668,218.21252170635,,
49021,VA-Grundy,143.166427612305,7397.7191130586,3794.61917682969,3570.51861179892,3160.10850905428,,1150.74837015895,1595.2784319731,1241.07365004958,935.787272848004,308.907691155154,357.926307040195,262.404035551684,,,
49022,VA-Hampton,419.831802368164,6735.47164928783,3265.25248091864,3473.48554324087,2415.04476994884,,995.863722347322,1905.43742923811,1424.18057133665,1014.3867777484,410.077928778536,480.929093903166,125.560403678044,328.41658768456,,
49023,VA-Harrisonburg,775.498046875,6078.89890847051,3300.89059317079,2778.00674273394,2688.21068365137,,1131.98005080675,1224.82883917332,923.850675986504,613.422124485238,309.543824053924,301.070129306525,201.131916834962,106.354566131966,,452.726261609437
49024,VA-Hopewell,187.332916259766,7056.39010173627,3800.417751572,3254.26560911046,2974.14051598333,,782.897918415657,1729.60604474327,1344.03262327392,981.946636300318,361.666975561939,386.248040470052,272.069869361614,,,
49025,VA-Hot Springs,45.5831604003906,9814.70196111856,,3536.59118708096,,,1950.77511563306,1046.28651697979,857.960162209437,534.38068485848,322.94981526017,190.362047430429,,,,
49026,VA-Kilmarnock,353.332580566406,5923.3286224637,2989.94728869552,2938.72965153918,2113.78280875597,,835.466209779546,1551.39047221765,1218.54026870302,843.119718580276,375.673744388354,332.189849792268,176.844781868789,277.525603916661,,
49027,VA-Lebanon,194.249328613281,11747.5964826965,6636.07868763354,5120.67336894805,4270.98375699316,,1123.94299993417,1605.02477418393,1203.3716321849,921.139600828068,284.132940501625,402.259676068596,340.860146059645,,,
49028,VA-Leesburg,483.832885742188,5626.64062346046,2289.51236757964,3331.47340646695,1406.81111787741,,989.026864604071,1856.98465029718,1318.65536480751,917.125036531772,401.484050909426,538.292787957859,127.950170475624,231.627771312511,,379.998530702154
