year,event,strat,geoid,geolab,denom,observed_benes,observed,predicted,obspred_ratio,crude,adj,se,l95,u95,popunit,geotype,suppr_limit,precision_limit
2009,IDF,ALL,51001,VA-Accomack,5335,16,18,17.8035747491444,1.01103291072851,-3.37394564198688,-3.32088306599169,-0.614237174155671,-2.09221713421418,-5.27108977249272,1000,county,11,26
2009,IDF,ALL,51003,VA-Albemarle,10099,30,30,32.545459775168,0.921787561375606,2.97059114763838,3.01777405758704,0.432362251039283,2.10991672026958,4.31626527016753,1000,county,11,26
2009,IDF,ALL,51005,VA-Alleghany,1264,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26
2009,IDF,ALL,51007,VA-Amelia,1357,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26
2009,IDF,ALL,51009,VA-Amherst,4080,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26
2009,IDF,ALL,51011,VA-Appomattox,2057,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26
2009,IDF,ALL,51013,VA-Arlington,12817,21,22,40.6922385595227,0.540643640624967,-1.71647031286573,-1.77049308827089,-0.296205258885121,-1.16575172724797,-2.6889480001158,1000,county,11,26
2009,IDF,ALL,51015,VA-Augusta,6124,16,18,20.3542903334465,0.884334442769648,-2.93925538863488,-2.89137891827773,-0.534786719900106,-1.82163504630657,-4.58932323794013,1000,county,11,26
2009,IDF,ALL,51017,VA-Bath,1041,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26
2009,IDF,ALL,51019,VA-Bedford,9172,20,20,30.2214020028745,0.661782666406333,-2.18054949847362,-2.16532526962438,-0.379944656724826,-1.39693348763515,-3.35637563618811,1000,county,11,26
2009,IDF,ALL,51021,VA-Bland,982,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26
2009,IDF,ALL,51023,VA-Botetourt,3939,11,11,12.764594220159,0.861758690505632,-2.79258695100279,-2.81761868273599,-0.666629635511688,-1.56036344126648,-5.08790121028418,1000,county,11,26
2009,IDF,ALL,51025,VA-Brunswick,2183,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26
2009,IDF,ALL,51027,VA-Buchanan,2735,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26
2009,IDF,ALL,51029,VA-Buckingham,1631,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26
2009,IDF,ALL,51031,VA-Campbell,4391,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26
2009,IDF,ALL,51033,VA-Caroline,2667,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26
2009,IDF,ALL,51035,VA-Carroll,3714,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26
2009,IDF,ALL,51036,VA-Charles City,572,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26
2009,IDF,ALL,51037,VA-Charlotte,2125,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26
