County ID,County name,Medicare enrollees (2010),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2010)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2010)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2010)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2010)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2010)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2010)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2010)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2010)"
51001,VA-Accomack County,5099,8557.51,8730.38,4123.71,4036.36,2001.47,2042.48,1258.2,1343.79,453.18,494.51,503.65,597.61,223.35,225.68
51003,VA-Albemarle County,13234,7971.76,7945.29,3907.5,3718.56,1873.05,1976.46,1316.46,1349.39,354.75,362.71,340.14,360.73,180.53,179.3
51510,VA-Alexandria city,7563,8700.73,8499.55,3885.18,3942.28,2823.33,2651.52,1089.74,1035.1,407.88,387.16,369.47,352.91,152.98,152.19
51005,VA-Alleghany County,1180,8746.11,9784.4,4624.65,5339.04,2038.3,2169.4,1115.24,1214.14,402.6,434.02,,,279,279.52
51007,VA-Amelia County,1559,8783.05,9513.67,4421.87,4943.71,2229.04,2354.01,921.9,949.6,484.97,495.35,,,312.36,310.27
51009,VA-Amherst County,3927,7514.74,8343.69,3661.77,4288.81,2009.94,2088.09,831.39,892.12,462.64,500.16,304.07,328.05,247.12,249.37
51011,VA-Appomattox County,2295,8774.6,9634.57,4348.71,4994.4,2304.55,2366.91,777.93,839.55,578.91,624.25,505.65,559.74,286.82,285.31
51013,VA-Arlington County,12906,8002.67,7753.52,3464.84,3464.9,2502.9,2351.79,987.43,939.08,472.94,448.78,425.67,397.48,149.39,149.13
51015,VA-Augusta County,6736,7490.14,8000.21,3755.7,3940.64,1635.48,1782.16,1420.78,1535.11,257.35,274.37,195.46,237.49,197.1,198.31
51017,VA-Bath County,1066,9086.17,9683.68,4846.49,5077.74,1596.81,1699.97,1868.48,2048.33,356.16,390.44,,,219.19,223.19
51515,VA-Bedford city,2597,7089.27,7773.22,3316.24,3792.25,2000.69,2087.39,907.3,971.32,362.49,384.98,219.82,251.83,285.96,286.84
51019,VA-Bedford County,6289,6968.4,7558.74,3262.4,3655.27,2007.03,2099.67,848.94,902.53,366.84,391.04,260.13,291.31,204.71,207.09
