GEOID,State name,Multiple chronic conditions - Fee-for-service Medicare beneficiaries*,Dementia - Fee-for-service Medicare beneficiaries*,Multiple chronic conditions - Average number of contact days with the health care system per beneficiary,Dementia - Average number of contact days with the health care system per beneficiary,Multiple chronic conditions - Average number of inpatient days per beneficiary,Dementia - Average number of inpatient days per beneficiary,Multiple chronic conditions - Average number of unique clinicians seen per beneficiary,Dementia - Average number of unique clinicians seen per beneficiary,Multiple chronic conditions - Percent of beneficiaries whose predominant provider was a primary care physician,Dementia - Percent of beneficiaries whose predominant provider was a primary care physician,Multiple chronic conditions - Percent of beneficiaries filling prescriptions for high-risk medications,Dementia - Percent of beneficiaries filling prescriptions for high-risk medications
37,Oklahoma,84505,37654,29.4953390473952,26.6885717666026,15.9418141160942,20.6179603764465,4.06083826416306,3.24275405441026,67.8275485575161,76.0601062088955,32.0996606597715,33.1756144096789
38,Oregon,44464,20803,26.199968493977,18.9639610895085,11.035887102536,10.7474275606969,4.3756906573135,3.25534686758627,64.1720445739606,69.3058051036517,23.9802595515668,20.8847516922065
39,Pennsylvania,242138,115716,34.147008230087,31.3643896418264,19.3058127236037,25.6858691673144,4.84819835317227,3.98998356503991,69.9287186182892,77.6499422172217,21.1764737091587,20.855753228654
41,Rhode Island,16810,8503,35.6430223358888,33.0827195403463,17.5783953362423,22.0521137830402,5.21363902775935,4.33314529816792,63.3288444467551,69.5837410677597,18.3890354657131,17.4857308517402
42,South Carolina,104090,48152,30.8948350382658,25.3613671285175,15.7801811082347,20.3613516120186,4.90361399782749,3.85545294036377,64.74210773881,72.0021871178929,29.1477517940183,28.9313795291136
43,South Dakota,17262,7996,26.6796297656399,19.9295565258565,18.5839953871527,21.1989931771334,4.21011321272837,3.03601659992026,70.9459997749434,82.0406688488415,17.0266674816109,16.6372402563053
44,Tennessee,136990,66846,30.8580030345038,28.0594951703047,18.3357533883323,24.8833367503152,4.6542342739656,3.90547443408943,60.3880197471935,62.1254026485332,33.0528077806956,32.1201808037787
45,Texas,419636,203745,33.9100397015212,31.3370733314414,17.7086743023683,22.7873625413119,4.70782068595888,3.91145319585782,59.9806373577703,64.8427011607217,30.6333202127091,30.69999171647
46,Utah,21664,10487,28.2023923792035,20.4577889253828,14.587003337089,14.8843336407164,4.5997643684392,3.40449637225371,67.1827550681257,75.5886105147439,25.4699056784029,20.8703355951649
47,Vermont,13588,6146,24.5254701073689,18.3094109739628,16.2830006362832,17.5880278274533,4.51476844676787,3.4141056790077,69.4519403833707,73.0025496137751,21.7661073630402,20.6497205155062
49,Virginia,158642,74001,30.6556365106504,25.4678929587368,16.2035746357188,19.933758467438,5.02364777425686,4.01480041926937,65.7141288237396,71.0505588530965,26.8560320597658,26.3682913936695
50,Washington,95760,46190,29.0173282307192,22.238274034064,15.0803838782626,16.4984990437237,4.81537615764171,3.60681183257776,63.0748330051479,69.5301142114846,24.3750393317917,23.4075957358493
51,West Virginia,48907,19331,28.9953434607148,26.3135081550141,16.7242810452898,23.8058534207213,4.23387725268219,3.33429074414865,68.50986964866,75.4888819993193,26.8482080179579,26.7215765878607
52,Wisconsin,95344,46851,28.4242707392519,22.8971532698551,17.1500834671965,19.8517912859177,4.55260260044398,3.46778925114578,66.0717273551582,74.6247310969122,19.5897194515521,18.2946167386347
53,Wyoming,9267,4395,29.8386813475332,22.9948957803654,18.1368198063296,21.3862138271131,4.44079725899062,3.37093568533928,63.8426978290133,74.4699112646789,22.8097489362818,21.1902376056517
99,United States,5738378,2640546,33.2185994021307,29.6248794756842,17.2372696605208,22.4593565118729,4.91011832960464,4.00675579974748,62.7618292137604,69.1295285141785,25.8019111168851,24.9208294935711
