County ID,County name,Medicare enrollees (20% sample) (2007),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2007)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2007)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2007)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2007)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2007)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2007)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2007)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2007)"
1097,AL-Mobile County,6237,7726.93,9095.32,3545.92,4449.36,2155.75,2366.69,678.92,758.34,436.75,492.5,667.77,786.87,258.1,255.15
1099,AL-Monroe County,585,7829.23,9326.67,3907.08,4997.66,2009.41,2143.87,642.96,734.25,538.27,618.01,475.94,569.81,252.03,249.68
1101,AL-Montgomery County,3744,7776.89,8625.86,3369.84,3880.57,2565.78,2732.36,580.48,619.78,416.68,453.11,664.05,757.78,229.09,228.23
1103,AL-Morgan County,2869,8476.05,9350.84,4024.25,4582.4,2514.02,2674.4,729.42,782.25,460.42,496.05,474.65,550.65,285.54,287.26
1105,AL-Perry County,178,6694.68,7419.23,2924.31,3348.09,1941.9,2042.54,597.24,672.86,781.39,865.8,,,258.66,257.76
1107,AL-Pickens County,609,7310.76,8106.56,3495.01,3888.82,1750.83,1904.35,819.38,900.78,752.56,866.33,223.6,268.78,231.21,230.98
1109,AL-Pike County,576,8540.7,9675.45,3615.29,4201.22,2327.82,2456.89,881.3,998.92,498.54,575.41,841.58,1054.85,377.83,375.91
1111,AL-Randolph County,568,8794.6,9894.83,4850.72,5546.1,1709.02,1861.18,1244.85,1405.56,552.32,632.21,100.35,112.49,315.86,315.93
1113,AL-Russell County,1019,7683.5,8745.02,3612.9,4309.13,2053.33,2240.49,803.13,862.95,331.31,367.03,656.54,750.92,271.44,268.56
1117,AL-Shelby County,2509,8260.14,9216.67,3763.99,4379.25,2415.35,2627.62,700.29,731.48,498.21,526.36,653.19,732.35,240.77,237.99
1115,AL-St. Clair County,1082,8845.74,9884.47,4145.44,4831.6,2430.39,2642.67,872.44,915.24,428.62,458.99,616.87,695.65,362.84,357.36
1119,AL-Sumter County,255,6676.7,7867.08,3228.31,4008.24,1497.84,1639.07,775.32,867.14,398.65,460.49,,,162.13,165.29
1121,AL-Talladega County,1739,8327,9516.8,3589.51,4202.8,2095.35,2248.39,980.82,1104.21,411.56,465.35,1013.18,1277.4,293.33,293.51
1123,AL-Tallapoosa County,1149,7916.51,9205.1,3312.88,4009.26,2031.63,2234.74,1080.5,1230.69,463.68,532.61,700.41,867.61,319.9,318.09
1125,AL-Tuscaloosa County,3564,8880.09,9802.31,4398.04,4966.16,2148.32,2403.28,878.36,934.23,701.2,747.49,525.23,523.43,238.74,237.35
1127,AL-Walker County,1525,9820.13,10592.72,4552.51,4979.61,2662.86,2823.9,727.81,762.73,833.59,890.08,829.81,942.12,291.58,289.94
1129,AL-Washington County,421,9009.96,10628.36,3679.05,4700.89,2345.48,2467.06,945.6,1076.72,753.67,855.5,1075.86,1354.56,266.19,242.52
1131,AL-Wilcox County,306,7470.03,8423.32,3176.2,3566.11,1942.61,2051.49,588.76,664.05,408.61,473.59,1115.25,1397.01,277.45,277.07
1133,AL-Winston County,724,10250.48,11667.82,5460.36,6374.29,2311.08,2492.48,705.48,786.76,854.39,954.25,697.42,880.49,355.85,351.34
5001,AR-Arkansas County,576,8784.24,9792.65,4516.6,5147.21,1867.83,1966.29,1564.5,1765.67,348.29,398.86,251.82,277.6,227.09,226.59
5003,AR-Ashley County,529,9266.99,10125.67,4755.82,5295.25,2139.35,2134.66,1352.56,1536.58,360.44,415.33,373.85,460.38,271.83,272.39
5005,AR-Baxter County,1868,7116.13,8082.17,3358.26,3974.84,2163.13,2341.58,883.42,1003.53,230.51,262.01,237.17,256.37,213.14,214.38
5007,AR-Benton County,3472,6854.07,7526.13,3437.21,3905.12,2046.52,2201.58,609.94,647.6,335.82,357.46,167.41,154.84,252.53,253.85
5009,AR-Boone County,950,6698.73,7553.49,3411.05,3910.03,1824.23,2016.71,698.17,795.32,330.85,381.8,164.62,179.56,268.31,268.8
5011,AR-Bradley County,320,8814.29,9931.82,3933.71,4641.17,2214.51,2311.87,1309.28,1462.5,944.02,1089.55,,,347.11,343.89
5013,AR-Calhoun County,130,8665.26,10253.71,4225.16,5403.74,1918.04,2023.75,1404.02,1602.74,659.1,761.09,,,418.19,415.54
5015,AR-Carroll County,724,6276.32,6951.33,3209.21,3547.39,1364.54,1515.21,731.02,814,541.11,624.09,226.56,251.37,242.74,244.56
5017,AR-Chicot County,354,8130.19,9096.86,4555.15,5183.84,1646.27,1740.08,1137.32,1288.73,406.71,468.02,,,224.8,227.83
5019,AR-Clark County,542,7183.44,7939.34,3783.55,4329.17,1972.16,2095.57,832.22,922.62,258.46,294.46,112.36,71.26,226.65,228.23
5021,AR-Clay County,560,8530.1,9699.18,4725.64,5548.48,1666.33,1745.98,1148.37,1302.98,705,815.35,,,281.7,283.63
5023,AR-Cleburne County,1078,7220.77,8027.72,3433.79,3889.78,1907.44,2036.39,986.76,1106.93,275.75,317.71,287.22,357.4,312.03,309
5025,AR-Cleveland County,215,8358.74,8814.94,3839.37,4154.92,2558.99,2627.55,632.33,693.81,517.81,589.89,,,314.75,319.83
5027,AR-Columbia County,668,8477.5,9666.43,4755.16,5655.87,1944.83,2032.64,843.32,943.64,445.81,515.45,197.76,228.67,272.81,270.24
5029,AR-Conway County,527,7416.1,8399.49,3593.9,4237.27,1885.19,1981.83,665.21,737.26,286.53,327.95,628.87,769.93,364.91,361.75
5031,AR-Craighead County,1735,8102.4,8800.49,4344.37,4757.02,2104.05,2222.36,818.76,909.69,368.45,413.16,163.07,196.28,302.52,301.33
5033,AR-Crawford County,1056,7215.58,8141.26,3655.93,4312.4,1809.1,1939.78,504.37,548.42,479.57,524.64,468.1,527.65,329.97,326.95
5035,AR-Crittenden County,751,8269.89,8329.31,4333.81,4289.45,2202.71,2279.44,898.09,915.83,415.68,432.85,78.92,78.56,321.71,319.88
5037,AR-Cross County,405,6374.55,7336.25,3186.18,3862.58,1664.27,1784.21,753.99,850.75,324.29,372.22,,,249.73,252.46
5039,AR-Dallas County,232,6654.71,7548.5,3265.14,3807.22,1339.98,1487.36,980.35,1098.99,550.98,634.45,,,386.03,375.07
5041,AR-Desha County,283,8567.52,9436.76,4586.4,5116.91,1878.37,1979.67,1049.99,1179.32,627.21,725.07,,,311.6,318.1
5043,AR-Drew County,408,8057.8,9132.94,3738.38,4448.52,2284.4,2416.49,755.78,838.5,673.45,776.75,300.02,345.54,301.43,299.11
5045,AR-Faulkner County,1748,7767.64,8193.15,3620.87,3892.07,2403.61,2475.35,803.6,849.14,261.91,279.21,413.15,436.34,243.68,243.21
5047,AR-Franklin County,461,5995.17,6954.21,3029.9,3710.98,1565.17,1725.24,746.9,821.39,301.2,330.94,,,325.59,331.37
5049,AR-Fulton County,339,8453.98,10334.69,4799.39,6376.89,1759.71,1839.3,768.32,880.23,573.15,662.45,,,308.03,310.25
5051,AR-Garland County,3974,7417.22,8044.38,3509.34,3948.18,2176.31,2322.52,867.65,902.92,277.98,290.09,334.98,327.62,231.71,232.83
5053,AR-Grant County,346,10178.23,10850.87,5675.89,6160.64,2657.29,2771.55,794.68,844.62,534.66,574.7,191.03,168.41,335.32,338.29
5055,AR-Greene County,870,7934.17,8725.97,4402.83,4944.53,2002.77,2072.34,797.71,903.73,303.42,347.35,120.76,152.41,296.79,298.82
5057,AR-Hempstead County,471,8583.62,9764.46,4799.62,5617.97,2114.13,2293.81,677.4,759.17,368.16,417.42,,,384.73,381.15
5059,AR-Hot Spring County,817,9036.17,9997.57,4698.14,5350.73,2172.8,2320.68,916.03,996.06,521.53,588.58,445.94,465.41,298.71,296.18
5061,AR-Howard County,374,7461.63,8494.86,3918.55,4685.06,1848.85,1935.12,1016.59,1133.43,177.39,204.16,143.68,178.44,353.54,353.79
5063,AR-Independence County,907,8799.32,9620.47,4974.24,5406.65,2166.15,2342.28,872.73,992.48,396.58,458.19,159.11,189.03,238.66,237.24
5065,AR-Izard County,395,7429.42,8368.42,3824.7,4446.15,1919.46,2029.26,883.47,1004.4,457.62,523.77,,,239.42,239.22
5067,AR-Jackson County,548,9921.2,11322.53,5983.96,7044.83,2269.52,2390.33,754.79,857.25,418.67,484.08,203.26,253.01,298.17,301.35
5069,AR-Jefferson County,1496,7193.27,7661.16,3658.84,3873.75,2091.16,2262.61,684.6,729.26,192.03,204.38,373.78,407.29,225.54,223.96
5071,AR-Johnson County,529,6613.71,7466.4,3581.26,4116.92,1516.63,1641.55,758.67,863.32,278.05,317.75,165.85,211.54,320.14,322.03
5073,AR-Lafayette County,181,7444.36,8597.91,3334.89,4050.27,1795.62,1921.22,775.4,857.86,464.2,526.98,726.75,896.88,377.67,378.53
5075,AR-Lawrence County,561,8269.07,9337.23,4279.77,5067.99,1970.82,2019.45,1193.2,1357.32,471.85,538.66,,,294.04,289.52
5077,AR-Lee County,177,7899.41,8809.9,4124.54,4765.54,2035.62,2096.38,455.43,511.26,441.03,507.65,,,496.24,493.74
5079,AR-Lincoln County,225,8571.34,8955.1,4395.47,4568.78,2195.99,2247.05,833.41,894.8,368.73,406.01,,,294.06,298.02
5081,AR-Little River County,359,9788.4,11226.82,4913.58,5957.48,2527.16,2675.42,951.35,1060.01,930.99,1072.33,,,324.42,317.66
5083,AR-Logan County,575,5867.42,6656.05,2774.75,3289.33,1343.69,1420.45,870.15,983.16,296.34,339.23,208.46,261.65,376.43,371.76
5085,AR-Lonoke County,1192,9204.16,9925.44,5265.69,5733.35,2268.84,2432.91,778.74,831.98,261.59,281.08,280.82,300.85,345.47,340.63
5087,AR-Madison County,279,5730.88,6410.63,3139.75,3592.37,1458.48,1635.94,615.57,657.53,234.37,262.21,,,183.4,186.68
5089,AR-Marion County,529,6919.4,7773.28,3289.51,3808.04,1842.97,1963.35,902.18,1027.6,462.7,535.63,170.06,191.36,256.77,260.45
5091,AR-Miller County,875,8490.32,9580.73,4529.73,5323.53,2209.64,2366.69,718.29,779.81,387.73,421.86,316.55,360.18,327.85,327.92
5093,AR-Mississippi County,918,8192.96,9050.89,4162.42,4711.46,2182.02,2292.86,914.64,1032.03,396.36,454.14,108.57,129.69,408.99,410.43
5095,AR-Monroe County,256,5430.96,6082.47,2361.88,2765.08,1767.73,1859.88,792.73,889.27,267.5,296.83,,,199.12,202.57
5097,AR-Montgomery County,313,7330.04,7970.44,3585.82,4076.07,1999.92,2080.82,1047.21,1105.6,405,452.77,,,216.72,221.56
5099,AR-Nevada County,220,7588.59,8349.7,3994.52,4714.25,2342.77,2281.44,497.62,556.16,255.97,296.56,,,179.3,180.81
5101,AR-Newton County,173,8036.95,8982.34,4040.67,4596,1850.82,1992.79,1022.68,1168.51,782.44,906.91,,,384.73,389.84
5103,AR-Ouachita County,703,7640.21,8685.61,4197.35,4878.76,1519.91,1672.36,1072.56,1207.8,268.78,310.65,181.73,219.77,366.29,363.56
5105,AR-Perry County,221,7657.31,8292,3604.06,4043.38,2303.46,2412.53,664.69,719.71,478.63,520.47,,,290.73,287.97
5107,AR-Phillips County,495,7919.87,8748.93,4241.89,4837.42,1930.13,2003.98,848.55,950.19,438.08,502.9,,,396.72,393.59
5109,AR-Pike County,342,7625.51,8516.51,3590.52,4210.04,2273.32,2364.36,736.31,798.75,202.53,220.88,,,384.81,387.5
5111,AR-Poinsett County,588,8185.48,8902.2,3941.95,4416.68,2268.36,2346.18,894.36,987.92,394.31,442.53,300.1,333.18,375.05,373.33
5113,AR-Polk County,656,7370.09,8373.91,3881.02,4541.93,1515.61,1623.3,841.16,938.43,666.9,764.5,183.28,234.42,326.26,326.12
5115,AR-Pope County,1304,7454.6,8110.6,3912.51,4287.42,1888.09,1986.54,826.17,923.62,220.63,254.22,269.55,321.67,326.69,327.46
5117,AR-Prairie County,274,8009.26,8845.74,4232.64,4854.83,2060.96,2132.3,747.22,832.09,373.46,403.85,,,359.58,359.56
5119,AR-Pulaski County,7038,8112.98,8718.49,4101.68,4474.4,2334.39,2506.76,777.58,823.9,293.35,311.3,355.59,353.87,256,254.91
5121,AR-Randolph County,467,6692.88,7448.3,3096.97,3641.04,1739.78,1759.96,872.9,983.87,605.59,699.07,,,324.54,321.21
5125,AR-Saline County,1869,9673.63,10341.73,4998.86,5490.65,2551.92,2702.4,896.99,948.39,447.21,473.78,440.59,386.23,348.77,345.07
5127,AR-Scott County,272,7503.31,8538.64,3493.37,4129.5,1700,1824.65,993.46,1122.78,420.6,479.64,,,447.48,438.31
5129,AR-Searcy County,234,6775.2,7761.22,2799.08,3398.03,1639.3,1729.38,1042.48,1178.74,1031.33,1188.34,,,240.62,242.82
5131,AR-Sebastian County,2234,7188.18,8245.45,3426.33,4173.28,1932.9,2109.26,675.53,736.47,487.27,534.7,377.76,404.52,293.49,293.74
5133,AR-Sevier County,352,7433.49,8815.7,3932.1,4955.92,1634.09,1759.73,454.18,509.83,829.45,959.09,,,296.94,295.37
5135,AR-Sharp County,756,7137.77,7809.83,3490.95,3889.03,2098.46,2208.05,921.4,1041.2,264.89,304.86,89.54,95.94,251.97,251.79
5123,AR-St. Francis County,388,5235.29,5811.52,2409.15,2748.94,1540.77,1655.21,473.52,515.2,398.4,446.35,99.01,124.45,307.32,308.14
5137,AR-Stone County,391,10868.64,11943.7,6754.31,7506.87,2012.57,2090.49,1089.34,1240.07,713.99,816.15,,,296.41,293.75
5139,AR-Union County,1157,7775.73,8775.59,4194.73,4845.43,1851.86,2001.71,1008.05,1146.61,253.4,289.85,186.14,210.45,275.7,273.13
5141,AR-Van Buren County,609,7783.12,8492.95,3549.33,3931.6,2053.34,2129.7,1022.42,1138.58,654.35,753.56,222.77,271.35,300.15,303.29
5143,AR-Washington County,2823,7377.85,8142.96,4053.81,4590.11,1953.21,2144.31,476.86,506.71,380.75,406.4,253.08,231.02,264.44,263.8
5145,AR-White County,1752,8128.61,8919.59,4402.37,4906.81,2058.81,2187.31,672.96,750.4,265.69,304.37,429.82,474.54,301.64,300.53
5147,AR-Woodruff County,249,9699.1,10511.9,5336.78,5851.59,2258.57,2300.24,845.72,965.49,534.65,618.04,,,340.84,341.56
5149,AR-Yell County,557,7839.28,8871.54,4566.95,5335.5,1582.43,1694.69,828.01,920.26,414.1,474.75,,,409.25,409.93
4001,AZ-Apache County,946,6296.02,5872.63,3347.82,2966.13,1704.54,1693.09,772.53,797.77,22.62,21.56,187.69,163.58,185.51,183.26
4003,AZ-Cochise County,2824,7438.33,7544.46,3857.47,3969.95,2205,2144.8,757.44,797,151.99,159.18,237.75,249.79,216.96,216.45
4005,AZ-Coconino County,1492,7909.35,7206.78,4239.14,3741.9,2058.63,2024.42,761.56,686.9,187.61,165.51,379.62,315.49,269.91,271.31
4007,AZ-Gila County,1680,8202.79,8084.9,4188.74,4048.63,2141.91,2119.06,689.51,712.46,151.67,157.62,717.49,734.84,343.18,343.52
4009,AZ-Graham County,567,7193.46,7196.22,3634.33,3645.57,2095.98,2007.98,740.35,774.83,152.89,159.53,361.06,406.28,222.07,219.73
4011,AZ-Greenlee County,130,5688.42,5971.63,2808.43,3134.26,1674.87,1623.97,526.27,554.52,,,,,195.36,195.74
4012,AZ-La Paz County,580,7943.2,7670.14,4105.01,3943.1,2450.34,2338.42,782.87,805.08,65.36,62.64,228.08,212.67,246.2,240.34
