State #,State label,Medicare Enrollees (CMHS 5% Sample) (1998),Total Medicare reimbursements per enrollee (Part A and B) (1998),Total Part A Medicare reimbursements per enrollee (1998),Total Part B Medicare reimbursements per enrollee (1998),Medicare reimbursements for inpatient short stays per enrollee (1998),Medicare reimbursements for inpatient long stays per enrollee (1998),Medicare reimbursements for outpatient services per enrollee (1998),Part B Medicare reimbursements for professional & laboratory services per enrollee (1998),Part B Medicare reimbursements for medical & surgical services per enrollee (1998),Part B Medicare reimbursements for medical care per enrollee (1998),Part B Medicare reimbursements for surgical services per enrollee (1998),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (1998)",Part B Medicare reimbursements for durable medical equipment per enrollee (1998),Medicare reimbursements for home health services per enrollee (1998),Medicare reimbursements for hospice services per enrollee (1998),Medicare reimbursements for skilled nursing facilities per enrollee (1998)
1,Alabama,23920.0356750488,5824.02670496654,3516.84306235172,2307.16839202481,2651.97061542785,125.096463135642,409.000533316673,1181.18287782117,898.596134506087,560.233598542005,338.879245418247,282.63164190743,180.287775222428,493.047193691034,121.134650918433,381.079468272971
2,Alaska,1442.9984588623,6124.47373678466,3821.25510327352,2306.52941563698,3088.38351446827,,884.096960857053,985.046045668448,753.821167548038,449.166106039334,302.559664131544,231.207678820671,103.128274846004,365.202718669045,,320.85846569827
3,Arizona,15748.2034454346,5542.59711363316,3300.14359526724,2241.73926395214,2371.8918040072,166.075774359115,387.727165019771,1294.87317271795,957.548706369201,589.200486754076,367.550869289589,337.069129359932,123.345233697272,296.735355699812,126.414518901416,464.163180269381
4,Arkansas,16255.0545043945,5476.19207443507,3346.69920569836,2129.5131761203,2532.60323434275,185.75176496734,474.166034482677,1045.18802418445,810.910604117169,505.319136159497,305.737343823931,234.297626666832,158.315715749387,356.002311170563,73.5880607950983,372.071055920618
5,California,80228.192199707,7346.68482256297,4525.66306507483,2820.92135649796,3425.93582759086,78.0754004711265,564.365685658907,1596.61842655282,1223.43497884666,828.440079274425,395.258149346818,373.167480962976,148.631769882423,446.178894277012,66.7152913453442,698.359399202848
6,Colorado,11190.462600708,5711.26711609244,3428.07823621499,2283.0565001278,2343.21035389604,121.948964501966,644.393101426071,1037.74186553852,819.710613118554,512.266164055939,306.98171298219,218.186554789129,226.076183301077,403.790385559641,81.8376776517904,651.649327123983
7,Connecticut,17139.2712402344,6567.60430534112,3961.30133995874,2606.72605068553,2879.13332847863,48.0609332796297,617.849750574706,1316.94571976937,988.35195897662,651.896603864219,336.446328025749,328.624012906409,100.015023093932,548.42774455173,83.512106918544,657.451284116875
8,Delaware,4038.90756225586,5918.33600924098,3483.26656569194,2433.79330609247,2756.57730544554,65.2110504824117,570.491732437148,1352.07164222748,1012.6948977642,633.087643538999,379.52484699443,339.322707091454,102.48046676635,290.123402490059,69.4859974209796,423.165006060536
9,District of Columbia,2365.91114807129,6454.26058636343,4025.17381451855,2424.80110511304,3303.93118445394,136.473603022713,592.599222787055,1490.9997891001,1112.22673474373,730.631731292925,379.549714454646,381.221906017288,87.2845321949704,306.494121971801,-26.8280912896193,381.546818030904
10,Florida,84453.0862121582,6597.09369708308,3660.50356795725,2937.26169466625,2579.3573693326,100.707348728039,490.661563947392,1703.83780409619,1239.58883827724,798.576963502209,440.976871590414,464.27512926431,193.717843769194,481.783510318116,105.420670398882,593.262498152151
11,Georgia,32521.0944366455,5438.29109116655,3206.99769706663,2231.0772770857,2509.00423461063,66.7167956880505,496.989400254762,1142.65239045926,882.155670874305,553.373759345173,329.236549105803,260.427179490273,160.024501530036,418.010597242884,79.3399624124985,331.900390386062
12,Hawaii,4065.90606689453,4541.84955200038,2808.51830045495,1734.41809476531,2266.12876822376,110.339584543899,434.221008721363,994.485870250415,778.592972768848,544.372751410717,235.726791861716,216.136052431776,78.1863586391829,143.243793589184,77.632718209959,214.832418753924
13,Idaho,6197.56958007813,4588.78148579219,2723.07521463425,1865.2536161801,1881.90173232317,139.705412562217,553.609684103429,872.098410070279,673.195333467963,366.564277758492,305.084958425253,198.941468293149,152.697191988004,280.054988989745,56.7016942359582,483.207862038539
14,Illinois,58987.371887207,5896.95652154176,3645.14362207885,2251.60920853337,2848.68219528044,61.7399093890834,581.62408991568,1193.27366564825,953.365942752371,621.561712360426,331.7739936007,239.859895737479,112.767656117223,339.414985082375,67.7377611945276,456.867165896192
15,Indiana,32916.1928710938,5560.84528517918,3474.96534144664,2086.49616599114,2497.01256307184,131.371431575016,575.952188061025,1042.97004795664,824.777035798423,521.651468707647,302.975981560803,218.349825884011,118.411552322,316.661119486901,49.8439479823876,615.47174009152
16,Iowa,19614.9696350098,4619.12925060271,2745.08598095364,1874.41741846273,2196.02559777941,38.3319910926859,605.703377823311,935.113299290769,743.297826956894,454.491648649311,288.46984763348,191.889237274719,111.357628644813,188.835860342606,78.7878857568941,318.521717432545
17,Kansas,15246.639755249,5307.27099481689,3167.04518389507,2140.71522300435,2439.31188890448,112.251368185647,617.61314650451,1105.05591973828,844.771711983153,523.428145019435,321.177033012314,260.283219017043,125.97811231437,247.388540689547,62.5292584659851,408.017835324222
18,Kentucky,21477.6252593994,5843.01023944271,3646.35193097067,2197.73188094989,2661.27428453085,138.420331267964,478.759795599347,1132.49780962677,887.815221900537,581.514600535687,306.390599569374,244.861666138713,147.520482241236,414.498482371166,100.14052786956,520.465614504715
19,Louisiana,18404.6022949219,7648.24254456789,4715.50349906055,2932.5398228326,3453.06865239477,206.456807491878,662.799155860569,1252.74328302222,970.896165669394,627.201219139383,343.979605236693,281.696709252967,166.81238367077,967.033180356132,43.2183402264974,481.059386639026
20,Maine,8408.40547180176,5219.13250449652,3093.94492266399,2124.27029772242,2305.54570791843,92.6824101575598,558.920247945804,978.11863693256,765.702208586467,464.499055967922,300.353588786459,212.590743808045,116.067459937622,503.196239291292,23.8738270815992,410.887862685943
21,Maryland,21550.4468078613,6795.87977907372,4111.32781984969,2684.62631336347,3288.84126931136,78.6497654316258,714.250473805582,1480.12111347538,1089.79290316628,693.698370516777,396.374136080669,390.690878316906,110.461927463905,293.997284265443,52.855572230362,502.76019617148
22,Massachusetts,28068.1699066162,7708.5554939997,4887.61780522486,2818.40082663706,3493.98314881195,219.363516689506,733.21099686089,1292.28122596526,996.448141384781,663.95798264897,332.456651725011,295.826009631336,101.321373204643,688.472840204185,55.323262132153,751.660292670032
23,Michigan,53871.4048461914,6459.50078797032,3836.46102844516,2622.6810111326,3047.7184997374,81.4974335289018,686.092974043542,1433.24333483135,1071.26801912548,665.090873826498,406.256088274733,361.991987494036,143.055670397833,372.695125936901,82.2927301106805,391.572212874051
