State #,State label,Medicare Enrollees (CMHS 5% Sample) (1997),Total Medicare reimbursements per enrollee (Part A and B) (1997),Total Part A Medicare reimbursements per enrollee (1997),Total Part B Medicare reimbursements per enrollee (1997),Medicare reimbursements for inpatient short stays per enrollee (1997),Medicare reimbursements for inpatient long stays per enrollee (1997),Medicare reimbursements for outpatient services per enrollee (1997),Part B Medicare reimbursements for professional & laboratory services per enrollee (1997),Part B Medicare reimbursements for medical & surgical services per enrollee (1997),Part B Medicare reimbursements for medical care per enrollee (1997),Part B Medicare reimbursements for surgical services per enrollee (1997),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (1997)",Part B Medicare reimbursements for durable medical equipment per enrollee (1997),Medicare reimbursements for home health services per enrollee (1997),Medicare reimbursements for hospice services per enrollee (1997),Medicare reimbursements for skilled nursing facilities per enrollee (1997)
1,Alabama,24325.783782959,5615.44521350224,3819.42962242207,1793.64392903011,2567.9864084573,74.1774272585199,377.644168743116,1042.87537620857,798.635000276061,477.704754095044,321.279866055716,244.259656331734,153.193152091135,784.215413731087,78.9393729268842,290.939409330621
2,Alaska,1386.66523742676,6424.10880091236,4557.78544200268,1886.88856262181,3549.06389745832,,721.82456719764,872.326251859639,696.02191467329,416.016694574842,279.401485983132,176.680162753715,101.74001210622,679.28492687106,,224.932331052535
3,Arizona,16156.612197876,4955.55509509401,3116.45040135813,1834.91319320765,2088.64093980132,84.652967095289,370.05268738265,1103.67320000283,824.138907750731,472.672881901623,350.555132392909,279.416680104515,125.043895612914,417.78811546604,88.5500498218565,430.13610510338
4,Arkansas,16453.2192840576,4832.40446425676,3169.48090645391,1663.00943172683,2218.809344735,125.349481236874,396.632981319641,889.831463867884,691.099127763767,407.369772752349,283.72501028797,198.727797873476,145.392877095165,449.663599795114,72.7147865006678,298.263175584873
5,California,81571.4349212646,6773.39275147032,4490.92629688932,2282.4969938837,3246.49661585044,41.7324822665686,496.90555029002,1377.47038518497,1062.08816535849,683.788740678811,378.47688809868,315.380898976397,140.547189363735,540.527524243104,50.478048174592,604.905126143273
6,Colorado,11934.2059020996,5494.62158046473,3629.05713178531,1865.58909867602,2311.73095136006,80.0000032441605,571.954727264539,902.566099402228,718.644120470163,431.93104437154,286.53630499266,184.007903334644,223.820216159532,605.021317493814,70.0934568158891,561.203572392955
7,Connecticut,19480.8277282715,6145.5957511262,4078.77545540251,2066.84935620458,2799.47738983718,20.7949223686519,538.591381795165,1184.2778360248,899.850764506421,563.916779903608,335.998314079093,284.433984746,90.0547374350074,676.707279128839,45.4003625934474,537.327088411337
8,Delaware,4099.99038696289,5176.27466826801,3345.34695051749,1830.32717075989,2609.00270482519,-26.2318191547746,408.246826281263,1133.35004561949,854.763539667846,511.530480255657,343.196415545431,278.550488952771,100.293744214501,329.360679542237,44.3211280128424,331.16798013628
9,District of Columbia,2430.41081237793,6272.90744867794,4147.32941128687,2124.54492227074,3347.48582450929,-167.715337394808,473.030716257399,1429.42907648334,1098.84032001604,714.255346045454,375.447166723042,330.690092544772,80.2347238091239,297.615023851223,-26.6222046175617,424.222468566594
10,Florida,88189.7816314697,6267.42516141793,3776.34970315001,2489.17938560321,2423.31706708161,66.615021164703,511.87948356565,1514.2692501695,1113.66380306195,679.366250337356,434.270825533755,400.681928427819,174.064482781893,686.994929718917,86.4398707099612,514.299122332706
11,Georgia,32999.3418426514,5284.65136862833,3468.4190423752,1816.66634016925,2428.55447635807,51.2066148489803,453.944343059263,1021.62835856824,792.07318741014,470.983125720025,321.523408410787,229.534688153099,134.577154223441,602.578646495333,62.9283088062302,309.870233541457
12,Hawaii,4078.5757598877,4641.68970567813,3074.30099320968,1567.87543316172,2512.1654236786,-75.5295418247048,418.488137405471,914.28842183843,720.693857949232,481.551195761719,240.589537814981,193.75403267502,83.149805747885,206.752207368209,38.9224010378367,185.141438656553
13,Idaho,6297.23579406738,4376.14122088824,2861.51406920086,1514.00566180457,1910.78905541565,52.943730624293,477.024378864326,770.922994553915,593.011652758749,298.86418178563,292.56712275255,177.909002356961,137.341360047731,470.441374801189,63.5486569443127,363.513471007031
14,Illinois,60379.5381622314,5307.13714246697,3527.41912275873,1779.61721251111,2667.15056124024,32.6888938684345,497.145950955014,992.154475694706,795.936629671377,493.332797630218,302.593150584714,196.18327122778,104.625878145088,405.756772848402,62.450342565592,360.016492450565
15,Indiana,33059.9440307617,5017.50660034047,3368.23039887009,1649.99151872631,2328.80927213926,60.9836981751961,503.256520353478,869.690947216701,688.562185531721,406.073081981274,282.296116071904,181.222956026725,110.191375674797,456.393787420347,39.9820062797149,479.241196781755
16,Iowa,19724.3027954102,3992.49641853484,2459.5248450122,1532.38798284798,1939.62707478756,,536.079335365233,787.054941043418,628.729019854211,360.303070839177,268.130316178809,158.321878598203,91.4797966817139,229.400373641473,64.5996608888495,217.035632447981
17,Kansas,15523.3046417236,4756.03823354178,3008.83114584348,1747.69248938332,2199.58011673769,80.938249122514,534.042583979518,937.251180437554,720.33608993458,412.110110275355,308.228360632344,216.917109477596,111.5124017023,347.401002600669,53.5715701682834,323.140620444244
18,Kentucky,21711.7884216309,5318.80899537654,3621.03936327777,1699.64274096364,2521.02945779846,81.8533046210817,411.32743632766,961.050655369064,751.685717062003,470.149225171628,281.659230933559,209.442269698429,136.359369432358,545.443107085414,78.0666823957317,393.497755883292
19,Louisiana,19693.2615509033,7135.61211604164,5134.10800773741,1988.71178192315,3125.97780658702,120.832191728806,552.085117154316,1036.61281781895,805.892863349143,492.006503177208,314.008485017999,230.663179617632,138.142469834954,1382.1981359887,37.5457514124046,375.884319829524
20,Maine,8368.48767089844,4717.00797971328,3069.38386055661,1646.47093928019,2123.1344267111,40.0030660447599,498.389146181684,857.104786459092,669.920732040774,380.859464289781,288.23324404297,187.25439096189,100.189584753154,573.980076504549,37.6951501453735,296.54205708231
21,Maryland,22350.5977783203,5872.34350569874,3691.7864693104,2183.54164188374,2923.03697624993,39.7139299168339,607.236812943493,1240.01384321542,925.495990979259,557.718369762794,367.961573845749,314.646268468944,100.694501716601,285.567628289887,47.033934184447,410.525856937254
22,Massachusetts,29883.161819458,7177.48374616362,5006.30389739547,2168.61173723743,3234.99459005669,178.634681663271,665.430365737622,1123.71647662844,871.911825960203,551.522149252075,320.408624706539,251.792819409063,93.8311349361037,884.348573958947,44.9610499127975,644.074310758616
23,Michigan,54643.5637817383,5736.29893274853,3611.8133430937,2123.89594193608,2764.8581545711,30.9963779474796,562.357449251582,1234.83914633724,923.225164199305,540.241790030898,382.982547889882,311.605828784479,135.347630803979,456.121734366773,73.4776825971637,280.731311591359
24,Minnesota,21682.8773651123,3913.42156525571,2603.31317252306,1310.39210847701,2010.46341900335,7.14944209702473,416.291661555056,716.046405031538,556.401727453148,319.476266857674,236.512573172045,159.661878208877,60.3257356886776,228.395948236534,48.0837041809801,297.775352792583
25,Mississippi,15401.7259063721,5674.97681427325,3920.87021239527,1746.38215653245,2464.69720173895,37.4843099015778,477.825472477541,913.289706215518,723.104722913373,442.580540606156,280.604305557013,189.969979604079,147.694891420967,922.493151155892,52.0879095306484,394.129864833628
26,Missouri,30728.8394775391,5196.29432049356,3443.0972405938,1753.15174788661,2471.59963945263,24.5895008207762,545.284061626523,921.750633140567,732.899075310906,424.204442169306,308.683195462044,188.851779548,115.319336307028,440.953700223841,58.5540681705882,444.01636955593
27,Montana,5429.65910339355,4136.25914519056,2690.6527411136,1444.69232025545,1915.41123110462,,423.775112676415,737.998611869229,601.203141404691,334.847493569562,265.473203571526,136.926471949423,157.304888162545,399.104818329645,48.2716868300609,327.07212321995
28,Nebraska,10271.4806671143,4075.46264829002,2555.30008379604,1519.90731987754,1953.22087910182,18.8177888402852,523.141551190229,772.871105287407,621.775695629653,341.268279179499,280.121904145973,151.109762617932,91.993248197108,256.953329940705,31.8250735470467,290.850552483326
