HRR,HRR name,State,Table 1. Region information (2001-05),Table 2. Medicare spending per decedent by site of care during the last two years of life (deaths occurring 2001-05),,,,,,,,,Table 3. Medicare Part B spending by type of service (BETOS category) per decedent during the last two years of life (deaths occurring 2001-05),,,,,,Table 4. The Medical Care Cost Equation: Disaggregation of hospital (facility) reimbursements per decedent into contributions of volume (patient days per decedent) and price (average reimbursements per day in hospital) during the last two years of life (deaths occurring 2001-05),,,,,,,,Table 5. The Medical Care Cost Equation: Disaggregation of payments for physician visits per decedent into contributions of volume (physician visits per decedent) and price (average payments per physician visit) during the last two years of life (deaths occurring 2001-05),,,,,,,,"Table 6. Resource inputs per 1,000 decedents during the last two years of life (deaths occurring 2001-05)",,,,,,,,,,,Table 7. The patient experience of end-of-life care (deaths occurring 2001-05),,,,,,,,,,,"Table 7, continued. The patient experience of end-of-life care (deaths occurring 2001-05)",,,,,,,,,"Table 8. CMS Hospital Compare technical process quality measures (all patients, 2005)",,,
,,,Number of deaths among chronically ill patients living in region,Total Medicare spending,Inpatient sector,Outpatient sector,SNF/Long-term care sector,Home health sector,Hospice sector,Ambulance,Durable medical equipment,Other,Total Part B spending,Evaluation & management services,Procedures,Imaging,Tests,Other,Hospital reimbursements per decedent,Hospital days per decedent,Reimbursements per patient day,Ratios to U.S. average,,,,,Payments for physician visits per decedent,Physician visits per decedent,Payments per physician visit,Ratios to U.S. average,,,,,Hospital beds,Intensive care beds,,,Medical & surgical unit beds,SNF beds,Standardized FTE physician labor,,,,RNs required under proposed federal standards,Hospital days per decedent*,Intensive care days per decedent*,,,Medical & surgical unit days per decedent*,SNF days per decedent*,Physician visits per decedent*,,,,Home health agency visits per decedent*,Percent of deaths occurring in hospital,Percent of deaths that included an ICU admission,Percent enrolled in hospice*,Hospice days per decedent*,Percent of patient seeing 10 or more different physicians*,Number of different physicians seen per decedent*,Average co-payments per decedent during the last two years of life,,,Composite quality score,AMI score,CHF score,Pneumonia score
249,Traverse City,MI,1517,37480.0637359619,19961.0229851759,7414.52106668588,4521.7543996366,2030.72475514712,1684.57087554465,581.297922130356,1184.2033587707,101.968372870702,7314.60220336914,2527.49255594494,1730.5005791364,592.208574602947,328.943997015713,2135.45649666914,17775.0993493935,15.5673497147366,1141.81923545837,0.799361085163707,=,0.794690685133621,x,1.00587700361594,2723.45505413296,45.1178860060182,60.3630908985781,0.742482953145569,=,0.736105216013248,x,1.00866416511333,42.6502731910592,12.489214724469,4.7749361252948,7.71427858773976,30.1610584128393,48.6273271973472,17.6870787481321,5.1724631722024,8.53791698295142,0.605822612533106,37.4974765853114,8.60331317188276,2.56068113020029,1.16628363728523,1.39439748972654,6.0426320284605,8.60396638378188,19.7380384633404,6.52373536453184,11.7451288426893,0.555441787987919,5.6614946787707,27.5564900986518,16.8135839370413,29.4306765108196,11.137698975782,22.7029904320104,6.43127708322143,2310.34738964868,1997.14237976074,313.205009887937,89.290760510252,92.7516199626157,88.5419876074082,84.0218433582083
172,Springfield,IL,5934,37428.5473632813,20876.6125265636,6936.25905998194,5149.905082604,1312.51792117242,1203.50173365061,553.923554789637,1221.93338855088,173.894095968215,7525.2533416748,2558.06671139768,1699.82685238191,560.501357919785,386.346923681589,2320.51149629384,18456.2841484372,18.4289902565448,1001.48103024162,0.829994535332252,=,0.940773295497474,x,0.882247125109303,2722.17831513456,52.0963623979971,52.2527522044269,0.742134881698423,=,0.849960126486574,x,0.873140819871328,50.4903842645062,11.2271162400499,7.39507769068627,3.83203852258316,39.2632679580009,56.4958564104278,17.8875177261676,6.13593142179503,7.73785803005832,0.792975445912748,44.3721060271132,10.7763974454422,2.58099774192422,1.74924781918526,0.83174991980195,8.19539970159531,11.3418342020304,25.0647977130883,10.0307844103536,12.9627228018735,0.773817705096949,4.0824962771876,32.6240803484378,15.0274691609506,22.1475177834081,7.87843212432337,20.399384154939,6.33574441818601,2310.23458188079,1990.09504699707,320.139534883721,90.9090231026115,94.3232387183259,86.6479964940898,88.0593481487687
2,Dothan,AL,2311,37395.0581207275,18033.2914192552,5450.18987647569,4818.79059877321,1675.99116717094,5297.4765128898,570.321436233205,1328.88718545189,220.109924477569,6638.140625,2539.31295480702,1661.28707942742,459.733086471067,373.669764698181,1604.13773959631,15791.5054583852,17.2734802003643,914.205202148674,0.710157208770487,=,0.881786178547464,x,0.805362145662455,2567.81997730705,51.7749559836649,49.5957925703927,0.70005288209322,=,0.844716331641699,x,0.828743160124152,47.3246032886694,7.54788609523481,6.64862884234076,0.899257248088922,39.776717146782,51.342179813033,17.0423869776405,5.74239084049967,7.85162237557534,0.731363604337745,40.7047383716866,9.62246655269326,1.81127257686253,1.63340299203992,0.177869582548738,7.811193972826,8.35817034368189,22.801950407774,8.50086683210378,12.3311009284179,0.689384255424668,5.62468052730104,29.8325241793716,14.9938979731125,46.4209639292804,30.5110705918938,19.863812239622,6.00156924034808,2243.56339430634,1865.49502563477,378.068368671571,88.2151087386831,92.8012169531679,87.3886287299719,81.1225817203493
344,Portland,OR,6170,37346.7748336792,19913.2965717959,6916.82984550574,3885.35125498658,1819.12028040089,2749.92409343781,822.584056173354,1114.29801934352,125.370712035401,6902.06745910645,2383.68980330042,1524.27138933882,552.379911851184,306.579868313219,2135.14648630281,18097.4797912119,12.2227019219737,1480.64477942284,0.813858803277237,=,0.623951253267111,x,1.30436279920224,2440.76542025617,38.5731594318049,63.2762640190597,0.665414585938275,=,0.629327000207296,x,1.05734313912972,33.4868545807499,6.45448843991946,5.56114258831494,0.893345829864887,27.032366109221,31.4504960771862,15.1231158678717,5.13022531675801,6.63948814382348,0.772683858398106,29.509334294253,7.37118843349464,1.60590241138898,1.41185572370887,0.194046685006469,5.765286013484,6.10555547285443,17.3447266543693,6.6591093947001,9.27653112692586,0.717844774473027,4.28944733907528,24.887757259542,13.4869408687092,40.1290037954721,14.4489197809046,18.3231677098645,5.95874287458662,2125.36661949714,1838.2444152832,287.122204213938,87.9429287352768,94.3805898339586,86.0141195773525,78.4993663427565
435,Winchester,VA,1984,37335.110824585,22093.96144489,5603.79793018134,4486.02629059892,1539.26138686178,2078.51231084027,346.14216529372,999.179587306361,188.229708612613,6173.7352142334,2517.18103333059,1381.4482996278,502.666441005057,358.716820811321,1413.72261945863,19878.7853304478,18.4100599408528,1079.77841431878,0.893965603293538,=,0.939806930263652,x,0.951222612332449,2573.87221534792,48.1750437005802,53.4275014122492,0.701702875753628,=,0.785983211734101,x,0.892770819118989,50.4385203858982,7.0451467027418,5.57362484197094,1.47152184827687,43.3933736526803,44.9144517706279,17.6581906309919,5.2383859979352,8.94971590713296,0.585313104046151,42.3769893507435,10.8671245779579,1.84615559177016,1.4984378516674,0.347717736847699,9.02096897363663,8.82430204089241,22.858412630664,7.63610838804547,13.474321911332,0.566715597140621,4.19694342520868,32.4647046823639,14.5654331583595,30.2583067279217,13.177978282409,21.4656993873434,6.52395612874163,2030.29484361218,1751.34373474121,278.951108870968,83.9302229702944,88.4983569751525,78.4288881849857,79.9842228190702
432,Roanoke,VA,4359,37311.6902542114,21106.0279366336,5990.54057414601,4761.10583125595,1829.02879567891,1565.02589706012,659.444913774194,1242.9900216484,157.526284014217,7338.72814941406,2913.40098691444,1524.89271032728,502.172484533658,392.638674239189,2005.62329339949,18482.3451835332,20.9892787087254,880.561235096181,0.831166521878451,=,1.07147231758452,x,0.775723747816644,2944.96697503785,55.9158027391653,52.6678833312197,0.802872723463541,=,0.912274880263166,x,0.880077639792007,57.5048731745901,17.0786321189853,8.40768209875446,8.67094999715073,40.4262410451288,49.0736277788123,18.545848031471,6.53285215598764,7.99094095257297,0.817532277457783,51.602153929129,12.8404220137302,4.16328462174553,2.32821776717901,1.83506685122848,8.67713737487793,9.97380101980542,27.9817368804598,12.3686266082108,13.4531463316072,0.919385421323459,5.47477037603251,37.590879232077,23.1095471272509,24.1275304261278,10.9804249390274,27.7923197829533,7.25948187023982,2325.37806563389,1983.25946044922,342.118605184676,87.8081615075532,93.0435414434807,84.7315378341592,81.1336107299367
440,Spokane,WA,6475,37277.8285522461,18502.8002257153,7762.64559008273,5418.2678719589,1470.81284248527,1554.30433145681,678.645882103866,1636.36934019225,253.982468250972,7305.42163085938,2235.7984848271,1758.94679131986,784.708207122227,446.065883401175,2079.90226418902,16732.8157659095,12.6709158748492,1320.56876797066,0.752488720629186,=,0.646831927230509,x,1.16334504985098,2370.53540613753,41.3322908901634,57.353109520036,0.6462681020618,=,0.674342652268056,x,0.95836753005044,34.7148380132855,7.52930194847189,5.74069598766222,1.78860595373258,27.1855360024596,45.2882081797385,15.4906117108585,5.30911537080211,6.85197705340065,0.774829706729269,30.7888019370706,7.48247276782688,1.79598789383224,1.43642827495933,0.359559617005289,5.68648487329483,8.30303894685056,18.3398565828317,7.1795536190902,9.97377906121241,0.719842857459232,3.88018274093788,26.0325760559242,12.9112481504869,23.2712214639585,8.63350857231164,15.178251633353,5.58604314587552,2305.42084134489,1890.8543548584,414.566486486487,87.9993100593715,93.6955325014592,87.8205682831816,78.6247671733519
299,Buffalo,NY,7101,37201.0290985107,20440.1821664795,5847.15662482126,5588.65667258301,1765.78530602229,1488.84674241084,638.666722250709,1280.51060142217,151.224262520926,7399.95051574707,2814.13407878835,1665.87116392441,821.100760861418,323.479941667891,1775.364570505,17954.991623893,20.6429360920645,869.788655248281,0.807450991213171,=,1.05379202798039,x,0.766233725226274,2819.85610848923,49.0878817699918,57.4450558225768,0.768764326659029,=,0.800876304557193,x,0.959903948068586,56.5559892933275,8.48973480992432,7.73510863519695,0.754626153981033,48.066254347971,56.6209453300124,17.6871315158218,5.3609108645281,8.448980535198,0.634503872058272,48.4069798677547,12.4950536075718,2.31207548115161,2.1651628240943,0.146912654396147,10.1829781234264,10.577821086251,24.4800262818906,8.38210791144675,14.0400784076615,0.597012898936003,5.75141636355043,34.5984984517448,16.665359789465,21.7320148095589,7.73366884731321,27.7594272380039,7.25390128710126,2321.08632488758,1977.52738952637,343.558935361217,84.3340249811747,90.3943810690874,83.543768006056,74.7602694847326
262,Tupelo,MS,2236,37179.3320541382,19828.6463614902,6165.21519129922,4158.97231962448,3020.76079209752,1841.51215261348,207.576184339756,1796.02727302786,160.621779645684,6268.26387023926,2499.63097041669,1417.2760311147,530.74860186865,338.44693668636,1482.16133015286,17546.2864284164,22.0322649283818,796.390497547686,0.789071176724012,=,1.12471525544304,x,0.701574174356852,2555.96219402375,51.5931664691282,49.5407118606136,0.696820149488882,=,0.841750407887001,x,0.827822764277681,60.3623696667994,8.94356634977039,6.43225706195178,2.51130927609254,51.4188031627707,46.3246110713742,17.1658253352343,5.99193571752255,7.50445712799612,0.798450256337536,50.7237972410983,13.0757593025769,2.3306825183818,1.74145646765828,0.589226048439741,10.7450767755508,8.57458821203665,25.4016426769933,10.4104427055276,13.0721212261162,0.796385110377427,11.9024326207585,43.3271503085937,19.2633855928557,20.8507435555444,12.0896941473706,19.0119910928377,6.21907951880334,2230.83811170001,1732.21601867676,498.622093023256,89.3081932145548,94.1856645318576,87.9466913556184,82.0867422583411
313,Greensboro,NC,2709,37160.6027984619,18968.344734846,7169.35796964702,5184.7178609487,1758.29497840656,2217.68556902986,432.412035027693,1180.83756588966,248.952084666409,6389.2601776123,2666.2004168656,1454.72582374035,646.949498906939,445.541540400662,1175.84289769875,16702.8268382912,17.1286085008629,975.14207516914,0.751140093470898,=,0.874390687841409,x,0.85904402221531,2681.3099419799,48.7349605732383,55.0182027530414,0.730993126175754,=,0.795118341213405,x,0.919351357258606,46.9276945229121,15.3011288351041,13.5379121319888,1.76321668167637,31.6265656523509,52.3414576956108,17.2748175483638,6.23147869769016,7.33255794884311,0.849836952011178,45.7900091189228,10.1345443231146,3.46120722475143,3.12190883606672,0.339298387989402,6.67333708703518,9.99761280196851,22.6184940483896,9.45720032726556,11.3244393656492,0.835114218188356,4.80059088850889,33.7508178278337,19.8697373446349,28.4143907897539,12.9649550995284,26.3738718149897,7.07679529722339,2060.41159544276,1734.90328979492,325.50830564784,85.6416375378441,90.7558320339552,78.6348423463097,81.7891768386818
264,Columbia,MO,4146,37148.80418396,21040.2329639108,6590.05859899783,5058.55119429672,1306.70161658711,1383.40588085635,405.660086505545,1139.04834345288,225.145499352766,6851.94526672363,2548.70487739655,1590.37904253723,624.952891101594,408.329736758141,1679.57871893012,18710.8113110256,18.0063898052755,1039.120640693,0.841440834725074,=,0.919200153741748,x,0.915405454731336,2598.86032964799,53.177392170869,48.8715264806021,0.70851526976428,=,0.867597292695348,x,0.816640710764725,49.3325748089739,13.3897366689418,7.17482325965411,6.21491339925217,35.9428381266659,48.9835435598386,18.4260597283526,5.4724064508848,9.10341125882993,0.601138001491121,43.9342768837328,10.5988380486299,3.15172760001819,1.80186469480395,1.34986290335655,7.44711044430733,9.4860522611979,25.2475914942827,9.04481256869616,14.2072059114006,0.636635565437827,4.32916130669221,33.5463403097596,18.6854969004404,18.9513968233022,8.79932755981542,19.6139038749475,6.13377623652164,2113.21609014207,1812.05569458008,301.160395561987,88.7698859032761,93.2550350840989,85.7679914070891,83.2959002660294
140,Tallahassee,FL,3676,37032.1368789673,18942.2587995272,5982.57114094212,5180.4751519307,1771.27114532032,2897.13760311406,485.962756626108,1623.53001752909,148.930263977702,6467.44337463379,2855.56373555893,1707.14455006439,612.161720563679,358.053444021089,934.519924425703,16496.934094121,16.3596991440043,1008.38859864773,0.741880924553069,=,0.835138977383002,x,0.888332295156225,2898.97318835491,50.3379369498517,57.5902264576906,0.790333650159991,=,0.82127114615231,x,0.962329741964927,44.8210935452173,9.93913248712436,7.25853830984194,2.68059417299212,34.8819610190718,46.2374344069143,18.3438570352059,6.43203021718955,8.15691421693093,0.788537190183868,39.7298724020589,9.67190618331081,2.58446252768488,1.91839693114161,0.666065594181418,7.08744364976883,8.86593723593719,23.4977666807501,9.59939762376739,12.0812250537523,0.794571542294537,5.87333434627471,30.3835002879791,16.2911460202129,39.1742946432908,18.7837528875577,17.6612693695932,5.93502147234119,2195.87432039446,1741.25163269043,454.622687704026,86.660866895991,92.3416358285898,85.8079901961922,77.7615031415257
221,Bangor,ME,2749,37002.5218658447,20053.3996889885,6873.51806074203,5168.50285854959,1819.27895354444,971.619749683787,901.441512409356,1064.40943554414,150.351606382857,5388.38813781738,2182.27266805653,1207.72056312891,517.185405239187,291.920950380323,1189.28855101243,18136.9298791028,15.6040638371096,1162.32092283355,0.815632906726474,=,0.796564887974652,x,1.0239378097625,2443.84682100301,40.9873770470571,59.6243769928789,0.666254653969825,=,0.668715330124641,x,0.996320293488173,42.7508598276976,8.7922828819529,8.51945889322725,0.272823976072138,33.9585768849882,48.659513817518,15.5850223001491,3.40175349995602,8.49566273941108,0.400410610013437,38.5209449796542,9.12622039151359,2.00585981230997,1.93233627825975,0.0735235307365656,7.12036056816578,9.56250167698077,18.6481853059566,4.53842773632725,12.747942677819,0.356012562264181,6.16760149726063,31.1586481301687,15.3053756888854,16.0152186357822,6.18954120489116,19.750378697864,6.12396153704638,1774.66532939024,1492.3335723877,282.331757002547,87.1904049909081,91.8661075281041,85.9820976186455,80.20310567709
263,Cape Girardeau,MO,1855,36889.8636627197,20858.8722061772,6623.08242658672,4941.72232583127,1249.86037686898,1186.44946013565,606.962252174484,1246.64738641475,176.267228530647,6551.84429931641,2478.58354217866,1657.77587014974,495.019054455975,336.335123624984,1584.13070890705,18504.2593198277,18.2611142994542,1013.31490600115,0.832152018917003,=,0.932203470716606,x,0.892672088291309,2686.83890182832,51.0236666825154,52.6586793251578,0.732500460923155,=,0.832458931699748,x,0.879923841320922,50.0304501354909,14.2065376532162,7.30434723504602,6.9021903896985,35.8239124082539,53.5970778887217,18.2567730987716,4.63157933580516,9.50386188314212,0.487336557786116,44.726645548458,10.4453409379887,3.21059396599731,1.81501347571611,1.39558048918843,7.23474696278572,9.86005149162169,23.4874598474195,7.15949558433785,14.1692141373114,0.505285297755853,3.95089593890331,31.8786410456558,17.4095669206516,26.0812032443078,8.4111354442806,20.7185890547015,6.28682462826296,2067.53208365633,1731.11860656738,336.413477088949,87.4646156356718,93.3122027795394,82.1302959996453,81.2748501532434
304,Rochester,NY,4724,36823.525718689,20680.7328737203,5926.51332271127,4542.18082445649,2111.78795711428,1780.26550227878,597.727192482054,1027.57938182937,156.738664096461,6708.86047363281,2652.90977342506,1546.02929809429,770.017192757849,301.848005051097,1438.05620430451,18477.6228228257,18.9961418118086,972.703984097416,0.830954153367565,=,0.969725562022362,x,0.856896204359725,2663.77081529875,44.9305369334638,59.2864229342161,0.726211515201836,=,0.733048587218535,x,0.99067309843316,52.0442241419413,8.64011425335115,7.66257243613674,0.977541804823973,43.4041098372577,46.8431754072909,16.6126934198829,4.83024746739259,8.22853659582722,0.587011725735298,45.0244828369724,11.1242478397909,2.2412133213123,2.04973377287388,0.191479542758316,8.88303449749947,8.34909190702766,21.1060249995019,6.7087597122809,12.7155656341857,0.527602145691769,7.87354227747774,29.2299106846148,14.3580063513729,31.3917244483699,9.84794510817655,21.9939498286652,6.51547736811638,1966.08764263415,1704.10055541992,261.987087214225,88.574600476365,94.779371470311,87.1135355125331,79.2073587956764
207,Owensboro,KY,861,36767.903465271,19424.5468597819,6471.24087183008,5821.61957865093,1368.14618266135,1463.47304049964,720.520871585799,1239.81991166492,258.53614859638,7579.07638549805,2582.79719719179,1593.13905516542,671.148541056885,485.733221008953,2246.258371075,17127.9346998591,17.3636592934283,986.424255994337,0.770257549573676,=,0.886389690806453,x,0.868982973925251,2585.20165476836,55.1218869440304,46.8997307257156,0.704791568414668,=,0.899322022547355,x,0.783692104434769,47.5716692970637,10.7416538082613,5.64610823376538,5.09554554950701,36.8300154601058,72.5881755895273,18.9667157563502,7.82707300333184,7.31196258387058,1.07044762791833,41.1872194952344,9.90464372334261,2.57552926357389,1.48692378774285,1.08860547095537,7.32911445200443,13.8927873972781,26.5733368405337,12.7646973996626,11.8193791523771,1.0799803640359,3.89519619554791,31.7148132117538,15.2155877620963,21.9820867215647,10.6580115966374,17.1908987717778,6.2111633690346,2462.00580053739,2124.84436035156,337.16144018583,84.4983654807033,85.8703764440525,81.9989672977625,83.877945997082
152,Idaho Falls,ID,734,36739.2809066772,18219.3872556935,7114.59429434212,5026.48371500455,2504.19369977452,1752.45664243357,220.569923315498,1729.34381701206,172.251559101387,6567.25332641602,1853.33178433578,1612.03191312236,533.532971641627,408.572745715936,2159.78391160032,16573.7368835857,12.4762612789064,1328.42175336668,0.745334810234569,=,0.636895091670904,x,1.17026307783149,1939.72631630103,37.46905089075,51.7687603552267,0.528818612752863,=,0.611313300363139,x,0.865053340797146,34.1815377504285,11.9618050452102,11.6090428339292,0.352762194273815,22.2197326895309,49.5621660965282,14.6928871240984,4.97098351404695,6.0046718604415,0.827852650333077,34.4311259623158,7.214615474225,2.90503511375318,2.84826824814081,0.0567668651929125,4.30958035588264,8.87522902372898,16.0421425528549,6.87215706798562,7.84133144941086,0.876401809096075,7.29527961391486,25.6971520781212,15.4736440182043,28.8219810508876,12.1624598571815,9.54421796015085,4.6920051614133,2165.27520144928,1723.16757202148,442.107629427793,86.0646343030689,95.2757029283799,70.3071083505866,84.2882267709758
200,Topeka,KS,2505,36731.2831726074,18393.9523707415,6751.79181622106,6373.74381876212,849.863804915364,2747.45753124731,345.700378522555,1006.65972705743,262.113725140072,6660.6946105957,2478.79248657442,1722.1703157171,564.125408769016,414.623173513728,1480.98322602144,16185.0204165071,15.211158069108,1064.02289312717,0.72785390558041,=,0.776507616847084,x,0.937342905322379,2603.07468762613,47.8062957220024,54.4504577966725,0.709664210684922,=,0.779967032022373,x,0.909864368042376,41.6744056687891,5.30567133578694,4.47288139225685,0.832789934763353,36.3687342976871,39.5393917842853,16.846010327334,4.90914817255683,7.98777895525792,0.614582376409579,34.8186627464139,8.84426575687669,1.41413483131523,1.20186877250671,0.212266056798398,7.43013091385365,7.78395571605316,23.2131330555552,8.09910029314489,13.2213625603074,0.612576824529391,2.6434111724764,26.1662457880514,12.062605822706,36.1428103830936,14.0649225206267,19.7947348040147,6.02123309820016,1981.29300160665,1722.00198364258,259.291017964072,89.6127665529339,94.3070795287776,83.4982871342066,85.8652312056792
191,Davenport,IA,3038,36547.5272827148,20144.6966768831,7408.27296044752,4110.12757623768,1604.55738702408,1708.52903668242,318.803346707933,1011.09742430795,241.442874424123,7754.74491882324,2509.88405353949,1729.43084755467,680.05887099966,450.898626127697,2384.47252060172,17878.8353608058,17.5569569714356,1018.33338145636,0.804026180363634,=,0.8962572576682,x,0.897093076217283,2532.52566600964,50.5299020170079,50.1193464645392,0.690430757269984,=,0.824403085605483,x,0.837491718948258,48.1012519765359,12.1347113778389,7.83404850796477,4.30066285476293,35.9665405260373,40.3758646516258,19.2735059151664,7.15518172060932,8.26395908550396,0.865829761083936,43.0266410112381,10.2792801417143,2.77995145757862,1.90903780981898,0.870913647115231,7.49932867288589,7.40987047891633,24.1786352105197,11.4072450474795,10.7400411793655,1.06212302699508,5.57193691654902,30.8398838778041,17.2330622258273,28.8297388866114,11.1800472910863,20.3134468977287,6.22754417981659,2324.76169648965,2055.84826660156,268.913429888084,90.7452780718766,93.7196311838922,91.7126954565472,85.1430779620702
180,Fort Wayne,IN,4658,36533.8625869751,18116.9206633523,7133.95787269779,6622.42862301784,1069.61885095162,1983.03761874934,431.241690152911,1044.3854525689,132.271815484397,6880.92919921875,2527.49483937845,1669.70800766258,704.471288035484,331.594362574785,1647.66070156745,16009.8620443847,14.264601277712,1122.34907465655,0.719976887080367,=,0.72818726181836,x,0.98872491298805,2541.49833837971,47.6215188677282,53.3686954722902,0.692876935432105,=,0.77695236936261,x,0.891788174866525,39.0810993909918,9.87406190279121,6.65778150297191,3.21628037993222,29.207037409691,61.352239315275,16.5539248791526,6.5180461908947,6.16374303778059,1.05748181761349,35.1082306916583,8.1577491628022,2.36516147971157,1.79476799070835,0.570393485948443,5.79258768260479,10.8015310454726,22.0617262851724,10.9693895657941,9.08617897586208,1.20726100541656,3.26713159947451,25.3188721797054,15.4291955196555,32.035095777803,12.2635108843727,27.3481089177872,7.33893946283447,2168.39115357389,1888.80892944336,279.582224130528,87.9190786313909,91.3026276864152,80.5469579779366,87.1945773086534
184,Lafayette,IN,945,36462.0995101929,17635.306984668,7722.03670543156,7136.34175596182,696.065991108003,1276.11882387412,432.386681218715,1203.35670921501,360.48585871567,8265.43743896484,2514.21700293879,1957.22870287803,756.628741125781,537.677555308898,2499.68543671334,15638.7870677248,15.1872029482004,1029.73451537223,0.703289335006006,=,0.775284742575267,x,0.907136818751114,2597.45337803225,46.8055041938324,55.4946137803707,0.708131699053611,=,0.763638965057322,x,0.927312161186611,41.6087752005489,6.8215714471405,4.89847417155357,1.92309727203356,34.7872036777131,64.5318244196149,17.6507397846196,7.35342285772037,6.71121602524949,1.09569157512658,35.3612112876487,8.96362572141718,1.68329870481485,1.31822210177779,0.36507660150528,7.28032700717449,11.7296766523842,21.646782915112,9.61524988148965,10.5431835930999,0.911987332534213,2.2141190402784,31.1788162450554,11.0925812746025,17.8409770000013,7.22391752903598,24.2066582702498,6.78071605102546,2479.46032582439,2167.00741577148,312.45291005291,82.5637301665823,89.7979439160635,73.2813228903239,76.6949787682858
270,Springfield,MO,4893,36425.9654083252,18804.6576354884,6694.03441724409,5100.30429160509,1610.45918666528,2720.28784749881,178.103582914313,1123.98896480156,194.129482107659,5875.45640563965,2150.73147996819,1496.93877577748,579.43914951381,378.808990566574,1269.5380098136,16806.8805904109,16.1339729007826,1041.70750092159,0.755819477736202,=,0.823615979174213,x,0.9176843296484,2295.21036275781,45.0149060221145,50.9877852822849,0.625732583926657,=,0.734425081813556,x,0.852003287226385,44.2026654815961,7.62974264032326,6.85537896335941,0.774363670753289,36.5729228274463,53.1099586650187,16.2114658044079,4.97234895327868,7.56361003329388,0.657404193419695,38.4871242363771,9.45826525795778,1.92789158639877,1.75972357019782,0.168168013449758,7.53037366271019,9.87749142184083,21.0329047551569,7.97179443224576,11.405247828377,0.698958457738324,5.09625852353033,29.3496251557189,15.1152833612384,30.7402819487004,16.3816836283914,16.710069241477,5.88019271509379,1869.6433661309,1571.43286132813,298.21050480278,88.3063215277868,92.6811401993204,87.2045402297005,81.7494779406216
307,Syracuse,NY,6065,36397.0490036011,20079.9416556531,6921.51888249248,4622.81376886732,1532.57372513983,1155.23999241987,514.168248980144,1303.60351639324,267.189213655118,8030.189453125,2731.85318518335,1716.76425839503,897.71606391489,492.191144629569,2191.66480100216,17828.6575796587,20.4936316092559,869.960869776076,0.801769643575826,=,1.04617025009842,x,0.76638543630962,2741.86229161078,50.8429117968239,53.9281129799899,0.747501233150243,=,0.829509888073022,x,0.901136012840922,56.1469359157695,8.54698511263448,7.20040504246542,1.3465800590507,47.5999507185531,52.3099401115146,17.3684032512982,6.03139695226755,7.4500868193541,0.809574049070002,47.8471506616637,12.4022229254906,2.16634411265097,1.88927799835801,0.277066110633314,10.2358787953854,9.94649656122536,24.2580030933159,10.3792919073022,11.9041324916749,0.871906618526037,5.9054293414471,36.0317851509048,16.3034209150338,19.2016777485691,7.02752985441855,26.884704585121,7.18286226712897,2491.85125375922,2157.25224304199,334.59901071723,86.3728955404212,91.4886658393098,83.1789231217536,79.9759266547185
450,Marshfield,WI,2317,36327.6777038574,19337.3195469922,6991.19973856798,5521.83560448667,1062.77088830506,1941.498369115,336.57090132095,885.074012123929,251.408642945615,6885.29739379883,2287.12493420825,1544.64358088956,682.114951692557,425.823348602353,1945.59057840611,17384.8441247626,14.7859024270693,1175.77159801456,0.781810981295376,=,0.75479893144325,x,1.03578708014394,2336.95813299403,43.0707415040295,54.2585999541103,0.637114085407723,=,0.70270574012367,x,0.906658433294707,40.5093217179981,5.7589769806637,5.15357874435921,0.605398231530434,34.7503447369353,52.5736373579741,15.7244300231486,5.01401385730582,7.01285928112167,0.714974257476311,34.3985249007708,8.54360376465729,1.49487198980895,1.34127930924296,0.153592677321285,7.04873177409172,9.46706203732875,19.8056546052615,7.0488372020276,11.0698532180974,0.636759771168771,2.932889295823,28.5920579548153,12.5990690971829,24.1925469363757,11.3309448850017,23.2190147551318,6.70616358208077,2064.45099920768,1836.57875061035,227.872248597324,91.5018333796551,93.9525690069632,89.788030945981,88.5598089565911
418,Waco,TX,1834,36197.7593460083,18749.9737791338,6308.56746357782,5197.29075689665,1560.66091872446,2029.35518364633,555.74826550904,1432.36054416001,363.802434360186,7057.17037963867,2408.89595374678,1540.8886505455,718.347470461148,498.516341148199,1890.52196373704,16680.9497731502,14.7290433667828,1132.52092194727,0.750156263553126,=,0.751896358660912,x,0.997685724784079,2585.50647983168,44.2705677926948,58.4023790238877,0.704874671461609,=,0.722281089670821,x,0.975900769855202,40.3535434706379,8.74023107892861,6.1249170401325,2.6153140178282,31.6133123554596,47.5371737204842,16.0728853211403,6.01803532606996,6.63247323162397,0.90735915787427,35.5126738446216,8.8606094657204,2.2729008060295,1.64732471108437,0.625576090067625,6.5877086520195,8.83704796014278,21.3584635951047,9.37993781068341,10.5387249300431,0.890044846311878,4.94957828981048,26.2396498387704,14.1223065029139,36.9745449215233,12.9479536553751,18.8556742910244,5.96735341110866,2236.12975080817,1856.8025970459,379.327153762268,83.6947084479807,90.7202835970731,75.7719729267529,77.2672402136455
