HRR Number,HRR Name,Medicare enrollees (1999),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (1999),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (1999)
10,AK-Anchorage               ,32492,5.40276166869613,5.51693084145717
1,AL-Birmingham              ,274112,5.92720449653517,6.17371518673522
2,AL-Dothan                  ,46782,5.5205397612292,5.61975233952328
5,AL-Huntsville              ,60281,5.72553904429745,5.84634544492254
6,AL-Mobile                  ,88294,5.55261877589936,5.76770270890268
7,AL-Montgomery              ,49616,5.78572064007697,5.87916227148731
9,AL-Tuscaloosa              ,28832,5.74475479280318,5.84279554520189
16,AR-Fort Smith              ,44655,6.13750972053583,6.41465262350096
18,AR-Jonesboro               ,30617,6.37268504443427,6.51324902035941
19,AR-Little Rock             ,195607,5.75982011373426,5.96930889913592
21,AR-Springdale              ,49719,5.33212912322575,5.46370885560348
22,AR-Texarkana               ,34231,5.72910830142813,5.83146188800157
11,AZ-Mesa                    ,98454,5.02804923464376,5.22474140306619
12,AZ-Phoenix                 ,262470,5.50512321292146,5.72967640213176
14,AZ-Sun City                ,71536,4.07428815746153,4.14450604310541
15,AZ-Tucson                  ,131384,5.11921603415306,5.50702731633149
65,CA-Alameda County          ,133688,4.9362085372678,5.48920071344958
25,CA-Bakersfield             ,81272,5.58561628665299,5.92516121812321
31,CA-Chico                   ,41720,5.14987970757332,5.57784232440818
33,CA-Contra Costa County     ,90432,4.95839351179718,5.68537695703127
43,CA-Fresno                  ,93896,5.09855048480978,5.73252661428751
56,CA-Los Angeles             ,798690,4.8537173436955,5.19814889312019
58,CA-Modesto                 ,77657,5.3546308973503,6.09792705661215
62,CA-Napa                    ,38221,5.20861744969958,5.56058464517637
23,CA-Orange County           ,262493,4.94084239154573,5.32070436135433
69,CA-Palm Springs/Rancho Mirage,53194,4.81531062680646,5.23310396471761
73,CA-Redding                 ,44605,5.31670130249801,5.47265558407428
77,CA-Sacramento              ,235435,5.12526687641353,5.87231940888596
78,CA-Salinas                 ,36110,4.74952469514328,4.85056669611586
