HRR Number,HRR Name,Medicare enrollees (2007),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2007),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2007)
10,AK-Anchorage,45192,5.05864099762123,5.05913830135837
1,AL-Birmingham,289388,5.65885266163637,5.8139284600839
2,AL-Dothan,51498,5.26893513527526,5.34287243294157
5,AL-Huntsville,73531,5.40336449055734,5.49750545674514
6,AL-Mobile,100194,5.41224812836956,5.58522176108806
7,AL-Montgomery,52477,5.33853338201178,5.40235635914451
9,AL-Tuscaloosa,29761,5.65631994708,5.73712352116626
16,AR-Fort Smith,49019,5.50646451041454,5.77812057460365
18,AR-Jonesboro,31922,5.84487055218039,6.12633208493748
19,AR-Little Rock,208497,5.38053676111144,5.61055692261256
21,AR-Springdale,56494,4.8534665512309,5.13292162829921
22,AR-Texarkana,34948,5.57122981080516,5.8381403221897
11,AZ-Mesa,122122,4.65031559476819,4.60641551254331
12,AZ-Phoenix,320093,5.02618461078704,4.94930207292061
14,AZ-Sun City,81549,3.97745828513821,3.90212191342619
15,AZ-Tucson,157265,4.53897902816412,4.662443293579
65,CA-Alameda County,140003,4.31390777450827,4.57788973740949
25,CA-Bakersfield,90202,5.32014677397566,5.56855062338483
31,CA-Chico,42960,5.00823156009752,5.12531258296812
33,CA-Contra Costa County,106169,4.27410565874464,4.73261638629063
43,CA-Fresno,105172,4.64749830673667,4.96119998740295
56,CA-Los Angeles,877426,4.22833448124205,4.41661346149665
58,CA-Modesto,86248,4.92072132300374,5.1686700179612
62,CA-Napa,38657,4.78582215293437,5.00737730940855
23,CA-Orange County,316415,4.11658971423386,4.1401448391199
69,CA-Palm Springs/Rancho Mirage,62813,4.30914086263102,4.35457773363791
73,CA-Redding,49318,5.16692179374278,5.31555586484745
77,CA-Sacramento,273858,4.55158606494349,4.8285393621277
78,CA-Salinas,37125,4.09627626406615,4.16364122976947
79,CA-San Bernardino,248270,5.17314537424158,5.65396297345147
80,CA-San Diego,352107,4.35648602134676,4.61411796976727
81,CA-San Francisco,166511,4.05355176707836,4.2463339084529
82,CA-San Jose,156845,3.95931838534978,4.05857562812876
83,CA-San Luis Obispo,33669,4.15231958339339,4.28576731902443
85,CA-San Mateo County,92618,3.85930517753821,3.88803809156849
86,CA-Santa Barbara,51350,3.96925292333165,4.17885821429046
87,CA-Santa Cruz,25635,4.34582823977849,4.37873531903807
89,CA-Santa Rosa,58031,4.54370626915503,4.91323274781895
91,CA-Stockton,51120,4.89029225177969,5.17513388809485
96,CA-Ventura,87198,4.22010367851227,4.38872303125749
101,CO-Boulder,25560,4.44477019940972,4.55252558733545
102,CO-Colorado Springs,82712,4.62449527782693,4.75914906712686
103,CO-Denver,246890,4.62021840529682,4.77320391603441
104,CO-Fort Collins,32278,4.55616098778127,4.77546298176022
105,CO-Grand Junction,39998,4.53904680049783,4.58109705067292
106,CO-Greeley,37930,4.54150957183264,4.84042233243942
107,CO-Pueblo,24067,4.97187247869727,5.03848130674451
109,CT-Bridgeport,83892,4.04641509507984,4.20170723901713
110,CT-Hartford,195246,4.52950435235072,4.65817174975151
111,CT-New Haven,188271,4.48507168611383,4.65801947686037
113,DC-Washington,261498,4.47562718969268,4.47369908984277
112,DE-Wilmington,88816,5.0067722703451,5.02643077778096
115,FL-Bradenton,50496,4.57342352565203,4.83227736025789
116,FL-Clearwater,95890,4.46372484512152,4.7067043150195
118,FL-Fort Lauderdale,428465,4.13372388108462,4.279303520613
119,FL-Fort Myers,208072,4.16899413222415,4.33609401829383
120,FL-Gainesville,69609,5.25770332744554,5.33870618539492
122,FL-Hudson,90750,4.94812259811473,5.29652529059974
123,FL-Jacksonville,170585,5.06772809308081,5.23113662659051
124,FL-Lakeland,50788,5.04964824164344,5.29964048755442
127,FL-Miami,372927,4.27043962649017,4.95572974105959
129,FL-Ocala,129346,4.41210101904352,4.63147308253714
130,FL-Orlando,482645,4.5120575165863,4.74831823018301
131,FL-Ormond Beach,78869,4.4246826852961,4.71808941623616
133,FL-Panama City,27990,5.1581196590834,5.20712133839175
134,FL-Pensacola,99627,5.12639062446349,5.27689838235032
137,FL-Sarasota,102260,3.84972215665928,3.96937392965904
139,FL-St. Petersburg,66583,4.87131462399137,5.0816566543959
140,FL-Tallahassee,85774,5.33115239326798,5.69756200960248
141,FL-Tampa,144612,4.74569747040477,5.05666160421208
142,GA-Albany,23369,5.45880958332244,5.71474417745469
144,GA-Atlanta,499979,5.00128989866413,5.12397374167483
