State #,State label,Medicare Enrollees (CMHS 5% Sample) (2005),Total Medicare reimbursements per enrollee (Part A and B) (2005),Total Part A Medicare reimbursements per enrollee (2005),Total Part B Medicare reimbursements per enrollee (2005),Medicare reimbursements for inpatient short stays per enrollee (2005),Medicare reimbursements for inpatient long stays per enrollee (2005),Medicare reimbursements for outpatient services per enrollee (2005),Part B Medicare reimbursements for professional & laboratory services per enrollee (2005),Part B Medicare reimbursements for medical & surgical services per enrollee (2005),Part B Medicare reimbursements for medical care per enrollee (2005),Part B Medicare reimbursements for surgical services per enrollee (2005),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (2005)",Part B Medicare reimbursements for durable medical equipment per enrollee (2005),Medicare reimbursements for home health services per enrollee (2005),Medicare reimbursements for hospice services per enrollee (2005),Medicare reimbursements for skilled nursing facilities per enrollee (2005)
1,Alabama,24483.6021270752,7472.48776712255,4159.57823758043,3313.17878927413,2718.8639172187,314.957853380451,734.508759443115,1789.93531722937,1305.35370736851,914.844354865807,390.826927472018,484.584001729426,227.568674441291,401.388155633867,430.154370368071,518.828691194539
2,Alaska,1844.16334533691,7373.60021905593,3570.74182150267,3783.52882353136,2845.84992467916,246.210895280667,1284.76981144406,1829.39340674371,1382.64805426594,945.47988688638,435.623727637297,447.329413141525,130.389947225494,248.262503034606,72.7401863548784,253.274242930971
3,Arizona,21410.778717041,7494.69176098332,4077.02095848011,3416.52834819819,2751.73728233892,439.522113335023,654.260615374032,2060.98929452764,1474.42081534329,1050.62344878288,423.692670695181,586.176686571033,181.753862333285,224.454916122376,382.007901601618,356.912201190127
4,Arkansas,17083.4722137451,7281.35000193057,4105.71241729175,3176.85379523229,2534.8896910321,760.791692671758,751.375186936514,1682.91925745757,1251.90888899349,904.587547055063,347.323550894613,431.063936195936,233.112580388386,309.535990952265,186.631722158889,451.118438399453
5,California,97709.7178344727,8667.89720227334,4707.47892289908,3960.34346388056,3275.94164870981,379.885797369713,811.856610530845,2286.27833235475,1674.61752047376,1238.49952498689,436.47643219744,611.65286262735,190.433018731132,438.569951740477,166.625947460548,686.932400154591
6,Colorado,13889.6397705078,7315.4535095383,4000.22916389312,3314.72278561418,2490.76097619093,442.344156145632,892.196539869863,1627.36694757031,1232.68868913969,848.39627290363,383.605162449128,394.95184465824,353.192548516905,327.735831353634,222.895852597437,656.49565883305
7,Connecticut,19495.2207336426,8437.05631461725,4752.99430472289,3681.66026762597,3190.15877917457,218.552415082594,893.764242492223,1993.21495045722,1462.45096500752,1076.96953960776,385.366853891292,530.79489634938,140.742176629457,435.88410786773,132.187974299999,968.081403043084
8,Delaware,5035.40879821777,8290.37722372832,4576.11244409642,3714.36177669907,3272.78399920231,349.539488385326,971.177519257517,2085.08795860871,1528.74671400349,1094.05944397896,434.685406405019,556.329522702514,174.077010101026,283.043355518666,221.04368905569,519.948226759435
9,District of Columbia,2247.07188415527,7016.95824758521,4014.72438328554,2986.66289402232,3064.39954573276,328.128383609427,890.89076917706,1742.78480252158,1264.66756674433,909.71252083268,353.920961815855,479.186843722423,105.036961593757,206.847097123662,84.349559969039,392.529698533706
10,Florida,97122.6345825195,8794.20186402813,4213.29058664134,4581.63890669984,2740.53457185185,270.21911414512,799.074247480427,2664.50703705918,1863.39906863971,1315.53795534617,547.737536482419,801.110855278949,272.021458434862,542.562732435918,314.724751857483,664.772224870821
