year,event,strat,geoid,geolab,denom,observed_benes,observed,predicted,obspred_ratio,crude,adj,se,l95,u95,popunit,geotype,suppr_limit,precision_limit
2013,OB,ALL,0,NOT FOUND,2415,0,0,5.36714688701669,0,0,-0.000000516798598866747,-0.000473979612055917,0,-99999,1000,state,11,26
2013,OB,ALL,1,AL-Alabama,527407,409,711,1595.02869168902,0.445760006515683,1.34810497395749,1.31449140774229,0.0440858914317467,1.22116933006928,1.41494518285213,1000,state,11,26
2013,OB,ALL,2,AK-Alaska,58526,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,state,11,26
2013,OB,ALL,4,AZ-Arizona,530112,1064,2074,1560.02239081257,1.3294680975186,3.91238077991066,3.85009253988962,0.0758397824814932,3.68711922018162,4.02026939746839,1000,state,11,26
2013,OB,ALL,5,AR-Arkansas,350146,113,259,1032.34498347765,0.250885124784072,0.739691442998064,0.732411083160452,0.0406437312969164,0.648391417146184,0.8273181608376,1000,state,11,26
2013,OB,ALL,6,CA-California,2462612,3473,6385,7071.08898532003,0.902972655733172,2.59277547579562,2.62584226121505,0.029664364976327,2.56150873302156,2.69179155702099,1000,state,11,26
2013,OB,ALL,8,CO-Colorado,358411,140,722,1044.93980288466,0.69094889294756,2.01444710123294,2.00224718928893,0.0666219825043866,1.86117967394665,2.154006871628,1000,state,11,26
2013,OB,ALL,9,CT-Connecticut,359529,256,624,986.321305947517,0.632653878849904,1.73560408200729,1.84493930262023,0.0659765519693257,1.70561458748564,1.99564488679156,1000,state,11,26
2013,OB,ALL,10,DE-Delaware,126478,437,1069,381.36516066462,2.80308772342238,8.45206280934234,8.23284172877614,0.225327687895856,7.75265748906805,8.74276762860388,1000,state,11,26
2013,OB,ALL,11,DC-District of Columbia,49463,35,229,156.951191410604,1.4590523202905,4.62972322746295,4.53299490778589,0.268788578126328,3.97961545705501,5.16332370696407,1000,state,11,26
2013,OB,ALL,12,FL-Florida,1931700,4987,10986,5494.86273908799,1.99932200705407,5.68721851219133,5.82949205742612,0.0504972602128163,5.71966186159198,5.94143123665978,1000,state,11,26
2013,OB,ALL,13,GA-Georgia,777988,1309,3648,2366.2518761979,1.54167865082124,4.68901833961449,4.55546656357092,0.068039981544185,4.40849278464012,4.70734026924504,1000,state,11,26
2013,OB,ALL,15,HI-Hawaii,89705,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,state,11,26
2013,OB,ALL,16,ID-Idaho,141482,76,100,405.413123480488,0.246661970736162,0.706803692342489,0.713006532754259,0.0636594068235796,0.586076131044305,0.867427094914089,1000,state,11,26
2013,OB,ALL,17,IL-Illinois,1414064,1738,4897,4113.46000359908,1.19048197763327,3.46306814967356,3.48644469100513,0.0448559915828813,3.3893315246611,3.58634040222822,1000,state,11,26
2013,OB,ALL,18,IN-Indiana,670759,655,1327,1933.80997809113,0.686210131829956,1.97835586253781,1.99797401479772,0.0490719999504829,1.89307933759963,2.10868085902229,1000,state,11,26
2013,OB,ALL,19,IA-Iowa,391481,54,123,1089.88529199499,0.112855913281345,0.314191493329178,0.326896005910245,0.0263161611265092,0.27393187598933,0.390100634671056,1000,state,11,26
2013,OB,ALL,20,KS-Kansas,326450,85,350,919.441343055397,0.380665936596798,1.07213968448461,1.10554665194203,0.0527795940791058,0.99552456023417,1.22772802243346,1000,state,11,26
