HSA #,HSA name,State,Medicare enrollees (2011),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2011)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2011)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2011)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2011)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2011)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2011)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2011)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2011)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2011)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2011)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2011)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2011)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2011)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2011)"
1007,Athens,AL,6912,9127.3,9936.86,3842.2,4408.15,2614.42,2723.26,1263.35,1330.11,793.12,842.47,326.37,361.12,284.95,280.39
1008,Atmore,AL,2115,9641.04,11327.07,3902.54,5031.39,2365.91,2442.97,1550.69,1761.08,980.07,1133.68,464.93,560.2,348.82,343.15
1010,Bessemer,AL,7207,9052.71,10193.69,4178.08,5003.63,2449.65,2580.34,1011.72,1086.75,599.89,641.53,506.81,576.27,313.53,311.61
1011,Birmingham,AL,58838,8681.05,9672,3797.47,4493.89,2647.11,2761.96,977.98,1053.73,508.99,548.77,486.15,548.98,271.87,268.6
1012,Boaz,AL,7755,9627.02,10920.64,4348.83,5235.85,2363.64,2493.32,1276.04,1442.59,929.26,1019.23,475.75,520.21,289.11,285.2
1013,Brewton,AL,3191,9601.04,11101.68,4133.18,5134.05,2157.5,2199.93,1411.63,1591.19,1185.78,1374.28,463.79,556.92,249.4,247.3
1014,Bridgeport,AL,1165,11532.19,12799.71,5353.34,6153.54,2860.57,2941.34,1387.16,1512.85,807.78,917.64,825.79,1028.98,371.2,363.69
1016,Camden,AL,868,8225.43,9213.15,3573.62,3966.76,1773.41,1865.18,928.12,1051.3,432.61,499.2,1238.76,1515.33,235.44,234.02
1017,Carrollton,AL,1688,11255.81,12169.8,5685.18,6131.49,2407.01,2523.07,1184.62,1308.24,1210.41,1397.65,345.2,372.25,274.28,262.79
1018,Centre,AL,2924,9411.58,10602.4,4460.64,5232.03,2347.74,2453.32,955.67,1052,830.29,947.3,689.41,844.44,245.78,239.29
1019,Centreville,AL,985,9950.52,10830.65,4338.31,4923.42,2248.17,2371.46,1376.35,1458.95,1473.59,1558.03,296.97,312.35,239.22,231.6
1022,Cullman,AL,10701,9497.23,10643.05,4140.74,4937.64,2808.09,2839.43,963.43,1093.09,606.16,673.51,661.58,814.24,331.68,328.11
1023,Dadeville,AL,1385,8920.73,10109.58,3461.75,4067.39,1986.68,2126.15,1559.62,1748.78,865.33,993.44,835.13,1000.35,306.1,303.09
1024,Decatur,AL,9519,8855.32,10001.42,3743.56,4543.97,2729,2815.02,957.13,1057.46,678.15,761.78,471.16,561.18,288.52,286.78
1025,Demopolis,AL,2263,8139.35,9342.86,3777.59,4626.05,2331.29,2430.86,894.74,989.36,429.34,495.93,455.78,540.92,277.7,274.43
1026,Dothan,AL,22510,8741.23,10201.56,3604.85,4557.7,2574.17,2715.53,1082.25,1234.24,601.83,688.72,628.53,767.28,271.78,267.65
1027,Elba,AL,1166,8440.39,9905.93,3182.72,4034.62,2400.59,2537.97,1080.17,1245.1,732.36,850.67,845.02,1055.49,238.45,231.35
1028,Enterprise,AL,4620,8334.05,9879.24,3313.6,4293.09,2435.16,2610.53,1006.41,1156.77,703.99,814.9,675.38,829.52,242.39,238.15
1029,Eufaula,AL,2072,9536.94,11025.22,4320.02,5269.9,2670.61,2829.5,1271.68,1456.46,585.53,670.36,477.97,584.33,227.04,228.35
1031,Evergreen,AL,1131,9383.54,11180.4,4173.35,5388.46,2153.94,2243.07,1236.32,1415.04,621.91,717.34,879.22,1088.12,340.1,333.06
1032,Fairhope,AL,4387,7707.56,9012.3,2716.66,3548.66,2527.02,2676.56,1149.53,1306.41,592.07,684.89,465.84,556.52,243.16,240.14
1033,Fayette,AL,1949,8795.24,9804.43,4078.92,4705.58,1971.88,2076.47,1470.94,1621.71,768.39,860.81,241.92,287.4,260.04,254.89
1035,Florala,AL,640,10151.8,11597.98,4400.97,5450.09,3090.49,3179.43,1247.72,1391.15,923.33,1061.38,204.94,246.32,275.81,272.2
1036,Florence,AL,13622,8043.08,9240.99,3410.63,4247.78,2447.99,2578.64,787.89,871.12,742.9,838,414.27,485.08,256.15,251.45
1037,Foley,AL,7662,8389.95,9662.41,3114.51,3969.83,2715.44,2842.02,1247.58,1414.73,543.6,625.01,481.18,558.04,260.16,255.75
1038,Fort Payne,AL,5586,8655.17,9932.07,3786.8,4637.98,2246.58,2362.78,1049.93,1178.24,766.43,856.41,584.87,707.95,268.19,264.69
1039,Gadsden,AL,12733,10528.45,12241.68,4999.98,6233.93,2682.69,2849.78,891.88,969.45,764.33,845.03,944.22,1121.4,299.1,292.83
1040,Geneva,AL,2216,9695.36,11318.39,4703.01,5864.2,2315.72,2437.41,948,1073.36,833.93,942.49,621.86,755.99,337.51,336.88
1044,Greenville,AL,2853,9987.75,11256.83,4401.75,5213.28,2596.61,2599.61,1108.02,1253.91,846.96,980.31,723.25,878.82,296.98,292.11
1045,Grove Hill,AL,989,8798.13,10358.55,3966.94,5058.43,2058.63,2150.94,1190.57,1371,618.25,715.66,596.19,681.83,361.36,356.1
1046,Guntersville,AL,4856,9703.46,10919.19,4430.97,5335.75,2465.02,2517.84,1264.58,1413.91,794.87,874.22,553.71,609.59,239.04,234.84
1047,Haleyville,AL,2615,10312.21,11737.14,4954.07,5966.47,2602.86,2690.38,1035.28,1155.21,899.33,1021.51,561.67,691.92,348.78,348.23
1048,Hamilton,AL,1921,8861.54,10056.65,3742.25,4479.66,2252.29,2358.62,1063.05,1207.33,1101.32,1256.48,406.32,494.69,354.08,348.02
1049,Hartselle,AL,3928,8874.37,9980.74,3665.2,4446.3,2739.83,2787.28,906.36,1003.46,668.33,748.7,632.89,763.48,278.94,278.15
1051,Huntsville,AL,38053,8680.01,9493.99,3726.31,4322.28,2707.92,2795.3,1082.54,1139.26,494.38,528.24,425.4,475.43,244.66,242.42
1053,Jacksonville,AL,3658,9240.79,10717.07,3969.95,5004.91,2603.4,2729.82,1023.28,1148.11,821.82,910.38,586.73,727.39,282.82,278.41
1054,Jasper,AL,6498,10188.11,11252.7,4462.18,5190.68,2701.47,2778.78,1156.22,1247.41,918.19,989.5,698.16,815.33,299.82,300.37
1056,Luverne,AL,1185,8811.77,9671.13,3936.63,4419.26,2631.37,2664.07,849.01,966.2,565.51,655.19,553.87,683.89,284.42,287.47
1057,Mobile,AL,39494,8468.16,9922.46,3338.81,4292.34,2600.35,2748.41,986.1,1117.77,618.32,704,674.91,808.13,272.19,270.27
1058,Monroeville,AL,2883,8111.29,9501.18,3412.44,4335,2116.35,2218.46,1090.24,1248.16,672.37,775.9,430.12,521.02,378.08,371.12
1059,Montgomery,AL,26968,8537.83,9376.22,3556.48,4117.35,2958.66,3037.54,825.35,893.27,545.87,596.67,436.13,511.07,246.22,244.4
1060,Moulton,AL,4268,9648.43,10771.86,4250.63,5055.1,2938.05,3008.74,934.15,1038.92,833.9,942.01,415.92,486.63,304.17,300.58
1061,Muscle Shoals/Sheffield,AL,8038,9325.96,10684.15,3917.38,4772.68,2660.69,2828,932.71,1033.51,925.49,1048.99,658.36,777.26,262.78,264.86
1063,Oneonta,AL,2331,9383.8,10507.19,4178.16,4974.47,2461.4,2555.52,1073.5,1161.35,722.49,783.67,650.05,751.53,323.16,322.05
1064,Opelika,AL,12023,7330.25,8352.72,2984.96,3605.34,1884.76,2045.08,1229.06,1341.65,389.87,432.77,621.2,702.72,250.46,247.93
1065,Opp,AL,2056,9598.28,11298.82,4226.82,5387.72,2347.98,2461.21,1180.3,1342.81,1161.09,1346,530.72,641.35,214.37,213.22
1066,Ozark,AL,3287,9198.68,10715.7,4045.28,4986.49,2545.83,2707.32,1175.65,1352.09,478.22,552.66,725.77,909.48,262.57,259.01
1068,Phenix City,AL,6292,9143.24,9979.56,4013.62,4558.32,2393.13,2541.55,1187.33,1256.53,527.54,581.15,797.87,822.5,276.34,271.65
1070,Prattville,AL,3773,9028.55,9883.33,3884.34,4506.31,2949.63,3000.06,885.09,955.04,555.06,611.29,515.69,598.52,248.05,245.6
1071,Red Bay,AL,963,10794.71,13366.6,5426.92,7410.66,2113.64,2258.25,1216.96,1386.32,1357.94,1554.47,570.05,706.88,275.79,274.81
1072,Roanoke,AL,1745,8045.25,9280.06,3626.81,4450.51,1879.01,2003.44,1267.28,1412.23,532.36,610.94,364.85,423.69,365.58,368.21
1073,Russellville,AL,3645,9808.22,11381.76,4477.31,5548.75,2479.87,2634.46,951.71,1071.41,1147.16,1311.2,472.04,575.89,357.82,352.95
1074,Scottsboro,AL,4716,9228.26,10439.45,3788.05,4518.75,2517.6,2640.64,1319.51,1460.77,639.62,729.93,703.23,872.46,286.3,280.8
1075,Selma,AL,6797,9004.49,9921.69,4558.28,5098.53,2396.22,2499.85,869.62,979.19,404.43,459.67,482.73,589.59,306.73,308.11
1077,Sylacauga,AL,4139,9427.26,10825.83,3991.17,4842.71,2442.26,2565.67,1204.52,1367.5,652.48,747.37,839.91,1017.82,327.66,322.85
1078,Talladega,AL,3706,9361.62,10646.08,4354.19,5233.63,2473.73,2566.33,1258.15,1421,522.9,590.14,480,569.85,281.67,277.75
1079,Tallassee,AL,1391,8531.75,9535.69,3825.05,4483.33,2417.99,2540.35,1068.19,1158.34,405.13,441.08,534.97,637.6,286.12,285.9
1080,Thomasville,AL,2096,8207.36,9537.78,3699.29,4577.38,2016.5,2102.93,889.88,1017.74,627.5,723.74,697.36,831.57,288.28,282.68
1081,Troy,AL,3247,9429.92,10634.44,4080.89,4798.68,2675.01,2753.22,1057.85,1197.94,672.55,780.13,661.98,815.55,292.93,293.64
1082,Tuscaloosa,AL,21773,9187.28,10113.94,4184.6,4842.89,2403.03,2553.24,1077.15,1133.97,804.43,854.08,465.72,475.11,245.26,241.41
1083,Union Springs,AL,907,7314.63,8532.25,3508.29,4353.89,1979.1,2075.1,971.54,1098.36,278.1,313.69,400.21,494.56,223.47,223.4
1084,Valley,AL,4069,8137.39,9243.26,3756.29,4437.09,1951.46,2106.39,1406.67,1568.56,349.52,391.02,430.6,496.51,244.77,244.64
1085,Vernon,AL,1407,9963.37,11320.33,4870.24,5835.02,2475.82,2557.53,1265.47,1419.99,648.14,731.9,369.66,459.11,342.12,340.18
1086,Wedowee,AL,1252,8300.97,9334.79,3592.97,4263.98,2052.01,2144.54,1349.12,1476.93,608.1,692.75,399.72,472.3,302.52,302.42
1088,Winfield,AL,2216,9387.67,10834.32,4464.58,5524.46,2337.27,2418.89,1132.56,1273.23,737.21,820,405.04,502.57,331.24,328.61
4001,Arkadelphia,AR,2657,7371.71,8436.11,3750.92,4561.71,1933.58,2024.08,950.57,1045.14,290.13,326.89,194.26,220.97,251.08,251.89
4002,Ashdown,AR,1396,9685.76,10936.77,4633.89,5522.27,2327.11,2367.31,1042.32,1159.02,807.52,920.64,615.41,734.58,317.8,317.05
4003,Batesville,AR,6827,9677.52,10781.73,4963.52,5650.51,2248.94,2348.78,1276.09,1451.92,662.03,757.52,248.06,305.26,300.58,299.33
4004,Benton,AR,8083,9797.72,10858.66,4769.96,5688.86,2575.25,2672.21,1139.29,1212.27,427.2,453.51,551.25,505.12,345.12,341.93
4005,Bentonville,AR,7808,8196.98,8917.29,3607.05,4155.46,2479.59,2602.95,1011.59,1065.15,406.85,437.45,359.61,329.35,316.33,315.67
4006,Berryville,AR,1991,6662.28,7614.56,3313.68,3989.13,1616.27,1732.17,964.3,1074.47,287.58,327.28,242.48,259.23,234.01,232.32
4007,Blytheville,AR,2899,9645.13,10400.14,5083.9,5579.17,2736.62,2821.46,1000.84,1111.52,328.71,370.24,150.13,174.43,331.62,331.35
4008,Booneville,AR,981,9624.23,10831.04,5439.95,6317.37,1847.92,1942.69,1459.94,1644.97,337.15,381.92,229.67,228.97,323.69,327.29
4010,Calico Rock,AR,1490,8091.98,9669.53,3766.47,4969.47,1711.6,1772.46,1331.39,1512.07,846.82,967.42,257.43,294.87,223.78,221.06
4011,Camden,AR,3345,7867.26,9021.35,3820.64,4615.17,1904.24,1979.47,1131.79,1273.55,309.07,352.27,388.64,480.76,314.39,314.41
4012,Cherokee Village,AR,2810,8817.72,9987.01,4176.35,4967.94,2157.05,2226.04,1155.96,1307.06,802.57,916.45,279.62,346.14,280.99,276.2
4013,Clarksville,AR,2564,7396.62,8309.63,3937.78,4578.33,1700.24,1791.25,983.73,1107.9,311.97,353.44,148.28,167.07,320.46,318.91
4015,Conway,AR,9681,8016.05,8835.14,3572.47,4183.09,2433.19,2523.04,1062.61,1131.48,346.49,371.94,319.88,357,256.51,252.88
4017,Crossett,AR,2764,9466.22,10719.76,4844.09,5759.41,2322.36,2401.76,1383.25,1553.8,346.89,395.96,226.02,275.23,313.72,311.05
4018,Danville,AR,1559,10023.3,11652.08,5780.86,7132.99,2131.68,2207.31,1082.94,1205.39,535.61,611.38,131.46,140.45,389,388.21
4019,Dardanelle,AR,1446,9066.49,10203.26,5014.66,5877.37,2041.97,2104.98,1030.81,1156.78,436.8,498,193.75,229.17,361.14,356.88
4020,De Queen,AR,1988,9902.59,12090.67,4726.53,6492.83,2391.29,2472.11,910.89,1014.99,1054.49,1201.37,508.88,626.22,369.58,372.09
4021,De Witt,AR,1020,8896.38,10212.56,4358.18,5280.55,1858.14,1956.42,1800.43,2019.01,236.63,266.41,236.69,284.76,394.09,393.19
4023,Dumas,AR,1108,8661.84,9937.56,3991.09,4911.42,2052.99,2104.37,1354.9,1528.5,681.4,777.42,185.28,197.26,346.41,348.97
4024,El Dorado,AR,6345,8179.78,9248.39,4027.06,4795.83,2260.49,2337.11,890.03,1001.85,410.04,466.18,313.1,359.27,279.87,282.91
4025,Eureka Springs,AR,1693,7446.15,8249.89,3167.94,3651.27,2100.75,2190.29,1121.03,1241.44,372.44,422.42,504.02,582.11,172.38,172.98
4026,Fayetteville,AR,9960,7401.1,8160.79,3548.26,4146.81,2147.48,2248.48,698.74,738.37,463.82,496.87,291.73,286.55,253.88,250.54
4027,Fordyce,AR,1138,8884.28,10243.6,4350.78,5365.24,2191.09,2258.77,1248.15,1399.47,465.69,532.17,250.79,304.73,366.19,363.98
4028,Forrest City,AR,3008,7858.54,8525.2,3691.58,4100.34,2152.16,2200.7,828.73,913,542.84,607.02,267.95,321.16,356.89,355.19
4029,Fort Smith,AR,23813,8710.03,9921.22,4197.63,5069.84,1968.71,2062.44,1081.06,1198.91,818.34,912.78,390.74,429.85,280.85,280.76
4030,Gravette,AR,1231,8738.61,9450.39,4787.66,5265.91,1608.36,1708.16,1217.99,1294.12,511.33,549.85,350,365.02,284.34,286.56
4031,Harrison,AR,7527,7549.39,8536.62,3752.17,4442.43,1892.59,2014.66,1096.49,1226.68,310.37,352.78,213.17,217.7,273.73,274.4
4032,Heber Springs,AR,2881,7582.36,8435.72,3635.47,4220.63,2224.22,2310.17,843.97,941.27,332.3,380.19,248.18,292.43,279.99,281.74
4033,Helena,AR,2387,8133.26,8869.76,4056.29,4483,2142.55,2220.96,911.14,1008.73,405.05,460.36,353.26,432.62,265.31,262.82
4034,Hope,AR,2626,8927.39,10285.96,4703.46,5748.7,2127.66,2201.91,844,936.79,639.42,730.9,278.5,337.97,321.16,316.81
4035,Hot Springs,AR,22979,8145.45,8899.71,3643.18,4230.02,2341.64,2457.37,1052.85,1097.27,389.23,405.63,446.16,442.93,263.23,262.07
4038,Jacksonville,AR,7710,9007.28,10013.8,4320.59,5147.9,2617.77,2706.48,1025.33,1093.2,359.2,384.29,372.98,391.06,291.96,287.7
4039,Jonesboro,AR,16459,8770.93,9827.99,4509.09,5303.21,2311.26,2380.71,990.71,1113.51,423.67,478.54,223.18,247.25,310.81,309.16
4040,Lake Village,AR,1656,8571.15,9800.16,4272.75,5196.91,1924.33,1960.74,1538.07,1734.81,331.26,378.86,76.04,86.58,378.23,378.04
4041,Little Rock,AR,35168,8564.38,9432.15,4052.67,4709.98,2528.51,2628.36,977.5,1050.39,363.08,390.97,362.56,373.54,282,279.78
4042,Magnolia,AR,3551,8682.82,9882.19,4205.61,5075.41,2413.11,2504.01,1145.63,1274.53,298.96,339.55,311.31,373.67,322.15,321.35
4043,Malvern,AR,3542,8730.71,9807.61,4266.01,5093.16,2309.84,2412.25,998,1082.39,548.04,604.63,270.17,284.24,338.37,336.29
4045,McGehee,AR,1273,9278.26,10396.72,4846.92,5617.76,1972.52,2014.48,1533.34,1739.54,444,506.63,157.62,188.31,276.8,272.96
4046,Mena,AR,3334,8446.66,9475.62,4205.05,4901.69,1887.53,1935.19,1095.19,1223.84,624.34,711.33,417.44,512.25,261.77,257.12
4047,Monticello,AR,2054,9720.62,11145.78,4545.5,5596.06,2558.83,2614.98,1224.89,1377.3,666.92,760.09,319.36,386.28,394.76,399.14
4048,Morrilton,AR,2455,8017.9,9247.81,3881.87,4852.15,2182.7,2261.67,1116.15,1223.62,214.82,242.19,293.31,344.37,319.52,316.55
4049,Mountain Home,AR,12642,7537.25,8678.03,3678.64,4541.39,1975.19,2084.27,1003.09,1129.6,436.45,496.91,197.69,187.04,242.75,243.29
4050,Mountain View,AR,2078,10148.97,11327.12,5465.97,6259.7,2089.16,2152.69,1162.86,1317.43,903.83,1033.38,302.15,361.13,318.6,320.15
4051,Murfreesboro,AR,865,6976.15,7952.5,3384.68,4142.47,1735.41,1811.53,1061.66,1151.38,365.58,416.58,166.99,172.96,249.35,252.93
4052,Nashville,AR,2284,8454.01,9933.11,4034.62,5197.61,2206.56,2265.14,970.38,1078.23,645.61,737.67,291.4,351.97,308.14,310.54
4053,Newport,AR,2878,10021.76,11422.09,5414.01,6424.01,2233.96,2338.64,1188.51,1338.38,564.34,645.85,295.4,352.42,333.91,336.92
4054,North Little Rock,AR,10741,8276.62,9180.97,3920.83,4619.52,2504.64,2615.91,938.94,999.19,341.93,363.67,319.46,333.74,253.3,250.24
4055,Osceola,AR,1246,9983.93,11117.04,5111.15,5810.37,2189.62,2269.02,1049.73,1169.06,305.77,345.38,968.69,1192.54,429.2,428.62
4056,Ozark,AR,1510,7470.6,8286.44,3686.56,4237.76,1832.27,1903.28,1062.15,1181.01,425.92,476.23,224.33,252.77,243.5,242.37
4057,Paragould,AR,5570,9165.56,10294.49,5151.96,5990.6,2096.4,2174.53,1052.94,1192.23,392.99,447.23,170.86,190.31,310.55,311.6
4059,Piggott,AR,1098,8766.4,10964.11,4333.41,6121.73,1536.64,1587.51,1609.02,1829.56,780.31,893.74,225.96,270.09,322.62,323.78
4060,Pine Bluff,AR,9443,7815.54,8822.08,3754.74,4476.78,2270.46,2363.47,927.3,1033.7,331.42,369.74,282.25,323.81,261.99,261.73
4061,Pocahontas,AR,2231,8477.82,9433.76,3995.69,4580.5,1930.57,1983.31,1328.94,1506.75,834.52,956.31,139.97,165.02,283.09,285.3
4062,Prescott,AR,790,8619.48,9867.11,4871.88,5887.33,2194.49,2259.41,736.36,817.95,352.92,404.83,166.35,196.69,287.24,286.94
4063,Rogers,AR,6288,8158,8975.09,3866.95,4509.12,2204.35,2330.36,969.87,1026.76,501.29,537.49,321.9,282.98,295.66,293.87
4064,Russellville,AR,6462,7776.42,8817.37,3916.21,4698.24,2072.59,2163.75,990.69,1101.03,232.06,264.2,215.64,248.5,329.07,326.66
4065,Salem,AR,816,9323.48,11504,4893.27,6676.49,1727.81,1781.74,1249.07,1421.56,1173.4,1343.5,124.03,148.36,249.95,251.75
4066,Searcy,AR,11854,8955.58,10202.3,4679.32,5621.43,2180.81,2279.63,1085.19,1216.71,476.59,542.49,217.68,234.66,320.3,317.96
4067,Siloam Springs,AR,3831,8895.81,9804.67,4450.23,5114.55,2185.54,2305.39,884.19,942.67,754.46,825.05,367.79,370.02,300.46,297.96
4068,Springdale,AR,7641,8585.76,9487.39,4213.14,4959.12,2183.88,2293.06,922.38,976.57,644.23,694.3,338.73,287.34,301.69,300.61
4069,Stuttgart,AR,2972,8204.21,9119.98,3974.64,4656.62,2121.92,2124.37,1154.3,1292.65,401.75,455.37,221.49,258.62,325.62,321.86
4070,Texarkana,AR,5070,9389.8,10572.13,4512.35,5352.36,2424.28,2495.91,1013.52,1108.38,479.98,535.34,666.68,799.03,315.85,313.79
4072,Waldron,AR,1138,7639.24,9072.82,3587.93,4768.41,1775.11,1796.17,1302.69,1462.09,330.26,371.98,356.15,417.22,273.81,272.2
4074,Warren,AR,1798,9715.5,11416.54,4465.07,5762.23,2465.91,2529.36,1360.33,1531.1,904.84,1034.99,165.49,191.46,329.48,331.05
4075,West Memphis,AR,5124,9427.5,9803.61,4728.35,4926.8,2478.27,2544.93,1002.57,1037.58,648.11,713.95,254.73,265.22,289.93,288.54
4076,Wynne,AR,1998,8857.27,10094.44,4572.66,5542.86,2229.31,2273.86,1077.57,1208.36,438.07,496.56,210.88,246.33,323.41,321.46
3002,Bisbee,AZ,1160,7557.44,7773.79,3845.49,4015.98,1954.86,1932.93,1117.75,1164.53,213.28,223.23,193.13,204.84,217.11,218.27
3003,Bullhead City,AZ,11414,9326.57,9213.12,4589.11,4560.76,2889.41,2879.47,896.27,844.48,234.01,218.36,465.84,461.68,232.3,229.7
3004,Casa Grande,AZ,8327,10133.62,9983.78,4587.04,4563.5,3265.12,3247.85,1071.69,1027.98,296.09,282.66,692.49,637.97,244.8,238.65
3005,Chandler,AZ,13269,10483.39,10350.27,4270.63,4296.42,3747.41,3749.49,910.45,871.34,435.89,415.62,882.83,779.7,238.47,233.98
3006,Cottonwood,AZ,13167,8451.97,7712.49,3802.08,3134.2,2618.26,2614.61,1015.76,974.51,270.18,261.26,488.74,468.26,230.49,226.91
3007,Douglas,AZ,1208,7884.98,7979.04,3652.27,3662.9,2269.54,2262.44,1472.8,1547.79,206.2,216.65,150.78,155,186.35,184.19
3008,Flagstaff,AZ,5511,9292.93,7923.16,4724.56,3532.98,2538.43,2521.75,806.03,710.5,237.25,208.43,787.93,719.23,264.23,265.11
3009,Florence,AZ,1313,11755.36,11606.31,5712.1,5623.92,3511.9,3535.43,1208.92,1165.99,279.82,267.87,798.76,776.23,267.16,256.5
3010,Ganado,AZ,1672,9589.32,8511.73,5353.86,4383.67,2225.99,2215.62,1412.97,1440.87,31.24,28.97,,,128.67,131.15
3014,Kingman,AZ,9984,10088.6,9768.59,5180.07,4953.01,2550.12,2562.65,1321.98,1247.39,182.35,172.45,550.26,527.29,288.77,283.88
3015,Lake Havasu City,AZ,10888,8467.78,8380.14,3716.57,3682.16,2566.82,2604.23,1093.95,1035.14,154.38,147.5,709.85,689.24,214.89,211.71
3016,Mesa,AZ,56462,9845.73,9879.38,4215.73,4388.6,3397.75,3398.23,833.09,798.38,392.42,374.59,744.93,663.13,250.61,245.48
