HRR #,HRR name,State,Medicare enrollees (2011),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2011)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2011)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2011)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2011)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2011)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2011)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2011)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2011)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2011)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2011)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2011)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2011)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2011)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2011)"
58,Modesto,CA,62061,9481.44,8260.48,4888.93,3974.53,2566.1,2485.1,1234.6,1069.16,316.66,281.72,212.96,183.77,261.32,257.16
62,Napa,CA,30602,10116.91,8192.83,5483.91,4035.33,2404.32,2259.66,1495.71,1234.46,297.31,257.49,237.59,203.6,191.65,189.74
65,Alameda County,CA,68600,11193.78,8661.2,6134.17,4448.42,2817.08,2515.73,1208.98,905.56,479.59,358.62,339.24,247.7,193.11,189.7
69,Palm Springs/Rancho Mirage,CA,36387,9806.68,9090.01,4156.71,3815.21,3450.11,3297.32,1220.61,1083.12,324.38,287.83,435.43,383.72,189.66,195.2
73,Redding,CA,46299,8982.59,7744.76,4583.76,3686.01,2397.19,2302.51,1089.56,923.55,372.29,321.71,270.92,236.05,258.78,257.47
77,Sacramento,CA,158978,9041.89,7842.11,4712.5,3858.46,2440.79,2369.98,1051.56,874.94,346.88,289.75,276.94,234.31,209.82,206.64
78,Salinas,CA,36998,9343.07,7717.69,4802.38,3712.92,2590.57,2479.09,1061.26,802.47,436.81,330.43,255.89,200.54,201.51,198.06
79,San Bernardino,CA,98537,11189.06,10032.71,6144.55,5255.48,2862.5,2781.18,971.63,868.26,515.39,459.17,461.02,424.55,254.22,266.25
80,San Diego,CA,189148,10007.5,9190.19,4996.04,4463.25,2891.09,2820.61,990.96,888.46,413.72,369.8,498.89,432.87,228.36,224.16
81,San Francisco,CA,87564,10116.32,7796.7,5353.08,3813.78,2451.23,2192.86,1393.15,1060.61,448.81,340.98,295.69,228.58,172.32,170.14
82,San Jose,CA,92733,10263.37,7973.2,5280.33,3795.16,2779.92,2485.47,1234.59,920.13,426.15,318.96,335.86,241.14,202.07,198.46
83,San Luis Obispo,CA,29596,8038.11,7419.16,3296.93,3003.86,3069.09,2929.72,668.49,581.82,516.08,453.48,238.05,206.2,237.39,234.73
85,San Mateo County,CA,47729,9224.16,7220.68,4257.13,3135.62,2620.91,2289.22,1369.31,1023.98,460.27,344.08,354,262.9,166.79,165.39
86,Santa Barbara,CA,40484,8152.96,7483.6,3461.1,3084.43,3045.23,2921.89,894.88,788.07,330.14,290.7,211.66,189.81,209.43,207.22
87,Santa Cruz,CA,23293,9209.58,7238.33,4606.79,3225.32,2559.8,2468.77,956.31,696.83,420.07,306,472.1,345.3,193.33,188.42
89,Santa Rosa,CA,36013,9534.58,7660.58,4639.52,3401.72,2813.53,2651.73,1064.73,800.16,399.47,297.79,417.06,318.41,190.82,187.22
91,Stockton,CA,34781,9696.08,8491.84,5381.41,4484.45,2439.32,2354.22,1063.01,917.95,408.27,357.5,146.85,130.5,252.25,246.06
96,Ventura,CA,62508,10515.82,9392.12,4674.32,4151.22,3886.9,3507.55,782.44,686.61,552.6,484.77,366.57,311.24,234.83,230.73
101,Boulder,CO,17331,8291.54,8534.08,3534.74,3800.26,2553.62,2591.38,947.55,915.23,435.88,420.04,557.6,545.66,243.04,246.8
102,Colorado Springs,CO,66027,8083.63,8372.13,3657.39,3935.91,2209.03,2220.13,1035.38,1034.69,441.32,439.41,387.16,386.68,350.52,356.41
103,Denver,CO,135910,9121.15,9085.42,4269.63,4258.44,2461.77,2490.53,1265.66,1247.04,439.19,422.16,382.43,359.69,296.27,300.48
104,Fort Collins,CO,29279,8448.05,8352.64,4211.65,4097.26,2231.57,2235.07,1135.46,1138.48,330.19,329.97,228.91,231.92,301.23,308.37
105,Grand Junction,CO,28600,7074.86,7046.69,3085.09,3002.28,1535.33,1599.82,1239.99,1230.36,295.37,293.07,646.7,639.84,284.33,291.75
106,Greeley,CO,31513,9003.13,9113.96,4653.07,4723.48,2049.91,2097.96,1408.9,1403.34,328.05,326.44,255.29,246.86,313.08,317.95
107,Pueblo,CO,16625,7930.92,8274.19,3632.79,3943.03,2185.8,2208.05,978.79,978.88,417.41,417.74,285.4,292.01,426.8,433.22
109,Bridgeport,CT,60222,10389.94,9105,5226.22,4411.86,3213.39,3029.5,1018.42,869.42,557.58,476.67,214.7,167.87,177.26,175.36
110,Hartford,CT,151255,10053.4,8879.65,5219.3,4435.3,2743.99,2616.45,1155.19,1004.11,531.6,461.06,216.39,182.51,203.05,200.28
111,New Haven,CT,142997,10722.11,9396.62,5569.38,4700.28,3072.62,2910.25,1023.83,882.83,612.14,528.78,250.1,191.76,203.26,200.77
113,Washington,DC,229889,9709.96,8703.97,4801.78,4002.21,2924.73,2779.49,1246.21,1205.2,305.95,292.15,263.37,263.9,195.7,195.67
112,Wilmington,DE,86007,9895.62,9499.08,4682.88,4383.61,2851.84,2857.59,1106.65,1048.8,354.05,335.44,695.48,669.13,223.92,223.87
115,Bradenton,FL,37109,10275.7,10868.95,4108.97,4742.52,4000.94,3906.47,786.96,830.66,811.82,861.69,331.19,301.65,233.06,231.23
116,Clearwater,FL,54310,10786.12,11384.18,4262,4867.64,3872.14,3815.4,1027.15,1065.46,888.75,925.43,485.02,465.34,240.91,238.53
118,Fort Lauderdale,FL,267211,11682.98,11550.47,4141.58,4362.3,4630.06,4428.31,1168.43,1145.43,1021.17,1002.78,510.65,408.82,222.17,227.84
119,Fort Myers,FL,176623,10274.91,10510.61,3737.86,4243.23,4322.1,4082.08,836.39,848.08,576.9,594.92,524.96,483.03,239.37,237.65
120,Gainesville,FL,62691,10015.76,10162.91,4597.01,4782,3115.42,3057.13,847.58,883.07,641.58,672.67,555.74,510.53,275.65,274.1
122,Hudson,FL,48261,11028.65,11671.86,4566.28,5333.44,4020.47,3885.3,776.1,804.81,966.96,1006.03,430.85,382.02,263.2,262.92
123,Jacksonville,FL,147982,10752.19,11260.31,4634.74,5100.47,3562.39,3559.72,1072.07,1119.45,729.53,759.49,480,447.76,279.82,278.42
124,Lakeland,FL,30795,10105.31,10796.63,4259,4903.7,3406.4,3366.24,818.76,867.45,791.29,838.25,531.27,526.22,293.69,291.6
127,Miami,FL,162627,14487.46,13868.94,5805.7,5504.18,3874.96,3667.06,1130.05,1119.3,2219.92,2191.64,597.37,483.35,256,269.97
129,Ocala,FL,105827,9843.19,10416.5,3644.61,4295.01,3857.37,3753.1,927.47,979.26,675.88,711.94,441.65,398.5,260.26,258.81
130,Orlando,FL,349319,10573.77,11129.32,4425.74,5008.63,3668.59,3596.11,991.85,1032.28,776.43,806.88,459.51,427.31,248.94,257.76
131,Ormond Beach,FL,50541,9425.14,9803.51,3597.96,3991.54,3146.43,3101.18,1207.28,1255.75,697.13,724.75,536.74,499.17,236.55,234.22
133,Panama City,FL,27103,10620.21,11620.58,4645.53,5503.99,3470.53,3453.69,1017.24,1086.97,609.98,651.52,552.46,624.97,326.25,321.78
134,Pensacola,FL,89031,9439.54,10364.72,4035.46,4807.87,2833.56,2829.5,1229.78,1323.35,605.22,658.17,467.06,491.97,269.54,265.85
137,Sarasota,FL,87765,9390.22,9893.62,3327.08,3876.17,3971.77,3886.32,944.1,993.83,578.13,607.41,333.29,308.01,220.77,219.76
139,St. Petersburg,FL,38583,11179.17,11781.23,4971.32,5568.32,3831.25,3783.9,905.68,939.95,853.54,888.58,369.04,350.98,251.84,249.57
140,Tallahassee,FL,63706,8646.12,9587.1,3909.81,4587.41,2390.99,2432.83,1235.19,1354.2,396.22,431.38,441.27,509.03,280.29,276.77
141,Tampa,FL,85770,11005.63,11508.14,4745.13,5233.76,3586.16,3554.1,945.25,985.94,974.43,1020.44,455.77,417.13,285.49,282.02
142,Albany,GA,18789,7887.04,8567.6,3313.75,3707.74,1986.36,2090.65,1452.23,1544.61,384.19,401.94,479.08,547.33,284.06,283.13
144,Atlanta,GA,400013,8857.77,9314.35,3677.67,4058.04,2777.75,2820.44,1050.5,1074.92,553.4,565.69,567.11,565.58,249.22,246.55
145,Augusta,GA,60827,8321.08,8717.61,3889.11,4147.86,2404.99,2460.13,1056.38,1090.75,334.77,348.26,412.26,452.72,239.05,235.84
146,Columbus,GA,29180,8444.6,9253.35,3429.04,3993.86,2379.33,2509.83,1193.08,1264.23,451.18,473.38,824.98,838.67,222.74,219.1
147,Macon,GA,63052,9422.71,10003.29,4254.46,4660.5,2783.85,2864.19,1109.5,1151.02,473.61,486.87,554.4,595.64,271.36,270.32
148,Rome,GA,29584,9759.99,10587.98,4521.71,5083.59,2553.02,2642.56,1075.23,1139.06,802.2,848.65,570.82,654.87,279.88,276.55
149,Savannah,GA,79494,8907.75,9495.8,3852.44,4192.65,2876.34,2992.78,1053.06,1125.07,383.79,415.81,507.96,540.3,248.79,245.36
150,Honolulu,HI,82718,7244.67,6953.96,3464.73,3222.41,2066.85,2075.53,1152.08,1102.82,128.43,123.02,327.27,322.39,116.28,114.18
190,Cedar Rapids,IA,29216,7640.58,8208,3524.73,3891.25,1840.72,1930.81,1412.45,1480.69,206.11,216.16,423.2,454.08,215.62,214.93
191,Davenport,IA,62017,8295.2,9049.82,3988.72,4517.35,2173.31,2254.19,1274.02,1356.55,394.16,421.22,252.34,285.56,213.65,214.83
192,Des Moines,IA,122946,7654.46,8023.46,3475.58,3681.01,1987.58,2071.47,1410.62,1471.63,204.39,210.72,342.89,356.6,224.91,224.16
193,Dubuque,IA,13626,7243.32,7822.02,3348.67,3716.25,1949.23,2044.31,1181.09,1240.02,218.12,231.28,321.16,361.13,201.95,207.22
194,Iowa City,IA,36873,7408.54,7757.32,3578.51,3731.67,1638.76,1735.4,1451.39,1516.71,161.59,171.03,340.28,363.48,231.22,229.78
195,Mason City,IA,23335,7306.79,7633.69,3616.13,3714,1433.14,1543.12,1740.09,1843.5,136.02,145.36,166.78,173.21,245.42,245.72
196,Sioux City,IA,29818,7575.6,8184.17,3447.89,3855.98,1843.54,1907.49,1560.07,1651.03,180.29,189.96,330.12,362.77,217.73,217.52
197,Waterloo,IA,26959,8297.21,8850.35,3887.05,4192.58,2016.58,2107.16,1637.1,1741.55,194.02,207.24,333.98,370.37,224.58,225.2
151,Boise,ID,63806,7597.79,8206.58,3449.25,3688.28,1549.57,1765.45,1450.27,1521.09,389.69,409.57,505.21,565.77,252.62,254.23
152,Idaho Falls,ID,17538,7768.51,8521.26,3206.85,3272.94,1834.4,2356.54,1356.68,1427.71,510.32,522.41,522.9,591.55,343.43,348.78
154,Aurora,IL,20685,9981.87,9814.43,4794.1,4811.81,2688.81,2614.09,1274.36,1227.05,607.41,584.6,391.47,356.75,229.88,224.49
155,Blue Island,IL,93946,11362.8,11014.38,5713.53,5643.03,3056.14,2902.36,1101.6,1059.56,878.19,841.27,354.85,312.32,240.98,237.98
156,Chicago,IL,178160,11826.45,11027.69,5880.43,5344.64,2675.67,2570.39,1207.76,1164.6,1383.56,1328.58,254.37,213.47,223.31,219.93
158,Elgin,IL,68279,10983.19,11106.39,5337.6,5685.88,2986.42,2892.1,1231.25,1184.02,779.47,748.54,434.84,390.85,232.65,228.2
161,Evanston,IL,119247,10192.28,9925.92,4683.4,4654.59,2940.74,2820.77,1368.41,1316.09,685.83,659.26,328.72,295.68,192.11,188.88
163,Hinsdale,IL,44317,9995.74,10042.2,4769.11,5020.67,2888.49,2778.05,1142.66,1100.58,649.07,624.82,347.52,325.04,199.45,196.28
164,Joliet,IL,68078,11061.94,11050.98,5382.36,5569.83,3101.98,3015.15,1278.16,1233.12,663.01,637.24,394.38,356.31,243.71,241.55
166,Melrose Park,IL,124633,10255.55,10096.5,5073.97,5141.7,2660.38,2539.37,1205.36,1158.96,762.3,732.67,335.51,309.57,217.84,213.94
170,Peoria,IL,77762,8722.3,9167,4366,4682.91,2154.02,2175.61,1311.47,1372.32,372.98,387.67,284.63,313.69,233.99,232.22
171,Rockford,IL,82296,9044.5,9355.45,4435.56,4680.92,2083.75,2136.09,1545.98,1558.83,387.46,380.72,350.78,358.58,238.47,236
172,Springfield,IL,118835,8583.49,9216.28,4201.15,4665.83,2245.39,2289.02,1468.66,1563.18,277.08,291.49,133.72,148.32,261.14,260.95
173,Urbana,IL,45517,8657.22,9046.07,4495.53,4779.81,2107.14,2157.02,1419.24,1458.74,199.76,206.03,190.19,198.97,241.96,239.01
175,Bloomington,IL,17913,8115.95,8488.33,3586.87,3944.35,2600.48,2573.09,1135.58,1163.55,311.33,311.51,229.13,248.16,245.83,242.77
179,Evansville,IN,82394,9029.92,10331.19,4605.18,5451.39,2045.05,2329.22,1476.93,1589.86,406.12,436.72,256.51,278.97,242.75,243.79
180,Fort Wayne,IN,66723,8322.67,9099.26,4108.14,4497.59,2000.4,2279.98,1373.02,1449.61,307.54,322.21,293.74,308.1,243.78,244.26
181,Gary,IN,60307,10265.47,10959.99,5172.4,5636.81,2723.23,2910.49,1193.87,1224.34,705.35,725.42,190.25,182.69,266.16,266.38
183,Indianapolis,IN,270696,9244.84,9927.21,4693.05,5010.07,2126.98,2430.92,1427.42,1459.71,403.74,411.85,326.08,342.68,265.61,266.43
184,Lafayette,IN,21027,9150.58,10055.1,4795.78,5396.82,2107.38,2317.2,1328.35,1374.38,313.86,321.07,307.59,340.43,297.4,298.29
185,Muncie,IN,21181,9076.82,9972.46,4735.02,5064.79,2218.8,2637.53,1104.54,1177.74,395.92,415.14,308.54,354.9,315.03,315.05
186,Munster,IN,35153,11569.94,12037.72,6021.98,6336.47,3027.13,3162.28,1184.02,1205.67,894.18,900.84,156.3,146.48,272.22,272.16
187,South Bend,IN,66701,8552.17,9083.95,4162.88,4500.69,2444.38,2590.89,1100.98,1123.19,321.74,327.92,305.23,321,216.2,217.01
188,Terre Haute,IN,22368,10088.5,10805.55,5200.26,5636.63,2245.45,2423.16,1711.08,1770.41,340.22,350.46,292.88,319.49,298.88,300.3
200,Topeka,KS,52383,8008,8763.48,3827.84,4385.36,2096.58,2179.61,1367.69,1448.53,203.17,216.22,269.35,288.21,234.65,236.01
201,Wichita,KS,150543,8666.02,9350.64,4109.38,4579.12,2307.57,2352.92,1438.62,1554.41,249.35,266.2,292.99,325.13,270.09,273.03
203,Covington,KY,30346,10006.02,10644.05,5318.36,5789.28,2385.1,2521.16,1160.44,1181.53,622.28,633.7,335.37,314.08,205.16,219.73
204,Lexington,KY,147118,9927.53,10862.74,4999.2,5475.76,2282.55,2545.85,1250.07,1362.27,714.45,775.78,361.99,380.67,348.59,349.7
205,Louisville,KY,173818,9551.94,10642.8,4828.32,5439.73,2253.03,2592.27,1342.86,1425.81,599.83,638.9,224.96,239.87,306,306.33
207,Owensboro,KY,17603,9414.91,10341.93,4871.7,5180.8,2350.65,2796.87,1186.02,1278.45,488.3,526.8,254.73,288.37,267.63,264.73
208,Paducah,KY,53454,8771.71,10189.15,4406.92,5389.73,2199.86,2433.22,1226.8,1352.78,496.63,546.61,169.03,198.75,270.7,268.63
209,Alexandria,LA,32431,11161.33,12481.22,5171.21,6019.39,2314.05,2378.79,1230.77,1360.17,1485.86,1649.28,683.41,807.37,301.15,298.97
210,Baton Rouge,LA,56420,10409.62,11355.15,4550.34,5102.81,2677.09,2763.52,1184.98,1300.03,1181.3,1295.09,522,589.39,264.26,261.56
212,Houma,LA,23839,9335.75,10399.25,4081.45,4744.16,2231.96,2333.1,1427.57,1582.47,976.72,1066.57,349.73,413.94,273.87,270.11
213,Lafayette,LA,63377,10195.18,11363.11,4698.3,5455.51,2468.7,2583.56,1199.35,1313.33,1135.85,1246.94,409.93,481.57,272.87,271.29
214,Lake Charles,LA,26526,9847.42,11111.36,4347.75,5167.39,2333.35,2434.06,1271.38,1406.01,1040.13,1158.37,572.87,674.11,309.19,308.17
216,Metairie,LA,29201,11371.05,12217.1,4926.04,5515.68,2815.68,2880.22,1560.78,1648.64,1282.98,1375.48,485.19,494.23,275.12,271.54
217,Monroe,LA,29755,11273.41,12700.6,5071.25,5946.58,2345.68,2428.8,1465.53,1636.43,1489.12,1664.81,551,667.19,313.63,311.25
218,New Orleans,LA,28580,10371.18,10758.4,4720.25,4910.55,2360.7,2419.06,1284.25,1342.66,1198.81,1266.43,444.65,442.29,238.95,234.98
219,Shreveport,LA,74438,10629.5,11762.14,5097.73,5833.14,2379.52,2468.59,1332.17,1451.78,1078.62,1188.18,443.83,513.71,254.07,254.01
220,Slidell,LA,15226,10779.32,11714.15,4847.75,5476,2647.95,2750.98,1325.91,1401.83,1165.85,1268.48,519.48,557.98,322.46,320.95
227,Boston,MA,470261,11228.58,10008.72,5917.4,5086.02,2484.04,2378.5,1558.61,1388.76,763.67,687.31,328.76,294.23,182.12,179.09
230,Springfield,MA,73185,9423.71,8798.92,4814.45,4335.1,2349.48,2300.11,1312.87,1246.58,533.38,505.89,231.99,231.92,196.1,192.87
231,Worcester,MA,49693,11394.46,10019.53,6353.61,5242.45,2288.43,2228.54,1602.65,1458.77,689.72,631.54,280.28,271.1,202.52,200.2
223,Baltimore,MD,253945,11365,9634.87,5972.76,4445.06,2855.06,2740.78,1725.67,1683.85,366.99,357.17,232.41,213.18,214.13,212.43
225,Salisbury,MD,72116,10043.49,9476.31,4856.2,4304.41,2598.02,2576.82,1517.21,1522.19,351.69,352.71,490.55,486.76,224.94,224.13
226,Takoma Park,MD,67923,10129.62,8766.8,5009.74,4000.29,3318.72,3048.62,1122.38,1069.49,309.52,294.96,237.66,229.51,189.25,188.23
221,Bangor,ME,53970,8871.26,8917.45,4362.74,4237.82,1437.57,1504.62,2318.85,2399.41,327.12,332.44,182.64,196.9,231.76,230.17
222,Portland,ME,126216,8148.76,8254.82,3794.51,3866.61,1849.45,1897.12,1551.42,1550.32,454.53,451.07,306.24,300.01,196.9,194.21
232,Ann Arbor,MI,116903,10224.26,10213.33,5002.46,5009.56,2587.44,2575.79,1375.21,1365.63,629.53,629.5,372.65,377.95,257.6,254.73
233,Dearborn,MI,46257,12092.8,11935.48,6447.16,6375.24,3176.62,3112.75,1142.47,1133.68,809.22,802.75,266.55,259.36,252.65,249.89
234,Detroit,MI,155093,11655.67,11424.39,5778.34,5615.34,3254.15,3222.32,1154.85,1145.64,892.68,882.91,264.97,256.68,273.99,270.83
235,Flint,MI,51739,11516.27,10990.52,5701.74,5267.97,3207.49,3254.08,1062.23,1003.18,725.26,693.18,522.25,477.74,306.37,303.15
236,Grand Rapids,MI,76717,8641.01,8786.32,4223.9,4241.73,2179.69,2228.53,1057.72,1092.8,502.63,517.8,389.86,417.45,283.08,281.99
238,Kalamazoo,MI,65621,8971.37,9014.89,4473.89,4453.28,2018.8,2072.84,1395.07,1387.02,404.33,404.11,411.7,429.52,264.46,262.7
239,Lansing,MI,62311,9354.64,9397.73,4448.64,4385.97,2316.78,2374.44,1442.6,1465.03,501.22,509.58,354.13,372.85,289.1,286.88
240,Marquette,MI,26134,8022.7,8003.3,3597.52,3403.22,1513.82,1545.32,2030.8,2133.47,504.35,530.75,147.11,164.32,233.19,231.41
242,Muskegon,MI,24182,8332.78,8582.92,3643.58,3824.96,2242.89,2273.32,1320.22,1334.51,462.98,466.92,395.52,417.51,265.46,263.52
243,Petoskey,MI,24669,8472.68,8562.68,3613.06,3539.43,2109.13,2134.54,1781.43,1871.89,323.65,338.96,314.7,348.5,283.53,283.59
244,Pontiac,MI,38197,11618.46,11153.93,5715.79,5383.62,3500.89,3392.23,1019.44,1007.35,678.01,671.2,419.5,415.44,287.14,285.88
245,Royal Oak,MI,67031,11391.76,11245.84,5394.06,5348.42,3517.72,3448,1118.86,1109.41,774.12,767.99,340.82,328.26,250.24,247.74
246,Saginaw,MI,87204,9329.56,9746.15,4554.89,4837.39,2154.74,2201.2,1483.43,1531.14,490.61,498.72,361.81,393.83,284.33,283.36
248,St. Joseph,MI,16164,9188.48,9523.11,4378.15,4591.16,2162.25,2200.85,1378.41,1412.17,575.79,587.86,426.7,464.16,261.33,258.83
249,Traverse City,MI,32876,8216.38,8380.18,3779.92,3803.06,2206.64,2231.98,1345.4,1412.86,321.48,337.18,277.61,311.42,261.71,261.56
250,Duluth,MN,32368,7921.22,7843.52,4156.95,4073.8,1441.84,1510.77,1692.4,1639.06,217.11,209.23,210.83,202.74,194.38,196.47
251,Minneapolis,MN,171008,7948.08,7869.09,4066.92,3948.26,1771.84,1849.83,1456.57,1424.88,228.89,217.96,219.91,219.98,207.24,208.24
253,Rochester,MN,39175,7433.48,7283.35,3956.36,3678.05,1486.91,1615.26,1518.22,1509.18,117.52,117.22,170.28,174.58,204.47,206.81
254,St. Cloud,MN,14096,8141.21,7669.18,4202.04,3762.96,1718.35,1808.31,1601.08,1492.19,232.32,214.24,185.1,185.44,221.38,222.09
256,St. Paul,MN,50892,8256.14,8039.28,4170.54,3971.35,1965.64,2040.89,1291.51,1222.74,299.18,279.93,319.76,312.93,206.63,206.42
263,Cape Girardeau,MO,35595,8449.49,9229.15,4104.71,4613.92,1947.7,2022.75,1455.75,1557.35,280.44,304.06,331.28,400.83,318.38,320.19
264,Columbia,MO,84152,8330.76,9094,4138.33,4685.69,2096.12,2144.12,1328.98,1434.64,245.02,262.78,228.68,270.02,282.08,284.75
267,Joplin,MO,46119,8671.26,9555.66,4446.6,5047.54,1861.74,1932.3,1300.84,1409.13,453.87,493.42,320.91,384.76,286.97,288.56
268,Kansas City,MO,213220,9035.68,9584,4283.2,4695.95,2228.97,2300.97,1380.58,1407.82,397.94,402.6,500.64,519.03,235.33,247.8
270,Springfield,MO,90877,7903.69,8758.72,3620.65,4153.98,1739.24,1830.45,1449.41,1572.35,399.02,433.09,427,504.78,263.74,264.88
273,St. Louis,MO,317967,9257.07,9997.64,4491.99,5073.04,2365.46,2396.3,1365.6,1438.52,457.29,479.5,318.59,351.48,255.18,255.48
257,Gulfport,MS,19794,9902.09,10830.62,4672.57,5308.44,2197.36,2331.09,1344.19,1430.62,919.95,992.7,484.15,482.93,316.12,318.16
258,Hattiesburg,MS,32732,9962.43,11043.57,4535.28,5253.79,2609.85,2651.16,1166.32,1302.47,933.6,1047.75,396.25,476.89,327.34,325.07
259,Jackson,MS,107694,9572.06,10899.1,4273.14,5156.43,2166.16,2253.44,1235.35,1377.6,1099.96,1228.25,459.24,523.69,278.19,277.57
260,Meridian,MS,24683,9387,10865.39,4174.14,5162.04,2159.57,2238.65,1350.05,1526.14,758.23,858.28,670.64,788.91,263.07,263.66
261,Oxford,MS,16719,9024.34,10091.07,3932.07,4543.29,2109.01,2191.42,1253,1407.72,935.06,1057.86,431.78,521.13,341.82,341.43
