HRR #,HRR name,State,Medicare enrollees (20% sample) (2009),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2009)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2009)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2009)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2009)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2009)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2009)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2009)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2009)"
10,Anchorage,AK,8825,8737.12,7080.14,4597.33,3483.28,2226.65,1872.81,1268.99,1127.92,282.95,253.26,130.6,123.93,141.63,144.03
1,Birmingham,AL,42091,8956.26,10170.73,4080.59,4870.06,2414.6,2592.95,957.79,1049.99,661.6,725.61,572.46,668.28,285.76,285.16
2,Dothan,AL,9171,8379.88,9694.34,3918.78,4816.87,2262.73,2431.6,796.44,885.54,603.07,674.18,538,629.58,280.62,282.29
5,Huntsville,AL,12758,8813.83,9806.26,3836.19,4508.2,2618.39,2769.97,1041.62,1112.08,637.05,689.94,395.09,452.76,287.18,284.52
6,Mobile,AL,14479,8791.07,10246.61,3725.63,4689.49,2361.33,2533.59,1090.19,1223.42,674.64,755.36,673.84,785.84,293.68,292.63
7,Montgomery,AL,7116,8892.43,10043.91,4108.09,4850.38,2595.03,2753.56,856.16,942.27,631.2,701.68,441.27,533.01,273.59,271.83
9,Tuscaloosa,AL,4975,9087.79,10079.79,4263.09,4896.95,2237.93,2430.63,1034.78,1111.06,854.09,921.31,429.13,450.61,259.21,255.84
16,Fort Smith,AR,7780,8607.94,9796.44,3992.47,4780.32,1862.07,1975.72,947.11,1051.75,1120.7,1250.19,450.4,509.17,299.9,303.59
18,Jonesboro,AR,5482,8782.26,9704.61,4724.99,5376.54,2078.07,2172.51,1039.42,1139,503.07,557.09,123.46,144.39,318.71,323.5
19,Little Rock,AR,36111,8343.8,9275.86,4120.43,4774.43,2208.6,2342.84,991.82,1076.72,447.63,490.03,281.56,298.53,289.68,290.26
21,Springdale,AR,8757,7783.95,8522.58,3913.68,4440.33,2035.23,2179.58,814.81,860.45,500.34,536.91,257.87,242.8,267.31,267.66
22,Texarkana,AR,6005,9554.09,10900.98,4449.96,5381.35,2195,2302.9,951.99,1044.9,1116.77,1222.64,482.8,591.12,364.03,364.81
11,Mesa,AZ,12961,9784.58,9922.31,4315.52,4543.4,3254.88,3275.36,906.14,880.46,428.99,416.13,630.01,562.36,231.76,226.02
12,Phoenix,AZ,41936,8906.7,8795.45,4149.54,4081.99,2819.8,2838.68,848.97,828.72,275.96,268.38,578.07,542.69,232.58,228.93
14,Sun City,AZ,8379,9023.43,9212.57,3877.23,4136.01,3351.44,3374.57,732.51,709.42,320.3,310.07,494.5,444.41,207.95,203.01
15,Tucson,AZ,17538,8368.01,8531.34,3874.96,3982.57,2696.05,2719.49,824.83,841.4,296.75,302.64,434.63,448.89,224.4,221.79
23,Orange County,CA,32859,11047.77,9986.46,5124.17,4623.7,3791.33,3433.58,942.92,843.49,614.91,547.36,306.97,273.14,237.87,232.88
25,Bakersfield,CA,11865,9860.59,8867.72,5301.56,4527.14,2938.8,2853.91,906.37,801.32,247.79,219.7,191.09,187.59,314.23,309.7
31,Chico,CA,7995,8823.89,7999.79,4621.95,4064.93,2059.61,2005.7,1263.71,1109.18,437.02,389.76,156.56,141.65,290.76,289.55
33,Contra Costa County,CA,10246,10668.44,8527.11,5477.48,4206.43,3003.12,2625.75,1234.49,936.27,466.76,351.23,315.69,238.98,172.86,172.16
43,Fresno,CA,13796,8699.78,7889.53,4363.12,3775.66,2697.9,2620.95,962.31,849.61,233.1,206.2,158.71,154.03,322.62,317.3
56,Los Angeles,CA,92403,12711.48,11112.17,6583.99,5549.55,3779.26,3456.23,916.64,818.36,870.11,772.36,221.3,189.45,305,299.17
58,Modesto,CA,11545,9157.96,8009.9,4895.51,4028.04,2431.53,2344.03,1042.03,907.67,289.35,258.57,225.45,195.28,291.3,284.89
62,Napa,CA,5815,9860.83,8070.51,5429.01,4085.97,2337.47,2187.58,1353.7,1122.52,310.5,271.63,214.99,183.97,210.97,210.94
65,Alameda County,CA,13021,11120.84,8643.44,6279.92,4621.36,2655.31,2357.38,1221.21,923.18,489.47,369.89,273.34,205.66,183.93,180.27
69,Palm Springs/Rancho Mirage,CA,7399,9419.94,8845.35,4162.03,3934.82,3273.43,3136.95,1031.02,908.46,330.28,291.57,371.81,327.36,214.45,209.74
73,Redding,CA,8995,8409.72,7386.52,4245.51,3527.26,2299.83,2206.26,942.81,808.7,409.27,355.03,256.25,225.61,245.25,246.75
77,Sacramento,CA,29629,8589.98,7455.52,4507.13,3672.52,2292.53,2228.06,978.29,828.63,363.3,309.25,232.37,199.78,213.98,211.12
78,Salinas,CA,6889,9161.61,7734.3,4949.24,3972.81,2446.6,2355.38,1011.62,783.29,349.91,271.79,241.75,192.57,190.93,188.38
79,San Bernardino,CA,19281,10996.94,9742.83,6078.25,5115.76,2759.89,2665.47,933.4,829.02,536.39,473.97,428.58,398.77,302.66,298.1
80,San Diego,CA,36076,9425.09,8618.76,4678.29,4128.28,2793.55,2729.7,965.63,859.28,389.43,345.68,392.87,349.67,228.68,225.57
81,San Francisco,CA,17083,9913.38,7648.74,5355.94,3837.45,2320.02,2050.12,1363.41,1054.67,476.17,368.6,219.56,173.83,176.95,177.53
82,San Jose,CA,16854,9802.76,7686.85,5153.1,3773.29,2636.18,2347.42,1137.01,855.45,380.82,287.84,295.93,218.95,198.81,196.55
83,San Luis Obispo,CA,5774,7880.42,7338.3,3457.33,3191.97,2853.43,2735.6,594.91,519.89,457.57,403.97,275.08,244.44,222.29,223.7
85,San Mateo County,CA,9211,9122.28,7126.02,4379.84,3215.5,2526.33,2187.4,1217.32,922.21,508.24,389.53,322.67,246.1,168.24,164.03
86,Santa Barbara,CA,7626,8031.37,7384.74,3657.26,3267.33,2811.14,2712.71,839.6,738.63,310.55,273.5,222.22,203.74,195.66,192.54
87,Santa Cruz,CA,4132,9328.58,7376.75,4721.87,3317.56,2589.88,2498.06,910.39,672.83,416.32,306.71,486.77,373.96,212.05,206.38
89,Santa Rosa,CA,6738,9017.55,7320.4,4501.59,3340.44,2572.86,2462.13,1034.04,785.47,387.98,293.89,346.69,273.89,170.8,167.93
91,Stockton,CA,6450,8856.76,7881.71,4913.56,4197.51,2350.53,2258.68,955.92,835.5,320.1,285.24,95.7,86.96,227.3,227.02
96,Ventura,CA,11721,9864.67,8906.93,4283.08,3912.84,3674.74,3290.12,834.42,737.88,497.26,440.26,320.46,273.96,240,236.5
101,Boulder,CO,3091,8323.02,8557.3,3511.19,3791.56,2475.01,2488.79,979.75,958.21,434.65,424.09,611.94,588.02,285.3,286.69
102,Colorado Springs,CO,12544,7965.45,8258.18,3705.26,3992.43,2115.49,2117.54,1055.27,1060.42,385.53,386.64,345.59,341.53,349.8,355.1
103,Denver,CO,25263,8861.36,8879.06,4185.13,4235.68,2395.08,2407.3,1223.06,1206.5,414.5,400.55,344.05,324.6,292.66,297.69
104,Fort Collins,CO,5556,7681.76,7830.17,3781.24,3846.34,2121.46,2169.62,947.7,959.55,324.58,327.84,202.33,209.82,294.52,305.75
105,Grand Junction,CO,5150,6858.49,6919.23,3067.15,3095.97,1458.26,1482.22,1135.19,1147.06,302.26,306.09,570.43,559.01,330.09,336.89
106,Greeley,CO,5718,8650.84,8630.66,4402.57,4394.24,2023.61,2018.76,1299.93,1306.69,327.72,327.49,254.65,237.56,345.34,348.21
107,Pueblo,CO,3282,8257.97,8628.81,4142.37,4470.77,2148.48,2143.87,904.45,920.88,412.17,419.5,262.13,282.43,390.62,396.92
109,Bridgeport,CT,11970,10862.58,9421.98,5594.69,4695.35,3245.24,3011.57,1082.82,918.2,593.25,504.06,184.04,139.88,180.46,176.62
110,Hartford,CT,30537,9925.43,8746.49,5241.33,4474.64,2651.48,2489.38,1119.67,976.11,541.09,471.69,182.37,151.92,204.63,200.68
111,New Haven,CT,28631,10789.95,9343.79,5658,4724.04,2956.5,2762.5,1097.22,945.95,618.48,534.15,250.22,180.13,215.54,212.05
113,Washington,DC,43040,9161.95,8415.16,4603.82,4013.7,2786.1,2663.63,1138,1118.04,283.33,272.52,205.45,206.52,178.09,178.44
112,Wilmington,DE,16467,9608.61,9132.29,4673.34,4356.33,2826.38,2796.56,986.6,908.49,370.09,349.51,565.74,535.28,200.57,200.71
115,Bradenton,FL,8457,10251.69,10522.75,3966.04,4338.6,3974.87,3908.09,807.67,805.07,897.35,914.11,350.17,311.31,246.5,245.61
116,Clearwater,FL,11312,10604.34,11259.1,4118.35,4712.57,3685.36,3667.7,1068.72,1108.16,872.81,910.47,575.42,576.31,258.13,260.31
