State #,State label,Medicare Enrollees (CMHS 5% Sample) (2000),Total Medicare reimbursements per enrollee (Part A and B) (2000),Total Part A Medicare reimbursements per enrollee (2000),Total Part B Medicare reimbursements per enrollee (2000),Medicare reimbursements for inpatient short stays per enrollee (2000),Medicare reimbursements for inpatient long stays per enrollee (2000),Medicare reimbursements for outpatient services per enrollee (2000),Part B Medicare reimbursements for professional & laboratory services per enrollee (2000),Part B Medicare reimbursements for medical & surgical services per enrollee (2000),Part B Medicare reimbursements for medical care per enrollee (2000),Part B Medicare reimbursements for surgical services per enrollee (2000),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (2000)",Part B Medicare reimbursements for durable medical equipment per enrollee (2000),Medicare reimbursements for home health services per enrollee (2000),Medicare reimbursements for hospice services per enrollee (2000),Medicare reimbursements for skilled nursing facilities per enrollee (2000)
1,Alabama,23493.9586639404,5909.12463459988,3419.45288881972,2489.53542476865,2549.95871211065,217.51669861605,405.722809134733,1384.17259955498,1057.63084925113,692.366626821456,365.912839891799,326.570496873113,203.796526535398,350.921932039932,141.768420845353,382.727453432648
2,Alaska,1561.83082580566,6560.9394417166,4058.38198280141,2511.34893432925,3450.03331742142,180.953729785463,976.552382191558,1060.19790336526,805.069400028652,513.706675087469,290.312662324574,254.954498080994,117.477401867543,202.450146436012,,240.640080190442
3,Arizona,16812.8822631836,5554.0457895004,3060.91462272152,2491.14538945945,2250.22538718866,235.447550085115,422.927509864856,1505.7104054,1108.60448576614,716.180906000298,391.338055077884,396.61483645571,130.901761617465,171.475958896604,163.683280859987,314.170998531204
4,Arkansas,16017.8899078369,5484.63507342595,3209.73089156057,2274.93019317,2220.38388642326,470.621535671482,473.238721036203,1209.47796664218,936.087678243395,627.937445504366,308.211682479075,273.279084865528,184.86378754027,220.408491848596,93.2533196141639,311.183026066961
5,California,80627.3074798584,7445.66294867414,4340.36343672471,3105.3180869659,3234.88319587751,290.56721686461,541.832391724399,1838.85303298264,1407.70788925758,988.34938197643,419.652402129461,431.147184632515,159.257019914717,331.098594004233,80.4712901064831,575.914376757244
6,Colorado,11198.1377563477,5657.28029482728,3186.34898257514,2470.41724943752,2223.44642564991,245.079969954199,623.782924205183,1208.63326953928,957.924018745953,634.405996507385,323.200267851119,250.993810500873,242.228161809641,283.375750892143,105.029618887637,472.445566426047
7,Connecticut,16444.7109680176,7026.01584970326,4129.78658238754,2895.81421876869,2948.30742168579,190.790398350362,623.145734429969,1550.78799397516,1166.67990097585,804.742920244248,361.904625807762,384.189649510738,110.490725094196,400.747762919234,68.7404414165782,755.399329106973
8,Delaware,4415.99314880371,6343.44710897899,3625.51575831133,2716.94007855217,2710.68069944742,254.592399218114,564.183245434279,1595.57615996817,1197.909358019,794.386239954491,403.495316148276,397.61702360671,119.921041650487,267.635394639276,79.4842781834366,433.506117996988
9,District of Columbia,2343.8256072998,6222.92532672985,3911.69918944972,2295.78548931358,3075.77596052352,245.338657225381,428.240620614087,1585.31031856218,1202.57401101385,836.447599281785,361.044520943194,384.160074743747,91.8653561538869,221.023123961426,32.6547404036766,402.730407409228
10,Florida,84811.3626708984,7043.8551319864,3669.07846931319,3375.91920923061,2578.40747567003,223.521037641085,480.241554083233,2031.26218813246,1487.49276309156,997.772195997195,489.647418196483,543.740039482115,240.09701935391,390.539732242831,153.622209976853,528.225047736539
11,Georgia,32689.017868042,5779.93549090533,3293.43728757696,2486.0583207643,2475.07352121984,243.470359951286,486.827836957601,1351.44739870072,1041.73404152586,689.698147262418,352.568270042119,309.648134794319,183.515678651985,315.83871297602,101.521953441454,337.83463903688
12,Hawaii,4275.16049194336,4730.97970410563,2772.81778413094,1958.43179302451,2261.69588147743,122.614153754178,437.146700753505,1139.82684750891,894.015297758453,655.168394947545,240.776262545771,246.210897319576,82.6456974885348,163.574975529439,46.5415628469223,229.953054896929
13,Idaho,6064.90481567383,4810.37149142333,2794.2396837266,2015.95884758069,1937.37079450274,202.187918420657,569.655001466597,945.357327194747,717.178590696462,411.950681331248,303.068394369988,228.08470665746,162.581406959317,226.664076288061,83.3481908376489,473.175773594498
14,Illinois,57374.3055114746,6184.471008524,3793.28961406059,2390.14108423784,2868.87116467675,207.821272041331,553.653465474849,1334.39343735907,1068.4096082247,730.428676682658,337.991777083669,265.8868479876,121.390208182947,282.240776955327,84.8027569643699,478.009780319845
15,Indiana,32842.3612670898,5502.83569115891,3293.13308817004,2210.31264484158,2301.72284070836,239.378251288379,540.234224697849,1181.42069696077,926.613389122677,611.262580844364,315.151673972644,254.958814692417,143.208935276858,203.110472016801,68.6686217287263,582.948870355643
16,Iowa,19304.5561981201,4828.26907790279,2773.12184748671,2055.49021151054,2241.26797638356,92.7823243341863,637.353775331386,1055.37373632324,835.556885396484,522.49920359958,312.51347961608,219.952661164152,145.035199171018,112.965125787164,79.3198921424356,298.228034094764
17,Kansas,14828.307144165,5432.69667324532,3126.99638990595,2306.05787373017,2357.15934496355,298.878292283691,610.506282680667,1250.18278381368,963.077884604318,628.960150898127,333.94051851704,287.115799541058,144.975059020531,126.313014314328,68.9628090273495,344.822234890399
18,Kentucky,21317.548324585,5769.59770839897,3442.07176546262,2328.67637002401,2565.78319785308,200.856507167911,443.015315881179,1260.33094140189,983.980246473287,669.786778396664,314.228183898744,276.559937544047,173.038215991364,335.907711681216,106.593815988857,423.118467475192
