HSA #,HSA label,Medicare Enrollees (1993),"All Surgical Discharges per 1,000 Medicare Enrollees (1993)","Back Surgery per 1,000 Medicare Enrollees (1993)","Coronary Angiography per 1,000 Medicare Enrollees (1993)","Coronary Artery Bypass Grafting (CABG) per 1,000 Medicare Enrollees (1993)","Percutaneous Coronary Interventions per 1,000 Medicare Enrollees (1993)","Carotid Endarterectomy per 1,000 Medicare Enrollees (1993)","Cholecystectomy per 1,000 Medicare Enrollees (1993)","Hospitalization for Hip Fracture per 1,000 Medicare Enrollees (1993)","Hip Replacement per 1,000 Medicare Enrollees (1993)","Knee Replacement per 1,000 Medicare Enrollees (1993)","Mastectomy for Breast Cancer per 1,000 Female Medicare Enrollees (1993)","Resection for Colon Cancer per 1,000 Medicare Enrollees (1993)","Lower Extremity Revascularization per 1,000 Medicare Enrollees (1993)","Transurethral Prostatectomy for Benign Prostatic Hyperplasia per 1,000 Male Medicare Enrollees (1993)","Aortic/Mitral Valve Replacement per 1,000 Medicare Enrollees (1993)"
49001,VA-Abingdon,5247,71.0208459188867,,11.3068428377869,3.64212056594123,,,4.30376737633522,8.37224316000496,,,,,,,
49002,VA-Alexandria,21121,84.3472748970229,2.61883136092645,12.1819904981671,3.75620143914976,5.26740406018002,1.3401216925935,3.62546545876961,7.74906841554701,2.42395842995759,3.11031912829483,1.65110280838982,2.20029034231934,1.65571493914271,7.43195162176757,
49003,VA-Arlington,19842,80.2706207035902,2.84178121359063,12.2415453739052,3.5315817746396,4.3872102782703,1.9203658917877,3.44867406146122,5.24975306752324,3.26996263112309,2.23044279316504,1.92972109685934,1.58020291158805,1.36294556961799,8.55090569646518,
49004,VA-Bedford,3667,78.2422176968256,,10.5759865338975,,,,,6.05375883164563,,,,,,,
49005,VA-Big Stone Gap,2248,70.0703968082814,,6.68854040409001,,,,,,,,,,,,
49006,VA-Blacksburg,5311,76.9183924777876,,11.0086030158782,5.53253534979958,,,8.39521512464064,6.63213224037086,,,,,,,
49007,VA-Charlottesville,22337,84.1608642010209,2.36045752057415,15.1504242463807,4.06263834183906,3.77721744252251,1.21649761334114,4.89764282115826,7.30468317348416,2.75250490856454,3.00734698429774,0.931219330209448,1.89049533151554,1.20732245343098,7.82445130133949,
49008,VA-Chesapeake,10011,106.76861699777,,19.7950415724032,7.34993042000944,5.34551823979597,,4.23342805591256,8.78145969951975,,3.77315231903093,,,,13.9830184779684,
49009,VA-Clintwood,1792,77.8723712364263,,6.55109810602274,,,,,,,,,,,,
49010,VA-Culpeper,3855,96.9812910103577,,13.1248446264173,,,,,9.23680254407616,,,,,,,
