STATE,COUNTY,TRACT,AREANAME,STUSAB,INTPTLAT,INTPTLON,LANDSQMI,PCSA,PCSA_L,TG_DOC,TS_DOC,TO_DOC,TG_FEDDOC,TS_FEDDOC,TO_FEDDOC,TG_NFEDDOC,TS_NFEDDOC,TO_NFEDDOC,TG_IMG,TS_IMG,TO_IMG,TG_CMG,TS_CMG,TO_CMG,TG_NIMG,TS_NIMG,TO_NIMG,TG_LT50DOC,TS_LT50DOC,TO_LT50DOC,TG_GT50DOC,TS_GT50DOC,TO_GT50DOC,TG_F_DOC,TS_F_DOC,TO_F_DOC,TG_M_DOC,TS_M_DOC,TO_M_DOC,TG_RESDOC,TS_RESDOC,TO_RESDOC,T_PRIM4,T_PRIM4RET,TPA_PC,TPA_PC_3SP,TPA_PC_OB,TPA_PC_OTH,TRHC10,TFQHC10,TFQHCGF,TFQHCGF_FT,TFQHCGF_PT,TFQHCGF_YR,TFQHCGF_SO,TFLALGF,TFLALGF_FT,TFLALGF_PT,TFLALGF_YR,TFLALGF_SO,TRHC_HRSA,TSITE_NA,TSITE_IHS,TSITE_SA,TDNTFED,TDNTNF_ALL,TDNTNF_PRA,TDNTNF_FTP,TDNTNF_PTP,TDNTNF_PTF,TDNTNF_FTF,TDNTNF_HSP,TDNTNF_ORG,TDNTNF_GOV,TDNTNF_RES,TDNTNF_M,TDNTNF_F,TDNTNF_GEN,TDNTNF_PED,TDNTNF_OTH,TDNTNF_A45,TDNTNF_A55,TDNTNF_A65,TDNTNF_65U,TDNTNF_AUK,TPVT_PC10,TPVT_AM10,TPVT_OBG10,TPVT_ED10,TVDEN_10,TVT_PC10,TVT_AM10,TVT_OBGY10,TVT_ED10,TVT_RHC10,TVT_FQHC10,THDEN_10,THOS_10,THOS_M10,THOS_S10,THDAY_10,THDAY_M10,THDAY_S10,THREIM_10,THREIM_M10,THREIM_S10,TACS_10,TTMDEN_10,TTMORT_10,TMDEN_10,TMORT_10,THMDEN_10,THMORT_10,TBENE_N10,TFEMALE_P,TMALE_P,TBLACK_P,TNBLACK_P,THISP_P,TNHISP_P,TWHITE_P,TNWHITE_P,TPCT00_14,TPCT65_UP,TAGE00_14,TAGE15_64,TAGE65_UP,TAGE00_00,TAGE01_02,TAGE03_04,TAGE05_09,TAGE10_14,TAGE15_19,TAGE20_29,TAGE30_39,TAGE40_49,TAGE50_59,TAGE60_64,TAGE65_69,TAGE70_74,TAGE75_79,TAGE80_84,TAGE85_UP,TW00_14,TW15_64,TW65_UP,TB00_14,TB15_64,TB65_UP,TO00_14,TO15_64,TO65_UP,TH00_14,TH15_64,TH65_UP
51,51001,990100,Census Tract 9901,VA,37.595224,-75.541243,0,-80,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,51001,990200,Census Tract 9902,VA,37.731333,-76.047814,0,-80,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,51003,10100,Census Tract 101,VA,38.193814,-78.624244,140.07,51003010100,VA00_CROZET,4,4,1,0,0,0,4,4,1,0,1,0,0,0,0,4,3,1,3,2,0,1,2,1,2,3,1,2,1,0,2,5,1,5.4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,87.2534,91.9575,15.2355,21.3961,657,2718,4747,146,242,0,-999,712,179,112,67,674,400,274,1608289,649519,958770,30,795,33,712,31,83,-999,732,0.5075,0.4925,0.0224,0.9776,0.0164,0.9836,0.9437,0.0563,0.174,0.1676,903,3417,870,31,94,117,314,347,282,473,485,721,1026,430,321,224,156,103,66,818,3232,848,18,82,16,67,103,6,27,51,7
51,51003,10201,Census Tract 102.01,VA,38.170591,-78.425256,27.04,51540000302,VA00_CHARLOTTESVILLE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,1,2,3,0,0,0,1,1,0,1,84.9885,89.8383,15.9483,21.4781,429,1727,3088,108,145,0,-999,471,113,72,41,469,245,224,959805,398797,561008,18,544,17,471,16,73,-999,480,0.506,0.494,0.089,0.911,0.0369,0.9631,0.8441,0.1559,0.2103,0.1179,981,3133,550,39,109,118,346,369,334,342,493,787,862,315,197,133,82,82,56,773,2656,508,89,303,23,119,174,19,55,108,9
51,51003,10202,Census Tract 102.02,VA,38.124183,-78.512936,22.38,51540000302,VA00_CHARLOTTESVILLE,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.2069,93.1034,16.2879,19.0669,493,2084,4011,108,155,-999,-999,548,122,72,50,421,213,208,1151982,363070,788912,18,598,18,548,17,50,-999,557,0.5015,0.4985,0.0201,0.9799,0.0166,0.9834,0.9418,0.0582,0.1768,0.1943,544,1935,598,24,54,56,187,223,179,165,213,416,641,321,254,134,78,74,58,491,1827,580,9,43,10,44,65,8,17,31,3
51,51003,10300,Census Tract 103,VA,38.123569,-78.433153,9.18,51540000302,VA00_CHARLOTTESVILLE,13,1,0,0,0,0,13,1,0,0,1,0,0,0,0,13,0,0,10,1,0,3,0,0,6,0,0,7,1,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,5,0,0,0,0,0,1,0,4,1,5,0,0,2,2,1,0,0,85.8864,90.8778,15.3179,20.4819,579,2434,4490,133,195,-999,0,633,176,130,46,733,495,238,1477430,810788,666642,35,702,36,633,34,69,-999,656,0.5288,0.4712,0.0536,0.9464,0.0293,0.9707,0.8301,0.1699,0.2393,0.119,1938,5196,964,98,201,210,666,763,583,636,955,1457,1222,343,295,220,185,145,119,1521,4314,887,96,300,38,321,582,39,83,145,9
51,51003,10401,Census Tract 104.01,VA,38.086918,-78.312415,92.14,51540000302,VA00_CHARLOTTESVILLE,11,30,4,0,0,0,11,30,4,2,3,0,0,0,0,9,27,4,9,20,2,2,10,2,5,9,2,6,21,2,7,38,0,19.1,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,11,0,0,0,0,0,0,1,5,6,6,4,1,8,1,0,0,2,84.1998,92.7625,13.6937,22.3242,977,3714,7278,195,404,-999,19,1037,276,195,81,1038,701,337,2441028,1242276,1198752,57,1159,49,1037,44,122,-999,1065,0.5119,0.4881,0.1044,0.8956,0.024,0.976,0.8585,0.1415,0.1706,0.1794,739,2815,777,40,69,93,234,303,270,350,384,688,809,314,240,215,135,106,81,638,2443,637,41,279,132,60,93,8,35,67,2
51,51003,10402,Census Tract 104.02,VA,37.991353,-78.394881,18.81,51540000302,VA00_CHARLOTTESVILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,86.9482,93.4741,21.1896,19.0019,521,1932,4000,128,144,-999,-999,567,118,78,40,446,306,140,1075912,485174,590738,17,615,16,567,15,48,-999,575,0.5145,0.4855,0.0543,0.9457,0.0272,0.9728,0.8986,0.1014,0.1792,0.2031,594,2047,673,25,53,65,217,234,214,168,235,512,589,329,240,182,131,83,37,502,1845,631,26,124,30,66,78,12,26,62,2
51,51003,10500,Census Tract 105,VA,38.042054,-78.429131,9.82,51540000302,VA00_CHARLOTTESVILLE,7,48,9,0,1,0,7,47,9,0,2,0,0,0,0,7,46,9,6,27,6,1,21,3,3,17,5,4,31,4,0,2,0,16,16,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,0,0,0,0,0,1,0,4,1,3,0,2,2,1,2,0,0,87.7941,96.0294,15.6542,28.3824,680,2884,5951,149,339,0,-999,715,216,144,72,740,472,268,1657667,794713,862954,29,766,38,715,36,51,-999,741,0.547,0.453,0.105,0.895,0.0387,0.9613,0.8232,0.1768,0.1638,0.2322,744,2744,1055,59,122,110,239,214,198,678,540,541,550,237,141,158,207,217,332,518,2234,988,122,301,54,104,209,13,56,111,9
51,51003,10601,Census Tract 106.01,VA,38.084015,-78.461631,2.57,51540000302,VA00_CHARLOTTESVILLE,12,9,0,0,0,0,12,9,0,0,0,0,0,0,0,12,9,0,8,5,0,4,4,0,7,1,0,5,8,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,9,1,0,0,0,0,0,0,4,6,6,1,3,8,0,1,0,1,85.6476,94.2824,15.4827,30.5718,853,4005,7344,165,478,0,12,899,304,223,81,1262,950,312,2501897,1301205,1200692,65,976,45,899,42,77,-999,920,0.5441,0.4559,0.1363,0.8637,0.0937,0.9063,0.727,0.273,0.1829,0.223,1064,3456,1297,71,138,130,366,359,372,781,604,738,681,280,224,194,237,246,396,656,2367,1206,206,523,64,202,566,27,142,396,7
51,51003,10602,Census Tract 106.02,VA,38.06555,-78.458388,2.05,51540000302,VA00_CHARLOTTESVILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0862,94.8276,21.831,16.8103,231,1036,2009,72,60,0,-999,250,49,32,17,207,114,93,420378,186053,234325,-999,280,-999,250,-999,30,0,255,0.5491,0.4509,0.0868,0.9132,0.0241,0.9759,0.8443,0.1557,0.1783,0.1554,481,1797,419,32,56,79,174,140,122,290,422,398,393,172,129,112,77,54,47,380,1502,395,54,169,11,47,126,13,20,43,2
51,51003,10700,Census Tract 107,VA,38.075709,-78.492447,1.23,51540000302,VA00_CHARLOTTESVILLE,14,10,1,0,0,0,14,10,1,2,0,0,0,0,0,12,10,1,7,7,1,7,3,0,5,2,0,9,8,1,1,1,0,15.1,15.1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,12,4,0,0,0,1,0,0,14,3,17,0,0,4,2,7,2,2,77.9775,82.9213,13.4868,27.191,444,1752,3135,92,254,-999,0,474,168,125,43,850,511,339,1841914,860910,981004,30,537,25,474,24,63,-999,489,0.5398,0.4602,0.2617,0.7383,0.138,0.862,0.5738,0.4262,0.1777,0.1328,1092,4237,816,102,224,147,338,281,277,1313,964,694,723,266,205,166,155,132,158,414,2502,610,372,1055,181,306,680,25,265,566,17
51,51003,10800,Census Tract 108,VA,38.079068,-78.505927,5.31,51540000302,VA00_CHARLOTTESVILLE,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,4,0,0,4,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,0,0,1,2,2,0,1,0,1,1,0,1,73.9541,92.1727,15.5983,28.0702,740,2433,5963,156,316,0,0,794,193,142,51,753,567,186,1707424,922715,784709,33,841,41,794,41,47,0,822,0.532,0.468,0.1885,0.8115,0.114,0.886,0.6695,0.3305,0.1654,0.1703,881,3537,907,71,147,142,271,250,282,1006,746,623,619,261,186,158,120,171,272,426,2302,837,243,710,51,212,525,19,154,441,12
51,51003,10901,Census Tract 109.01,VA,38.050841,-78.5183,0.58,51540000302,VA00_CHARLOTTESVILLE,7,3,0,1,0,0,6,3,0,0,0,0,0,0,0,7,3,0,2,1,0,5,2,0,4,0,0,3,3,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,89.2857,97.0238,19.8113,35.7143,168,916,1752,45,125,0,0,170,71,51,20,256,188,68,576254,278764,297490,19,186,-999,170,-999,16,0,175,0.5232,0.4768,0.0479,0.9521,0.0611,0.9389,0.6047,0.3953,0.0537,0.1532,102,1507,291,20,28,24,17,13,88,894,401,62,39,23,18,23,39,67,144,42,821,286,3,85,3,57,601,2,9,107,0
51,51003,10902,Census Tract 109.02,VA,38.035269,-78.520927,0.82,51540000302,VA00_CHARLOTTESVILLE,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.5218,0.4782,0.1031,0.8969,0.0586,0.9414,0.6158,0.3842,0.0338,0.0041,108,3070,13,17,22,11,37,21,1841,920,149,95,48,17,5,6,1,0,1,36,1922,7,20,304,5,52,844,1,7,180,0
51,51003,10903,Census Tract 109.03,VA,38.034944,-78.507511,0.38,51540000302,VA00_CHARLOTTESVILLE,21,152,5,0,3,0,21,149,5,1,16,0,0,3,0,20,136,5,11,90,3,10,62,2,11,46,2,10,106,3,16,150,7,38.5,38.5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,3,0,1,0,4,0,3,0,1,0,1,3,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.5304,0.4696,0.0666,0.9334,0.0467,0.9533,0.7501,0.2499,0.0015,0,4,2609,0,1,1,0,1,1,1647,927,15,6,11,3,0,0,0,0,0,3,1957,0,0,174,0,1,478,0,1,121,0
51,51003,11000,Census Tract 110,VA,38.059542,-78.583328,29.3,51540000302,VA00_CHARLOTTESVILLE,15,36,9,0,0,0,15,36,9,0,6,1,0,1,0,15,30,8,11,17,5,4,19,4,9,18,6,6,18,3,25,49,3,35.7,35.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,16,15,1,0,0,0,0,0,0,15,1,5,1,10,3,5,5,3,0,86.3025,93.1933,22.1733,19.3277,1186,4944,9355,340,384,0,-999,1342,262,179,83,1045,658,387,2346942,1100309,1246633,52,1434,63,1342,61,92,-999,1390,0.5099,0.4901,0.0265,0.9735,0.018,0.982,0.9363,0.0637,0.201,0.1828,1265,3877,1150,32,89,123,463,558,444,313,437,913,1232,538,394,270,239,141,106,1167,3619,1105,32,108,27,66,150,18,32,66,15
51,51003,11100,Census Tract 111,VA,38.065114,-78.697295,16.24,51003010100,VA00_CROZET,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,89.1117,93.1232,12.093,29.3696,697,3477,5611,128,409,0,-999,758,264,183,81,1061,672,389,2392050,1161944,1230106,46,843,40,758,38,85,-999,781,0.5302,0.4698,0.0416,0.9584,0.0303,0.9697,0.9016,0.0984,0.2412,0.1297,1694,4419,911,91,207,213,606,577,451,514,932,1216,957,349,282,227,172,119,111,1487,3991,855,56,185,51,151,243,5,73,132,8
