STATE,COUNTY,TRACT,AREANAME,STUSAB,INTPTLAT,INTPTLON,LANDSQMI,PCSA,PCSA_L,TG_DOC,TS_DOC,TO_DOC,TG_FEDDOC,TS_FEDDOC,TO_FEDDOC,TG_NFEDDOC,TS_NFEDDOC,TO_NFEDDOC,TG_IMG,TS_IMG,TO_IMG,TG_CMG,TS_CMG,TO_CMG,TG_NIMG,TS_NIMG,TO_NIMG,TG_LT50DOC,TS_LT50DOC,TO_LT50DOC,TG_GT50DOC,TS_GT50DOC,TO_GT50DOC,TG_F_DOC,TS_F_DOC,TO_F_DOC,TG_M_DOC,TS_M_DOC,TO_M_DOC,TG_RESDOC,TS_RESDOC,TO_RESDOC,T_PRIM4,T_PRIM4RET,TPA_PC,TPA_PC_3SP,TPA_PC_OB,TPA_PC_OTH,TRHC10,TFQHC10,TFQHCGF,TFQHCGF_FT,TFQHCGF_PT,TFQHCGF_YR,TFQHCGF_SO,TFLALGF,TFLALGF_FT,TFLALGF_PT,TFLALGF_YR,TFLALGF_SO,TRHC_HRSA,TSITE_NA,TSITE_IHS,TSITE_SA,TDNTFED,TDNTNF_ALL,TDNTNF_PRA,TDNTNF_FTP,TDNTNF_PTP,TDNTNF_PTF,TDNTNF_FTF,TDNTNF_HSP,TDNTNF_ORG,TDNTNF_GOV,TDNTNF_RES,TDNTNF_M,TDNTNF_F,TDNTNF_GEN,TDNTNF_PED,TDNTNF_OTH,TDNTNF_A45,TDNTNF_A55,TDNTNF_A65,TDNTNF_65U,TDNTNF_AUK,TPVT_PC10,TPVT_AM10,TPVT_OBG10,TPVT_ED10,TVDEN_10,TVT_PC10,TVT_AM10,TVT_OBGY10,TVT_ED10,TVT_RHC10,TVT_FQHC10,THDEN_10,THOS_10,THOS_M10,THOS_S10,THDAY_10,THDAY_M10,THDAY_S10,THREIM_10,THREIM_M10,THREIM_S10,TACS_10,TTMDEN_10,TTMORT_10,TMDEN_10,TMORT_10,THMDEN_10,THMORT_10,TBENE_N10,TFEMALE_P,TMALE_P,TBLACK_P,TNBLACK_P,THISP_P,TNHISP_P,TWHITE_P,TNWHITE_P,TPCT00_14,TPCT65_UP,TAGE00_14,TAGE15_64,TAGE65_UP,TAGE00_00,TAGE01_02,TAGE03_04,TAGE05_09,TAGE10_14,TAGE15_19,TAGE20_29,TAGE30_39,TAGE40_49,TAGE50_59,TAGE60_64,TAGE65_69,TAGE70_74,TAGE75_79,TAGE80_84,TAGE85_UP,TW00_14,TW15_64,TW65_UP,TB00_14,TB15_64,TB65_UP,TO00_14,TO15_64,TO65_UP,TH00_14,TH15_64,TH65_UP
51,51001,90100,Census Tract 901,VA,37.945138,-75.362044,7.15,51001090100,VA00_CHINCOTEAGUE ISLAND,5,1,0,0,0,0,5,1,0,1,0,0,0,0,0,4,1,0,3,1,0,2,0,0,2,1,0,3,0,0,0,0,0,5,5,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,83.1711,89.847,11.809,20.4451,718,1814,4046,118,235,41,981,738,187,129,58,870,544,326,2147630,874949,1272681,27,824,41,738,38,86,-999,759,0.506,0.494,0.0078,0.9922,0.0167,0.9833,0.9534,0.0466,0.1241,0.2727,365,1774,802,16,50,48,131,120,144,244,256,374,471,285,249,199,164,122,68,344,1682,778,4,15,4,17,77,20,13,34,2
51,51001,90200,Census Tract 902,VA,37.953865,-75.503313,72.51,51001090200,VA00_WALLOPS ISLAND,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,3,3,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.7285,90.724,8.7866,24.7738,881,1805,4603,94,369,78,1788,934,286,194,92,1510,896,614,3811469,1537850,2273619,58,1086,49,934,45,152,-999,962,0.513,0.487,0.309,0.691,0.0291,0.9709,0.6473,0.3527,0.1654,0.1853,1018,3997,1141,84,153,159,333,289,354,684,666,861,1013,419,395,309,206,134,97,555,2606,824,377,1228,297,86,163,20,59,108,12
51,51001,90300,Census Tract 903,VA,37.887621,-75.662907,49.59,51001090200,VA00_WALLOPS ISLAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.492,89.0374,7.8049,27.5401,371,534,1595,33,202,125,903,400,166,136,30,931,685,246,1926196,1284310,641886,57,454,27,400,21,54,-999,415,0.5015,0.4985,0.1897,0.8103,0.0651,0.9349,0.743,0.257,0.1837,0.1769,429,1493,413,28,55,49,158,139,152,229,248,328,355,181,130,93,81,66,43,281,1091,363,100,304,39,48,98,11,47,99,6
51,51001,90400,Census Tract 904,VA,37.752376,-75.598061,74.8,51001090600,VA00_ACCOMACK,3,3,1,0,0,0,3,3,1,0,1,0,0,0,0,3,2,1,1,0,0,2,3,1,2,0,0,1,3,1,0,0,0,3,3,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3,3,3,0,0,0,0,0,0,0,2,1,2,0,1,1,1,1,0,0,83.609,90.6767,5.4455,32.4812,659,747,2521,86,459,335,2226,699,231,186,45,1233,885,348,1911190,1089974,821216,55,793,64,699,59,94,-999,729,0.5,0.5,0.371,0.629,0.2384,0.7616,0.4997,0.5003,0.2129,0.1466,1327,3993,914,96,222,221,421,367,370,889,767,795,854,318,266,176,179,132,161,631,1926,558,414,1558,341,282,509,15,531,948,7
51,51001,90500,Census Tract 905,VA,37.814135,-75.696946,25.46,51001090600,VA00_ACCOMACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.3799,89.7025,6.0729,28.3753,435,528,1743,43,205,286,924,458,138,99,39,703,464,239,1407415,637478,769937,26,519,27,458,27,61,0,476,0.5086,0.4914,0.2615,0.7385,0.1422,0.8578,0.6209,0.3791,0.198,0.1544,564,1845,440,31,84,76,184,189,182,345,323,402,432,161,130,107,72,78,53,308,1130,331,132,511,102,124,204,7,141,260,4
51,51001,90600,Census Tract 906,VA,37.797077,-75.82223,49.53,51001090600,VA00_ACCOMACK,7,0,0,0,0,0,7,0,0,2,0,0,1,0,0,5,0,0,5,0,0,2,0,0,2,0,0,5,0,0,1,0,0,7.1,7.1,1,1,0,0,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,84.7411,93.4605,8.3916,25.2044,728,1446,3743,143,330,215,1308,752,230,154,76,1105,685,420,2371303,859709,1511594,41,898,50,752,45,146,-999,783,0.5226,0.4774,0.1793,0.8207,0.0252,0.9748,0.7878,0.2122,0.1411,0.2468,621,2694,1086,33,71,69,213,235,200,369,385,508,807,425,315,230,197,158,186,399,2090,978,171,517,101,51,87,7,30,78,3
51,51001,90700,Census Tract 907,VA,37.582767,-75.880175,60.46,51131930100,VA00_EXMORE,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,0,0,3,0,1,1,1,0,1,1,1,0,84.1655,90.8702,8.4788,27.5321,696,1477,3777,90,344,165,970,740,208,153,55,1003,695,308,1890522,846554,1043968,47,842,33,740,31,102,-999,758,0.5248,0.4752,0.3473,0.6527,0.0393,0.9607,0.613,0.387,0.1712,0.1977,840,3097,970,49,76,93,315,307,331,430,484,670,834,348,304,257,198,127,84,450,1799,759,336,1169,199,54,129,12,64,122,7
51,51001,90800,Census Tract 908,VA,37.570302,-75.712522,80.77,51131930100,VA00_EXMORE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,84.6395,91.3793,7.8873,26.489,636,1662,3771,115,348,69,747,660,187,140,47,978,580,398,1761566,767757,993809,34,746,39,660,37,86,-999,692,0.5246,0.4754,0.4149,0.5851,0.0824,0.9176,0.5318,0.4682,0.176,0.1709,587,2179,570,35,71,72,222,187,223,345,350,440,560,261,196,149,118,61,46,256,1130,388,280,930,174,51,119,8,88,177,10
51,51001,980100,Census Tract 9801,VA,37.969556,-75.29118,12.16,51001090100,VA00_CHINCOTEAGUE ISLAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,51001,980200,Census Tract 9802,VA,37.900687,-75.45271,17.06,51001090200,VA00_WALLOPS ISLAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.3077,100,-999,-999,26,69,159,-999,-999,0,43,26,18,13,-999,108,67,-999,152434,82508,-999,-999,34,-999,26,-999,-999,-999,30,0.4,0.6,0,1,0,1,1,0,0.2,0,1,4,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
