HRR Number,HRR Name,Medicare enrollees (2015),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2015),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2015)
179,IN-Evansville,111424,4.9865697337351,5.16087063207958
180,IN-Fort Wayne,130047,4.50285107690231,5.02686561147612
181,IN-Gary,76648,4.82012900290594,4.99502219404244
183,IN-Indianapolis,399990,4.73941452341766,4.98954888608181
184,IN-Lafayette,29812,4.58578838274662,4.77003432115033
185,IN-Muncie,27219,4.62804069281991,4.77102155235372
186,IN-Munster,43463,4.37924333700945,4.4471783172108
187,IN-South Bend,104374,4.56551655795016,4.75354934719885
188,IN-Terre Haute,27893,5.13698790870776,5.25280467776865
200,KS-Topeka,66476,4.58121457637834,4.62555303097602
201,KS-Wichita,190294,4.61899651650985,4.69388229128645
203,KY-Covington,54813,4.98623564316183,5.30899553689577
204,KY-Lexington,224518,5.31766905138164,5.68009406501603
205,KY-Louisville,262921,5.01419214208967,5.21867398088808
207,KY-Owensboro,23922,4.79732482929391,5.00599973331069
208,KY-Paducah,67680,5.10496809659816,5.29364633298696
209,LA-Alexandria,42009,5.12500760863533,5.36190230825163
210,LA-Baton Rouge,118191,4.66778078804871,4.99895927713869
212,LA-Houma,35736,4.9742742526475,5.15176878246699
213,LA-Lafayette,81738,4.86502322461519,4.91261999229179
214,LA-Lake Charles,35874,4.96798855671143,4.97124130849479
216,LA-Metairie,72221,4.2519535614595,4.84432353509414
217,LA-Monroe,39862,5.10283695544538,5.34539532885876
218,LA-New Orleans,82280,4.45134383369896,4.82227782242978
219,LA-Shreveport,101312,4.94671456160901,5.19156315697848
220,LA-Slidell,30036,4.92512938645432,5.23708294053104
227,MA-Boston,744129,4.0170722885176,4.13612650284929
230,MA-Springfield,117888,4.24799130495195,4.42356402954837
231,MA-Worcester,115442,4.45554753464512,4.59587202588978
223,MD-Baltimore,357346,4.38699920353824,4.30690703150838
225,MD-Salisbury,94418,4.28778823699109,4.29431841857319
226,MD-Takoma Park,112307,3.45376931952286,3.41844952344245
221,ME-Bangor,75895,4.75720701054614,5.06709824147438
222,ME-Portland,191239,4.48094731151049,4.78627911876341
232,MI-Ann Arbor,204638,4.30095729391996,4.73547034639625
233,MI-Dearborn,75491,4.76233477693792,5.40934309580058
234,MI-Detroit,235977,4.71016034003869,5.18992232346734
235,MI-Flint,86799,4.83013994826784,5.22197161226994
236,MI-Grand Rapids,167417,4.22768930174876,4.90040693554714
238,MI-Kalamazoo,102833,4.63757399723877,4.95650998002349
239,MI-Lansing,100097,4.54780371489431,4.90496098061516
240,MI-Marquette,38527,4.37241399216828,4.53993046798496
242,MI-Muskegon,45391,4.25573145673186,4.78356559121543
243,MI-Petoskey,37547,4.24854732257849,4.74262639951565
244,MI-Pontiac,68521,4.35821410314034,4.6673382390106
245,MI-Royal Oak,114913,4.06681209745088,4.25208186093058
246,MI-Saginaw,121641,4.53485275910269,4.91417626573174
248,MI-St. Joseph,24508,4.65068816870106,4.79855749806723
249,MI-Traverse City,51632,4.13293915881152,4.56359736431212
250,MN-Duluth,62850,4.31195085504347,4.5140629675766
251,MN-Minneapolis,466727,4.01796185152289,4.32348729795509
253,MN-Rochester,69896,3.89454960668385,4.06165724993671
254,MN-St. Cloud,37220,4.024768946802,4.22653671912204
256,MN-St. Paul,144678,4.08138089586205,4.59882634072386
263,MO-Cape Girardeau,43413,4.82999329818428,4.97463021419281
264,MO-Columbia,109141,4.52913193234062,4.61515625811504
267,MO-Joplin,59853,5.23377817996972,5.38060368954381
268,MO-Kansas City,347807,4.50641423852698,4.67818854327825
270,MO-Springfield,157925,4.85148377314301,5.18544409587238
273,MO-St. Louis,508774,4.60386292255204,4.94741577267762
257,MS-Gulfport,27712,5.17319103306652,5.28090259182493
258,MS-Hattiesburg,44184,5.48949849096393,5.63725764350484
259,MS-Jackson,147007,4.99541195274871,5.18321188899905
260,MS-Meridian,29921,5.14897801812289,5.31093741898157
261,MS-Oxford,21394,5.43931837230027,5.52567206546803
262,MS-Tupelo,59399,5.20209334100254,5.34893969925217
274,MT-Billings,94701,4.26116223797129,4.4661877491533
275,MT-Great Falls,24939,4.30597616407215,4.67972677501833
276,MT-Missoula,72366,4.43653728923739,4.67391045219029
309,NC-Asheville,138911,4.49153795360463,4.67905184480898
311,NC-Charlotte,338698,4.83022583734776,5.02759560345219
312,NC-Durham,211738,4.46208495627442,4.66085219441383
313,NC-Greensboro,95991,4.58789404043236,4.94445870271198
314,NC-Greenville,125637,4.80117133486438,4.90681604563033
315,NC-Hickory,49494,5.04291821978354,5.32473675713359
318,NC-Raleigh,256185,4.50694433601433,4.65701212705738
319,NC-Wilmington,84799,4.54042629016632,4.62815072464264
320,NC-Winston-Salem,189220,4.85710534953613,5.37539707915376
321,ND-Bismarck,36871,3.82031875264026,4.06861749821697
322,ND-Fargo/Moorhead MN,87601,4.1854969934848,4.32187740803124
323,ND-Grand Forks,25322,4.07029582786078,4.20840223100056
324,ND-Minot,18731,4.11923227844379,4.33033910095744
277,NE-Lincoln,90920,4.27049457045671,4.32107746624919
278,NE-Omaha,188737,4.58324503753666,4.70892448523169
281,NH-Lebanon,76044,4.24881975629813,4.3109939396709
282,NH-Manchester,139942,4.33453020918615,4.41142521956626
283,NJ-Camden,474414,4.22516559575425,4.33075362327252
284,NJ-Hackensack,187511,3.56202398256906,3.68665858320386
285,NJ-Morristown,150547,3.76913191544858,3.83178258667941
288,NJ-New Brunswick,142562,3.74551558455602,3.81185570737189
289,NJ-Newark,178963,3.90306735359332,4.09656090997351
291,NJ-Paterson,56622,3.9681519383031,4.18067932167364
292,NJ-Ridgewood,63700,3.58693225952113,3.6504508988856
293,NM-Albuquerque,258856,3.97200648142963,4.09117979931621
279,NV-Las Vegas,288150,4.65145998868538,4.770465297403
280,NV-Reno,124516,4.55738460613919,4.66307096843394
295,NY-Albany,304247,4.3200721848761,4.53710249864709
296,NY-Binghamton,63421,4.40076743519468,4.61672214282292
297,NY-Bronx,146436,3.73979075395793,4.08204808556985
299,NY-Buffalo,227466,4.57052045773402,5.07484267278913
301,NY-East Long Island,694857,3.60021010842258,3.77227872180718
300,NY-Elmira,56125,4.70607032229971,5.00450715273604
303,NY-Manhattan,644534,3.49322683484814,3.59717509823968
304,NY-Rochester,207206,4.22654264499146,5.00705076343979
307,NY-Syracuse,161752,4.50713142496043,4.65348612665189
308,NY-White Plains,168534,3.6188954942547,3.71400094441141
325,OH-Akron,107843,4.56719102214256,4.74661431195479
326,OH-Canton,109707,4.59312448906472,4.75110586753476
327,OH-Cincinnati,237085,4.54871584511493,4.59276131407353
328,OH-Cleveland,338142,4.28503822863154,4.30186533223571
329,OH-Columbus,421392,4.778214244062,5.07222717618034
330,OH-Dayton,171362,4.71162842034838,4.74280326558897
331,OH-Elyria,42616,4.7321912040965,4.85047457391563
332,OH-Kettering,71599,4.30618027180511,4.29023053213729
334,OH-Toledo,153242,4.6315272836301,4.80052299679956
335,OH-Youngstown,120080,4.70399152277604,4.86483456231205
336,OK-Lawton,26808,5.20777526714494,5.19736389215685
339,OK-Oklahoma City,265937,5.00568608537426,5.07074376032064
340,OK-Tulsa,205137,4.98632346683668,5.2145625681157
341,OR-Bend,46703,4.09119855325865,4.11224126521025
342,OR-Eugene,138465,4.31093383632307,4.54364569392974
343,OR-Medford,94456,4.54130334637965,4.84426852150501
344,OR-Portland,403392,4.27167818332281,4.55394010041146
345,OR-Salem,50958,4.19706019851323,4.7170584925251
346,PA-Allentown,202768,4.36052931004052,4.48170910492125
347,PA-Altoona,55066,4.52747245706136,5.11928929988815
350,PA-Danville,95219,4.32851531160175,4.80034622770129
351,PA-Erie,126144,4.7021245823397,5.12265033090987
352,PA-Harrisburg,177730,4.25677879745033,4.46854108526449
354,PA-Johnstown,44259,4.69613646938235,5.56920270644657
355,PA-Lancaster,108426,4.15118903146223,4.14962644552383
356,PA-Philadelphia,602406,4.28171684284703,4.45042208445769
357,PA-Pittsburgh,527684,4.57333876062163,5.03800332583284
358,PA-Reading,97027,4.52393197674057,4.73490610648051
359,PA-Sayre,35228,4.64538259806475,4.87174643816095
360,PA-Scranton,60462,4.74800372752443,4.99328308837373
362,PA-Wilkes-Barre,44934,4.94937358539737,5.2570542469377
363,PA-York,72440,4.52975068071938,4.685990181622
364,RI-Providence,189074,4.26257561271194,4.43150614597508
365,SC-Charleston,186033,4.31758995671165,4.36491170581682
366,SC-Columbia,182463,4.63127668910251,4.59852260785706
367,SC-Florence,58958,5.12076796473514,5.20194406061913
368,SC-Greenville,148961,4.73524130745258,4.814151848324
369,SC-Spartanburg,62221,5.09631461846769,5.27760164347794
370,SD-Rapid City,37780,3.9618017898393,4.24450108096632
371,SD-Sioux Falls,131566,4.01638826830011,4.24293235097938
373,TN-Chattanooga,114292,5.08263134690119,5.23196248381304
374,TN-Jackson,56367,5.38064675485937,5.46780801457045
375,TN-Johnson City,49035,4.98094993455709,5.18016955630664
376,TN-Kingsport,89513,5.40610071471856,5.72506626717627
377,TN-Knoxville,242239,5.09617168127406,5.20738755261395
379,TN-Memphis,234251,5.14952449407116,5.22648424401972
380,TN-Nashville,396395,5.01053553836958,5.2410227680746
382,TX-Abilene,48595,5.10347730328268,5.3277609297176
383,TX-Amarillo,58951,5.16194500365178,5.30757963786662
385,TX-Austin,195530,4.0753457311668,4.29262712503097
386,TX-Beaumont,67424,4.98937834254895,5.15946917423968
388,TX-Bryan,30136,4.41798526310825,4.5375426427835
390,TX-Corpus Christi,76927,4.84870440237136,5.32233852333382
391,TX-Dallas,546164,4.51380512910693,4.79089237488995
393,TX-El Paso,142552,4.01439493185119,4.47705267066149
394,TX-Fort Worth,264521,4.58143160810873,5.00267345968239
396,TX-Harlingen,66296,4.09664226592542,4.90307335567097
397,TX-Houston,715949,4.39621005160078,4.69617242052196
399,TX-Longview,31336,4.84734058619943,5.18348921606431
400,TX-Lubbock,87778,4.9933203808919,5.10863517445071
402,TX-McAllen,66093,3.91686052076276,5.11052428270092
406,TX-Odessa,40938,4.80340515730753,5.01779470890687
411,TX-San Angelo,25378,4.27284741699924,4.5281317888542
412,TX-San Antonio,362777,4.36333407136213,4.57336015670316
413,TX-Temple,57203,4.84016927161911,5.27793735574723
416,TX-Tyler,94720,4.87139614167999,5.07149927696849
417,TX-Victoria,24290,4.68768169624597,4.82256859103488
418,TX-Waco,50247,4.74588484392692,5.01782070870507
420,TX-Wichita Falls,30175,5.05690018843848,5.17039308079216
999,US-United States,45146946,4.28426764459328,4.48815573871642
421,UT-Ogden,50851,4.35534031778864,4.52017680163654
422,UT-Provo,51020,4.29532177793696,4.51796613979747
423,UT-Salt Lake City,238831,4.16814890900946,4.44267570133429
426,VA-Arlington,246642,3.42556005804936,3.41521021218985
427,VA-Charlottesville,96893,4.36067300361782,4.17769911114496
428,VA-Lynchburg,47871,4.24994649028745,4.21826719539581
429,VA-Newport News,87482,4.11523218270028,3.92554175190769
430,VA-Norfolk,168504,4.38643545970371,4.30482256571456
431,VA-Richmond,253352,4.38193235625147,4.26695468594479
432,VA-Roanoke,123674,4.78423223811881,4.59296360409342
435,VA-Winchester,70950,4.64178141144924,4.66531179047297
424,VT-Burlington,102594,4.3115632090092,4.46828104008712
437,WA-Everett,103317,4.26735498332702,4.38974697059872
438,WA-Olympia,69731,4.42931084523001,4.60817734564856
439,WA-Seattle,409264,3.79227574166188,3.9331923390843
440,WA-Spokane,248117,4.39277459326941,4.51321114683288
441,WA-Tacoma,108488,4.38477360606987,4.44317198384043
442,WA-Yakima,40096,4.36436279596552,4.50774205529148
446,WI-Appleton,52233,4.53788983589168,5.46882491749325
447,WI-Green Bay,87354,4.23477457109805,4.83733446438711
448,WI-La Crosse,58988,4.17620909791742,4.5351163157914
449,WI-Madison,162852,4.22023381216025,4.55287205742876
450,WI-Marshfield,70230,4.21993831106969,4.99797301753074
451,WI-Milwaukee,369765,4.21549776316314,4.48150786291503
452,WI-Neenah,38223,4.34513350660991,5.27012223401271
456,WI-Wausau,36307,4.26057796882033,4.93984309020301
443,WV-Charleston,147802,5.39610033064837,5.6809817047496
444,WV-Huntington,60749,5.25532281945903,5.53389201156113
445,WV-Morgantown,65061,5.13686920075439,5.34001244249211
457,WY-Casper,30837,4.58446515348407,4.63895592303338
