HSA Number,HSA Name,Medicare enrollees (2004),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2004),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2004)
2001,AK-Anchorage,16575,4.76501583613118,4.7652250431104
2016,AK-Barrow,246,-8.84919842174512,-8.86665043894599
2017,AK-Bethel,1072,3.80194257896941,3.81131084293528
2002,AK-Cordova,180,,
2018,AK-Dillingham,305,-5.30782393053099,-5.31876032806185
2003,AK-Fairbanks,5460,5.26921930313855,5.33185891395916
2004,AK-Homer,1054,4.74341512811219,4.690731135082
2005,AK-Juneau,2645,4.44001519654057,4.44288387491906
2006,AK-Ketchikan,1533,5.04996797493333,5.06672823110975
2007,AK-Kodiak,680,4.60794728648066,4.64888059609367
2019,AK-Kotzebue,368,-5.19178787602416,-5.1998526188459
2008,AK-Nome,356,-4.91312312805424,-4.92510243278316
2009,AK-Palmer,4440,4.46716853296526,4.4815700278188
2010,AK-Petersburg,356,-4.9717467386835,-4.98693850833083
2011,AK-Seward,287,-6.4994368588842,-6.12563594069353
2012,AK-Sitka,793,4.48078870007244,4.52144309882876
2013,AK-Soldotna,2794,5.80777834246243,5.87600931377158
2014,AK-Valdez,187,,
2015,AK-Wrangell,295,-4.98961020286956,-5.00188340945345
1001,AL-Alabaster,10085,6.67711464380686,7.05838753497172
1002,AL-Alexander City,3436,6.60800684763118,6.60265967865279
1003,AL-Andalusia,4064,5.10124557197314,5.10720304093061
1004,AL-Anniston,13643,6.07869919313111,6.03705035251209
1006,AL-Ashland,2580,5.56143181641039,5.56674667513471
1007,AL-Athens,6626,5.76959709182776,5.7679578808404
1008,AL-Atmore,2104,7.67217996334909,7.62986635495865
1010,AL-Bessemer,12701,6.25399530766627,6.61886334147722
1011,AL-Birmingham,94781,5.77531859869969,5.93615819223742
1012,AL-Boaz,8515,5.88318268121288,5.91713189760276
1013,AL-Brewton,3241,5.60191784194972,5.60533346026301
1014,AL-Bridgeport,1164,7.52618885084598,7.52838854730629
1016,AL-Camden,941,5.16954867443274,5.13736589374753
1017,AL-Carrollton,2204,5.78833528820465,5.7718396568929
1018,AL-Centre,3087,5.98262507004599,5.96607923639292
1019,AL-Centreville,1177,6.71356157278355,6.71537708604985
1022,AL-Cullman,12004,5.84429785866735,5.83785768952597
1023,AL-Dadeville,1782,5.97609382251618,5.91313824320251
1024,AL-Decatur,9768,5.00017616072813,4.99005469473075
1025,AL-Demopolis,2343,6.38041735088886,6.36822388656514
1026,AL-Dothan,23182,5.22053371295002,5.21483369690286
1027,AL-Elba,1451,5.38879457509299,5.394527805
1028,AL-Enterprise,4950,5.80516758775428,5.79274300966876
1029,AL-Eufaula,2554,6.21797233883914,6.21956680020551
1031,AL-Evergreen,1205,6.71322554297634,6.70296799196526
1032,AL-Fairhope,5576,4.66544589271294,4.79832041193094
1033,AL-Fayette,2229,7.19490630433748,7.19426557567262
1035,AL-Florala,683,7.35972770169837,7.35599447813502
1036,AL-Florence,13895,5.22079814223997,5.21977759450293
1037,AL-Foley,7701,4.83468480431312,4.97278762895632
1038,AL-Fort Payne,5979,5.79561592967347,5.79592624354634
1039,AL-Gadsden,14796,5.75773031633236,5.77100449852401
1040,AL-Geneva,2825,6.10775190715725,6.13355279053003
1044,AL-Greenville,3600,6.0597246151518,6.02980290526646
1045,AL-Grove Hill,1004,4.89940463279397,4.90258030827972
1046,AL-Guntersville,4801,6.48642697518729,6.50732167975748
1047,AL-Haleyville,2700,6.79087369051887,6.84618344440912
1048,AL-Hamilton,2055,4.96157895915941,4.98012045752414
1049,AL-Hartselle,3894,6.33809928968852,6.34105079405733
1051,AL-Huntsville,37130,5.47340495961237,5.47101402702564
1053,AL-Jacksonville,3786,6.55827090214128,6.56700680007551
1054,AL-Jasper,9223,6.80577074152523,7.01156402730575
1056,AL-Luverne,1663,5.48106084183431,5.48211634873736
1057,AL-Mobile,58261,5.58941562705223,5.79103992986753
1058,AL-Monroeville,3229,5.34042720232863,5.33405019299529
1059,AL-Montgomery,32754,5.57651353640103,5.83799966792723
1060,AL-Moulton,3685,5.48092232298004,5.49362487558721
1061,AL-Muscle Shoals/Sheffield,8226,5.45677371390861,5.44881000790847
1063,AL-Oneonta,3055,6.0044564665798,6.15190845497657
1064,AL-Opelika,12206,5.25980909934776,5.2528825685175
