HSA #,HSA name,State,Medicare enrollees (2012),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2012)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2012)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2012)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2012)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2012)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2012)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2012)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2012)"
2017,Bethel,AK,1117,7278.8,5177.17,4251.48,2714.98,2229.04,1925.02,637.48,535.25,,,,,34.38,34.62
2018,Dillingham,AK,310,15731.51,7096.28,11184.57,3792.22,2147.31,1778.15,1356,1139.73,,,,,100.17,107.26
2019,Kotzebue,AK,340,17185.23,11328.14,9834.31,5497.77,4132.58,3457.66,2405.68,2018.41,,,,,68.74,67.13
1001,Alabaster,AL,7192,9719.56,10892.45,3936.28,4734.34,3046.06,3194.69,1053.18,1145.32,781.49,852.8,604.79,693.47,323.59,318.44
1002,Alexander City,AL,3266,9292.97,10744.7,3598.78,4381.51,2451.9,2637.6,1820.62,2109.35,573.03,668.47,520.16,616.79,328.09,324.83
1003,Andalusia,AL,4005,8873.95,10327.82,3749.52,4704.15,2558.94,2704.1,1149.68,1312.84,783.52,917.48,394.28,461.81,246.85,243.46
1004,Anniston,AL,12611,9816.78,11382.87,4270.27,5356.88,2786.18,2964.65,1229.94,1358.96,657.44,724.98,592.68,713.25,302.34,299.09
1006,Ashland,AL,1668,8732.28,10014.58,4007.13,4891.56,2496.24,2599.27,1198.08,1366.18,560.04,651.26,235.92,281.2,225.29,222.14
1007,Athens,AL,7013,9157.62,10081.04,3691.21,4326.72,2765.69,2891.45,1287.66,1370.05,763.46,821.71,372.31,406.48,277.63,276.71
1008,Atmore,AL,2095,9304.7,10921.48,3771.72,4830.85,2304.64,2384.29,1624.32,1857.01,901.35,1051.19,407.86,477.08,266.64,264.66
1010,Bessemer,AL,7377,8966.02,10113.53,3832.33,4593.92,2578.43,2737.68,1177.98,1278.46,530.89,575.57,575.05,660.46,287.7,284.5
1011,Birmingham,AL,60214,8624.73,9652.97,3651.87,4326.11,2688.22,2842.67,1042.39,1135.19,479.61,523.35,480.72,545.56,291.33,286.34
1012,Boaz,AL,7910,10214.99,11680.39,4501.42,5443.08,2475.01,2627.64,1547.08,1770.95,888.83,999.99,545.21,610.54,310.16,303.36
1013,Brewton,AL,3197,9388.31,10905.09,3957.52,4949.51,2169.12,2228.48,1427.41,1627.47,1085.96,1270.43,469.46,558.74,283.24,275.86
1014,Bridgeport,AL,1195,10205.93,11531.99,4647.29,5471.82,2511.86,2668.35,1455.38,1610.64,772.46,893.86,483.94,584.39,365.72,359.87
1016,Camden,AL,877,6792.84,7854.02,2576.1,3086.42,1754.9,1866.57,842.34,965.45,464.78,539.75,984.47,1197.5,202.88,202.77
1017,Carrollton,AL,2025,9083.02,9896.75,3943.9,4263.07,2153.34,2267.46,1275.38,1432.56,997.97,1164.39,343.78,374.07,295.9,295.73
1018,Centre,AL,2962,9657.35,10850.5,4455.45,5220.23,2554.98,2673.93,1083,1206.05,794.59,903.2,584.93,700.5,267.84,266.45
1019,Centreville,AL,965,9374.61,10320.05,3798.34,4364.27,2119.67,2267.7,1603.1,1716.9,1313.72,1405.41,288.12,318.92,261.27,258.74
1022,Cullman,AL,10467,9109.89,10135.46,3561.05,4161.2,2783.72,2836.29,1120.74,1283.97,581.4,660.37,721.69,886.12,353.49,350.65
1023,Dadeville,AL,1425,9358.94,10704.47,3564.2,4216.12,2043.34,2217.13,1790.02,2032.36,875.54,1016.62,874.23,1043.41,306.98,306.79
1024,Decatur,AL,10611,8787.57,10025.83,3577.12,4408.19,2899.18,3011.48,973.84,1100.29,582.54,674.78,459.78,551.37,301.22,300.85
1025,Demopolis,AL,2308,8019.44,9184.9,3319.28,4033.97,2454.26,2621.6,1008.58,1122.67,431.86,502.05,584.42,675.61,274.2,270.67
1026,Dothan,AL,22752,8556.2,10141.45,3455.83,4487.34,2554.01,2729.52,1113.7,1288.5,572.91,664.75,614.71,738.19,269.33,264.72
1027,Elba,AL,1389,7888.38,9313.45,2633.78,3405.12,2327.19,2491.32,1095.16,1273.31,733.08,865.63,895.45,1098.25,260,255.51
1028,Enterprise,AL,4626,7826.65,9346.03,2874.02,3810.15,2484.12,2678.43,967.77,1123.56,591.74,692.99,701.48,858.98,253.25,246.96
1029,Eufaula,AL,2059,9467.45,10922.66,4046.73,4860.47,2495.3,2696.69,1437.72,1659.91,591.28,691.41,633.36,750.12,284.92,282.72
1031,Evergreen,AL,1150,9520.27,11274.33,4070.18,5241.16,2319.41,2396.74,1422.74,1632.36,688.98,803.81,688.21,849.47,326.52,320.13
1032,Fairhope,AL,4498,7874.2,9202.02,2774.48,3570.08,2522.89,2701.57,1198.07,1369.89,573.96,666.59,526.93,632.42,266.31,262.06
1033,Fayette,AL,1992,8912.81,9968.15,4035.09,4649.16,2083.15,2218.13,1483.43,1658.73,715.43,815.29,280.66,323.12,314.9,308.89
1035,Florala,AL,650,8908.48,10278.13,3818.75,4770.5,2909.45,3054.21,972.2,1105.56,841.36,981.99,111.04,122.86,246.46,240.43
1036,Florence,AL,13849,8028.29,9376.91,3418.67,4335.28,2383.37,2540.84,869.1,975.01,693.45,801.95,439.1,518.47,243.99,239.56
1037,Foley,AL,7859,8418.77,9747.73,3168.27,4035.36,2750.23,2912.35,1230.42,1406.88,549.94,638.87,455.71,520.36,247.44,243.17
1038,Fort Payne,AL,5604,8897.22,10282.26,3786.35,4694,2397.97,2535.04,1083.96,1231.84,814.33,924.63,572.98,692.47,297.57,292.39
1039,Gadsden,AL,12852,10327.11,11965.35,4669.11,5778.6,2718.31,2893.15,1053.67,1170.08,808.37,896.27,824.38,997.48,301.24,294.98
1040,Geneva,AL,2253,9538.33,11171.9,4139.95,5261.4,2544.7,2672.37,1058.75,1216.08,754.02,864.86,786.94,937.9,320.08,318.72
1044,Greenville,AL,2884,10000.38,11379.02,4041.2,4781.4,2404.24,2498.22,1602.89,1822.27,811.96,949.14,782.23,955.54,349.47,345.24
1045,Grove Hill,AL,894,8071.42,9627.13,3361.65,4388.2,1930.76,2029.19,1142.78,1315.44,606.76,708.97,748.35,896.62,289.96,285.16
1046,Guntersville,AL,5251,9832.71,11082.19,4244.41,5046.7,2534.5,2623.34,1450.2,1643.32,683.66,767.23,706.21,817.72,258.64,255.02
1047,Haleyville,AL,2702,10408.65,11993.43,5043.87,6128.8,2547.86,2677.88,1068.56,1209.06,959.74,1106.94,551.78,680.7,347.23,346.76
1048,Hamilton,AL,1968,8960.71,10304.33,3673.15,4487.12,2277.15,2401.4,1107.68,1273.32,1026.45,1194.8,572.93,694.57,372.42,358
1049,Hartselle,AL,4071,8835.59,10022.28,3634.8,4395.96,2780.33,2895.95,978.14,1108.74,590.52,682.68,558.83,672.96,302.97,302.1
1051,Huntsville,AL,38950,8886.35,9826.59,3587.05,4248.91,2935.59,3056.4,1161.76,1236.46,502.47,546.5,434.87,483.09,264.73,262.08
1053,Jacksonville,AL,3761,9773.59,11188.03,4239.24,5181.41,2681.09,2828.85,1181.2,1307.68,705.5,781.55,752.95,912.62,272.85,267.82
1054,Jasper,AL,7200,10272.08,11399.81,4393.49,5105.04,2764.82,2894.98,1332.42,1454.58,793.45,868.39,719.91,833.13,307.88,303.47
1056,Luverne,AL,1215,9048.27,10218.85,3975.78,4634.59,2324.44,2414.91,1234.44,1404.45,547.18,640.46,696.71,848.59,271.16,271.76
1057,Mobile,AL,39785,8470.77,9893.27,3207.33,4126.16,2664.04,2835.03,1034.02,1157.47,613.06,691.55,702.1,832.71,274.72,271.93
1058,Monroeville,AL,2977,8379.38,9801.1,3650.54,4580.84,2157.16,2283.76,1147.74,1318.59,635.44,742.2,447.05,526.7,333.41,326.53
1059,Montgomery,AL,27329,8562.41,9587.39,3524.36,4129.6,2616.75,2779.32,1215.5,1337.85,466.75,520.11,498.76,577.93,262.74,260.65
1060,Moulton,AL,3535,9550.29,10930.96,3944.98,4816.02,2867.05,3015.07,1101.58,1248.64,859.31,1001.21,546.98,659.34,280.19,276.9
1061,Muscle Shoals/Sheffield,AL,8087,9126.49,10688.78,3600.2,4557.98,2636.5,2858.09,1080.22,1215.3,866.41,1007.19,707.02,828.55,270.43,265.74
1063,Oneonta,AL,2375,9464.76,10636.79,4212.42,4994.95,2566.82,2700.05,1118.36,1228.22,718.15,786.18,586.97,682.13,291.27,290.31
1064,Opelika,AL,12429,7477.83,8602.35,2980.31,3620.27,1904.03,2079.76,1294.98,1436.31,419.26,474.17,651.45,761.7,251.42,248.23
1065,Opp,AL,2082,9411.38,11179.68,4039.43,5232.85,2396.34,2549.14,1273.52,1464.92,1008.97,1182.73,468.81,557.31,265.41,257.94
1066,Ozark,AL,3507,8857.83,10474.45,3659.27,4646.08,2467.76,2653.64,1183.3,1376.09,459.57,536.87,860.07,1053.04,275.71,273.24
1068,Phenix City,AL,6345,8868.49,9696.07,3578.52,4107.17,2409.5,2565.14,1268.31,1325.27,517.45,583.07,892.77,915.92,270.59,267.02
1070,Prattville,AL,3857,8753.21,9759.05,3611.17,4232.89,2662.16,2808.31,1250.35,1373.52,476.57,532.85,492.43,570.67,258.68,255.1
1071,Red Bay,AL,965,9615.56,11999.75,4281.85,6064.8,2181.23,2343.79,1325.67,1525.82,1040.22,1219.01,590.64,712.05,304.27,298.65
1072,Roanoke,AL,1743,7940.34,9143.4,3323.57,4070.48,2000.86,2129.48,1295.19,1464.61,473.13,537.95,538.34,632.3,314.38,314.23
1073,Russellville,AL,3688,9637.27,11303.26,4232.44,5327.56,2529.34,2707.62,1062.62,1209.93,1032.15,1209.05,501.32,607.08,342.97,339.36
1074,Scottsboro,AL,4875,9254.94,10648.5,3703.06,4562.54,2633.51,2780.94,1306.39,1466.39,680.23,792.15,702.63,865.77,274.69,271.39
1075,Selma,AL,6858,8864.35,9924.37,4175.22,4764.86,2326.61,2476.01,1127.32,1273.84,400.18,460.53,493.28,602.08,352.31,353.95
1077,Sylacauga,AL,4130,9198.82,10631.4,3556.56,4362.09,2461.99,2611.17,1229.21,1409.69,579.54,667.8,1057.25,1281.87,356,350.05
1078,Talladega,AL,3725,9055.35,10224.4,3954.9,4641.21,2419.81,2559.95,1363.57,1545.18,525.04,592.54,525.16,630.54,281.63,275.83
1079,Tallassee,AL,1425,8636.77,9803.25,3761.21,4460.28,2285.04,2445.01,1359.82,1507.82,355.43,397.72,635.4,749.02,239.8,243.08
1080,Thomasville,AL,1908,8649.31,10225.13,3942.66,5005.36,2086.37,2212.6,943.82,1075.2,587.96,686.46,804.47,957.32,314.9,311.79
1081,Troy,AL,3319,9179.75,10575.11,3593.8,4378.99,2514.07,2664.15,1374.89,1563.06,654.41,761.56,745.39,912.18,314.26,308.61
1082,Tuscaloosa,AL,21541,9284.27,10202.27,4169.05,4784.43,2464.91,2647.68,1161.79,1231.45,740.56,792.47,491.59,490.36,253.99,248.03
1083,Union Springs,AL,931,8448.69,9808.85,3921.86,4831.73,2306.3,2438.77,1389.35,1577.58,302.17,342.46,334.02,399.31,232.5,233.11
1084,Valley,AL,4155,7545.66,8719.08,3300.11,4021.61,1854.17,2009.78,1420.06,1604.55,320.84,362.77,405.63,475.78,242.57,240.14
1085,Vernon,AL,1427,9065.85,10316.74,4057.76,4900.28,2480.32,2593.99,1264.68,1442.4,537.69,610.37,306.14,370.48,408.54,400.71
1086,Wedowee,AL,1291,7921.99,8963.55,3180.27,3822.17,2119.64,2239.21,1361.77,1505.31,554.49,629.62,422.55,505.01,286.34,280.66
1088,Winfield,AL,2425,10142.34,11697.37,4480.89,5545.23,2695.98,2843.05,1281.23,1462.69,828.27,920.91,416.88,506.83,457.34,453.02
4001,Arkadelphia,AR,2633,7125.14,8299.55,3297.96,4180.4,2009.52,2123.06,1107.12,1231.11,290.52,333.54,123.9,131.53,290.77,290.31
4002,Ashdown,AR,1401,10404.7,11625.39,5144.14,5934.09,2350.26,2412.74,1233.99,1390.97,831.64,961.57,561.86,674.35,343.61,337.85
4003,Batesville,AR,6860,9666.01,10996.31,4539.53,5303.41,2134.21,2290.46,1748.2,2014.5,709.56,823.33,212.99,254.92,335.05,333.05
4004,Benton,AR,8261,9701.94,10791.92,4558.15,5421.06,2535.76,2687.72,1294.42,1387.17,397.9,425.14,602.23,560.64,325.98,324.07
4005,Bentonville,AR,7890,8068.46,8764.38,3335.63,3831.51,2551.28,2716.5,1177.08,1219.17,354.58,376.38,299.08,278.3,328.26,323.76
4006,Berryville,AR,1962,7524.76,8549.83,3563.31,4189.55,1711.59,1849.86,1572.69,1776.38,276.26,320.35,157.14,171.42,227.59,227.98
4007,Blytheville,AR,2859,9378.92,10196.3,4695.61,5159.28,2584.98,2719.78,1166.27,1303.34,329.71,378.78,272.71,305,320.52,322.3
4008,Booneville,AR,978,9331.41,10811.23,5062.08,6103.29,1903.79,2028.2,1371.11,1569.74,388.94,448.31,370.94,430.74,255.53,253.9
4010,Calico Rock,AR,1494,8922.68,10754.86,4205.37,5530.25,1871.35,1959.47,1441.2,1659.7,879.98,1021.98,382.42,466.62,206.69,209.67
4011,Camden,AR,3214,8134.32,9438.34,3942.56,4839.37,1957.21,2079.69,1150.89,1304.07,327.64,377.46,405.61,482.04,344.85,343.13
4012,Cherokee Village,AR,2564,8799.36,10142.88,3929.34,4759.84,2008.84,2128.14,1460.22,1679.17,854.78,990.44,307.87,367.29,278.94,275.86
4013,Clarksville,AR,2562,7397.79,8350.15,4018.98,4669.89,1707.56,1818.96,903.25,1025.7,298.3,342.47,158.29,184.07,320.87,318.9
4015,Conway,AR,9976,8154.8,9102.39,3553.76,4224.23,2354.35,2480.88,1238.94,1327.9,289.75,311.52,452.88,505.96,249.39,245.68
4017,Crossett,AR,2815,9783.41,11131.29,4823.59,5733.65,2309.09,2415.64,1657.03,1880.6,390.18,451.24,268.15,318.93,306.11,307.06
4018,Danville,AR,1547,9511.63,11206.98,5393.82,6728.73,1914.37,2033.85,1136.31,1281.8,584.5,676.19,160.31,168.48,357.83,356.82
4019,Dardanelle,AR,1432,8845.33,10122.58,4534.57,5493.98,2006.29,2114.33,1280.94,1442.09,365.93,421.93,361.6,361.87,305.97,304.56
4020,De Queen,AR,2151,10211.8,12470.22,4838.92,6582.78,2317.58,2406.2,1020.66,1149.51,950.67,1095.97,841.46,1031.62,340.02,342.09
4021,De Witt,AR,995,8991.22,10261.29,4396.88,5258.22,1941.51,2067.65,1833.78,2072.82,229.33,264.7,208.73,215.24,375.81,377.33
4023,Dumas,AR,1136,8605.46,10103.77,3875.92,4972.77,2004.89,2079.96,1606.92,1822.51,567.66,656.87,158.79,157.31,335.81,337.08
4024,El Dorado,AR,6247,8179.49,9311.91,3793.55,4537.27,2311.51,2449.6,1081.67,1227.46,394.06,454.49,316.45,357.13,284.6,283.6
4025,Eureka Springs,AR,1699,8188.62,8984.06,3573.25,3994.99,2120.81,2227.69,1446.89,1594.04,345.17,393.47,487.6,572.57,202.9,201.35
4026,Fayetteville,AR,10150,7519.53,8203.19,3519.98,4037.44,2256.86,2397.85,805.18,835.67,389.83,415.46,283.46,258.33,260.47,256.94
4027,Fordyce,AR,1125,8257.11,9501.64,3384.36,4206.19,2149.78,2247.64,1624.37,1837.66,452.05,521.63,344.15,373.05,301.75,303.12
4028,Forrest City,AR,3106,8197.15,9087.21,3793.08,4324.72,2128.22,2228.81,1087.12,1198.85,487.64,554.03,383.27,459.11,308.77,307.8
4029,Fort Smith,AR,23859,8734.67,10059.16,4133.17,5043.81,2033.56,2167.33,1166.94,1320.36,755.79,855.31,380.29,413.99,289.18,287.91
4030,Gravette,AR,1225,8184.55,8792.55,4152.57,4526.12,1623.46,1752.15,1325.72,1389.1,478.66,512.61,362.7,368.36,258.72,260.27
4031,Harrison,AR,7453,7555.69,8581.31,3592.15,4243.46,1905.1,2059.71,1248.99,1408.06,295.6,342.19,212.04,230.56,290.72,288.83
4032,Heber Springs,AR,2888,7009.33,7888.88,2916.32,3486.84,2110.79,2202.03,1135.18,1281.64,314.3,364.35,219.72,250.3,282.73,283.66
4033,Helena,AR,2336,7457.06,8351.22,3420.51,3946.34,1901.63,2003.83,1107.61,1237.47,419.41,483.06,297.81,363.39,294.41,292.27
4034,Hope,AR,2634,8961.06,10416.31,4808.86,5916.07,2126.31,2218.56,833.7,928.79,540.15,625.33,357.87,436.39,291.95,293.6
4035,Hot Springs,AR,22683,8213.66,9059.55,3554.09,4189.72,2391.82,2535.01,1175.49,1229.67,387.09,405.54,412.68,411.77,281.23,280.56
4038,Jacksonville,AR,7902,9336.31,10481.89,4637.87,5538.84,2566.46,2697.61,1135.95,1220.77,322.19,347.17,375.91,397.47,289.59,284.76
4039,Jonesboro,AR,16700,8824.81,10117.85,4410.55,5335.68,2149.81,2267.25,1295.73,1468.8,405.35,462.69,247.65,277.46,314.04,311.26
4040,Lake Village,AR,1619,8621.99,9862.84,4257.86,5128.82,1995.01,2065.37,1561.41,1783.5,339.38,392.1,120.98,134.88,299.62,296.3
4041,Little Rock,AR,35546,8548.17,9487.26,3963.73,4635.85,2480.81,2614.49,1065.63,1152.13,335.45,364.42,434.08,453.04,269.69,267.91
4042,Magnolia,AR,3496,8381,9650.59,3930.53,4811.35,2301.13,2423.68,1210.26,1365.83,323.01,369.76,313.93,371.22,307.35,306.73
4043,Malvern,AR,3557,8897.54,10090.26,4240.47,5133.24,2407.82,2543.37,1124.87,1224.77,464.89,509.97,348.99,376.96,310.33,307.2
4045,McGehee,AR,1263,9470.4,10410.48,4815.31,5359.15,1980.57,2058.23,1860.74,2122.23,307.4,354.86,180.34,188.41,282.45,278.1
4046,Mena,AR,3323,8323.65,9406.79,3707.4,4343.62,1874.7,1966.37,1321.8,1492.87,632.7,731.64,527.3,640.01,304.95,301.65
4047,Monticello,AR,2075,9832.23,11321.77,4762.42,5813.58,2361.66,2463.49,1293.16,1465.01,669.21,773.06,377.09,434.64,357.84,357.54
4048,Morrilton,AR,2397,7611.03,8810.87,3557.85,4432.04,1996.83,2113.49,1335.91,1486.98,197.57,226.09,227.45,260.49,280.91,277.62
4049,Mountain Home,AR,12498,7830.45,9139.28,3606.87,4514.8,2067.38,2232.81,1182.13,1346.25,527.94,610.18,194.72,192.48,253.42,254.52
4050,Mountain View,AR,2095,9589.9,10896.37,4686.48,5468.38,1874.11,1976.55,1472.1,1688.43,974.16,1126.85,369.78,451.62,308.33,308.35
4051,Murfreesboro,AR,837,7374.73,8520.64,3638.87,4533.66,1790.43,1869.96,1065.34,1165.96,402.16,459.25,221.89,245.56,259.46,257.44
4052,Nashville,AR,2154,8181.19,9594.66,3763.55,4783.51,2048.88,2134.85,1096.28,1232.8,587.53,681.43,382.65,464.11,306.59,308.06
4053,Newport,AR,2872,9992.3,11432.42,5267.35,6218.58,2178.62,2328.48,1384.14,1582.51,513.36,595.82,324.76,382.98,332.36,336.14
4054,North Little Rock,AR,10802,8188.69,9171.06,3860.31,4593.72,2437.65,2581.37,1023.51,1096.54,288.86,309.75,334.51,347.4,245.57,242.77
4055,Osceola,AR,1225,9631.81,10906.12,4606.41,5477.84,2406.97,2505.31,1267.72,1416.13,362.95,415.84,639.49,755.54,379.8,383.66
4056,Ozark,AR,1498,7709.6,8574.35,3881.31,4396.42,1705.43,1796.45,1294.86,1468.93,367.23,420.02,250.79,281.94,216.36,217.25
4057,Paragould,AR,5563,8702.7,9884.09,4688.13,5508.73,1951.7,2065.43,1204.71,1374.23,357.72,411.31,196.76,223.7,311.61,310.26
4059,Piggott,AR,1078,9423.66,11786.91,4914.83,6795,1531.51,1608.47,1912.6,2196.53,639.9,744,167.61,200.81,300.53,298.62
4060,Pine Bluff,AR,9361,8038.04,9048.85,3548.35,4197.39,2306.26,2446.71,1170,1298.83,345.97,386.13,411.65,458.26,271.2,271.41
4061,Pocahontas,AR,2208,8581.92,9790.17,4068.95,4855.77,1902.02,1991.93,1520.93,1731.84,697.61,809.85,120.18,137.45,305.11,302.42
4062,Prescott,AR,787,7603.42,8802.43,3912.6,4879.8,2063.02,2090.55,759.61,849.8,414.34,476.47,200.5,247.98,248.12,248.61
4063,Rogers,AR,6379,8288.71,9090.86,3826.36,4428.72,2232.29,2394.17,1142.6,1186.86,468.75,498.69,325.04,291.18,295.21,294.96
4064,Russellville,AR,6514,7936.32,9074.72,3924.21,4731.82,2054.66,2177.29,1123.63,1267.64,262.68,304.3,239.24,265.59,318.64,318.79
4065,Salem,AR,809,8620.25,10801.7,4056.71,5769.94,1748.01,1838.18,1253.71,1434.54,1194.06,1385.02,251.88,286.09,202.34,203.61
4066,Searcy,AR,11980,9177.44,10560.56,4713.11,5689.53,2005.33,2124.89,1434.1,1630.57,472.24,546.22,261.33,283.67,300.09,299.09
4067,Siloam Springs,AR,3891,8725.74,9544.42,4202.2,4746.57,2129.69,2268.46,989.99,1041.19,705.75,772.92,448.01,470.83,301.69,301.57
4068,Springdale,AR,7806,8794.21,9580.34,4301.22,4894.21,2211.9,2354.65,994.49,1035.53,637.15,678.28,366.05,338,305.87,303.63
4069,Stuttgart,AR,2965,8020.28,8938.34,3562.58,4171.77,2204.05,2255.76,1315.7,1478.65,360.13,413,247.15,286.73,329.66,325.61
4070,Texarkana,AR,5490,9134.99,10380.06,4399.64,5254.51,2277.46,2358.81,1001.25,1109.4,470.5,534.37,708.84,856.21,308.98,311.31
4072,Waldron,AR,1128,8389.61,9852.25,4122.95,5221.06,1760.44,1839.93,1435.92,1643.2,414.3,476.27,414.77,450.75,267.14,264.86
4074,Warren,AR,1764,9312.62,11195.03,4004.74,5410.73,2241.68,2356.83,1605.19,1818.28,920.15,1066.11,158.5,146.05,356.91,355.84
4075,West Memphis,AR,5087,9159.93,9681.1,4402.36,4666.75,2350.43,2474.38,1186.54,1235.68,565.53,621.72,350.29,372.88,291.88,298.45
4076,Wynne,AR,1985,8593.54,9838.11,4297.88,5175.75,1948.5,2039.87,1355.19,1520.45,397.67,457.07,273.46,325.6,313.77,313.98
3002,Bisbee,AZ,1163,7754.04,7881.74,3550.57,3607.81,2078.27,2044.05,1282.32,1344,181.01,187.41,428.46,471.11,227.82,227.79
3003,Bullhead City,AZ,11801,8930.63,8823.38,4082.64,4066.48,2800.93,2753.83,1093.78,1066.92,240.11,231.77,444.02,440.69,236.71,234.32
3004,Casa Grande,AZ,8778,10090.21,9974.22,4306.34,4292.42,3245.54,3248.04,1224.9,1186.49,307.65,299.11,804.69,735.01,251.82,248.63
3005,Chandler,AZ,13903,10110.57,10084.4,3839.25,3950.62,3823.68,3804.56,926.54,894.25,431.37,416.66,846.74,779.19,239,234.48
3006,Cottonwood,AZ,13388,8709.33,7742.5,3853.14,3116.89,2640.18,2625.67,1120.82,988.51,242.85,213.19,616.88,554.71,222.26,219.6
3007,Douglas,AZ,1160,7328,7296.78,3273.28,3178.39,2242.24,2212.64,1385.68,1476.5,161.17,168.39,96.62,96.13,216.9,207.57
3008,Flagstaff,AZ,5803,9344.54,7956.84,4700.41,3497.08,2571.68,2544.27,853.32,756.12,198.97,175.95,836.49,766.7,264.94,264.95
3009,Florence,AZ,1408,11484.79,11313.5,5262.32,5185.05,3544.68,3546.77,1383.84,1343.24,307.78,296.79,728.53,677.76,262.74,258.57
3010,Ganado,AZ,1744,9949.65,8961.72,5169.14,4287.5,2576.41,2525.12,1626.11,1686.48,,,70.58,53.33,142.47,141.37
3014,Kingman,AZ,9764,9941.69,9454.44,4901.27,4454.55,2496.88,2480.04,1519.53,1487.68,200.02,196.34,492.81,503.53,304.68,300.51
3015,Lake Havasu City,AZ,11103,8155.67,8137.46,3367.66,3383.15,2557.08,2569.4,1236.93,1212.27,183.07,179.64,547.24,535.38,230.75,227.34
