HRR #,HRR name,State,Medicare enrollees (2012),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2012)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2012)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2012)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2012)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2012)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2012)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2012)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2012)"
149,Savannah,GA,81306,8756.78,9418.49,3645.55,3996.51,2833.53,2983.76,1133.71,1221.7,363.53,396.78,546.76,592.3,251.34,247.87
150,Honolulu,HI,82352,7354.13,7041.01,3457.29,3191.62,2092.59,2106,1228.69,1181.5,130.59,126.02,339.75,333.08,109.39,106.96
190,Cedar Rapids,IA,29566,7697.77,8347.7,3409.27,3814.93,1896.14,1993.84,1480.35,1570.18,220.09,234.51,446.96,489.46,229.77,227.13
191,Davenport,IA,61917,8271.59,8883.99,3853.29,4264.54,2209.51,2300.05,1321.82,1379.43,402.86,419.98,266.77,300.33,220.13,220.88
192,Des Moines,IA,123875,7634.3,7990.56,3368.88,3541.36,1962.2,2055.32,1483.22,1549.99,219.16,226.5,368.19,385.67,227.08,226.38
193,Dubuque,IA,13860,7209.46,7816.72,3275.73,3659.57,1943.28,2029.14,1298.09,1377.3,201.53,216.45,269.97,310.99,203.1,206.72
194,Iowa City,IA,37256,7442.82,7731.1,3571.17,3656.92,1598.22,1705.98,1551.77,1609.09,167.85,177.8,325.94,351.67,229.76,227.7
195,Mason City,IA,23305,7557.56,7960.55,3522.68,3665.27,1470.83,1577.39,2020.09,2161.23,143.29,154.29,196.71,200.47,244.24,244.81
196,Sioux City,IA,29723,7906.62,8453.67,3528.51,3872.35,1882.56,1953.7,1720.37,1811.81,190.19,198.89,354.82,384.31,238.89,238.71
197,Waterloo,IA,27246,8392.72,8965.93,3717.04,4006.18,2041.69,2143.87,1908.31,2043.66,183.3,197.54,322.41,354.44,224.55,224.33
151,Boise,ID,64504,7677.79,8113.18,3365.53,3531.49,1518.62,1605.11,1601.88,1695.13,375.74,399.51,562.2,629.86,257.89,258.53
152,Idaho Falls,ID,17527,8201.95,8626.03,3247.13,3383.55,1756.34,1886.11,1655.29,1739.53,567.83,580.14,621.5,682.82,372.86,377.98
154,Aurora,IL,21188,10271.56,10043.27,4768.3,4776.97,2848.87,2721.26,1376.93,1325.41,610.41,588.74,433.34,403.77,239.8,235.06
155,Blue Island,IL,93459,11184.16,10845.39,5415.62,5371.62,3102.5,2931.4,1196.69,1150.29,840.29,805.16,368.3,329.19,247.29,243.47
156,Chicago,IL,176246,11821.05,11016.86,5752.7,5234.02,2732.35,2602.95,1348.4,1297.85,1302.45,1250.38,275.74,238.58,231.6,229.99
158,Elgin,IL,70516,10622.71,10745.19,4838.95,5202.24,3067.24,2950.3,1304.92,1258.94,721.27,694.27,465.89,426.12,234.57,229.77
161,Evanston,IL,119946,9992.12,9734.76,4308.34,4317.97,2994.45,2848.45,1497.66,1441.65,647.91,624.32,355.39,320.93,195.35,191.54
163,Hinsdale,IL,45802,9611.83,9605.13,4237.67,4474.75,2948.28,2797.64,1238.17,1192.44,608.92,586.64,367.42,349.78,206.84,203.73
164,Joliet,IL,69417,10804.27,10849.98,5061.77,5302.52,2935.69,2840.24,1520.5,1478.73,642.69,620.37,393.2,362.04,252.09,249.05
166,Melrose Park,IL,125415,10261.13,10069.89,4896.41,4963.07,2752.24,2598.49,1332.7,1281.09,711.63,684.59,346.39,324.81,222.4,218.43
170,Peoria,IL,77701,8695.17,9230.12,4249.43,4616.29,2159.47,2189.08,1385,1466.72,372.74,392.53,289.77,325.69,242.84,240.27
171,Rockford,IL,82249,8862.34,9220.73,4164.42,4437.82,2070.04,2116.18,1672.69,1702.07,384.42,380.81,330.54,344.5,241.81,239.58
172,Springfield,IL,119527,8580.14,9221.77,4062.41,4510.83,2269.25,2304.76,1550.63,1668.2,294.2,314.88,149.94,169.45,261.72,261.04
173,Urbana,IL,45999,8752.32,9138.23,4363.28,4637.8,2135.76,2179.63,1564.78,1609.45,223.76,231.26,210.07,225.29,253.25,250.6
175,Bloomington,IL,18297,8268.61,8684.44,3634,4018.87,2648.73,2627.12,1179.18,1210.62,321.83,322.14,227.74,250.85,252.41,251.52
179,Evansville,IN,82792,8875.42,10147.09,4362.82,5181.81,2021.87,2289.92,1598.76,1721.63,392.61,423.26,261.37,287.09,243.61,245.76
180,Fort Wayne,IN,65423,8390.81,9186.17,4063.2,4464.89,1997.14,2282.58,1481.14,1557.11,284.31,299.62,323.52,338.32,246.22,246.12
181,Gary,IN,60719,10281.76,11013.03,5026.85,5526.01,2788.46,2962.2,1344.47,1384.88,619.85,641.46,223.37,219.06,267.34,267.99
183,Indianapolis,IN,268259,9286.11,9932.22,4585.68,4895.98,2139.48,2390.12,1561.4,1612.24,389.04,401.16,340.18,358.68,270.05,270.49
184,Lafayette,IN,21285,8967.3,9789.52,4463.12,4964.01,2113.02,2350.33,1511.1,1550.63,289.82,298.78,301.59,329.8,289.99,291.44
185,Muncie,IN,20984,8763.74,9712.55,4404.07,4780.43,2114.86,2522.96,1275.63,1361.82,357.03,377.05,299.16,348.23,314.55,316.17
186,Munster,IN,35097,11452.12,11973.52,5697.11,6057.5,3094.6,3222.52,1371.66,1404.41,844.49,853.45,163.25,154.79,271.26,271.05
187,South Bend,IN,66014,8490.61,9095.32,3969.57,4355.38,2434.68,2586.86,1211.8,1250.07,307.87,317.97,335.94,351.88,230.16,230.41
188,Terre Haute,IN,22281,9829.16,10524.8,4735.31,5122.75,2246.14,2445.35,1873.01,1936.8,367.37,383.86,304.44,328.16,306.32,307.76
200,Topeka,KS,53019,8099.65,8936.54,3775.19,4377.4,2058.72,2138.95,1543.86,1660.14,207.68,225.23,270.75,291.05,239.11,238.78
201,Wichita,KS,150889,8667.21,9434.47,4030.59,4525.91,2318.52,2381.03,1500.39,1649.41,253.41,276.41,288.41,321.86,281.79,284.37
203,Covington,KY,30419,10026.75,10680.1,5224.55,5684.13,2394.42,2549.22,1272.55,1307.59,591.33,608.85,359.03,321.66,206.09,223.74
204,Lexington,KY,148584,9734.36,10681.75,4763.16,5193.66,2236.95,2534.18,1386.2,1522.65,661.86,725.66,360.21,374.86,350.62,351.28
205,Louisville,KY,178510,9452.55,10574.47,4600.83,5199.15,2251.65,2614.1,1482.05,1584.3,571.78,613.82,237.96,252.33,309.96,309.49
207,Owensboro,KY,17935,9074,9979.21,4334.29,4633.61,2483.76,2888.86,1305.15,1426.93,437.75,478.99,244.39,275.71,262.35,262.02
208,Paducah,KY,53517,8725.68,10244.37,4206.98,5201.53,2231.69,2527.06,1373.25,1522.96,483.3,536.62,165.86,194.85,260.41,258.49
209,Alexandria,LA,32409,10885.91,12273.45,4938.19,5815.42,2287.69,2399.45,1319.58,1456.21,1348.7,1496,740.68,867.28,288.82,285.97
210,Baton Rouge,LA,55944,10246.28,11207.33,4431.03,5008.68,2651.11,2777.2,1293.27,1398.49,1047,1137.36,549.28,604.03,257.2,254.98
212,Houma,LA,24878,9240.84,10439.53,4071.5,4816.79,2146.8,2286.57,1487.7,1657.07,887.74,972.9,366.87,433.06,286.96,285.14
213,Lafayette,LA,63961,9883.1,11113.45,4503.13,5264.94,2385.88,2549.02,1272.7,1402.61,1008.27,1113.52,441.9,515.17,267.8,265.27
214,Lake Charles,LA,27117,9854.54,11165.73,4488.72,5325.69,2281.82,2417.98,1343.14,1488.36,903.65,1008.1,566.12,667.18,297.99,294.78
216,Metairie,LA,28925,10798.83,11696.71,4573.82,5139.47,2660.69,2772.58,1656.58,1763.63,1130.82,1227.18,488.96,502.75,266.03,263.92
217,Monroe,LA,29547,11601.31,13040.49,5234.51,6130.24,2500.47,2595.54,1619.58,1797.73,1332.55,1482.87,593.27,707.78,294.14,292.77
218,New Orleans,LA,28802,9815.95,10321.92,4266.63,4549.09,2251.53,2313.57,1444.56,1522.02,1054.78,1122.16,476.5,476.53,227.78,223.09
219,Shreveport,LA,73508,10504.32,11669.63,4936.32,5703.45,2390.16,2497.91,1459.11,1584.21,990.08,1085.33,443.03,504.94,247.21,246.82
220,Slidell,LA,15383,10436.1,11476.4,4564.95,5228.34,2499.53,2649.24,1471.69,1575.02,1038.33,1142.74,596.05,626.32,316.87,315.32
227,Boston,MA,476917,11262.58,9567.88,5737.23,4608.25,2476.76,2398.5,1747.54,1432.75,763.62,627.14,352.93,316.83,193.05,189.3
230,Springfield,MA,73386,9886.81,8445.53,5096.17,4056.47,2324.78,2282.14,1486.97,1220.71,535.58,439.75,257.3,259.14,200.8,196.73
231,Worcester,MA,51110,11518.45,9515.96,6278.74,4766.94,2324.17,2266.49,1749.05,1431.52,668.15,547.65,304.41,295.47,222.07,218.27
223,Baltimore,MD,257795,11240.65,9685.78,5509.11,4179.61,2915.16,2758.43,1981.71,1951.63,368.28,362.47,244.33,223.86,224.5,222.46
225,Salisbury,MD,74069,10066.74,9514.98,4551.82,4059.36,2641.87,2581.58,1795.15,1800.57,368.06,369.5,465.69,457.7,229.57,228.2
226,Takoma Park,MD,70284,9842.7,8687.15,4599.86,3760.19,3288.95,3026.93,1273.38,1242.5,301.57,295.64,247.54,235.26,191.57,188.94
221,Bangor,ME,54111,8699.32,8780.25,4109.3,3998.41,1428.88,1488.2,2400.43,2505.35,330.34,339.65,197.32,214.31,234.79,232.35
222,Portland,ME,125915,8073.65,8189.9,3563.97,3636.82,1842.26,1871.43,1665.85,1685.49,455.78,460.58,344.54,339.21,208.09,204.94
232,Ann Arbor,MI,119241,10270.12,10327.02,4817.12,4876.2,2606.52,2577.08,1567.49,1580.08,612.84,620.71,400.77,408.13,266.3,265.04
233,Dearborn,MI,46145,12148.95,12101.85,6221.3,6237.44,3227.59,3133.95,1367.7,1384.36,768.37,778.18,309.53,311.27,257.01,255.08
234,Detroit,MI,154548,11648.06,11455.58,5597.97,5452.69,3270.93,3217.53,1356.52,1368.91,829.43,835.52,290.88,284.08,276.67,273.89
235,Flint,MI,51663,11484.89,11127.6,5490.29,5184.53,3235.96,3298.95,1223.5,1172.57,674.89,655.45,566.64,523.86,302.75,301.56
236,Grand Rapids,MI,75666,8662.95,8975.01,3975.71,4113.38,2203.1,2256.53,1316.2,1381.85,490.24,512.79,386.05,418.62,291.61,290.31
238,Kalamazoo,MI,65479,8857.17,9024.31,4213.17,4271.2,2064.01,2118.86,1517.69,1542.52,407.5,414.14,389.75,411.05,264.28,264
239,Lansing,MI,63124,9616.65,9658.5,4496.14,4444.32,2356.11,2403.35,1583.88,1602.75,481.07,488.28,407.14,427.66,292.06,290.71
240,Marquette,MI,26190,8219.67,8279.37,3700.72,3469.89,1548.69,1581.12,2110.62,2301.63,486.3,532.05,149.76,172.46,234.14,234.05
242,Muskegon,MI,23821,8409.75,8705.37,3540.29,3736.22,2204.92,2246.58,1562.47,1596.77,438.52,444.49,390,411.63,274.93,271.24
243,Petoskey,MI,24925,8558.37,8889.64,3536.77,3591.09,2172.27,2210.74,1825.21,1989.26,307.98,334.71,384.88,433.27,296.27,298.11
244,Pontiac,MI,39309,11624.23,11385.82,5505.79,5356.66,3452.85,3350.34,1277.79,1284.72,644.85,650.1,461.4,462.69,282.74,282.67
245,Royal Oak,MI,68057,11412.64,11456.57,5190.38,5295.64,3528.68,3452.03,1337,1349.63,746.37,754.41,366,361.26,250.53,247.57
246,Saginaw,MI,87157,9264.08,9871.91,4347.97,4716.37,2178.45,2231.39,1605.29,1717.66,453.33,477.3,386.68,436.84,292.8,292.57
248,St. Joseph,MI,16281,8822.05,9283.14,3996.74,4283.3,2135.91,2184.93,1487.29,1555.52,584.23,608.31,348.23,380.88,267.28,265.12
249,Traverse City,MI,32911,8375.96,8684.97,3677.65,3746.77,2183.64,2211.52,1598.58,1739.91,317.96,344.85,316.07,362.36,263.05,263.2
250,Duluth,MN,31361,7825.32,7768.72,3894.15,3837.99,1481.72,1519.47,1832.68,1801.63,202.54,198.23,223.58,214.92,188.12,191.16
251,Minneapolis,MN,165004,8111.97,7997.69,3968.31,3833.33,1842.5,1889.31,1596.28,1574.87,245.5,235.52,253.85,255.36,214.91,216.21
253,Rochester,MN,37724,7442.13,7324.69,3791.94,3538.63,1544.14,1653.83,1609.57,1622.87,112.61,113.33,191.57,199.59,219.37,221
254,St. Cloud,MN,13455,8080.04,7647.12,4025.62,3635.01,1722.17,1768.74,1746.13,1662.91,226.84,215.75,178.4,180.47,208.56,208.61
256,St. Paul,MN,48826,8452.03,8194.92,4120.57,3898.67,2026.54,2076.52,1406.04,1344.51,318.64,300.31,354.63,347.79,224.89,224.63
263,Cape Girardeau,MO,35964,8461.63,9311.42,3962.64,4487.36,1890.34,1975.71,1683.58,1830.55,280.21,307.7,324.44,389.91,311.23,312.55
264,Columbia,MO,85563,8226.17,9042.2,3852.81,4376.87,2104.95,2173.77,1473.11,1621.95,240.62,263.67,259.8,309.25,283.42,285.96
267,Joplin,MO,45745,8719.4,9669.11,4217.63,4829.07,1899.46,1986.52,1472.88,1609.76,445.05,486.13,381.24,455.16,303.61,304.55
268,Kansas City,MO,213890,9078.22,9643.23,4098.24,4512.9,2216.54,2282.12,1588.63,1632.27,389.93,398.16,536.66,556.23,239.88,252.82
270,Springfield,MO,89927,8138.84,9030.56,3655.98,4185.81,1774.04,1885.55,1608.9,1747.6,396.45,431.71,442.88,522.17,261.22,263.24
273,St. Louis,MO,315981,9251.23,9976.02,4290.47,4843.07,2389.23,2412.52,1535.31,1621.93,441.12,464.73,333.3,372.12,258.97,258.53
257,Gulfport,MS,20087,9920.5,11034.03,4612.02,5362.72,2163.21,2301.98,1467.73,1599.23,862.77,949.83,536.02,543.72,311.6,310.79
258,Hattiesburg,MS,32934,9644.67,10768.08,4306.39,5056.98,2573.94,2637.78,1189.23,1333.23,820.85,920.74,454.13,528.69,314.54,311.86
259,Jackson,MS,108376,9555.05,10910.35,4197.84,5060,2196.44,2299.64,1334.96,1499.49,1016.83,1146.13,488.87,566.1,273.17,272.41
260,Meridian,MS,24635,9640.13,11272.47,4135.3,5206.25,2212.98,2313.85,1495.76,1711.17,810.92,929.63,718.11,824.28,252.14,251.59
261,Oxford,MS,16867,9360.58,10472.14,4112.81,4701.29,2078.76,2183.73,1487.32,1690.73,855.19,980.5,474.52,555.9,332.62,333.94
