County ID,County name,Medicare enrollees (2012),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2012)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2012)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2012)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2012)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2012)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2012)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2012)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2012)"
51700,VA-Newport News city,14855,8347.64,8881.29,3666.63,4000.27,2611.83,2698.86,1279.77,1344.11,377.49,396.67,207.97,235.56,225.34,223.56
51710,VA-Norfolk city,16267,8761.98,9359.63,3849.53,4224.82,2755.33,2862.17,1214.05,1276.1,511.81,537.07,213.91,234.89,249.06,248.4
51131,VA-Northampton County,2215,8105.39,8964.7,3385.6,3870.49,2154.98,2261.35,1287.51,1411.66,534.69,581.92,524.54,610.97,225.96,224.24
51133,VA-Northumberland County,3924,7367.09,7803.59,2994.17,3147.55,2283.16,2390.08,1220.79,1311.1,287.69,311.78,372.45,442.67,208.48,203.8
51720,VA-Norton city,641,10697.27,12063.42,5096.15,5934.26,2336.12,2550.59,1607.01,1789.3,1084.58,1214.96,164.61,174.43,454.49,455.6
51135,VA-Nottoway County,2339,9092.05,9910.32,4386.1,4974.89,2590.14,2650.46,1033.01,1083.39,389.53,407.75,418.59,485.26,290.42,323
51137,VA-Orange County,5310,8643.12,8766.84,4156.45,4171.56,2537.88,2592.38,1156.56,1195,333.68,334.6,218.79,236.35,212.78,209.2
51139,VA-Page County,3488,8267.46,8947.17,4262.87,4659.26,1457.78,1534.54,1645.59,1776.07,395.58,413.89,307.76,369.8,214.58,212.28
51141,VA-Patrick County,2987,8568.23,9669.56,4343.16,4822.19,1636.8,2019.66,1738.21,1912.61,430.2,479.7,149.52,158.29,269.36,267.93
51730,VA-Petersburg city,129,9055.57,9757.06,4715.04,5345.7,2384.71,2471.58,1136.53,1144.41,388.53,389.54,,,214.42,213.44
51143,VA-Pittsylvania County,10441,7823.95,8510.4,3818.41,4272.44,2396.93,2497.99,955.99,1040.47,232.12,256.99,127.11,148.25,299.66,300.51
51735,VA-Poquoson city,1710,8513.98,8919.26,3708.32,3928.32,2863.93,2954.43,1082.49,1137.56,467.78,491.15,136.19,153.95,199.33,201.17
51740,VA-Portsmouth city,9000,8291.66,8924.57,3388.65,3780.28,2665.93,2782.26,1256.11,1316.68,524.83,549.02,234.16,262.06,266.57,264.15
51145,VA-Powhatan County,2483,9001.7,9511.24,4275.56,4690.64,2693.77,2778.44,1033.56,1043.49,464.57,468.32,271.98,269,253.32,254.4
51147,VA-Prince Edward County,3412,7431.27,8144.3,3395.74,3851.33,1975.32,2016.66,1134.78,1229.7,270.47,295.16,416.55,510.97,251.7,249.85
51149,VA-Prince George County,4606,9128.96,9696.98,4595.45,5044.05,2512.82,2618.14,1056.07,1067.32,368.07,371.01,349.14,356.22,253.31,253.66
51153,VA-Prince William County,22556,8517.9,8502.77,3623.67,3696.09,2764.72,2745.88,1063.64,1025.07,443.06,425,426.55,416.81,201.97,198.76
51155,VA-Pulaski County,4461,10233.39,11471.45,5317.52,6034.17,2339.44,2631.27,1153.15,1254.83,813.14,891.7,292.8,342.76,361.57,363.65
51750,VA-Radford city,2113,8151.68,9045.11,3420.6,3864.88,2280.6,2521.65,1094.77,1186.53,640.83,693.11,379.27,440.46,339.17,345.42
51157,VA-Rappahannock County,1574,7657.61,7820.1,3282.79,3306.31,2307.17,2418.86,1173.11,1158.74,295.27,291.49,341.19,390.18,230.91,230.46
51760,VA-Richmond city,11346,8427.53,8824.48,4154.49,4453.93,2334.35,2424.58,1023.24,1032.33,394.08,396.79,310.6,311,213.57,215.21
51159,VA-Richmond County,1247,8712.24,9359.23,3997.13,4287.54,2588.66,2743.98,1196.76,1282.04,306.93,335.81,385.82,477.27,247.62,244.48
51770,VA-Roanoke city,10234,8128.03,8619.05,3991.81,4314.78,2169.24,2255.68,1105.32,1140.59,374.77,386.62,212.63,239.63,282.99,287.54
51161,VA-Roanoke County,9542,7879.36,8394.62,3620.19,3978.98,2351.77,2436.23,1156.23,1194.97,379.16,391.07,168.09,189.28,216.6,215.01
51163,VA-Rockbridge County,1426,7625.21,8104.04,3798.65,4009.76,1718.33,1789.89,1311.89,1437.56,337.03,367.89,228.53,267.05,226.91,227.74
51165,VA-Rockingham County,12273,8260.83,8543.62,4259.11,4309.58,1743.28,1837.03,1626.57,1721.87,275.48,290.69,187.81,211.83,183.02,181.89
51167,VA-Russell County,3117,9511.34,11085.79,4216.05,5225.91,2099.59,2331.96,1297.12,1458.26,1414.81,1588.87,213.13,246.13,374.91,366.46
51775,VA-Salem city,5346,7946.26,8649.53,3632.12,4147.89,2297.85,2405.29,1132.3,1167.67,415.65,428.6,237.67,268.84,234.02,233.12
51169,VA-Scott County,2093,9242.06,10723.76,4129.79,5173.71,2382.61,2549.71,1202.8,1356.77,897.73,1011.64,235.86,264.77,425.81,423.89
51171,VA-Shenandoah County,6584,8237.15,8535.42,4125.39,4157.53,1865.89,1960.46,1475.66,1581.95,277.84,287.75,285.9,337.95,202.06,200.19
51173,VA-Smyth County,4443,8831.88,9935.35,3786.41,4531.36,2258.76,2299.21,1370.46,1538.77,712.89,799.98,373.74,453.21,347.11,350.91
51175,VA-Southampton County,1956,8486.71,9141.37,3947.74,4377.22,2534,2605.42,1228,1325.68,397.53,430.03,122.36,141.48,248.3,247.88
51177,VA-Spotsylvania County,9712,9430.31,9769.62,4332.05,4668.13,2921.58,3001.23,1086.38,1049.47,446.27,430.07,405.83,383.71,240.21,238.94
51179,VA-Stafford County,8390,9806,9962.83,4538.73,4691.39,3029.97,3112.5,1121.53,1076.34,469.45,451.37,414.65,397.69,231.63,231.45
51790,VA-Staunton city,5535,8339.48,8872.05,3862.69,4037.47,1903.73,1977.52,1693.29,1864.85,325.2,355.62,343.4,423.81,209.92,209.37
51800,VA-Suffolk city,7578,8442.21,9104.62,3712.43,4187.15,2687.57,2774.15,1089.87,1143.78,455.74,477.19,223.99,246.84,282.83,280.79
51181,VA-Surry County,771,6894.14,7503.68,3077.51,3499.74,2205.07,2329.29,932.2,965.67,266.5,276.66,183.18,202.75,265.83,263.33
51183,VA-Sussex County,1313,9009.17,9592.84,4608.05,5074.92,2382.95,2476.31,1053.35,1077.03,350.93,358.56,373.87,375.67,240.87,239.05
51185,VA-Tazewell County,5523,9207.33,10484.56,4188.63,4906.87,2237.89,2477.69,1333.27,1493.13,788.1,883.6,385.91,462.55,310.16,310.93
51810,VA-Virginia Beach city,38516,8584.81,9456.91,3420.69,4030.45,2918.66,3059.71,1184.26,1248.47,489.65,514.99,312.29,346.71,252.89,250.71
51187,VA-Warren County,4041,8503.03,8399.73,4315.63,4113.25,2132.25,2234.9,1170.05,1156.07,323.3,332.01,369.55,366.59,196.23,193.85
51191,VA-Washington County,6619,8397.38,9656.76,3666.74,4518.07,2108.12,2228.6,1156.66,1303.46,861.6,974.34,269.17,318.04,368.04,365.4
51820,VA-Waynesboro city,4695,7950.56,8394.85,3730.42,3796.33,1813.53,1932.32,1642.95,1804.06,268.76,292.16,296.15,364.81,191.01,196.08
51193,VA-Westmoreland County,3006,8959.41,9433.89,4183.18,4453.49,2751.81,2867.25,1099.52,1140.54,346.28,356.15,358.36,401.38,228.69,229.49
51830,VA-Williamsburg city,7447,7692.58,8224.98,2887.23,3233.14,2797.06,2894.18,1251.62,1309.51,391.11,407.95,202.17,220.14,170.69,168.85
51840,VA-Winchester city,3432,7574.34,7971.05,3715.66,3943.92,2179.32,2294.69,976.54,1010.64,255.47,262.06,277.35,290.71,168.1,165.2
51195,VA-Wise County,3837,10109.67,11456.15,4731.46,5522.86,2380.41,2629.4,1414.95,1585.84,1166.86,1309.74,97.45,97.34,366.58,367.59
51197,VA-Wythe County,4141,9479.09,10377.31,4668.52,4993.59,2364.09,2680.35,1188.97,1311.83,767.72,854.19,217.45,260.06,300.09,302.82
51199,VA-York County,5428,8246.31,8827.67,3339.15,3695.6,2812.9,2930.09,1214.23,1276.23,386.64,406.12,229.4,259.94,218.3,218.13
