HRR Number,HRR Name,Medicare enrollees (2014),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2014),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2014)
10,AK-Anchorage,66770,4.38614499011864,4.42176802146878
1,AL-Birmingham,340158,5.1005164337587,5.24673525518926
2,AL-Dothan,60932,5.19822103636904,5.28646929681899
5,AL-Huntsville,93616,4.85534992448981,4.93845995123127
6,AL-Mobile,125237,4.91039566324446,5.03779241717574
7,AL-Montgomery,63784,4.918697128499,4.80434533149763
9,AL-Tuscaloosa,35049,5.28581644187422,5.39333794997944
16,AR-Fort Smith,57082,5.569462510786,5.71705878391631
18,AR-Jonesboro,35934,5.54562616960697,5.57532411701598
19,AR-Little Rock,242621,4.95126075602501,5.04902347854313
21,AR-Springdale,72031,4.68461923891081,4.9068048058264
22,AR-Texarkana,39929,5.13861767202914,5.25494854314838
11,AZ-Mesa,168538,4.08202792495905,3.99748596863879
12,AZ-Phoenix,450391,4.21762523362913,4.1497479857442
14,AZ-Sun City,88324,3.64309252398685,3.66534255330068
15,AZ-Tucson,203174,3.91915407552171,3.89988724741294
65,CA-Alameda County,191613,3.3698783330592,3.43775579902717
25,CA-Bakersfield,113888,4.50420132302314,4.55987197578656
31,CA-Chico,50767,4.09101486351758,4.15737454265257
33,CA-Contra Costa County,145542,3.57352793475776,3.6279987647104
43,CA-Fresno,135091,3.92940995601154,4.035040829783
56,CA-Los Angeles,1157066,3.32557246752342,3.67867172639082
58,CA-Modesto,111150,4.11020675017933,4.24288519857003
62,CA-Napa,49215,4.21813631294282,4.46960344418338
23,CA-Orange County,424560,3.45278996878959,3.56128131845723
69,CA-Palm Springs/Rancho Mirage,75286,3.77982119422933,3.88349714306966
73,CA-Redding,60805,4.48006993833743,4.60190110695991
77,CA-Sacramento,371589,3.86298727686445,3.97675127647773
78,CA-Salinas,47531,3.46883269272937,3.50167780769339
79,CA-San Bernardino,334347,4.13295758721274,4.54682983796394
80,CA-San Diego,465421,3.53404098482181,3.7724397091938
81,CA-San Francisco,215722,3.19304323994618,3.29386568487579
82,CA-San Jose,213032,3.18567632887251,3.26817520954177
83,CA-San Luis Obispo,42830,3.7165838424164,3.75408529549967
85,CA-San Mateo County,116931,3.16070089056597,3.17742541364221
86,CA-Santa Barbara,63208,3.4217561954203,3.53521474708553
87,CA-Santa Cruz,36692,3.78201628638469,3.82755001423941
89,CA-Santa Rosa,80808,3.82764176402901,4.15166292965719
91,CA-Stockton,70197,4.1096710552983,4.23341817757393
96,CA-Ventura,117268,3.57569263547116,3.69480041162355
101,CO-Boulder,38886,3.76314529373145,4.07689003068518
102,CO-Colorado Springs,110547,4.15517960056836,4.23288814398075
103,CO-Denver,345593,4.00642392797298,4.13082328236003
104,CO-Fort Collins,44262,3.79864870938459,3.93111920475575
105,CO-Grand Junction,52261,4.17202574217163,4.39261931182173
106,CO-Greeley,50824,4.18277425629153,4.42005815396926
107,CO-Pueblo,29500,4.29824461218101,4.35021530625974
109,CT-Bridgeport,94739,3.61006405577304,3.65620959504658
110,CT-Hartford,229086,4.0386647319401,4.27268969090663
111,CT-New Haven,223111,4.03236672958795,4.2954294486594
113,DC-Washington,340799,3.79450167087515,3.77866987232707
112,DE-Wilmington,111006,4.2752130070589,4.28343629463048
115,FL-Bradenton,63572,3.97207896147317,4.27940238891938
116,FL-Clearwater,107993,4.27785076859513,4.74389937917698
118,FL-Fort Lauderdale,502569,3.71464414528091,3.95523106401853
119,FL-Fort Myers,276618,3.592952359501,3.81798669560669
120,FL-Gainesville,86272,4.8934975951801,5.09586788929247
122,FL-Hudson,99499,4.49115190870069,5.01648289951028
123,FL-Jacksonville,231006,4.51938139593216,4.7483683053794
124,FL-Lakeland,60813,4.65673910303012,5.10570346259375
127,FL-Miami,459510,3.59103883434574,4.71543897819282
129,FL-Ocala,166556,4.09320374647814,4.43596649728544
130,FL-Orlando,614412,4.12585911844265,4.4968859177654
131,FL-Ormond Beach,96572,4.30307302547666,4.70549423502736
133,FL-Panama City,35236,5.05949942018961,5.22890269651342
134,FL-Pensacola,125473,4.66822630076538,4.84793914620297
137,FL-Sarasota,123035,3.48575512415511,3.65000886539043
139,FL-St. Petersburg,75942,4.58271972707554,4.9071014731526
140,FL-Tallahassee,108340,4.81330204623258,5.1383421040375
141,FL-Tampa,189127,4.39534016413796,4.86166353613636
142,GA-Albany,28191,4.63298642365226,4.91942032277511
144,GA-Atlanta,721252,4.41709203103137,4.6147152664826
145,GA-Augusta,95928,4.77390464414555,4.81867162681507
146,GA-Columbus,43618,4.92195572845495,5.07955165026368
147,GA-Macon,100162,4.99710613168945,5.11748405888621
148,GA-Rome,42801,5.58467048046929,5.6798733313811
