HSA Number,HSA Name,Medicare enrollees (2014),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2014),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2014)
2001,AK-Anchorage,27166,4.19621014749523,4.24171423160301
2016,AK-Barrow,458,,
2017,AK-Bethel,1410,5.2100243776374,5.20095115970167
2002,AK-Cordova,272,,
2018,AK-Dillingham,411,,
2003,AK-Fairbanks,9232,4.66890339170955,4.70882232304567
2004,AK-Homer,1961,3.68034599202914,3.77407522323302
2005,AK-Juneau,4388,4.73629925599107,4.72061509665886
2006,AK-Ketchikan,2416,4.57484505709246,4.6319558938259
2007,AK-Kodiak,1179,3.90672269229661,4.0133841771452
2019,AK-Kotzebue,458,,
2008,AK-Nome,472,,
2009,AK-Palmer,8755,4.46297594539752,4.49088666888861
2010,AK-Petersburg,568,,
2011,AK-Seward,473,,
2012,AK-Sitka,1110,4.68770047722957,4.67520548513044
2013,AK-Soldotna,5293,4.05118617716924,4.07702032601422
2014,AK-Valdez,343,,
2015,AK-Wrangell,405,,
1001,AL-Alabaster,14342,5.09511777161074,5.28507085862908
1002,AL-Alexander City,3575,5.45325298221691,5.74181840880686
1003,AL-Andalusia,4655,5.4004320179626,5.41733098531539
1004,AL-Anniston,16180,5.38698508642027,5.57150374215662
1006,AL-Ashland,2062,5.08904836208319,5.31534098937412
1007,AL-Athens,9738,5.22452706889989,5.25456449134456
1008,AL-Atmore,2562,6.51415129970819,6.63311349598009
1010,AL-Bessemer,14817,5.27816078245681,5.40034370276586
1011,AL-Birmingham,117877,4.7151996837618,4.73377947489282
1012,AL-Boaz,9531,5.44562927057628,5.6052024061043
1013,AL-Brewton,3942,5.20542988360744,5.31178034545061
1014,AL-Bridgeport,1405,6.07960406969697,6.25262994564204
1016,AL-Camden,1097,5.76260823977605,5.93895414014047
1017,AL-Carrollton,1977,5.02056877674455,5.02263533217155
1018,AL-Centre,4220,5.65249930535507,6.01783922312305
1019,AL-Centreville,1495,5.34934041183483,5.82475799968098
1022,AL-Cullman,14815,4.94561728779259,4.88730067616845
1023,AL-Dadeville,1807,3.96423575192046,4.12161429673318
1024,AL-Decatur,12034,4.84719992538933,4.89850798024359
1025,AL-Demopolis,2746,4.86495993709874,5.09012819518358
1026,AL-Dothan,29964,4.93259625498234,5.03713238402831
1027,AL-Elba,1421,5.58389512852216,5.31039514838493
1028,AL-Enterprise,5859,4.95014937454469,4.94320120217162
1029,AL-Eufaula,2837,5.42664464232402,5.95471048576373
1031,AL-Evergreen,1387,4.99159632130531,5.40331764298805
1032,AL-Fairhope,7502,4.41890965661769,4.7778214168675
1033,AL-Fayette,2467,5.14595681370318,5.29505137141542
1035,AL-Florala,771,5.4068728688781,5.57485897858681
1036,AL-Florence,16865,5.20059173816937,5.40355220047986
1037,AL-Foley,12950,4.20245215043318,4.14132038302492
1038,AL-Fort Payne,7485,5.59909758841104,5.86643817595477
1039,AL-Gadsden,16496,5.50999921454649,5.63913565174057
1040,AL-Geneva,2698,5.86672590432558,5.88841338341502
1044,AL-Greenville,3497,5.44351596196134,5.87632650104477
1045,AL-Grove Hill,1285,5.05174967505178,4.90396270877377
1046,AL-Guntersville,6236,5.33704213101419,5.43891821568044
1047,AL-Haleyville,3315,5.4382754733132,5.39073197296864
1048,AL-Hamilton,2362,5.27713430639435,4.94937246731166
1049,AL-Hartselle,5029,5.25347363762858,5.30960032268164
1051,AL-Huntsville,53738,4.62752121551683,4.71037038780944
1053,AL-Jacksonville,4886,5.41643561205782,5.52756439897446
1054,AL-Jasper,10072,5.64243240893288,5.6577235448525
1056,AL-Luverne,1557,5.52353992074419,4.99529759361229
1057,AL-Mobile,74948,4.99645536013084,5.06798479780466
1058,AL-Monroeville,3740,4.87437134102972,5.05739726916047
1059,AL-Montgomery,42858,4.87773882624724,4.7152850196411
1060,AL-Moulton,5344,6.12721965538695,6.40227582315676
1061,AL-Muscle Shoals/Sheffield,9615,5.64100964476293,5.77044248695316
1063,AL-Oneonta,3943,5.32026274046209,5.02518479159194
1064,AL-Opelika,17204,4.95323222809864,5.01330158308685
1065,AL-Opp,2448,6.08796228883724,6.12090227575346
1066,AL-Ozark,4086,4.87743168170234,4.96075112153938
1068,AL-Phenix City,8830,5.33043395710499,5.34976594669215
1070,AL-Prattville,5982,4.87289278770159,4.74466375866408
1071,AL-Red Bay,1112,5.71960003428653,6.05755719353919
1072,AL-Roanoke,2184,6.68955647671678,7.27124658530786
1073,AL-Russellville,4346,5.99763529481759,6.25500730359684
1074,AL-Scottsboro,6182,5.70113759971966,5.91898766545745
1075,AL-Selma,9377,4.9308876033488,5.10091088455807
1077,AL-Sylacauga,5594,5.15444174393654,5.40357110570638
1078,AL-Talladega,5526,5.29203185590089,5.60586102896371
1079,AL-Tallassee,2011,4.98792012885269,4.69811937050137
1080,AL-Thomasville,2413,4.58441315879597,4.6681013747176
1081,AL-Troy,5119,4.82024354801126,4.72478651850973
1082,AL-Tuscaloosa,27485,5.2271220828668,5.32591995083749
1083,AL-Union Springs,1373,4.47920194697339,4.00155692179447
1084,AL-Valley,5626,4.90680892300128,5.01355711336676
1085,AL-Vernon,1625,6.85327478540532,6.92112942030674
1086,AL-Wedowee,1661,4.93826788694534,4.90419376904955
1088,AL-Winfield,2763,6.0078831024699,6.13886681511067
4001,AR-Arkadelphia,3495,4.88501218903669,4.99759192246697
4002,AR-Ashdown,1721,5.6651803411394,5.67070243478917
4003,AR-Batesville,8362,5.23363914471903,5.31339383330436
4004,AR-Benton,10796,5.603397560414,5.70116156923127
4005,AR-Bentonville,12829,3.7570330308279,4.15020687078512
4006,AR-Berryville,2957,4.92270107999234,4.76980335194208
4007,AR-Blytheville,3606,5.20597992758573,5.35626640094417
4008,AR-Booneville,1447,5.51649728709145,6.25669042036708
4010,AR-Calico Rock,1906,4.84559857285493,4.85255099363818
4011,AR-Camden,4299,5.55138552182092,5.93671745431176
4012,AR-Cherokee Village,3340,5.01014178503604,4.83958375646385
4013,AR-Clarksville,3642,5.41623724610209,5.51755497031402
4015,AR-Conway,12610,5.05372341924805,5.05358424999382
4017,AR-Crossett,3341,5.82086380967326,6.02298730884269
4018,AR-Danville,1898,5.13042011117687,5.29343264554391
4019,AR-Dardanelle,1876,5.64837862742861,5.72369325082407
4020,AR-De Queen,2586,5.50191710675041,5.52652159696066
4021,AR-De Witt,1183,6.16429981847748,6.22132903971074
4023,AR-Dumas,1399,5.17155307846697,5.27320906908935
4024,AR-El Dorado,7448,5.31913876654135,5.37495136017576
4025,AR-Eureka Springs,2554,4.43905955146392,4.78341082353589
4026,AR-Fayetteville,15053,4.82859487670336,5.03620279175075
4027,AR-Fordyce,1392,5.35630263482666,5.35094091785355
4028,AR-Forrest City,3991,5.34237354289516,5.32881166949283
4029,AR-Fort Smith,36714,5.5140815508037,5.68746516844688
4030,AR-Gravette,2016,5.76200470847841,5.87150968750502
4031,AR-Harrison,10317,4.69738208302964,4.82205058178719
4032,AR-Heber Springs,3493,4.50630167154936,4.52144059576258
4033,AR-Helena,3186,5.62457848178337,5.86023551268475
4034,AR-Hope,3402,5.57350667659906,5.60394329474614
4035,AR-Hot Springs,29537,4.596103648481,4.73345362056208
4038,AR-Jacksonville,10551,4.94562222894433,4.9648848102456
4039,AR-Jonesboro,21150,5.75561923935675,5.73871403148696
4040,AR-Lake Village,1878,5.08405455468231,5.06066765996018
4041,AR-Little Rock,49242,4.61991838083359,4.70904194538117
4042,AR-Magnolia,4114,4.81013143708178,4.87587053683164
4043,AR-Malvern,4670,5.34255609252651,5.38017182933949
4045,AR-McGehee,1429,5.24737677739675,5.48427765303895
4046,AR-Mena,4268,5.53199619871947,5.7134882288992
4047,AR-Monticello,2465,5.40361612267484,5.61111284940824
4048,AR-Morrilton,3092,5.03463685599227,5.10922734022325
4049,AR-Mountain Home,17277,4.90513881401859,5.14641621136367
4050,AR-Mountain View,2740,4.36532293397279,4.67968002215129
4051,AR-Murfreesboro,981,5.65422199507282,5.19607496581134
4052,AR-Nashville,2705,4.90923089827214,5.08505687301448
4053,AR-Newport,3379,5.89673820621026,5.90989270050313
4054,AR-North Little Rock,14633,4.66924881642153,4.75366613118331
4055,AR-Osceola,1673,5.28820022097636,4.69992416900218
4056,AR-Ozark,1980,5.7675371838225,5.51029434635229
4057,AR-Paragould,7306,4.85599160086007,4.92074852885333
4059,AR-Piggott,1280,5.43640864672665,5.73529632780022
4060,AR-Pine Bluff,12826,4.87040391848164,4.84513934484378
4061,AR-Pocahontas,2964,5.0465139888436,4.75121526779239
4062,AR-Prescott,1022,5.05758771238622,5.18678349425114
4063,AR-Rogers,10713,4.85956369677492,4.87991704235287
4064,AR-Russellville,8811,4.81680692093876,4.98841612144472
4065,AR-Salem,1169,6.23663131608859,6.73631790332329
4066,AR-Searcy,14963,5.23946051470567,5.41683261018635
4067,AR-Siloam Springs,5696,5.29950636312143,5.8499211788581
4068,AR-Springdale,12450,4.87546533209944,5.06553024856383
4069,AR-Stuttgart,3595,5.14280793452208,5.46947074023052
4070,AR-Texarkana,6655,5.16823744136069,5.21593485811813
4072,AR-Waldron,1507,5.32095823324073,5.30855575904102
4074,AR-Warren,2066,4.65465049753283,4.55522147969359
4075,AR-West Memphis,6844,5.40950224396946,5.26046414914955
4076,AR-Wynne,3012,5.7387095212174,5.80220226218596
3002,AZ-Bisbee,2042,4.04848323307758,4.00352624686349
3003,AZ-Bullhead City,17976,5.34804074619659,5.32484394274951
3004,AZ-Casa Grande,19757,4.40703783987341,4.4914462615896
3005,AZ-Chandler,29664,3.73965124314769,3.64395950413161
3038,AZ-Chinle,2534,3.27914588855725,3.32025271898701
3047,AZ-Claypool,3531,5.17834506794012,5.40854141638096
3006,AZ-Cottonwood,20679,3.81595283002668,3.66597900882808
3007,AZ-Douglas,2816,3.42493392438766,3.15665279705621
3008,AZ-Flagstaff,9386,4.15518118541821,4.06501364788561
3009,AZ-Florence,3026,4.14128047346287,3.9332101072631
3010,AZ-Ganado,3343,3.52121682394371,3.50511153840743
3040,AZ-Keams Canyon,965,3.8748252070193,3.95993313005803
3014,AZ-Kingman,15777,5.23353240633285,5.41066997075165
3015,AZ-Lake Havasu City,14737,4.19586432415208,4.362473744576
3016,AZ-Mesa,135848,4.15656822817468,4.08117932025046
3019,AZ-Page,1136,4.54652761352554,4.35323933685209
3020,AZ-Parker,4593,5.5589443302704,5.43367809594977
3021,AZ-Payson,8308,4.42335118586412,4.58778965360748
3022,AZ-Phoenix,211707,4.33615462926213,4.16973718632578
3023,AZ-Prescott,35963,3.9646667423599,4.03068270789431
3024,AZ-Safford,4078,4.66537163870948,4.88466528199924
3042,AZ-San Carlos,668,,
3025,AZ-Scottsdale,54971,3.55221019161744,3.45428391385012
3026,AZ-Show Low,11171,4.50238307681808,4.79597306257825
3027,AZ-Sierra Vista,12698,4.10047108681273,4.15505230303287
3028,AZ-Springerville,2303,4.80715340620531,4.48487173146615
3029,AZ-Sun City,83939,3.57832279655599,3.59347032343288
3044,AZ-Tuba City,2984,3.17046169355517,3.24839795284395
3032,AZ-Tucson,180127,3.8970655782496,3.8588054673327
3033,AZ-Wickenburg,4385,5.13817509698886,4.96736664251916
3034,AZ-Willcox,1413,3.92677433400938,3.95647556570894
