HSA Number,HSA Name,Medicare enrollees (2002),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2002),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2002)
2001,AK-Anchorage               ,15467,5.3240878853731,5.35546106069894
2016,AK-Barrow                  ,237,,
2017,AK-Bethel                  ,1065,5.1754875173506,5.2102731052357
2002,AK-Cordova                 ,166,,
2018,AK-Dillingham              ,293,,
2003,AK-Fairbanks               ,5036,4.65206656272098,4.67400283265089
2004,AK-Homer                   ,979,6.40973540306168,6.4866885499479
2005,AK-Juneau                  ,2460,5.41021509050736,5.30255289915029
2006,AK-Ketchikan               ,1450,5.00018082089371,4.96591686089359
2007,AK-Kodiak                  ,645,4.48068218396597,4.36812463205074
2019,AK-Kotzebue                ,353,,
2008,AK-Nome                    ,351,,
2009,AK-Palmer                  ,3848,4.56741242622921,4.6535414370265
2010,AK-Petersburg              ,332,,
2011,AK-Seward                  ,289,,
2012,AK-Sitka                   ,729,4.03710428577611,4.09282768633627
2013,AK-Soldotna                ,2547,5.52752866214633,5.41808227727043
2014,AK-Valdez                  ,170,,
2015,AK-Wrangell                ,294,,
1001,AL-Alabaster               ,9551,6.13318651718039,6.47137536989396
1002,AL-Alexander City          ,3475,5.94789364089363,5.97591998809374
1003,AL-Andalusia               ,4124,5.93784113359647,5.94272951507292
1004,AL-Anniston                ,10623,6.31675789533324,6.34368227935798
1006,AL-Ashland                 ,1888,5.64660168572357,5.67575308404121
1007,AL-Athens                  ,6273,5.69203863447644,5.73097825004485
1008,AL-Atmore                  ,2110,5.68717994535955,5.70329568808997
1010,AL-Bessemer                ,12483,6.02728352947974,6.37885338513596
1011,AL-Birmingham              ,94313,5.89465279297017,6.09926680648098
1012,AL-Boaz                    ,8323,6.79554484325054,6.84882516342864
1013,AL-Brewton                 ,3214,5.82733597934689,5.85562720606983
1014,AL-Bridgeport              ,1171,8.84222167641745,8.88417014580989
1016,AL-Camden                  ,962,5.29303169235649,5.29562780282838
1017,AL-Carrollton              ,2230,6.33392747213158,6.34888252265885
1018,AL-Centre                  ,2969,7.37632867088054,7.43856317013788
1019,AL-Centreville             ,1180,6.32442061696514,6.24149653275997
1022,AL-Cullman                 ,11619,6.40495807931862,6.38894360872413
1023,AL-Dadeville               ,1344,8.47315631204323,8.35653487741905
1024,AL-Decatur                 ,9020,5.62074633841473,5.651015410415
1025,AL-Demopolis               ,2420,5.63200880710815,5.65370245627754
