HSA #,HSA name,State,Medicare enrollees (20% sample) (2003),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2003)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2003)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2003)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2003)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2003)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2003)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2003)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2003)"
10053,Jay,FL,136,6274.11,6886.86,3140.19,3604.49,1580.06,1654.66,962.65,1041.02,,,,,232.74,234.83
10054,Jupiter,FL,1920,7307.58,7278.9,2950.05,3106.89,2782.28,2649.6,793.7,775.98,385.1,381.2,210.26,190.69,165.01,163.69
10055,Key West,FL,724,7715.66,7142.01,4137.59,3672.07,2326.88,2168.69,576.83,595.78,347.64,366.53,,,229.7,227.55
10056,Kissimmee,FL,2360,7032.37,7296.01,3682.67,3959.64,2220.9,2219.77,409.8,414.67,302.38,307.03,201.85,175.91,226.81,231.57
10058,Lake City,FL,1613,6832.49,7113.94,3392.97,3683.78,2078.99,2060.43,531.96,550.33,261.8,272.33,281.2,260.87,293.64,294.88
10059,Lake Wales,FL,1531,6831.19,7283.83,3378.25,3810.66,2204.23,2195.77,522.63,533.61,273.9,282.69,149.8,158.04,296.26,300.3
10061,Lakeland,FL,6494,6445.33,6827,2932.87,3335.67,2329.21,2290.73,327.3,333.23,336.22,347.7,231.12,232.01,285.75,289.06
10062,Largo,FL,4677,7499.12,8051.5,3455.97,3947.4,2539.75,2544.23,479.12,495.54,433.32,453.53,304.95,320.55,262.78,264.72
10063,Leesburg,FL,6699,6110.19,6413.73,2596.99,2917.45,2275.74,2252.78,512.25,517.93,297.52,302.3,179.3,180.42,221.21,224.83
10064,Lehigh Acres,FL,1068,5655.28,5749.36,2165.8,2445.64,2456.41,2297.07,395.75,396.15,215.92,219.22,179.22,151.03,238.25,234.98
10069,Madison,FL,251,5235.9,5732.68,2505.57,2869.55,1476.17,1508.19,626.48,666.83,109.68,116.11,,,338.18,370.75
10070,Marathon,FL,417,7468.09,6777.2,4341.19,3771.3,2045.45,1913.35,469.49,482.48,246.58,258.38,,,223.91,224.04
10071,Margate,FL,830,9777.23,9753.76,4367.09,4716.62,3641.07,3414.93,591.98,571.97,587.75,571.78,323.86,221.79,250.35,253.36
10072,Marianna,FL,1052,5638.06,6294.29,2695.27,3225.3,1555.78,1623.57,549.64,587.32,286.75,305.05,266.76,263.74,285.46,289.04
10073,Melbourne,FL,7035,7035.2,7274.51,3207.11,3493.79,2596.19,2576.04,468.9,456.59,281.82,276.42,281.21,272.67,187.13,189.04
10074,Miami,FL,18079,11224.34,10681.82,4405.91,4069.64,3238.39,3020.65,929.85,933.68,656.01,660.52,228.62,182.21,1386.45,1368.96
10075,Miami Beach,FL,2246,11339.76,10925.07,4793.88,4633.42,3488.42,3263.79,939.19,936.81,558.33,560.03,191.6,160.09,1234.25,1214.68
10076,Milton,FL,946,7477.05,7824.64,3750.18,4061.54,1970.49,2006.49,766.18,818.43,181.79,196.69,555.13,477.64,299.57,302.02
10077,Naples,FL,11506,6880.82,6911.17,2848.91,3056.41,2957.93,2808.59,467.08,462.49,230.1,230.18,176.45,163.92,141.43,142.52
10078,New Port Richey,FL,5834,7117.37,7544.81,3074.38,3544.89,2627.18,2584.35,512.93,530.36,409.64,428.88,258.5,225.77,219.78,221.64
10079,New Smyrna Beach,FL,1791,5743.28,6118.6,2498.81,2837.11,1928.96,1940.18,750.03,773.21,209.2,217.61,156.79,155.91,182.25,182.65
10080,Niceville,FL,1072,7166.19,7496.32,3315.6,3706.67,2410.37,2374.29,576.09,583.24,266.4,273.5,322.58,282.58,263.83,270.24
10083,Ocala,FL,13286,6155.99,6467.59,2662.98,3028.38,2417.24,2372.71,406.07,411.36,238.73,245.04,162.98,143.95,240.9,243.94
10084,Okeechobee,FL,1025,9786.36,9981.41,5062.93,5294.38,3272.11,3193.24,501.77,502.58,399.55,399.73,94.95,84.74,427.1,482.41
10085,Orange Park,FL,2523,7307.41,7602.5,3519.98,3828.5,2322.96,2304.8,597.8,607.18,271.06,278.5,315.61,305.21,275.42,278.24
10086,Orlando,FL,17097,7317.66,7484.86,3623.08,3828.33,2368.26,2349.93,509.35,512.26,294.47,297.93,286.88,255.67,245.83,249.1
10087,Ormond Beach,FL,2540,6241.91,6676.88,2814.38,3200.87,2029.67,2032.54,753.18,773.61,300.16,310.93,146.49,153.22,191.88,203.55
10088,Pahokee,FL,90,9785.3,10049.48,4904.56,5364.15,3252.41,3081.55,703.21,698.27,,,,,556.96,564.38
10089,Palatka,FL,2302,7486.52,7719.35,3726.28,3913.72,2364.44,2367.1,625.02,648.74,216.44,226.56,226.04,230.91,324.84,330.22
10090,Palm Beach Gardens,FL,2517,7646.14,7605.23,2923.26,3080.32,3103.89,2960.46,812.2,791.88,388.65,385.94,249.8,229.07,149.29,149.47
10091,Panama City,FL,4249,7474,7941.39,3674.74,4104.87,2244.56,2240.89,599.68,631.95,309.88,329.71,326.03,321.82,330.18,329.95
10092,Pembroke Pines,FL,1975,8704.72,8438.31,3651.54,3681.73,3163.85,2967.14,654.52,636.33,643.43,630.45,309.52,239.4,274.87,273.3
10093,Pensacola,FL,7773,6643.62,7105.49,3125.18,3559.05,1960.32,1995.68,680.22,728.37,226.89,244.63,418.97,339.81,246.73,247.12
10096,Plant City,FL,1048,6668.88,7003.48,3030.43,3335.87,2224.83,2202.83,441.91,458.95,399.33,411.06,273.76,300.63,307.23,311.91
10097,Plantation,FL,2604,9391.57,9156.18,4022.75,4147.24,3461.05,3233.47,601.45,581.45,773.84,753.4,273.94,191.79,240.06,238.5
10098,Pompano Beach,FL,2037,8693.72,8526.62,3675.06,3812.39,3265.57,3074.72,699.96,677.31,665.9,649.09,166.69,106.08,251.07,249.06
10099,Port Charlotte,FL,5708,7065.56,7490.92,3015.45,3424.05,2778.15,2775.54,527.13,539.2,354.39,363.32,126.02,120.39,252.98,261.05
10100,Port St Joe,FL,296,6939.82,7502.25,3496.04,3948.3,1731.66,1765.66,414.44,436.63,378.33,408.57,793.94,838.17,264.81,263
10101,Port St Lucie,FL,3824,7714.75,7717.72,3349.33,3589.98,3149.04,2935.69,457.51,452.59,393.21,392.18,118.13,108.74,216.74,216.42
10102,Punta Gorda,FL,2118,7293.54,7588.36,3104.86,3406.95,2964.78,2949.69,561.37,574.24,332.54,341.47,91.22,82.07,195.25,198.45
10104,Rockledge,FL,2656,7605.68,7852.36,3654.29,3948.87,2500.38,2483.75,545.07,529.55,337.18,329.86,358.26,346.76,219.23,224.53
10105,Safety Harbor,FL,2965,6681.6,7153.41,2734.14,3154.02,2516.5,2519.42,532.5,550.41,395.51,414.02,254.11,262.95,237.91,247.56
10106,Sanford,FL,2891,6934.17,7280.25,3276.16,3632.34,2349.17,2325.12,551.16,560.55,264.96,272.09,230.53,220.92,266.3,272.75
10107,Sarasota,FL,10592,6648.24,6965.25,2732.83,3060.33,2717.78,2709.81,548.3,552.8,300.49,307.25,156.26,146.28,182.24,183.9
10108,Sebastian,FL,1771,7510.75,7626.2,3436.04,3739.44,2849.15,2697.23,463.13,452.24,356.79,360.67,138.24,118.39,233.53,233.24
10109,Sebring,FL,2544,7204.35,7568.35,3305.64,3617.2,2466.52,2465.1,575.71,594.04,300.99,309.73,251.96,278.79,293.54,298.58
10111,South Miami,FL,384,7868.35,7598.71,2993.59,2930.97,2856.21,2654.05,692.47,691.71,356.58,358.54,139,127.63,775.06,762.63
10112,Spring Hill,FL,5071,7631.25,8073.39,3503.95,4021.8,2772.24,2716.36,480.91,498.14,361.68,375.4,267.86,218.8,224.93,228.59
10113,St. Augustine,FL,2834,7331.3,7667.07,3379.5,3719.76,2670.67,2648.93,452.65,460.65,345.03,353.83,240.15,243.07,235.31,237.1
10114,St. Cloud,FL,914,7630.78,7581.74,3841.51,3865.36,2410.09,2381.18,523.91,525.09,299.27,303.13,288.48,233.72,259.14,265.7
10115,St. Petersburg,FL,10185,7159.05,7533.69,3272.76,3601.35,2468.46,2459.79,541.32,560.6,400.87,419.08,241.85,251.41,228.42,234.35
10117,Stuart,FL,5676,6954.03,6951.89,2789.48,2996.36,2751.38,2578.94,640.47,632.33,374.98,373.9,200.63,178.52,178.05,183.09
10118,Sun City Center,FL,2640,6802.51,7114.44,2962.22,3281.88,2529.66,2496.6,553.91,568.37,373.98,387.53,195.63,196.36,177.95,178.36
10119,Tallahassee,FL,5350,5873.63,6311.29,2878.81,3201.98,1659.15,1690.47,479.26,513.89,307.32,332.05,277.17,287.4,271.91,279.97
10120,Tamarac,FL,1422,9429.98,9247.54,3654.03,3803.39,3885.4,3668.52,764.12,736.57,704.92,684.23,189.29,137.95,250.67,247.34
10121,Tampa,FL,10535,6998.4,7399.1,3261.9,3607.2,2285.35,2286.7,522.91,543.73,383.11,399.03,351.43,364.5,202.49,204.94
10122,Tarpon Springs,FL,896,6498.93,6923.25,2541.39,2951.89,2500.18,2480.4,511.73,529.26,406.86,425.92,328.34,333.22,200.79,201.93
10123,Tavernier,FL,614,7276.63,7066.7,3244.54,3181.02,2439.13,2257.42,690.31,696.02,428.51,444.24,177.42,167.23,287.2,321.23
10124,Titusville,FL,2022,7179.09,7389.87,3518.4,3760.58,2231.48,2227.48,616.05,599.52,336.36,330.15,282.61,272.34,195.38,203.4
10125,Venice,FL,5022,6133.7,6377.47,2259.73,2535.62,2775.47,2744.24,509.64,515.57,263.33,269.02,117.7,113.42,180.72,182.79
10126,Vero Beach,FL,5239,7023.48,7029.9,2900.94,3074.19,2919.78,2739.46,486.28,499.58,384.64,398.41,127.73,120.73,192.24,193.54
10128,West Palm Beach,FL,5746,8212.31,8052.18,3444.43,3503.77,3067.2,2924.28,703.4,687.41,533.64,528.32,277.55,222.56,197.6,198.99
10131,Winter Haven,FL,5647,6662.05,7028.58,3103.83,3460.65,2293.35,2276.65,427.16,435.49,309.44,319.61,236.81,242.73,288.81,295.33
10132,Winter Park,FL,1773,6905.37,7194.84,3255.63,3555.27,2343.09,2339.52,550.76,554.1,289.7,293.7,246.29,231.21,214.21,216.57
10133,Zephyrhills,FL,1618,6943.62,7256.21,3130.63,3498.03,2448.13,2420.64,567.57,586.52,292.52,304.91,203.67,147.16,280.44,283.9
10135,Ocoee,FL,1044,7548.26,7765.74,3808.95,4011.67,2345.12,2353.45,577.76,581.55,216.15,218.76,345.63,339.3,262.87,269.48
11001,Adel,GA,339,6967.46,8025.19,3502.71,4321.1,1718.87,1822.2,553.49,604.33,342.63,378.69,277.27,336.55,562.79,556.37
11002,Albany,GA,3496,6324.48,6230.19,3216.55,3055.69,1449.57,1556.92,889.15,853.48,249.09,248.15,244.97,250.93,247.6,244.84
11003,Alma,GA,347,8177.43,8959.48,4061.08,4698.88,2057.28,2084.95,764.48,835.02,737.25,813.37,,,485.29,468.23
11004,Americus,GA,831,5437.26,5920.34,3003.29,3283.25,1129.78,1243.8,738.3,785.33,197.97,208.8,147.5,181.22,185.8,186.19
11005,Arlington,GA,112,5676.04,6162.16,2336.46,2590.9,1063.67,1143.56,1750.97,1890.79,231.12,223.91,,,150.84,149.06
11006,Athens,GA,3647,5421.61,5641.19,2607.19,2711.42,1542.03,1651.62,537.31,525.13,205.52,205,311.29,328.99,221.36,223.27
11007,Atlanta,GA,16912,6138.58,6061.15,3009.44,3002.82,1940.16,1891.43,598.64,590.52,287.09,284.44,153.27,136.93,169.14,168.17
11008,Augusta,GA,7926,5977.09,5967.13,3215.48,3184.51,1661.35,1704.18,570.62,555.38,201.83,198.74,103.89,103.68,221.24,221.22
11009,Austell,GA,1806,7079.54,7131.56,3576.94,3749.8,2256.54,2189.37,570.63,562.24,242.91,240.97,194.97,154.5,231.83,228.37
11010,Bainbridge,GA,639,4447.96,5170.61,2056.93,2464.18,1129.19,1214.08,519.11,567.65,138.09,151.88,412.37,486.43,213.62,300.89
11011,Baxley,GA,322,5743.82,6454.62,2510.1,3055.09,1910.91,2001.26,569.19,616.72,394.79,436.16,,,284.65,275.34
11013,Blairsville,GA,718,5399.24,5833.02,2290.76,2600.57,1708.29,1742.13,698.23,753.76,360.51,397.4,,,272.54,269.24
11014,Blakely,GA,301,4769.48,5438.84,1992.86,2384.16,1417.84,1554.17,978.51,1070.48,,,,,182.53,182.58
11015,Blue Ridge,GA,723,7724.36,8217.75,4034.61,4448.36,2210.42,2230.62,595.12,632.7,423.2,431.29,126.74,144.49,341.04,341.31
11017,Bremen,GA,607,6152.1,6186.91,3023.04,2960.76,1624.65,1668.36,910.91,959.15,248.04,249.29,,,247.6,246.27
11018,Brunswick,GA,2368,6277.57,6616.42,3137.79,3356.41,1992.44,2076.85,485.76,528.86,237.84,261.93,128.28,96.76,300.91,298.27
11020,Cairo,GA,526,5397.71,6134.66,2589.1,3119.72,1426.32,1503.24,842.11,923.33,159.77,176.38,,,231.85,233.58
11021,Calhoun,GA,793,6830.83,7443.3,3937.34,4321.09,1683.81,1819.52,681.09,740.23,237.93,258.15,,,233.37,233.62
11023,Canton,GA,994,6155.44,6219.64,2588.22,2728.58,1989.3,1911.67,535.49,528.09,374.83,371.65,417.78,444.15,258,257.29
11024,Carrollton,GA,1675,6270.38,6427.55,3160.86,3258.85,1649.29,1702.08,609.06,607.07,322.36,321.26,248.92,262.45,282.69,279.52
11025,Cartersville,GA,1090,6463.73,6742.71,3310.72,3489.48,1754.96,1807.05,497.92,496.98,449.73,493.15,210.71,224.34,254.4,250.11
11028,Claxton,GA,227,5374.39,6191.13,2708.08,3309.43,1410.96,1506.52,423.06,458.55,315.18,347.92,,,258.49,259.01
11029,Clayton,GA,528,5972.6,6435.79,2810.75,3163.34,1482.07,1558.8,480.76,518.89,798.77,812.14,105.43,94.37,357.66,355.27
11030,Cochran,GA,337,5844.95,6096.86,2497.47,2542.65,1561.82,1647.27,880.96,938.64,283.57,307.05,,,360.96,362.36
11031,Colquitt,GA,172,5334.37,6227.81,2464.97,2922.59,1112.78,1192.26,763.55,804.5,202.69,218.13,,,176.5,337.6
11032,Columbus,GA,5267,5281.2,5845.5,2317.64,2666.92,1664.71,1776.62,567.99,617.46,176.37,191.68,394.34,428.63,189.81,188.76
11033,Commerce,GA,433,5462.02,5937.95,2688.46,3004.43,1332.89,1447.24,680.44,696.54,188.36,193.97,253.85,278.98,319.22,319.24
11034,Conyers,GA,1214,6224.95,6110.77,3182.84,3159.71,1994.21,1940.49,450.07,442.73,254.55,252.4,122.21,95.11,217.36,214.95
11035,Cordele,GA,556,5757.34,6345.41,2860.14,3243.86,1221.62,1336.18,993.63,1048.42,307.8,334.43,,,295.36,295.59
11036,Covington,GA,1349,6448.6,6494.39,3270.93,3395.87,1936.47,1893.45,536.74,529.62,267.9,265.66,182.93,155.28,257.32,257.19
11038,Cuthbert,GA,267,4717.92,5229.1,1923.77,2227.21,1114.35,1183.43,945.97,1018.23,146.55,144.32,,,295.36,290.57
11039,Dahlonega,GA,409,6109.49,6583.44,3046.68,3357.53,1665.85,1732.24,709.46,767.57,225.6,247.06,,,291.33,290.25
11040,Dallas,GA,632,6929.34,7271.45,3492.23,3909.23,2013.65,1951.18,559.06,552.81,315.58,313.65,271.13,280.83,284.8,281.31
11041,Dalton,GA,2451,5628.02,6181.62,2619.75,2959.15,1627.26,1732.73,617.89,673.02,216.68,234.21,262.06,308.13,282.93,279.32
11043,Decatur,GA,2048,6148.49,6003.08,3066.37,2999.08,1985.23,1947.4,582.14,574.34,266.89,263.44,107.9,79.27,163.92,162.88
11044,Demorest,GA,735,4915.69,5434.17,2351.46,2715.55,1465.31,1561.93,552.31,599.22,280.36,295.21,,,223.62,222.12
11045,Donalsonville,GA,301,5358.69,6297.07,2474.32,3058.97,1342.83,1454.67,697.83,765.48,144.87,159.81,517.81,611.24,185.12,244.28
11046,Douglas,GA,790,6853.75,7568.3,3479.45,3973.46,1770.34,1871.37,656.9,715.85,370.94,409.04,,,409.32,407.33
11047,Douglasville,GA,970,7507.08,7663.8,3562.57,3810.93,2538.85,2465.83,644.59,634.23,303.82,302.57,171.45,173.03,271.7,268.15
11048,Dublin,GA,1397,5633.45,6249.34,2514.82,2901.04,1692.55,1789.01,552,600.83,336.3,370.73,186.72,223.36,343.77,348.89
11049,East Point,GA,1115,5615.92,5543.05,2671.79,2687.38,1858.3,1813.39,590.73,583.76,205.69,203.92,131.17,89.62,196.26,193.15
11050,Eastman,GA,491,8459.9,9376.85,4012.98,4637.13,1820.25,1899.38,732.35,792.87,1070.63,1182.67,,,561.45,557.95
11051,Eatonton,GA,470,6732.27,7026.5,3138.71,3256.5,1918.53,1977.56,951.9,1025.09,287.41,317.43,,,277.56,273.32
11052,Elberton,GA,500,5323.83,5892.89,2873.67,3285.09,1455.09,1547.49,381.39,392.7,323.05,348.14,,,141.61,153.4
11053,Ellijay,GA,583,7242.83,7746.59,3946.11,4300.13,1755.15,1793.72,679.15,721.02,264.92,273.98,348.09,421.54,284.78,284.18
11054,Fitzgerald,GA,578,6908.97,7682.98,3701.43,4277.24,1708.3,1780.21,651.51,705.86,240.42,264.73,251.2,305.78,350.09,345.35
11055,Folkston,GA,159,10308.82,10975.83,5843.42,6298.03,2204.19,2254.83,850.74,929.05,626.62,691.23,,,566.81,557.93
11056,Forsyth,GA,250,7657.8,7712.97,4611.84,4504.72,1448.14,1528.41,735.97,787.81,259.47,269.15,,,316.17,296.15
11057,Fort Oglethorpe,GA,1880,6988.64,7696.45,3797.12,4336.29,1633.55,1774.76,649.64,679.42,308.57,325.23,273.94,254.52,347.14,346.84
11058,Fort Valley,GA,335,5829.92,6139.98,2676.46,2801.2,1695.61,1817.1,849.13,883.94,153.6,161.72,,,236.63,234.52
11059,Gainesville,GA,4149,5889.19,6312.19,2864.3,3155.75,1742.84,1809.5,537.77,581.23,315.49,342.87,143.28,142.47,285.47,283.56
11060,Glenwood,GA,72,8146.93,8975.05,4596.75,4972.97,1489.72,1593.8,1019.18,1117.94,,,,,600.14,791.94
11061,Greensboro,GA,401,5427.81,5687.84,2402.56,2538.43,1513.76,1579.46,919.74,944.51,321.54,348.4,,,208.04,205.08
11062,Griffin,GA,1574,5457.14,5480.98,2804.62,2859.05,1439.63,1476.75,547.29,542.17,165.65,165.37,248.93,191.65,250.88,246.2
11063,Hahira,GA,151,6307.6,7075.1,2982.7,3472.82,1535.02,1656.13,793.1,860.55,301.76,328.6,,,356.86,356.64
11064,Hartwell,GA,606,5482.91,5958.71,2639.1,2960.2,1391.19,1477.12,523.15,541.39,498.37,535.91,250.69,267.01,203.86,203.92
11065,Hawkinsville,GA,285,6900.2,7388.92,3680.23,4051.92,1866.44,1958.17,728.45,752.25,315.91,336.42,,,200.17,198.19
11066,Hazlehurst,GA,332,6476.6,7282.22,2985.7,3552.16,1850.14,1938.59,656,713.65,580.05,641.04,,,276.28,280.75
11067,Hiawassee,GA,454,6106.63,6664.54,2577.31,2907.8,1675.41,1770.53,1005.42,1085.25,386.93,427.94,,,267.9,265.01
11068,Hinesville,GA,256,5416.91,5585.04,2908.65,2962.59,1438.74,1547.67,563.76,605.38,182.51,186.67,,,185.25,183.08
11069,Homerville,GA,115,7230.95,7817.55,2900.63,3054.22,1471.32,1599.93,1185.96,1302.74,995.81,1101.59,,,352.39,365.68
11070,Jackson,GA,432,5653.65,5642.01,2553.27,2522.29,1607.63,1617.27,812.75,805.27,241.28,240.84,,,240.76,246.58
11071,Jasper,GA,649,6385.78,6561.2,3318.66,3516.31,1816.59,1798.75,593.11,585.81,223.5,222.6,177.93,187.75,250.89,248.89
11072,Jesup,GA,730,6642.84,7219.08,3416.18,3785.68,1937.28,2053.63,619.02,667.1,289.56,318.35,,,267.56,265.84
11073,La Grange,GA,1729,5418.01,6052.44,2822.19,3330.2,1586.13,1655.17,471.85,507.66,191.75,209.46,139.48,141.56,212.72,213.14
11074,Lakeland,GA,124,8501.91,9595.04,4488.75,5300.53,2022.36,2138.39,995.87,1093.55,,,,,393.23,379.59
11075,Lawrenceville,GA,3330,6514.38,6540.74,3135.94,3234.76,2025.59,2003.33,532.01,527.01,352.05,352.18,196.77,154.36,270.42,266.37
11077,Louisville,GA,244,4879.54,5303.45,2447.83,2759.28,1141.73,1174.66,844.92,902.58,147.39,159.7,,,259.31,257.9
11078,Macon,GA,5336,7058.59,7335.81,3706.81,3832.23,1821.27,1913.16,737.29,762.87,197.44,204.22,364.96,397.62,238.54,237.33
11080,Marietta,GA,5063,6544.11,6561.67,3243.01,3347.95,2105.19,2035.05,486.93,479.34,287.83,286.34,222.9,218.78,195.7,194.96
11081,McRae,GA,191,8143.95,8691.04,4282.35,4554.55,1738.92,1864.79,875.41,958.42,698.72,771.17,,,454.97,447.63
11082,Metter,GA,451,5580.21,6193.69,2862.9,3344.73,1518.7,1579.38,549.6,595.41,282.78,312.31,112.34,114.69,247.48,236.54
11083,Milledgeville,GA,718,7046.12,7439.63,3840.29,4074.05,1795.67,1872.5,858.07,924.26,159.23,162.8,96.64,116.13,279.11,276.76
11084,Millen,GA,258,4513.74,4780.9,2293.33,2391.91,1051.93,1169.35,558.92,586.29,258.78,278.32,,,289.47,296.5
11085,Monroe,GA,800,7174.91,7482.35,3712.43,4067.63,2054.05,2025.79,533.6,523.48,331.77,328.3,276.13,275.98,280.12,279.01
11086,Montezuma,GA,330,7129.35,7901.11,3835.72,4362,1492.09,1575.59,1024.13,1102.17,282.45,310.56,229.45,273.65,200.31,204.99
11088,Moultrie,GA,1037,6092.8,6695.61,3107.43,3557.46,1400.24,1439.41,893.07,960.26,211.82,231.59,148.7,176.47,324.79,321.77
11089,Nashville,GA,285,7757.11,8474.71,4374.34,4926.88,1749.31,1776.22,694.19,755.63,327.93,362.78,259.31,312.14,369.86,367.31
11090,Newnan,GA,1810,6268.29,6574.52,3271.63,3537.93,1785.54,1833.35,465.81,459.68,285.34,284.82,219.07,222.15,247.11,244.79
11091,Ocilla,GA,184,8608.1,9597.01,4927.43,5630.9,1675.48,1785.19,882.95,966.83,349.54,386.16,,,363.5,352.34
11092,Perry,GA,418,6473.64,6930.74,3558.59,3869.65,1764.73,1861.67,571.74,589.07,213.96,226.08,143.53,164.5,223.33,227.23
11093,Quitman,GA,256,6464.53,7398.67,2755.96,3408.44,1923.66,2000.67,1074.7,1181.25,195.45,215.36,228.01,282.16,320.94,316.56
11094,Reidsville,GA,91,7201.51,7683.5,3366.47,3647.29,1827.86,1875.37,736.72,767.39,,,,,164.92,164.49
11095,Richland,GA,140,6181.74,7175.28,3513.02,4296.75,1281.73,1415.44,1039.34,1097.45,,,,,132.45,134.96
11096,Riverdale,GA,1815,7216.83,7154.73,3727.43,3769.25,2253.12,2199.03,589.9,581.99,273.43,271.38,151.49,110.17,229.69,227.38
11098,Rome,GA,4374,6126,6670.96,3008,3361.51,1774.21,1859.23,542.91,589.07,315.57,345.72,232.13,264.67,257.06,257.47
11099,Roswell,GA,2820,6007.86,6160.05,2630.75,2858.76,2201.96,2153.56,472.52,464.86,302.85,309.49,184.72,166.83,198.09,195.8
11100,Royston,GA,885,5359.66,5836.96,2624.87,2978.86,1408.83,1496.07,492.87,494.87,492.77,515.41,78.19,94.3,270.94,269.18
11101,Sandersville,GA,691,5145.53,5530.88,2575.53,2749.74,1212.43,1305.93,688.16,744.22,183.03,198.57,192.42,235.75,265.24,267.17
11102,Savannah,GA,7075,6250.44,6562.69,3082.57,3277.75,1948.05,2058.96,529.74,543.74,209.56,216.51,288.92,275.66,216.85,215.16
11103,Smyrna,GA,831,6405.19,6578.6,2966.3,3236.83,2063.04,2004.54,533.38,526.45,396.03,392.34,255.5,233.77,195.51,192.63
11104,Snellville,GA,981,6179.17,6096.85,3106.62,3100.16,1951.23,1921.89,445.94,439.24,304.64,302.76,168.48,128.05,196.38,197.72
11105,Sparta,GA,233,5366.57,5649.67,2479.61,2578.95,1579.3,1632.42,842.7,905.09,89.88,99.02,,,200.56,198.75
11107,St. Marys,GA,368,5752.89,5933.64,2723.25,2765.65,1896.13,1976.14,587.55,623.63,179.72,194.62,,,318.05,318.66
11108,Statesboro,GA,989,6490.91,6888.97,3240.78,3461.4,1907.42,1997.49,685.9,735.08,306.24,334.53,89.63,98.6,251.11,250.76
11109,Stockbridge,GA,1767,6572.32,6495.02,3207.78,3224.16,2130.33,2090.16,517.97,509.93,353.42,350.62,131.08,85.08,227.08,225.97
11111,Swainsboro,GA,364,7044.4,7675.64,3670.13,4110.74,1694.96,1750.78,715.55,768.2,219.83,239.13,491.22,567.98,253.56,239.71
11112,Sylvania,GA,337,6925.92,7383.28,3324.84,3518.7,1823.89,1946,931.34,999.07,176.34,189.45,482.54,533.76,216.29,225.61
11114,Thomaston,GA,1163,5544.1,5806.14,3255.5,3412.36,1296.14,1348.51,569.54,608.9,115.08,121.33,109.24,118.29,195,195.69
11115,Thomasville,GA,1368,5373.11,6066.54,2724.63,3248.66,1454.07,1535.57,735.06,795.88,137.46,151.19,99.19,114.13,219.65,215.69
11116,Thomson,GA,404,7059.12,7186.72,3620.16,3702.02,1686.71,1765.04,730.06,707.15,398.87,387.46,300.76,306.45,307.34,307.98
11117,Tifton,GA,1126,5577.13,6158.63,2646.43,3061.96,1669.21,1734.58,597.88,646.6,234.06,257.16,90.24,101.37,331.24,346.95
11118,Toccoa,GA,745,4952.28,5614.62,2362.52,2877.41,1365.04,1457.21,589.07,633.12,339.02,342.33,88.37,100.79,206.5,202.48
11119,Valdosta,GA,1727,6571.62,7321.13,3044.25,3530.56,1767.66,1878.5,821.19,901.11,323.53,355.7,244.62,290.59,353.88,347.74
11120,Vidalia,GA,775,6689.51,7171.36,3219.73,3441.81,1786.7,1894.87,761.44,825.54,381.15,420.12,244.31,294.54,289.84,287.74
11121,Vienna,GA,264,5036.98,5638.24,2803.04,3259.2,1253.95,1326.52,391.08,414.61,255.46,281.7,,,145.44,149.23
11122,Villa Rica,GA,353,5357.5,5530.64,2513.17,2712.52,1571.66,1617.33,493.5,489.06,319.64,315.92,,,253.65,251.8
11124,Warner Robins,GA,1674,7713.14,8097.27,4237.21,4447.91,2155.98,2269.71,682.77,705.2,195.98,210.15,196.15,223.4,240.63,240.96
11125,Washington,GA,398,5525.87,5907.75,2594.94,2805.73,1272.94,1331.98,770.74,810.97,521.71,571.26,,,208.35,206.86
11126,Waycross,GA,1412,6986.07,7655.35,3681.21,4177.24,2137.53,2220.6,552.3,602.42,300.64,330.16,49.22,59.4,267.48,267.73
11127,Waynesboro,GA,397,6464.71,7028.11,3761.67,4229.28,1345.46,1397,672.23,704.9,277.14,295.65,,,264.85,261.02
11128,Winder,GA,703,5856.06,6053.42,2847.01,2970.85,1777.86,1865.13,548.06,537.93,317.74,312.94,,,287.62,292.16
12001,Hilo,HI,1768,4769.76,4876.93,2369.37,2490.8,1531.09,1521.82,453.38,456.16,99,100.11,244.87,248.94,102.95,91.84
12003,Honolulu,HI,11452,5051.13,5186.76,2622.64,2747.95,1462.48,1513.06,669.44,650.31,97.04,95.24,97.55,86.94,107.64,101.83
