HSA #,HSA label,Medicare Enrollees (CMHS 5% Sample) (1992),Total Medicare reimbursements per enrollee (Part A and B) (1992),Total Part A Medicare reimbursements per enrollee (1992),Total Part B Medicare reimbursements per enrollee (1992),Medicare reimbursements for inpatient short stays per enrollee (1992),Medicare reimbursements for inpatient long stays per enrollee (1992),Medicare reimbursements for outpatient services per enrollee (1992),Part B Medicare reimbursements for professional & laboratory services per enrollee (1992),Part B Medicare reimbursements for medical & surgical services per enrollee (1992),Part B Medicare reimbursements for medical care per enrollee (1992),Part B Medicare reimbursements for surgical services per enrollee (1992),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (1992)",Part B Medicare reimbursements for durable medical equipment per enrollee (1992),Medicare reimbursements for home health services per enrollee (1992),Medicare reimbursements for hospice services per enrollee (1992),Medicare reimbursements for skilled nursing facilities per enrollee (1992)
49001,VA-Abingdon,257.166412353516,2034.30791042685,1335.11155635456,698.938866978128,1190.9890253981,,145.777096916326,446.735835214526,280.307415688044,140.885983345373,139.35424971378,166.678754506142,45.0048572919716,,,
49002,VA-Alexandria,955.915573120117,3689.42583724671,2190.02556290152,1497.17021769824,1805.86684731903,,291.821945059581,1034.97689093814,725.953593072422,437.284210746438,289.0792892418,308.914120840096,55.9459015271497,184.429396091772,,
49003,VA-Arlington,853.748794555664,3479.17487028081,1935.41060392146,1545.85688787364,1708.00852573899,,355.571702214046,1010.78179970676,701.940559170152,426.107571564025,275.322532140009,308.944942987222,71.5123349985376,134.196537270321,,
49004,VA-Bedford,186.916397094727,2754.80169642531,1904.06284070762,852.545400051216,1612.40099783439,,202.752838339414,546.144268907742,398.468100839441,182.892194914409,215.334784991636,147.679111662445,,,,
49005,VA-Big Stone Gap,81.66650390625,2697.18121857731,,1087.26919736009,,,261.08851002125,576.490747220549,385.928715146898,272.295568851515,115.760083737377,190.31530599595,,,,
49006,VA-Blacksburg,224.916458129883,3151.08659007715,2307.8668449436,841.373638173081,2060.97933862974,,246.796758185506,492.732819940652,349.558138164818,201.154782291243,148.412239413018,143.160598575549,,,,
49007,VA-Charlottesville,1028.41493225098,3787.34066144952,2594.7715773589,1190.72315979374,2331.51495629344,,332.488540950457,689.700730815686,500.326314327656,271.517619193311,228.713708077331,189.375213692215,68.0942718295665,111.666087710361,,72.6280431508315
49008,VA-Chesapeake,408.99934387207,4115.21862349215,2605.20007695135,1510.03278198053,2161.89555809021,,376.226990697053,930.953803731797,709.891098794245,406.191108000186,302.854542200924,221.191009852365,101.807639395629,366.911791510651,,
49009,VA-Clintwood,53.2498779296875,5158.80372449551,,1040.09599581707,,,198.613732225736,613.883021809339,466.327045370761,323.112148933709,,147.831696199456,,,,
49010,VA-Culpeper,209.499755859375,2662.67588416904,1617.45676011291,1044.11960798248,1425.00393184324,,309.577592581665,595.99159650932,393.35649467397,194.684314211062,198.645638879866,202.546802684821,,,,
49011,VA-Danville,853.998764038086,2860.12299445998,1793.34311155368,1067.1181298601,1623.72252402754,,205.789653489356,694.696491968323,499.433443056384,231.318042096627,269.489406119338,195.262225906194,82.9664968683343,107.519105045812,,
49012,VA-Emporia,182.916564941406,2888.65549297315,1936.82945479416,947.907914065591,1776.86631027677,,190.322885027464,710.703486284148,530.942735405362,225.401264144066,311.839315999542,179.448924391259,,,,
49013,VA-Fairfax,72.7498931884766,3608.61708063132,,1512.04350840301,,,476.317146673949,860.696801439362,586.863074567304,267.077781122649,320.292361697945,273.436385735036,,,,
49014,VA-Falls Church,1466.66448974609,3171.6833849904,1808.32640353171,1357.72605811248,1544.8962528111,,317.583445422991,904.332159506657,616.545711327079,373.007407616688,244.883911890014,287.378312127471,40.3097160959601,153.798286393786,,82.4290521261003
49015,VA-Farmville,220.74983215332,2329.76451045079,1447.50814062739,883.610620221164,1326.08368969922,,172.751827534991,569.755286153252,388.760748774141,171.686810524259,219.732087247244,181.133102788335,47.027747023287,,,
49016,VA-Franklin,171.999755859375,3837.70068276452,2573.95530598565,1256.81836353677,2548.58524830813,,374.503999188765,770.804827197515,563.927068309266,299.45697984772,264.653585952485,206.807022513404,,,,
49017,VA-Fredericksburg,671.915939331055,3865.79594651901,2503.81798050744,1362.2831181419,2298.79313159976,,300.521509786351,835.772033644756,564.130918119628,255.472323147691,308.668939076305,271.400066121889,61.9452390547862,149.872461213202,,
49018,VA-Front Royal,145.999923706055,3398.13557389243,2019.75569380743,1374.56632128545,1676.0534688565,,578.727773333294,722.218783653646,509.587521583548,297.853356317373,212.48696783044,212.531718206027,,,,
49019,VA-Galax,342.833206176758,2779.84091601375,1802.80052075337,977.225056240139,1443.73801038852,,267.396034841144,547.963071559495,369.547115318386,178.106370865328,191.096322348446,178.342117250881,85.9914442186477,314.139294762721,,
49020,VA-Gloucester,314.416351318359,2870.82712063962,2145.13475624286,715.967537189808,1816.74249752843,,170.467201511545,481.855457552871,339.469494374973,180.770956539892,158.717777073669,142.484673803833,25.4536379143426,153.415444818324,,
49021,VA-Grundy,118.499618530273,3790.13711027575,,1552.17062132334,,,335.477096350455,774.254103721485,567.376652044728,288.62344127526,278.061587971768,206.967011470618,,,,
49022,VA-Hampton,368.832656860352,2914.84758097109,1762.69164674158,1153.57906303086,1200.28252989559,,323.273522354889,720.160626091273,538.811740710198,305.053062358327,232.77404895159,181.308608716619,39.5239919720546,330.557844505799,,
49023,VA-Harrisonburg,668.582656860352,2221.15940163351,1228.71105785978,990.988640932341,1156.04415649352,,297.884591797913,551.914270611828,370.367575887903,171.384313900293,198.438267439529,181.4468678177,92.5044635028761,47.5466218510839,,
49024,VA-Hopewell,205.499710083008,3174.62542862546,2015.5192524745,1159.06782926849,1891.39363979742,,290.04486703201,726.476438333745,548.318704533466,289.546249790768,258.806938007981,178.309226077284,,,,
49025,VA-Hot Springs,36.3331909179688,6107.91788783939,,1677.0151984531,,,,847.068697916589,611.537057571432,337.237103340099,,235.546238862304,,,,
49026,VA-Kilmarnock,325.916198730469,2308.94505709991,1212.51945262181,1093.63612001496,1077.16188490386,,288.439210664375,662.388916907172,443.109402152803,189.793392579879,253.263462342246,219.352577516669,48.1526847567252,,,
49027,VA-Lebanon,163.666641235352,3547.88939396482,2414.08934383753,1139.816202778,1886.19082261828,,229.768906285233,642.489157216488,462.186674204799,235.492180281646,226.245204996563,180.259989759078,,,,
49028,VA-Leesburg,192.666595458984,3172.24686413744,1883.63146187963,1288.07573235622,1554.06370116436,,374.193627852407,725.526958342195,514.356336547568,225.774986698069,288.565912281997,211.194408396747,,,,
49029,VA-Lexington,241.583023071289,2569.73001816572,1764.30585681877,805.968495487939,1552.82413687411,,238.837716500837,502.115021800471,393.19845043787,182.51318183066,210.607912807304,109.008061739868,21.647103197962,,,
49030,VA-Low Moor,255.916198730469,3113.9395327721,2206.64482790387,906.799400971842,2070.59012339819,,237.735059207447,565.632061096545,404.206731508278,217.742409473653,186.450786429698,161.426296135918,45.3853486960151,,,
49031,VA-Luray,128.749771118164,3234.97577813671,2190.76920123065,1043.75208310729,1912.64883842378,,415.327040801074,498.196551942232,354.621951515625,199.284069157073,155.328917759676,143.600792257207,,,,
49032,VA-Lynchburg,1248.83181762695,2584.59421539676,1723.25980163006,861.115326542168,1560.66979811101,,233.379937156279,524.381068219713,398.892056762166,201.197443537754,197.882083145899,125.496504323526,53.3718183297949,76.6384632122558,,87.60122641862
49033,VA-Manassas,218.416458129883,3565.81086856642,2016.06237579324,1545.88034888816,1356.28340912237,,581.612700611207,655.866227135446,462.357679707662,224.238782630385,238.176050617316,193.368300380672,,,,
49034,VA-Marion,261.749603271484,3083.62537761602,2045.07106178022,1038.20573850782,1762.69190006388,,283.147186130964,604.811760096047,460.985323912096,239.887259033694,221.121727645043,143.823114485126,68.5530550524706,,,
49035,VA-Martinsville,530.7490234375,2795.36383997632,1855.66515279649,939.644732520268,1661.51965702052,,271.047471624787,543.663827234193,426.949113671305,205.715490155831,221.55832572353,116.691065405399,40.1675578515707,101.243606343039,,
49036,VA-Nassawadox,330.499572753906,3393.36499590067,2198.98739822085,1193.25194852658,2039.07370994091,,267.025834174526,649.221867983579,452.311774206697,237.716075433792,214.790394243533,197.027312113088,160.915323383554,75.9075588753319,,
49037,VA-Newport News,1256.49758911133,3029.67789315226,1923.06649307363,1106.70294591428,1641.20028234192,,258.822585850182,733.22613062559,551.185254438757,287.921230154001,263.504463049609,182.011177212913,48.6651165611238,142.398959769395,,
49038,VA-Norfolk,1529.99783325195,3312.60937142988,1970.38112373832,1343.23405593073,1681.9084339632,,350.51435526252,795.486942031217,572.472488989766,313.842979537587,258.313368554433,223.016194417947,65.5062108387123,153.067319825613,,92.3224955945158
49039,VA-Norton,161.416534423828,3815.0226655841,2623.63369698395,1191.31805739319,1839.60368607405,,314.626992911763,615.560237024682,430.247710642207,242.228466960379,188.116254808006,185.304051383524,,,,
49040,VA-Pearisburg,151.5830078125,4084.07143188704,2956.60276249848,1129.1638788877,2471.44489641466,,335.391639205329,625.955616836121,476.2776928161,224.292610258688,251.993329476385,149.689332644288,,,,
49041,VA-Pennington Gap,93.0830688476563,2986.64890845179,,895.697014537134,,,286.24085244199,474.400561759834,353.384311700938,195.177006146759,158.372078968344,121.013795798846,,,,
49042,VA-Petersburg,619.165512084961,3398.26788886067,2117.47765468226,1281.9726849555,1785.15546403605,,362.321225522944,747.142051188709,563.273712249549,294.366593303704,269.375603809559,183.830503961983,79.6860511149972,169.986153912547,,
49043,VA-Portsmouth,903.165618896484,3499.64347785861,2110.31808160074,1389.89305231916,1895.35354130964,,330.620656453766,923.28114472129,684.308032638195,388.176710243586,294.892163587393,238.989607332899,37.3294540193339,89.4106658913386,,
49044,VA-Pulaski,164.916564941406,4236.07295421855,2916.94842916777,1322.62616266716,2392.73643342752,,306.945032134617,768.853885724334,530.985229658915,307.958732714668,223.020634364872,237.518239205697,,,,
49045,VA-Radford,186.416427612305,3888.34087696542,2477.38347941233,1410.94167725554,2166.74500118664,,454.733205364443,793.959554340304,564.53373745479,309.796738937564,254.749822119172,229.430971310636,,,,
49046,VA-Reston,236.999588012695,2807.93307578265,1577.1438796012,1232.57815731044,1273.24881080178,,295.184971800935,809.734883442952,546.035701597336,312.505635087449,233.518512847424,263.566679872152,39.1788265063001,,,
49047,VA-Richlands,139.999710083008,3028.19193281854,1886.2811332095,1140.27421275643,1464.59673397578,,174.248574476506,759.107310954939,537.154667501141,256.346909322339,279.198378171291,221.845224561836,,,,
49048,VA-Richmond,4300.41038513184,3253.37356880654,2030.21546559089,1223.99153529522,1806.72527542796,,307.842082756557,757.22423447603,553.63527833315,285.720262303057,268.34011872416,203.579430009754,58.9364355248602,116.609820163725,,36.5595535819502
49049,VA-Roanoke,1512.41412353516,2614.28188382417,1651.53610941245,962.685428797406,1429.88530340896,,273.779270048814,563.277384469942,405.108718529899,183.727438594807,221.115182885747,158.165596511417,46.1948206365308,182.1648179226,,
49050,VA-Rocky Mount,158.583084106445,3516.39554955296,2376.5549982046,1140.50207169787,2037.82781906137,,358.609817955453,641.185267140039,478.073621505691,229.151718329306,248.868830006094,163.181520992368,,,,
49051,VA-Salem,380.499649047852,2862.93185421571,1783.9332666626,1078.61924028023,1671.98376452799,,360.196918256503,598.448999636625,429.206792718924,227.876252836296,201.313694990752,169.222868664833,29.0156646519878,77.0491250109039,,
49052,VA-South Boston,472.58268737793,2328.9334961335,1467.85442986483,861.900882698841,1307.58944206589,,244.131576296715,499.722544104259,354.801412503826,176.769487838914,179.031369663952,145.006869220735,37.4558987332657,96.8180190053537,,
49053,VA-South Hill,189.916580200195,3572.28776323382,2483.60677091058,1087.32401417155,2205.20981432727,,240.29661409994,738.28512143242,537.895822132173,243.049466445202,297.27926591049,200.38726229998,,,,
49054,VA-Staunton,663.915954589844,2912.11087001772,1899.9610447691,1012.83216208865,1601.0133318845,,348.733097357685,552.062313101148,412.24723596735,206.620436865113,205.331056712803,139.848830182598,48.6758458664108,147.104498851675,,
49055,VA-Stuart,97.4164428710938,2910.67273093685,,689.006449864169,,,201.739580302415,418.256912183955,329.041486021975,149.737593756392,179.5561258251,88.9623662363317,,,,
49056,VA-Suffolk,347.582809448242,3539.18321401478,2239.47794530859,1300.55562161245,1997.00819541867,,304.433396256029,884.70477653834,663.189749382458,321.951405350512,344.138544408714,221.274848496508,59.8839034014471,172.502237643827,,
49057,VA-Tappahannock,178.333084106445,4456.78385026548,2805.99866312051,1651.66874497362,2669.20020265075,,429.633190045256,1001.94907430807,745.304056587763,295.930310553943,453.166455863741,256.516909211727,,,,
49058,VA-Tazewell,77.7499542236328,3073.6144915101,,955.433799095161,,,191.927767311075,586.143569612828,398.239230646681,174.397249628805,222.646484638036,187.587066244998,,,,
49059,VA-Virginia Beach,851.1650390625,3802.81888363742,2350.35222558961,1451.13878496866,2033.97777574096,,382.428288342639,919.643434075707,681.277374175984,368.784628810571,312.562439034785,238.477760483146,49.553675227814,136.850319323467,,
49060,VA-Warrenton,184.832992553711,3725.72558950717,2235.66624769737,1489.18717683724,1939.72081710192,,385.523819289385,919.425559114204,672.533340605065,336.849924949695,335.815119429347,246.952490803966,,,,
49062,VA-Williamsburg,331.3330078125,3536.93646670297,2160.58513428638,1377.37557199451,1797.81751886739,,516.347718865332,739.076919653599,569.152924886325,270.761366575091,299.078469413485,169.794175403101,45.2081742283306,274.823617180107,,
49063,VA-Winchester,553.916137695313,2968.59890978214,2091.75357978799,880.538905351764,1753.27110005872,,215.888030854999,563.060579967551,412.155885865593,197.142402456026,214.718708180499,150.930622803142,24.8224946339756,219.189850497981,,
49065,VA-Woodbridge,175.083160400391,5043.1615246912,3692.71344720771,1357.32378480941,3281.75249801925,,306.051244664865,858.513417686264,632.309077415615,393.83350575255,238.119970652553,226.313448262468,,,,
49066,VA-Woodstock,152.083099365234,2175.20426833153,1429.16812060678,746.31531533936,1273.92047362632,,251.209575808642,418.248298026968,301.649930279857,175.877687261027,125.981405926766,116.591708685645,,,,
49067,VA-Wytheville,220.749542236328,3078.31657116944,2001.10470963484,1077.04051933318,1568.18323354238,,315.990995295771,613.522324450631,441.993915745448,232.319523939456,209.662109414605,171.538450220135,,,,
