State #,State label,Medicare Enrollees (CMHS 5% Sample) (1995),Total Medicare reimbursements per enrollee (Part A and B) (1995),Total Part A Medicare reimbursements per enrollee (1995),Total Part B Medicare reimbursements per enrollee (1995),Medicare reimbursements for inpatient short stays per enrollee (1995),Medicare reimbursements for inpatient long stays per enrollee (1995),Medicare reimbursements for outpatient services per enrollee (1995),Part B Medicare reimbursements for professional & laboratory services per enrollee (1995),Part B Medicare reimbursements for medical & surgical services per enrollee (1995),Part B Medicare reimbursements for medical care per enrollee (1995),Part B Medicare reimbursements for surgical services per enrollee (1995),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (1995)",Part B Medicare reimbursements for durable medical equipment per enrollee (1995),Medicare reimbursements for home health services per enrollee (1995),Medicare reimbursements for hospice services per enrollee (1995),Medicare reimbursements for skilled nursing facilities per enrollee (1995)
1,Alabama,24812.5339660645,4983.52609593069,3369.35997941654,1610.91615229241,2299.82369018289,69.554123740785,326.900302646837,982.515214952893,729.978616512306,398.946858920599,331.642894696341,252.545742044275,126.319930363266,744.729145876491,49.2422482056592,182.467412654228
2,Alaska,1273.74856567383,5542.03780299788,3929.81107224732,1633.03984265959,3350.31369749999,,540.002838308772,846.251812166881,670.617520434106,363.790582714078,305.605224386635,176.177502318226,90.9745479082783,372.946176520023,,98.8439285302311
3,Arizona,17195.9438171387,4636.93704548812,2881.3686894313,1752.39720393644,1989.82054908434,64.7269708706438,350.666273189854,1084.31100530749,798.198231259827,421.857015109702,375.264508291462,286.091306117343,105.459641998463,370.231162886318,98.3888235230773,350.046196259195
4,Arkansas,16778.3901519775,4291.99176022102,2825.82810112214,1465.84497808726,1969.95831724605,119.230742879742,309.631128060668,843.797893585186,640.631899713862,345.152626011441,295.680651653143,203.152540997836,109.974614539572,431.53502360138,69.3326989261508,230.467849205534
5,California,87904.5079650879,6001.60384900357,3905.16780150796,2096.43523199157,2728.86612984343,39.4797238062436,427.176326053664,1308.55545827726,991.020036468623,590.006207286425,401.088568208723,317.511550163813,116.52320961856,554.074070421577,64.8523401078174,510.364378445472
6,Colorado,13132.0411071777,4587.03220781954,2986.51663416365,1600.60356474458,1847.38911591221,77.7071025108949,452.31915360854,829.14156355779,642.655171103268,366.97051949246,275.6675248444,186.540609271633,175.839529005916,527.854611863183,91.8193065460409,433.69256237157
7,Connecticut,20618.4674835205,5268.15606624156,3399.54019702407,1868.52831513586,2369.74548532369,15.1164362519551,487.514117365556,1099.82718246852,816.910651379347,477.932361885424,339.058013950148,282.920201599128,75.0884133158184,614.05133651299,43.0498533971741,357.359407881016
8,Delaware,4232.49319458008,4330.97578352529,2670.51950999581,1658.89565795379,2090.22340340121,-13.5188860358081,362.918207924075,1056.41982868971,778.176943268378,436.85828082137,341.272530301245,278.203519689416,78.7232780469889,297.11298625957,54.5546350241457,209.482196434316
9,District of Columbia,2732.57400512695,5013.67043601993,3194.03307589051,1829.28929485289,2685.26360250032,-169.744136679035,425.855753377099,1251.97478672834,921.611222423257,548.282065972652,368.673625539269,330.744737014696,59.7881020017108,209.985943758746,-39.5869601411904,203.813236433559
10,Florida,94538.6660308838,5679.47858595959,3373.32724244352,2303.88865312928,2172.80685986931,72.8263817714859,409.920987329333,1480.4149805168,1038.84295644626,598.162254836958,440.709597579838,441.646473250297,163.266457981551,676.016484348753,109.902424058705,340.898155712856
11,Georgia,32706.4540252686,4768.4841728875,3112.22523109784,1655.92954770126,2234.04007641923,47.3771914573802,387.134538550145,976.890384412786,721.182618881539,396.012976815657,325.703553840761,255.71287002703,111.064419932043,603.363391036794,41.7760874370034,169.539221031402
