HSA #,HSA label,Medicare Enrollees (1996),"All Surgical Discharges per 1,000 Medicare Enrollees (1996)","Back Surgery per 1,000 Medicare Enrollees (1996)","Coronary Angiography per 1,000 Medicare Enrollees (1996)","Coronary Artery Bypass Grafting (CABG) per 1,000 Medicare Enrollees (1996)","Percutaneous Coronary Interventions per 1,000 Medicare Enrollees (1996)","Carotid Endarterectomy per 1,000 Medicare Enrollees (1996)","Cholecystectomy per 1,000 Medicare Enrollees (1996)","Hospitalization for Hip Fracture per 1,000 Medicare Enrollees (1996)","Hip Replacement per 1,000 Medicare Enrollees (1996)","Knee Replacement per 1,000 Medicare Enrollees (1996)","Mastectomy for Breast Cancer per 1,000 Female Medicare Enrollees (1996)","Resection for Colon Cancer per 1,000 Medicare Enrollees (1996)","Lower Extremity Revascularization per 1,000 Medicare Enrollees (1996)","Transurethral Prostatectomy for Benign Prostatic Hyperplasia per 1,000 Male Medicare Enrollees (1996)","Aortic/Mitral Valve Replacement per 1,000 Medicare Enrollees (1996)"
49001,VA-Abingdon,5468,76.4051786703348,,13.576906612826,5.59847414196897,3.34240606848058,,6.15052020129394,9.55241764801178,,2.48884525176048,,,,,
49002,VA-Alexandria,21199,86.7431438893529,3.35766232359517,12.5577593115431,4.908248793754,6.14151422182149,2.1235690938942,2.55903289479929,7.90619046663879,2.68116337877045,4.25159464304846,,1.87021745167824,0.887885285506183,6.0134858853391,1.22386922228102
49003,VA-Arlington,18871,90.7520807627321,2.04425141006382,12.888745043195,3.50645794293043,5.59820421865323,3.60174039942181,3.13661539337937,8.57025733618828,3.69984999651533,6.24022766732236,,1.78893438705307,1.95688524255126,8.95458853814762,
49004,VA-Bedford,3796,90.0822114523372,,16.2861307534234,,,,,10.9986050019189,,,,,,,
49005,VA-Big Stone Gap,2205,84.6080066604905,,13.7159732367069,,,,,,,,,,,,
49006,VA-Blacksburg,5601,90.4070287540268,,14.8396231782063,7.32352175271297,3.49099447469855,,6.75632447983374,9.25160026384298,,4.55860836196543,,,,,
49007,VA-Charlottesville,23951,85.6679373064309,3.76699717190732,15.3956282521923,5.12883871884042,3.8802288465837,1.35511044003197,2.64940705940282,8.94241880961314,3.13527635821415,5.20583011613305,,1.8216178453856,0.96917487806342,5.89457947814441,1.0458612284238
49008,VA-Chesapeake,10424,108.430334581124,3.33156227642075,24.3032661543421,8.56166231246191,6.63101770877565,4.02451588429566,5.27096039394803,10.5025377462051,,5.79989768996765,,,,6.28080251574873,
49009,VA-Clintwood,1882,86.6424889954712,,9.87320919928109,,,,,,,,,,,,
49010,VA-Culpeper,3949,83.715207907279,,9.79562388570439,,,,,10.5668423199854,,,,,,,
