County ID,County name,Medicare enrollees (2013),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2013)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2013)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2013)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2013)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2013)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2013)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2013)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2013)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2013)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2013)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2013)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2013)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2013)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2013)"
51001,VA-Accomack County,5452,8555.56,8881.66,3480.42,3536.54,2217.03,2242.57,1788.32,1917.72,495.46,542.92,387.82,460,181.73,176.14
51003,VA-Albemarle County,14579,8023.52,7921,3679.16,3421.39,1919.08,1971.66,1619.94,1689.08,341.36,355.69,311.76,340.02,156.09,147.96
51510,VA-Alexandria city,8343,8407.46,8235.77,3501.15,3576.35,2892.06,2699.91,1196.88,1159.06,373.59,360.42,312.82,301.34,152.42,154.26
51005,VA-Alleghany County,1272,9229.98,10238.49,4486.12,5170.4,2223.59,2261.36,1284.65,1403.3,333.08,360.56,717.03,870.84,205.08,199.69
51007,VA-Amelia County,1481,8841.73,9450.06,4214.09,4687.5,2442.04,2515.54,1252.22,1284.28,432.64,444.91,313.16,324.96,186.51,194.85
51009,VA-Amherst County,4355,7766.23,8285.55,3589.14,3930.88,2080.62,2114.04,1163.08,1251.13,372.86,399.79,365.9,402.25,199.48,194.17
51011,VA-Appomattox County,2266,8357.48,8941.62,3889.04,4305.87,2245.91,2245.1,1068.49,1151.89,499.83,539.65,455.96,514.26,219,212.5
51013,VA-Arlington County,14508,8042.76,7823.13,3157.09,3163.15,2734.03,2576.59,1118.07,1083.89,420.17,407.31,462.58,436.38,150.24,151.51
51015,VA-Augusta County,7001,8152.95,8480.9,3845.17,3861.63,1805.02,1888.33,1773.5,1924.65,259.35,281.19,267.06,324.49,183.57,179.44
51017,VA-Bath County,1052,10483.66,10928.8,5552.49,5561.02,1430.56,1506.67,2664.25,2930.87,353.83,391.3,262.12,314.78,201.89,197.18
51515,VA-Bedford city,3096,7584.08,8267.01,3468.57,3972.07,2022.4,2068.02,1176.31,1255.39,439.81,470.04,262.66,293.42,215.09,208.31
51019,VA-Bedford County,8014,7738.1,8135.72,3518.44,3745.96,2194.48,2247.25,1081.75,1142.83,390.36,414.4,371.61,419.79,189.22,183.31
51021,VA-Bland County,981,9507.51,10409.92,4537.87,4990.09,2415.61,2596.75,1361.2,1501.37,591.05,654.14,379.13,463.52,252.44,248.04
51023,VA-Botetourt County,3481,7256.7,7556.28,3310.58,3479.5,1956.94,2016.35,1103.02,1140.79,347.58,360.63,288.79,320.74,245.14,236.04
51520,VA-Bristol city,1778,8983.64,10533.73,4104.38,5199.33,2186.47,2313.71,1113.63,1272.9,854.02,975.14,350.54,403.21,370.58,357.76
51025,VA-Brunswick County,2327,8284.44,8732.15,4168.17,4345.55,2070.18,2192.68,1345.72,1443.54,261.43,287.27,237.74,281.32,184.03,178.09
51027,VA-Buchanan County,2863,9752.47,10956.46,4775.94,5451.1,2060.13,2281.47,1586.03,1772.73,851.46,949.27,219.49,257.4,312.81,307.96
51029,VA-Buckingham County,1876,8154.96,8239.18,3997.83,3927.17,1868.76,1875.9,1410.65,1497.28,345.1,373.41,282.47,330.03,224.43,217.38
51530,VA-Buena Vista city,1094,7633.79,8050.13,3366.93,3451.81,1876.53,2005.83,1442.82,1566.65,338.58,364.64,274.45,336.65,328.49,320.02
51031,VA-Campbell County,3959,7981.83,8545.2,3688.27,4030.72,2178.21,2253.48,1143,1232.82,391.94,422.2,378.81,410.56,206.02,201.6
51033,VA-Caroline County,2972,7975.43,8358.39,3609.18,3906.98,2327.2,2421.8,1218.69,1212.52,333.24,328.52,316.69,311.77,181.83,189.57
51035,VA-Carroll County,4222,9106.16,9881.65,4245.08,4522.02,2121.25,2377.2,1432.49,1565.75,828.35,922.59,215.31,237.42,298.91,292.4
51036,VA-Charles City County,658,7105.25,7554,2740.51,3059.05,2488.17,2555.33,1089.9,1117.62,415.91,427.34,208.37,210.04,206.36,210.51
51037,VA-Charlotte County,2655,7890.07,8460.29,3665.17,3981.52,1924.31,1954.52,1349.17,1468.96,307.75,338.68,449.73,526.8,196.73,191.76
51540,VA-Charlottesville city,218,7852.35,7293.86,4097.41,3418.15,1684.72,1740.64,1480.13,1547.07,372.34,386.76,,,187.24,169.86
51550,VA-Chesapeake city,19586,8638.24,9395.43,3492.22,3998.29,2767.4,2901.6,1368.55,1419.75,523.25,542.99,285.73,317.58,207.69,218.8
51041,VA-Chesterfield County,28309,8587.84,9119.61,3851.25,4228.04,2572.19,2676.05,1167.86,1196.3,454.67,465.22,366.28,372.12,178.93,186.47
51043,VA-Clarke County,2099,7308.37,7584.27,3383.48,3528.2,2139.5,2267.39,916.32,921.06,362.04,366.65,342.42,342.27,169.06,161.99
51570,VA-Colonial Heights city,3415,8867.07,9551.29,4302.42,4718.04,2540.31,2753.24,1097.23,1124.87,438.49,448.86,301.41,304.75,184.69,196.81
51580,VA-Covington city,2550,7942.06,8662.57,3933.63,4419.07,2121.03,2189.84,1182.41,1284.84,293,319.51,239.54,286.57,164.8,160.7
51045,VA-Craig County,602,8656.24,9312.67,4217.27,4737.67,2209.53,2269.96,1389.67,1443.97,455.74,473.36,95.56,106.59,262.92,261.39
51047,VA-Culpeper County,5035,8706.85,8791.57,4133.53,4008.82,2368.91,2471.8,1525.58,1610.29,280.92,279.7,169.38,196.24,200.39,194.94
51049,VA-Cumberland County,986,7630.79,8126.5,3508.12,3806.63,1974.11,2054.44,1239.16,1296.22,328.14,347.59,392.32,438.93,198.9,199.19
51590,VA-Danville city,8838,8188.57,8597.67,3825.06,4055.91,2617.15,2676.55,1132.7,1224.17,249.39,275.56,87.5,101.1,302.24,289.78
51051,VA-Dickenson County,1706,10170.96,11385.09,4381.98,4939.62,2258.57,2550.19,1614.69,1811.52,1483.25,1656.19,121,142.34,398.94,387.59
51053,VA-Dinwiddie County,2086,9373.1,9759.44,4769.5,5014.58,2426.38,2524.3,1290.15,1320,397.04,406.37,252.72,257.91,219.27,226.4
51595,VA-Emporia city,1609,9509.06,10266.68,5090.11,5563.99,2273.74,2424.86,1235.3,1328.72,448.58,490.11,142.66,162.05,261.14,251.61
51057,VA-Essex County,1640,8967.47,9611.6,3965.91,4214.64,2539.63,2714.69,1403.66,1493.07,325.37,350.09,587.76,710.35,179.29,173.82
51059,VA-Fairfax County,81828,8110.07,7859.31,3291.38,3270.68,2850.71,2664.03,1021.17,994.41,407.99,396.55,392.68,382.93,137.67,141.52
51610,VA-Falls Church city,1322,8401.59,8202.03,3532.86,3554.1,2782.35,2619.48,1040.84,1016.8,434.76,423.51,389.5,366.58,209.84,210.07
51061,VA-Fauquier County,7042,8762.53,8906.99,3849.51,3972.13,2560.9,2651.14,1437.24,1390.67,397.99,384.92,342.36,324.38,162.89,170.3
51063,VA-Floyd County,2542,7611.01,8230.95,3432.39,3754.3,2137.24,2291.51,1040.5,1114.53,479.6,518.67,218.36,259.55,300.59,293.99
