year,event,strat,geoid,geolab,denom,observed_benes,observed,predicted,obspred_ratio,crude,adj,se,l95,u95,popunit,geotype,suppr_limit,precision_limit,nbad
2013,DEFIB,age85plu,51001,VA-Accomack,819,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51003,VA-Albemarle,2145,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51005,VA-Alleghany,201,0,0,0.212154381208092,0,0,-0.0000019110460203443,-0.00248202210452824,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51007,VA-Amelia,193,0,0,0.232218207196395,0,0,-0.00000170408811169658,-0.00225040702912802,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51009,VA-Amherst,650,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51011,VA-Appomattox,310,0,0,0.355081293156668,0,0,-0.00000162383989666486,-0.00177110051623122,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51013,VA-Arlington,2569,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51015,VA-Augusta,937,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51017,VA-Bath,118,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51019,VA-Bedford,1324,0,0,1.55253675642406,0,0,-0.000000900790983910905,-0.000629908620107162,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51021,VA-Bland,106,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51023,VA-Botetourt,604,0,0,0.732354183305046,0,0,-0.00000124921596701231,-0.00107864696079846,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51025,VA-Brunswick,358,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51027,VA-Buchanan,285,0,0,0.333860619643337,0,0,-0.00000160740928154993,-0.00181222798353179,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51029,VA-Buckingham,230,0,0,0.268370033287629,0,0,-0.00000171263839156154,-0.00210329035626034,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51031,VA-Campbell,731,0,0,0.836533069235672,0,0,-0.00000123805293156496,-0.0010086687588735,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51033,VA-Caroline,436,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51035,VA-Carroll,528,0,0,0.648870741974499,0,0,-0.00000129221025217263,-0.00116540402712021,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51036,VA-Charles City,86,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51037,VA-Charlotte,335,0,0,0.364458067270977,0,0,-0.00000168792156501247,-0.00178746849038629,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51041,VA-Chesterfield,4246,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51043,VA-Clarke,303,0,0,0.379175883605636,0,0,-0.00000148943995731848,-0.00163995823148458,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51045,VA-Craig,68,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51047,VA-Culpeper,748,0,0,0.951559847294965,0,0,-0.00000109915672852822,-0.000889707890210935,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51049,VA-Cumberland,98,0,0,0.110396909733867,0,0,-0.00000199242478308739,-0.00354438971083513,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51051,VA-Dickenson,191,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51053,VA-Dinwiddie,251,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51057,VA-Essex,254,0,0,0.309751455112065,0,0,-0.00000160505040944671,-0.00189393227984609,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51059,VA-Fairfax,12732,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51061,VA-Fauquier,1005,0,0,1.19511882103936,0,0,-0.00000102770234150021,-0.000767336397118271,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51063,VA-Floyd,322,0,0,0.391977970445489,0,0,-0.00000150533371316438,-0.00161894537313782,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51065,VA-Fluvanna,453,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51067,VA-Franklin,910,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51069,VA-Frederick,1296,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51071,VA-Giles,418,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51073,VA-Gloucester,631,0,0,0.719087188245839,0,0,-0.0000013144566758676,-0.00111931044609269,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51075,VA-Goochland,346,0,0,0.387357529152975,0,0,-0.00000162587012422752,-0.00170146815265176,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51077,VA-Grayson,353,0,0,0.416652800810215,0,0,-0.00000151752908681769,-0.00157652642146305,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51079,VA-Greene,249,0,0,0.30391171987397,0,0,-0.00000158855989031553,-0.00188934628383475,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51081,VA-Greensville,330,0,0,0.328461255338354,0,0,-0.0000018639907908329,-0.00198678601705237,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51083,VA-Halifax,937,0,0,0.954459737647053,0,0,-0.00000125226439358754,-0.000952227391090654,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51085,VA-Hanover,1773,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51087,VA-Henrico,6612,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51089,VA-Henry,747,0,0,0.848991430689285,0,0,-0.00000123126687625476,-0.000996779758865443,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51091,VA-Highland,81,0,0,0.101761919972641,0,0,-0.00000177579393397438,-0.00344980844790397,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51093,VA-Isle of Wight,520,0,0,0.573404804787025,0,0,-0.00000146115804432013,-0.00132390555446246,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51095,VA-James City,2358,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51097,VA-King and Queen,144,0,0,0.176958102309805,0,0,-0.00000174422699274124,-0.00261200670806975,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51099,VA-King George,277,0,0,0.318832121392173,0,0,-0.00000166078159030385,-0.00189226547815723,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51101,VA-King William,260,0,0,0.292939514210286,0,0,-0.00000172397532073467,-0.0020142262411792,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51103,VA-Lancaster,602,0,0,0.724750359819362,0,0,-0.00000126731351969171,-0.00109529087167489,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51105,VA-Lee,322,0,0,0.358206141743161,0,0,-0.00000164529818338965,-0.00176969090913177,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51107,VA-Loudoun,2634,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51109,VA-Louisa,453,0,0,0.492049001013512,0,0,-0.00000154989041692722,-0.00147201521485053,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51111,VA-Lunenburg,244,0,0,0.265236617141094,0,0,-0.0000018155348115331,-0.00217704168032271,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51113,VA-Madison,296,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51115,VA-Mathews,280,0,0,0.356295686821875,0,0,-0.0000014923133573034,-0.0016945054181165,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51117,VA-Mecklenburg,834,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51119,VA-Middlesex,339,0,0,0.42432030001828,0,0,-0.00000145840155357949,-0.00153841583484958,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51121,VA-Montgomery,1259,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51125,VA-Nelson,375,0,0,0.428356618358603,0,0,-0.00000155138664971072,-0.00157588619107436,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51127,VA-New Kent,258,0,0,0.316420811390586,0,0,-0.00000157985780096275,-0.00185220482889871,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51131,VA-Northampton,389,0,0,0.45949783924553,0,0,-0.00000150565954923465,-0.00150932527016968,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51133,VA-Northumberland,423,0,0,0.532293767036947,0,0,-0.00000136316387436455,-0.00132618696247373,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51135,VA-Nottoway,389,0,0,0.42342544162808,0,0,-0.00000162862018675575,-0.00163252288311229,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51137,VA-Orange,821,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51139,VA-Page,494,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51141,VA-Patrick,457,0,0,0.518115052711995,0,0,-0.00000147079678137849,-0.00139265658608922,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51143,VA-Pittsylvania,938,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51145,VA-Powhatan,349,0,0,0.390719671816987,0,0,-0.00000161890762176978,-0.00168854981399333,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51147,VA-Prince Edward,511,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51149,VA-Prince George,241,0,0,0.266908074245945,0,0,-0.0000017754647629402,-0.00213934034508592,0,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51153,VA-Prince William,2578,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age85plu,51155,VA-Pulaski,590,0,0,0.667970709358743,0,0,-0.00000135083953956004,-0.00117499001167636,0,-99999,1000,county,11,26,0
