year,event,strat,geoid,geolab,denom,observed_benes,observed,predicted,obspred_ratio,crude,adj,se,l95,u95,popunit,geotype,suppr_limit,precision_limit,nbad
2013,DEFIB,age80_84,51001,VA-Accomack,801,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51003,VA-Albemarle,1749,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51005,VA-Alleghany,193,0,0,0.453864815932607,0,0,-0.00000268815084348393,-0.00299715222378916,0,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51007,VA-Amelia,197,0,0,0.47453240427957,0,0,-0.00000262437214334727,-0.00290012675703317,0,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51009,VA-Amherst,604,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51011,VA-Appomattox,315,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51013,VA-Arlington,1861,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51015,VA-Augusta,876,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51017,VA-Bath,161,0,0,0.398679437641212,0,0,-0.00000260247334836188,-0.00314545725344878,0,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51019,VA-Bedford,1442,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51021,VA-Bland,137,0,0,0.302737742530687,0,0,-0.00000296776533210857,-0.00385405492843739,0,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51023,VA-Botetourt,560,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51025,VA-Brunswick,342,0,0,0.820844143993231,0,0,-0.00000241835826171321,-0.00212029635797906,0,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51027,VA-Buchanan,348,0,0,0.821860278326534,0,0,-0.00000242995696201316,-0.0021158903237994,0,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51029,VA-Buckingham,214,0,0,0.5491674879868,0,0,-0.00000243717263110485,-0.00260001370870133,0,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51031,VA-Campbell,746,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51033,VA-Caroline,374,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51035,VA-Carroll,523,0,0,1.19621142478884,0,0,-0.00000227752998787053,-0.00169797894673749,0,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51036,VA-Charles City,94,0,0,0.204122382932876,0,0,-0.0000031421602225536,-0.00485473859708004,0,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51037,VA-Charlotte,364,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51041,VA-Chesterfield,3790,15,15,8.8366136667453,1.69748283286948,-3.95778364116095,-4.21000692939395,-0.850379827774074,-2.53760954973027,-6.98458844759196,1000,county,11,26,0
2013,DEFIB,age80_84,51043,VA-Clarke,293,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51045,VA-Craig,90,0,0,0.208250843851597,0,0,-0.00000292286782740726,-0.00461008174848297,0,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51047,VA-Culpeper,793,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51049,VA-Cumberland,96,0,0,0.219288709627826,0,0,-0.00000296369102574053,-0.00453554029323916,0,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51051,VA-Dickenson,217,0,0,0.495920955834748,0,0,-0.00000272097258386222,-0.00288241225633284,0,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51053,VA-Dinwiddie,240,0,0,0.578653641829253,0,0,-0.00000255429127777745,-0.00259227372759298,0,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51057,VA-Essex,251,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
2013,DEFIB,age80_84,51059,VA-Fairfax,10654,19,19,25.5056499630478,0.744932986515806,-1.78336774920218,-1.84584403269139,-0.331331431465372,-1.17710483534599,-2.89450870535329,1000,county,11,26,0
2013,DEFIB,age80_84,51061,VA-Fauquier,894,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,county,11,26,0
