year,event,strat,geoid,geolab,denom,observed_benes,observed,predicted,obspred_ratio,crude,adj,se,l95,u95,popunit,geotype,suppr_limit,precision_limit,nbad
2013,DEFIB,ageLT70,1001,AL- ALABASTER,2614,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1002,AL- ALEXANDER CITY,890,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1003,AL- ANDALUSIA,1231,0,0,1.53852008495074,0,0,-0.000000333704992072129,-0.000456532802917997,0,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1004,AL- ANNISTON,4149,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1006,AL- ASHLAND,537,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1007,AL- ATHENS,2451,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1008,AL- ATMORE,634,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1010,AL- BESSEMER,2650,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1011,AL- BIRMINGHAM,21041,20,20,27.4696348204588,0.728076661037534,-0.950525165153747,-0.899026400682728,-0.178039645171266,-0.579828891412231,-1.39394307716535,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1012,AL- BOAZ,2532,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1013,AL- BREWTON,1028,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1014,AL- BRIDGEPORT,423,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1016,AL- CAMDEN,276,0,0,0.411663543588629,0,0,-0.000000311864043534442,-0.000862215852349316,0,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1017,AL- CARROLLTON,527,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1018,AL- CENTRE,1057,0,0,1.26844521798995,0,0,-0.000000351428798877077,-0.000515144167229269,0,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1019,AL- CENTREVILLE,324,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1022,AL- CULLMAN,3405,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1023,AL- DADEVILLE,467,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1024,AL- DECATUR,3098,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1025,AL- DEMOPOLIS,707,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1026,AL- DOTHAN,7515,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1027,AL- ELBA,344,0,0,0.435021760722289,0,0,-0.000000358217863968588,-0.000890819059615421,0,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1028,AL- ENTERPRISE,1661,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1029,AL- EUFAULA,741,0,0,1.00999531890656,0,0,-0.000000323828082465887,-0.000558253021369501,0,-99999,1000,hsa,11,26,0
2013,DEFIB,ageLT70,1031,AL- EVERGREEN,364,0,0,0.521969591404689,0,0,-0.000000319936466740092,-0.000773539713128271,0,-99999,1000,hsa,11,26,0
