HSA Number,HSA Name,Medicare enrollees (2008),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2008),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2008)
2001,AK-Anchorage,19775,4.85334599081774,4.884974501067
2016,AK-Barrow,259,,
2017,AK-Bethel,1153,4.44753192836024,4.51366342082871
2002,AK-Cordova,208,,
2018,AK-Dillingham,366,,
2003,AK-Fairbanks,6696,4.68147860451588,4.72036768397573
2004,AK-Homer,1325,4.66333862202776,4.71094876871372
2005,AK-Juneau,3094,4.7074373441059,4.75977652601137
2006,AK-Ketchikan,1773,6.30647080579095,6.43182357694516
2007,AK-Kodiak,807,4.25582470819149,4.37946732513428
2019,AK-Kotzebue,396,,
2008,AK-Nome,392,,
2009,AK-Palmer,5894,4.95706416074659,5.04541938921905
2010,AK-Petersburg,400,,
2011,AK-Seward,335,,
2012,AK-Sitka,891,3.88448951057423,3.94665047701045
2013,AK-Soldotna,3723,4.53171126059809,4.58330231240185
2014,AK-Valdez,240,,
2015,AK-Wrangell,322,,
1001,AL-Alabaster,11562,5.77671074351645,6.05483427474266
1002,AL-Alexander City,3547,5.68609869821409,5.87277957286529
1003,AL-Andalusia,4218,5.38491227120287,5.54916740561437
1004,AL-Anniston,14380,5.69467879283067,5.84767917433154
1006,AL-Ashland,2677,6.25851964671957,6.47632890360677
1007,AL-Athens,8251,5.69459997331581,6.07779724724701
1008,AL-Atmore,2297,5.1822645447892,5.19620159062174
1010,AL-Bessemer,13082,6.00599024953128,5.83952493540569
1011,AL-Birmingham,99709,5.35010722892531,5.45007974926797
1012,AL-Boaz,8962,6.62843127588413,6.7309241332278
1013,AL-Brewton,3513,5.39839014449062,5.59338370319875
1014,AL-Bridgeport,1235,7.54134084363273,7.57932421521576
1016,AL-Camden,980,4.74628475673607,4.4940609290944
1017,AL-Carrollton,2240,4.22007776690024,4.27129389083749
1018,AL-Centre,3493,7.39207892906669,7.68010897998874
1019,AL-Centreville,1310,6.06863437741428,6.23229827111502
1022,AL-Cullman,12931,6.07160434213965,6.26570498352857
1023,AL-Dadeville,1563,6.3522017030421,6.65573377897118
1024,AL-Decatur,9949,5.60083693182239,5.75261309630421
1025,AL-Demopolis,2500,5.61258941057062,5.96901800407931
1026,AL-Dothan,25015,5.16991861342432,5.23082412782544
1027,AL-Elba,1474,5.32128833087974,5.32398269776671
1028,AL-Enterprise,5349,5.89927292112933,6.13774862921784
1029,AL-Eufaula,2828,4.76925330223578,5.12216057445521
1031,AL-Evergreen,1282,4.05507391604909,4.33789234651402
1032,AL-Fairhope,6395,4.44695481068783,4.59683084073182
1033,AL-Fayette,2309,5.61086032919672,5.89963672416578
1035,AL-Florala,689,6.85128739963498,7.10693294529492
1036,AL-Florence,15066,5.30580894659661,5.43620921248677
1037,AL-Foley,8856,4.85055004687563,5.08107083579717
1038,AL-Fort Payne,6445,5.38306831707485,5.57096506751193
1039,AL-Gadsden,15561,6.31256026704054,6.52838371583285
1040,AL-Geneva,3028,6.16691101391968,6.25425804136781
1044,AL-Greenville,3580,5.31251008767801,5.45531802535529
1045,AL-Grove Hill,1061,5.16030872572942,5.20232035058478
1046,AL-Guntersville,5467,5.76186729848141,5.82459230352189
1047,AL-Haleyville,2932,7.0974549251223,7.40305191986672
