State #,State label,Medicare Enrollees (CMHS 5% Sample) (1996),Total Medicare reimbursements per enrollee (Part A and B) (1996),Total Part A Medicare reimbursements per enrollee (1996),Total Part B Medicare reimbursements per enrollee (1996),Medicare reimbursements for inpatient short stays per enrollee (1996),Medicare reimbursements for inpatient long stays per enrollee (1996),Medicare reimbursements for outpatient services per enrollee (1996),Part B Medicare reimbursements for professional & laboratory services per enrollee (1996),Part B Medicare reimbursements for medical & surgical services per enrollee (1996),Part B Medicare reimbursements for medical care per enrollee (1996),Part B Medicare reimbursements for surgical services per enrollee (1996),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (1996)",Part B Medicare reimbursements for durable medical equipment per enrollee (1996),Medicare reimbursements for home health services per enrollee (1996),Medicare reimbursements for hospice services per enrollee (1996),Medicare reimbursements for skilled nursing facilities per enrollee (1996)
1,Alabama,24578.7816925049,5294.75326862246,3604.26645464126,1687.91629038969,2437.40603765062,74.1066135355539,345.493681874977,1011.1110036172,761.536851041941,435.617826734131,326.363845663337,249.591439229785,136.643342358291,765.068080908582,63.8979307680177,242.755213519283
2,Alaska,1333.33120727539,5196.70732979871,3547.65309638559,1657.01007157545,2777.45181358504,,620.279305357413,801.169590604902,626.485240678944,361.183118235906,264.76409412094,174.972372233891,105.642070907866,508.473769080377,,206.919269056732
3,Arizona,16741.360534668,4892.90971368644,3123.0518802247,1767.11136308968,2091.74447713328,87.4319362642537,357.359272636795,1069.19571639247,793.373583372414,437.387089907531,355.096521346877,275.770084460089,115.885665339397,437.166890106476,115.537740488538,389.15560016066
4,Arkansas,16733.4663085938,4546.20771268637,3002.64681080289,1543.53260884965,2079.2903778393,132.407355558329,349.698352899066,850.401948725305,652.137361815887,369.679589925571,282.584727779918,198.255974611673,129.813652302804,445.315325320174,82.3906764960089,259.96211611245
5,California,84186.9642181396,6413.93795104728,4242.59884470897,2171.34805218478,2985.93434919726,40.5982996274568,469.507213847423,1313.8225903862,996.950346059246,615.48759444095,381.575585072378,316.870307357705,128.378915958122,593.129505480761,63.9078412042891,553.099984297753
6,Colorado,12509.3779754639,5110.80304433124,3384.21625126958,1726.77068053495,2121.77265801609,64.1830977452798,520.884724877713,863.446459273047,675.813936642193,384.778933911007,290.757807394143,187.694482382339,194.071238389799,620.959623998501,88.5568152453694,488.762457069197
7,Connecticut,20343.961730957,5728.73450729598,3791.12784986955,1937.64653503579,2626.75562342489,17.2121559064255,510.606101413942,1120.86117306495,841.02662532203,508.986107700266,332.122668701838,279.838435761797,79.3049889999674,669.643083261633,51.5834313335417,424.725181614639
8,Delaware,4229.48950195313,4701.06497009149,2939.03301962357,1760.65162593193,2309.63244315929,,408.098335731137,1075.65205770486,799.446967659629,458.615443971489,340.791607569107,276.17316894404,91.6169377076618,308.806357284038,65.3994640680412,234.875348398854
9,District of Columbia,2552.65870666504,5593.2266036571,3682.37519540052,1911.96988692912,3065.28783559032,-165.196078265183,427.476090402455,1310.92056024378,981.167254770017,613.255567321798,360.350786694299,330.262750833939,56.9015187800303,223.419307889018,19.2845591837324,360.605070609927
10,Florida,92014.7831878662,6047.33301720095,3641.44137465824,2403.71899032529,2322.50908075464,65.1841640970549,476.332037614713,1479.88664347475,1063.46397066888,624.301416183646,439.112505631104,416.503439012441,169.220370477529,722.220635840083,105.7316568753,426.020696600294
