HSA Number,HSA Name,Medicare enrollees (2001),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2001),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2001)
49001,VA-Abingdon                ,5923,5.81005971926863,5.93388314394017
49002,VA-Alexandria              ,23722,4.8091308338744,4.91177114964556
49003,VA-Arlington               ,18623,4.4572364746178,4.50060346123322
49004,VA-Bedford                 ,3847,5.15496336878957,5.25314476100788
49005,VA-Big Stone Gap           ,2069,5.99831756968094,6.2232203624949
49006,VA-Blacksburg              ,6221,6.10439614308658,6.17208509080583
49007,VA-Charlottesville         ,26136,5.25779839280769,5.30168595981144
49008,VA-Chesapeake              ,12613,5.71397843300819,5.71740817204344
49009,VA-Clintwood               ,1873,5.78807209598417,5.66864954601535
49010,VA-Culpeper                ,4302,6.15866165988489,6.21287274510566
49011,VA-Danville                ,17156,5.818241112717,5.86780857816117
49012,VA-Emporia                 ,4355,5.31315122721549,5.34317639297929
49013,VA-Fairfax                 ,4663,5.39347892390785,5.40373656621164
49014,VA-Falls Church            ,45270,4.50002428657998,4.57629284864029
49015,VA-Farmville               ,4255,5.04369530371541,5.08981981822159
49016,VA-Franklin                ,3667,6.18569836822066,6.22302427993593
49017,VA-Fredericksburg          ,20601,5.32583005334309,5.41253885722757
49018,VA-Front Royal             ,3424,5.03006234029838,5.05369211299366
49019,VA-Galax                   ,7890,5.45111290978898,5.4884577783807
49020,VA-Gloucester              ,6712,5.35491952857973,5.40755815635941
49021,VA-Grundy                  ,2871,7.27192769918503,7.43616556636637
49022,VA-Hampton                 ,9090,5.00442437071421,5.02771000551854
49023,VA-Harrisonburg            ,16128,4.82126358106835,4.87412724632074
49024,VA-Hopewell                ,4410,6.12257312499181,6.21958204689709
49025,VA-Hot Springs             ,924,5.91140478477965,5.99352539188814
49026,VA-Kilmarnock              ,7567,4.92525527223161,4.9835696292494
49027,VA-Lebanon                 ,3955,6.30732666371683,6.48689242987813
49028,VA-Leesburg                ,7871,5.23130507181121,5.41515762407043
49029,VA-Lexington               ,4936,4.40088287055631,4.44134172305044
49030,VA-Low Moor                ,4367,5.61445363281865,5.68607692374676
49031,VA-Luray                   ,2747,4.99333517942701,5.0847625136202
49032,VA-Lynchburg               ,29360,5.41856804780983,5.4630487480859
49033,VA-Manassas                ,8066,5.54603146093017,5.72703082928137
49034,VA-Marion                  ,5553,6.06171905028634,6.10594694140757
49035,VA-Martinsville            ,12213,4.87639574838907,4.90022357879474
49036,VA-Nassawadox              ,6349,5.65964931451645,5.71508294559954
49037,VA-Newport News            ,30890,5.64424015774365,5.68093504238059
49038,VA-Norfolk                 ,32698,5.65027343752101,5.69186848871363
49039,VA-Norton                  ,4129,6.22707175765012,6.1431496701324
49040,VA-Pearisburg              ,3275,5.09078506699353,5.16822437740573
49041,VA-Pennington Gap          ,2646,5.75069128466676,5.72180446924191
49042,VA-Petersburg              ,14318,5.26730699066705,5.26822707960572
49043,VA-Portsmouth              ,19642,5.18977158276315,5.2173436145359
49044,VA-Pulaski                 ,3076,5.58361861571928,5.63027458598529
49045,VA-Radford                 ,4550,5.38532583077292,5.53269287590051
49046,VA-Reston                  ,8635,5.24984684270467,5.38282777661505
49047,VA-Richlands               ,3775,6.19723256724937,6.29623648175149
49048,VA-Richmond                ,103629,5.42057799400217,5.45902268114195
49049,VA-Roanoke                 ,36227,5.39216568292175,5.45318315437432
49050,VA-Rocky Mount             ,3617,5.95465626883876,6.01788427747488
49051,VA-Salem                   ,7523,6.29472073736792,6.39636645531474
49052,VA-South Boston            ,9406,5.1901310051251,5.22351543444358
49053,VA-South Hill              ,4903,5.21984018636323,5.25521776824212
49054,VA-Staunton                ,16195,5.55270629222896,5.61793787732943
49055,VA-Stuart                  ,2483,5.10439536733781,5.18788198978576
49056,VA-Suffolk                 ,8333,5.57623461872433,5.60720740514665
49057,VA-Tappahannock            ,3838,5.52000213270377,5.58345122110572
49058,VA-Tazewell                ,1948,7.37395044133935,7.347818043793
49059,VA-Virginia Beach          ,25639,5.06099892064237,5.11850249471652
49060,VA-Warrenton               ,6519,5.45704216138511,5.45308387918588
49062,VA-Williamsburg            ,11720,4.20864911397149,4.22941934675035
49063,VA-Winchester              ,15356,5.75676874177251,5.83585024886193
49065,VA-Woodbridge              ,7859,5.76027456408321,5.84585629411546
49066,VA-Woodstock               ,3883,5.13073510642045,5.14090938061809
49067,VA-Wytheville              ,4945,6.1091632368491,6.22685102981119
